,userid,number,lastmod,official_url,documents,datestamp,eprint_status,eprintid,metadata_visibility,pagerange,type,creators,title,refereed,abstract,volume,date,uri,date_type,subjects,full_text_status,issn,status_changed,ispublished,rev_number,related_url,divisions,publisher,publication,dir,corp_creators,id_number,event_title,event_type,event_location,event_dates,pres_type
31,609,,2021-04-13 01:09:37,https://jepa.ub.ac.id/index.php/jepa/article/view/600/303,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'NASIONAL_Pelayanan&Manfaat Koperasiserta Pengaruhnya terhadap Partisipasi Anggota (Studi Kasus pada Koperasi Jurai Siwo Ragem Kota Metro).pdf', 'docid': 43352, 'files': [{'hash_type': 'MD5', 'mtime': '2021-04-12 09:07:12', 'objectid': 43352, 'filesize': 1930274, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259144', 'filename': 'NASIONAL_Pelayanan&Manfaat Koperasiserta Pengaruhnya terhadap Partisipasi Anggota (Studi Kasus pada Koperasi Jurai Siwo Ragem Kota Metro).pdf', 'fileid': 259144, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '1e0886983092b7561b9237fdb3524f99'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43352', 'pos': 1, 'eprintid': 29246, 'placement': 1}]",2021-04-13 01:09:37,archive,29246,show,,other,"[{'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'honourific': None, 'family': 'Listiana', 'lineage': None}}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'family': 'Murniati', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Abdul Mutolib', 'lineage': None, 'given': 'Mutolib, Abdul'}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Helvi Yanfika', 'lineage': None, 'honourific': None, 'given': 'HY'}}]",Hasil Review_Pelayanan & Manfaat Koperasi serta Pengaruhnya terhadap Partisipasi Anggota (Studi Kasus Pada Koperasi Jurai Siwo Ragem Kota Metro,,Hasil Review Jurnal Ekonomi Pertanian dan Agribisnis (JEPA) (SINTA 4),,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/29246,,['S1'],public,,2021-04-13 01:09:37,pub,7,[{'url': 'https://jepa.ub.ac.id/index.php/jepa/article/view/600/303'}],['FP26'],Jurnal Ekonomi Pertanian dan Agribisnis (JEPA) (SINTA 4),,disk0/00/02/92/46,,,,,,,
32,301,,2022-02-17 01:16:44,https://jepa.ub.ac.id/index.php/jepa/article/view/600,"[{'placement': 1, 'eprintid': 39398, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160680', 'security': 'public', 'main': 'Fix_Peer Review_Pelayanan dan Manfaat.pdf', 'files': [{'fileid': 442970, 'datasetid': 'document', 'hash': 'a9a79767fb49fa0d47693c71986687a2', 'mime_type': 'application/pdf', 'filesize': 555317, 'objectid': 160680, 'filename': 'Fix_Peer Review_Pelayanan dan Manfaat.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/442970', 'hash_type': 'MD5', 'mtime': '2022-02-16 05:08:10'}], 'docid': 160680, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2022-02-17 01:16:44,archive,39398,show,,other,"[{'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'honourific': None, 'lineage': None, 'family': 'Listiana'}}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'given': 'Ktut', 'honourific': None, 'family': 'Murniati', 'lineage': None}}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'honourific': None, 'family': 'Mutolib', 'lineage': None}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Yanfika', 'given': 'Helvi'}}]",Hasil Review_Pelayanan dan Manfaat Koperasi serta Pengaruhnya Terhadap Partisipasi Anggota (Studi Kasus pada Koperasi Jurai Siwo Ragem Kota Metro),,Hasil Review Jurnal Ekonomi Pertanian dan Agribisnis,,2021-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/39398,,['S1'],public,,2022-02-17 01:16:44,pub,7,,['FP26'],Jurnal Ekonomi Pertanian dan Agribisnis,,disk0/00/03/93/98,,,,,,,
33,609,1.0,2021-03-05 04:45:13,https://jepa.ub.ac.id/index.php/jepa/article/view/600/303,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'indah dkk jepa.pdf', 'files': [{'hash': 'a4603653d510f52d812b3b35292fd1b8', 'mime_type': 'application/pdf', 'fileid': 250894, 'datasetid': 'document', 'mtime': '2021-03-05 04:15:34', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/250894', 'filename': 'indah dkk jepa.pdf', 'objectid': 42242, 'filesize': 358671}], 'docid': 42242, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42242', 'security': 'public', 'placement': 1, 'eprintid': 28192}]",2021-03-05 04:45:13,archive,28192,show,168-179,article,"[{'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'given': 'Ktut', 'family': 'Murniati', 'lineage': None, 'honourific': None}, 'id': 'ktut.murniati@fp.unila.ac.id'}, {'id': 'amutolib24@yahoo.com', 'name': {'lineage': None, 'family': 'Mutolib', 'honourific': None, 'given': 'Abdul'}}, {'name': {'given': 'Helvi', 'honourific': None, 'lineage': None, 'family': 'Yanfika'}, 'id': 'helviyanfika@yahoo.co.id'}]","PELAYANAN & MANFAAT KOPERASI SERTA PENGARUHNYA TERHADAP
PARTISIPASI ANGGOTA (STUDI KASUS PADA KOPERASI JURAI SIWO RAGEM KOTA METRO",TRUE,"This study aims to analyze the quality of services in the Jurai Siwo Ragem Cooperative, analyze
the benefits of the Cooperative and analyze the effect of service quality and cooperative benefits
on the participation of Koperas members carried out at the Jurai Siwo Ragem Cooperative.
Data collection was carried out in July-August 2019. The study was conducted using a
qualitative approach with 12 informants and research respondents consisting of management
and members of the cooperative. The data used consists of primary data and secondary data.
Data were analyzed with a qualitative descriptive approach using tabulation. Jurai Siwo Ragem
Metro Cooperative Services are assessed based on the perception of cooperative members. The
assessment is based on 5 (five) aspects which include (1) aspects of physical appearance
(tangibles), (2) aspects of reliability, (3) aspects of responsiveness (esponsiveness), (4) ability
to provide guarantees, and (5) aspects of the ability to give personal attention (empathy). In
general, Cooperative services are considered to be satisfactory to very satisfying. Members of
the Jurai Siwo Ragem cooperative enjoy economic and non-economic benefits. The form of
benefits felt by members including members have a place to meet household needs and have a
savings and loan institution to meet their needs. Members of the Jurai Siwo Ragem Metro
Cooperative rated the benefits in the satisfying and very category. The participation of members
of the Jurai Siwo Ragem Cooperative in Metro City is divided into 3 (three) items, namely: 1)
Attending Annual Member Meetings, 2) Payment of deposits covering principal savings, mandatory savings, and other savings, 3) Utilization of services in savings and loan business units and procurement of goods and services. The participation of cooperative members is
affected by the quality of services and benefits received by cooperative members.",5.0,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/28192,published,['H1'],public,"2614-4670 (p), 2598-8174 (e)",2021-03-05 04:45:13,pub,6,"[{'url': 'https://jepa.ub.ac.id/index.php/jepa/article/view/600/303', 'type': 'author'}]",['FP26'],Universitas Brawijaya,Jurnal Ekonomi Pertanian dan Agribisnis (JEPA),disk0/00/02/81/92,,https://doi.org/10.21776/ub.jepa.2021.005.01.16,,,,,
34,301,,2022-02-19 10:31:55,https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012028/meta,"[{'main': 'Fix_Hasil Review_Institutional strengthening of farmer.pdf', 'docid': 160812, 'files': [{'mtime': '2022-02-18 15:46:03', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444017', 'filename': 'Fix_Hasil Review_Institutional strengthening of farmer.pdf', 'objectid': 160812, 'filesize': 906324, 'mime_type': 'application/pdf', 'hash': '16dbc66266c97493553d5fc0bb368621', 'fileid': 444017, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 39533, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160812', 'security': 'public'}]",2022-02-19 10:31:55,archive,39533,show,,other,"[{'name': {'family': 'Listiana', 'lineage': None, 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'family': 'Mutolib', 'lineage': None, 'honourific': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'name': {'honourific': None, 'family': 'Bursan', 'lineage': None, 'given': 'Rinaldi'}, 'id': None}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Yanfika', 'lineage': None, 'honourific': None, 'given': 'Helvi'}}, {'name': {'given': 'RA. Diana', 'lineage': None, 'family': 'Widyastuti', 'honourific': None}, 'id': None}]",Fix_Hasil Review_Institutional Strengthening of Farmer Group to Support Sustainable Agriculture and Food Security in Pesawaran Regency,,Hasil Review Young Scholar Symposium on Science Education and Environment,,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/39533,,['S1'],public,,2022-02-19 10:31:55,pub,9,,['FP26'],Young Scholar Symposium on Science Education and Environment,,disk0/00/03/95/33,,,,,,,
35,301,,2022-02-19 10:57:46,https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012028/meta,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160856', 'security': 'public', 'placement': 1, 'eprintid': 39574, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Oke fix_Institutional strengthening.pdf', 'docid': 160856, 'files': [{'datasetid': 'document', 'fileid': 444352, 'hash': 'da8d5abd0939f855777c87a18f102532', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-02-19 06:27:03', 'filesize': 1063349, 'objectid': 160856, 'filename': 'Oke fix_Institutional strengthening.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444352'}], 'format': 'text'}]",2022-02-19 10:57:46,archive,39574,show,,other,"[{'name': {'family': 'Listiana', 'lineage': None, 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'honourific': None, 'family': 'Mutolib', 'lineage': None}}, {'name': {'family': 'Bursan', 'lineage': None, 'honourific': None, 'given': 'Rinaldi'}, 'id': None}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'Helvi', 'family': 'Yanfika', 'lineage': None, 'honourific': None}}, {'name': {'given': 'RA. Diana', 'honourific': None, 'family': 'Widyastuti', 'lineage': None}, 'id': None}, {'name': {'given': 'Ali', 'lineage': None, 'family': 'Rahmat', 'honourific': None}, 'id': None}]",Oke_Fix_Hasil Review_Institutional Strengthening of Farmer Group to Support Sustainable Agriculture and Food Security in Pesawaran Regency,,Hasil Review Young Scholar Symposium on Science Education and Environment,,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/39574,,['S1'],public,,2022-02-19 10:57:46,pub,8,,['FP26'],Young Scholar Symposium on Science Education and Environment,,disk0/00/03/95/74,,,,,,,
36,301,,2022-01-19 05:40:10,http://jsp.fp.unila.ac.id/index.php/jsp/article/view/70,"[{'format': 'text', 'files': [{'hash': 'a1554645d8c66c986bef6ec7ce5ae564', 'mime_type': 'application/pdf', 'fileid': 432024, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/432024', 'filename': 'Nasional_Pengambilan Keputusan Petani Memilih Varietas Padi di Kecamatan Bangun Rejo Kabupaten Lampung Tengah.pdf', 'filesize': 346171, 'objectid': 158932, 'mtime': '2022-01-18 23:49:43', 'hash_type': 'MD5'}], 'main': 'Nasional_Pengambilan Keputusan Petani Memilih Varietas Padi di Kecamatan Bangun Rejo Kabupaten Lampung Tengah.pdf', 'docid': 158932, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 37998, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/158932', 'pos': 1}]",2022-01-19 05:40:10,archive,37998,show,,other,"[{'id': None, 'name': {'given': 'Ragil Ayu', 'family': 'Mangesti', 'lineage': None, 'honourific': None}}, {'name': {'given': 'HY', 'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Kordiyana K Rangga', 'given': 'KKR'}, 'id': 'korrangga@yahoo.com'}]",Hasil Review_Pengambilan Keputusan Petani Memilih Varietas Padi di Kecamatan Bangun Rejo Kabupaten Lampung Tengah,,Hasil Review Suluh Pembangunan: Journal of Extension and Development,,2021-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/37998,,['S1'],public,,2022-01-19 05:40:10,pub,7,,['FP26'],Suluh Pembangunan: Journal of Extension and Development,,disk0/00/03/79/98,,,,,,,
37,301,1.0,2022-01-19 05:40:08,http://jsp.fp.unila.ac.id/index.php/jsp/article/view/70,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Pengambilan Keputusan Petani Memilih Varietas Padi di Kecamatan Bangun Rejo Kabupaten Lampung Tengah.pdf', 'docid': 158931, 'files': [{'mime_type': 'application/pdf', 'hash': 'd07e1f13c24e173b3769f56516321810', 'fileid': 432018, 'datasetid': 'document', 'filename': 'Pengambilan Keputusan Petani Memilih Varietas Padi di Kecamatan Bangun Rejo Kabupaten Lampung Tengah.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/432018', 'filesize': 173024, 'objectid': 158931, 'mtime': '2022-01-18 23:44:33', 'hash_type': 'MD5'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158931', 'eprintid': 37997, 'placement': 1}]",2022-01-19 05:40:08,archive,37997,show,36-43,article,"[{'name': {'given': 'Ragil Ayu', 'honourific': None, 'family': 'Mangesti', 'lineage': None}, 'id': None}, {'name': {'given': 'HY', 'lineage': None, 'family': 'Helvi Yanfika', 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'korrangga@yahoo.com', 'name': {'given': 'KKR', 'honourific': None, 'lineage': None, 'family': 'Kordiyana K Rangga'}}]",Pengambilan Keputusan Petani Memilih Varietas Padi di Kecamatan Bangun Rejo Kabupaten Lampung Tengah,TRUE,"Penelitian ini bertujuan untuk mengetahui tahapan pengambilan keputusan petani memilih varietas padi serta faktor-faktor yang mempengaruhi keputusan petani memilih varietas padi. Penelitian ini dilakukan di Kecamatan Bangun Rejo Kabupaten Lampung Tengah. Jumlah responden dalam penelitian ini adalah sebanyak 73 sampel. Data yangdigunakan adalah data primer dan sekunder. Metode analisis data yang digunakan adalah analisis deskriptif dan kuantitatif melalui uji regersi linear berganda dan uji regresi sederhana. Hasil Penelitian menunjukan bahwa proses pengambilan keputusan memilih varietas padi oleh petani dilakukan melalui beberapa tahapan yaitu: tahap peningkatan pengetahuan (tahap awal dimana petani mengetahui adanya varietas padi Hibrida yang memiliki keunggulan), tahap persuasi (tahap dimana seorang individu membentuk sikap yang menguntungkan atau tidak menguntungkan terhadap inovasi), tahap keputusan (tahap dimana petani telah menentukan varietas padi mana yang lebih menguntungkan bagi dirinya), tahap implementasi (tahap ketika seseorang menggunakan inovasi), dan tahap konfirmasi (tahap dimana seseorang mencari penguatan atas keputusan yang telah dibuat). Keputusan petani memilih varietas padi
dipengaruhi oleh faktor individu (X2), faktor lingkungan (X
2), dan faktor ekonomi (X4) sebesar 70,5 persen.",3.0,2021-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/37997,,['S1'],public,2686-1488,2022-01-19 05:40:08,pub,6,,['FP26'],,Suluh Pembangunan : Journal of Extension and Development,disk0/00/03/79/97,,,,,,,
38,301,,2022-02-19 10:27:47,http://jsp.fp.unila.ac.id/index.php/jsp/article/view/70,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Fix_Hasil Review_Pengambilan keputusan petani.pdf', 'files': [{'mtime': '2022-02-18 16:36:01', 'hash_type': 'MD5', 'filename': 'Fix_Hasil Review_Pengambilan keputusan petani.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444052', 'filesize': 934672, 'objectid': 160817, 'mime_type': 'application/pdf', 'hash': '5587000d37e7f2bf5978f12e2bc47abb', 'fileid': 444052, 'datasetid': 'document'}], 'docid': 160817, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160817', 'security': 'public', 'placement': 1, 'eprintid': 39538}]",2022-02-19 10:27:47,archive,39538,show,,other,"[{'id': None, 'name': {'given': 'Ragil Ayu', 'family': 'Mangesti', 'lineage': None, 'honourific': None}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Yanfika', 'lineage': None, 'honourific': None, 'given': 'Helvi'}}, {'name': {'family': 'Rangga', 'lineage': None, 'honourific': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}]",Fix_Hasil Review_Pengambilan Keputusan Petani Memilih Varietas Padi di Kecamatan Bangun Rejo Kabupaten Lampung Tengah,,Hasil Review Suluh Pembangunan: Journal of Extension and Development,,2021-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/39538,,['S1'],public,,2022-02-19 10:27:47,pub,7,,['FP26'],Suluh Pembangunan: Journal of Extension and Development,,disk0/00/03/95/38,,,,,,,
39,301,,2022-02-19 10:28:48,https://iopscience.iop.org/article/10.1088/1755-1315/739/1/012041,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2022-02-18 16:28:13', 'objectid': 160815, 'filesize': 2280185, 'filename': 'Fix_Hasil Review_Level of income.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444039', 'datasetid': 'document', 'fileid': 444039, 'hash': 'ac974b9d627844b4ac7c004f625ede69', 'mime_type': 'application/pdf'}], 'main': 'Fix_Hasil Review_Level of income.pdf', 'docid': 160815, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160815', 'pos': 1, 'eprintid': 39536, 'placement': 1}]",2022-02-19 10:28:48,archive,39536,show,,other,"[{'name': {'given': 'Abdul', 'honourific': None, 'family': 'Mutolib', 'lineage': None}, 'id': 'amutolib24@yahoo.com'}, {'name': {'lineage': None, 'family': 'Rahmat', 'honourific': None, 'given': 'Ali'}, 'id': None}, {'name': {'given': 'Helvi', 'family': 'Yanfika', 'lineage': None, 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'lineage': None, 'family': 'Listiana', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Rudy', 'given': 'Rudy'}}, {'id': None, 'name': {'lineage': None, 'family': 'haryanto', 'honourific': None, 'given': 'yoyon'}}]","Fix_Hasil Review_Level of income, knowledge, and impact of climate change on fishing household in Limau Subdistrict, Tanggamus Regency",,"Hasil Review The 1st Universitas Lampung International Confrence on Science, Technology and Environment (1st ULICoSTE)",,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/39536,,['S1'],public,,2022-02-19 10:28:48,pub,8,,['FP26'],"The 1st Universitas Lampung International Confrence on Science, Technology and Environment (1st ULICoSTE)",,disk0/00/03/95/36,,,,,,,
40,301,,2022-02-19 10:30:52,https://iopscience.iop.org/article/10.1088/1755-1315/739/1/012041,"[{'format': 'text', 'docid': 160860, 'main': 'Oke fix_Level of income.pdf', 'files': [{'datasetid': 'document', 'fileid': 444384, 'hash': '927b6ffc3074952ff575a888e80c99e3', 'mime_type': 'application/pdf', 'filesize': 1717240, 'objectid': 160860, 'filename': 'Oke fix_Level of income.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444384', 'hash_type': 'MD5', 'mtime': '2022-02-19 06:44:22'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 39578, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160860'}]",2022-02-19 10:30:52,archive,39578,show,,other,"[{'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'honourific': None, 'lineage': None, 'family': 'Mutolib'}}, {'name': {'honourific': None, 'family': 'Rahmat', 'lineage': None, 'given': 'Ali'}, 'id': None}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Yanfika', 'lineage': None, 'honourific': None, 'given': 'Helvi'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Listiana', 'given': 'Indah'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Rudy', 'given': 'Rudy'}, 'id': None}, {'name': {'honourific': None, 'family': 'haryanto', 'lineage': None, 'given': 'yoyon'}, 'id': None}]","Oke_Fix_Hasli Review_Level of income, knowledge, and impact of climate change on fishing household in Limau Subdistrict, Tanggamus Regency",,"Hasil Review The 1st Universitas Lampung International Confrence on Science, Technology and Environment (1st ULICoSTE)",,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/39578,,['S1'],public,,2022-02-19 10:30:52,pub,8,,['FP26'],"The 1st Universitas Lampung International Confrence on Science, Technology and Environment (1st ULICoSTE)",,disk0/00/03/95/78,,,,,,,
41,930,4.0,2021-11-02 01:21:41,,"[{'eprintid': 34763, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155436', 'format': 'text', 'main': 'effectiveness of self-help groups in the implementation of livelihood imporvement programs - Copy.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-11-01 03:05:27', 'filesize': 402137, 'objectid': 155436, 'uri': 'http://repository.lppm.unila.ac.id/id/file/407908', 'filename': 'effectiveness of self-help groups in the implementation of livelihood imporvement programs - Copy.pdf', 'datasetid': 'document', 'fileid': 407908, 'mime_type': 'application/pdf', 'hash': 'abce889df65240910c71cfd9be826727'}], 'docid': 155436, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2021-11-02 01:21:41,archive,34763,show,149-161,article,"[{'name': {'honourific': None, 'family': 'Rangga', 'lineage': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'id': 'trully.dame@yahoo.co.id', 'name': {'given': 'Dame Trully', 'lineage': None, 'family': 'Gultom', 'honourific': None}}, {'id': 'tb_sijati@yahoo.com', 'name': {'given': 'Tubagus', 'honourific': None, 'family': 'Hasanuddin', 'lineage': None}}, {'name': {'given': 'Begem', 'lineage': None, 'family': 'Viantimala', 'honourific': None}, 'id': None}]","EFFECTIVENESS OF SELF-HELP GROUPS IN THE IMPLEMENTATION OF LIVELIHOOD IMPROVEMENT PROGRAMS AND FOOD SECURITY
IN LAMPUNG, INDONESIA",TRUE,"Abstract: The Community-Based Livelihood Improvement Programme (PPMK) implemented with the help of Self-Help Groups (SHG) is expected to improve the livelihoods of poor people. This study aims to analyse: 1) the effectiveness of SHG in the implementation of PPMK programmes, 2) food security of SHG member households, and
3) the relationship between the effectiveness of PPMK programme implementation and SHG member food security. The study was conducted at Margodadi Village, Metro City in October-December 2018. The research method used involved a survey with a quantitative approach with saturation sampling techniques. Respondents were 25 SHG members who were recipients of aid under the PPMK programme. A descriptive analysis method was used to answer the first and second objectives, while the non-parametric statistic of Spearman’s Rank correlations was used to answer the third objective. The results showed that:
1)  SHG members were effective in implementing the PPMK programme with a rating in the “good” category, with all the overall programme objectives being achieved, helping to increase the income of SHG member households, strengthening SHG’s institutional capacity and the ability of SHG members to expand their business;
2)  the food security level of the majority of SHG member households in Margodadi
Village was both objectively and subjectively in high category; and
3)  the effectiveness of SHG in the PPMK was significantly different from the level of
household food security.

Keywords: Group effectiveness, program, food security, household.",16.0,2021-06-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/34763,published,['S1'],public,eISSN: 2672-7226,2021-11-02 01:21:41,pub,7,,['FP26'],© Penerbit UMT,Journal of Sustainability Science and Management,disk0/00/03/47/63,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,
42,966,,2021-05-20 01:22:03,https://doi.org/10.1088/1755-1315/739/1/012059,"[{'mime_type': 'text/html', 'language': 'en', 'rev_number': 1, 'main': 'sustainable food', 'files': [{'datasetid': 'document', 'fileid': 358491, 'mime_type': 'text/html', 'hash': '2bf6fb40509a9dfb8285ebdc56f4cef3', 'objectid': 135926, 'filesize': 2754, 'uri': 'http://repository.lppm.unila.ac.id/id/file/358491', 'filename': 'sustainable food', 'hash_type': 'MD5', 'mtime': '2021-05-19 15:09:45'}], 'docid': 135926, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135926', 'security': 'public', 'placement': 1, 'eprintid': 30236}]",2021-05-20 01:22:03,archive,30236,show,,conference_item,"[{'id': 'korrangga@yahoo.com', 'name': {'given': 'Kordiyana', 'honourific': None, 'family': 'Rangga', 'lineage': None}}, {'name': {'given': 'Tri', 'lineage': None, 'family': 'Pujiana', 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Syarief', 'lineage': None, 'given': 'Yuniar Aviati'}, 'id': 'yuniarafiati@yahoo.com'}, {'id': 'beggem_vh@yahoo.com', 'name': {'family': 'Begem Viantimala', 'lineage': None, 'honourific': None, 'given': 'BV'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Mutolib', 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'id': 'dinaarini24@gmail.com', 'name': {'family': 'Adipathy', 'lineage': None, 'honourific': None, 'given': 'Dina Arini'}}]","Contribution of sustainable food house area to income and
family food security in Tulang Bawang Barat, Lampung
Province",TRUE,"This study aims to determine the implementation of the sustainable food house area
program, contribution of the program to family income of farmer women's group, and analyze
the food security of KWT members in Tulang Bawang Barat Regency. The research was
conducted in five groups of women farmers in Margodadi, Marga Kencana, Tirta Makmur,
Tirta Kencana, and Mulya Asri Villages. Data were collected in December 2019. Data were
collected using survey methods and direct interviews in the field. The sampling method was
carried out deliberately (purposive sampling); as many as 62 people were interviewed by
visiting the respondent's house. The results showed that the implementation of the program was
seen from the development of village nurseries, development of demonstration plot plots, and
development of farmer women's group members' yards. The income women's group's income
the yard utilization program for one year ranges from IDR 2,565,600 - IDR 6,930,000. Family
food security of KWT members subjectively categorized in the medium category from the
adequacy of family food availability of KWT members, food distribution in the family is quite
good, and aspects of family food consumption are also quite good. The affordability of
families to get food is quite relatively. Women farmer groups' knowledge is already good about
the food the body needs in the right composition. It is present in all types of food that are
useful for health, in consuming family food by taking into account the quality and quantity of
food they consume",,1970-01-01 00:00:00.000002021,http://repository.lppm.unila.ac.id/id/eprint/30236,published,"['H1', 'HC']",public,,2021-05-20 01:22:03,pub,9,[{'url': 'https://doi.org/10.1088/1755-1315/739/1/012059'}],['FP26'],,,disk0/00/03/02/36,,,ULICOSTE2020,conference,Radisson Hotel,18-19 November 2020,paper
