,metadata_visibility,datestamp,eprintid,eprint_status,lastmod,documents,userid,title,creators,type,place_of_pub,date_type,subjects,uri,date,publisher,divisions,dir,ispublished,rev_number,full_text_status,status_changed,official_url,id_number,abstract,related_url,event_type,event_title,event_location,event_dates,refereed,pres_type,pagerange,number,volume,issn,publication,corp_creators,contact_email,contributors
117,show,2020-05-05 03:35:44,19436,archive,2020-05-05 03:35:44,"[{'eprintid': 19436, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32665', 'format': 'text', 'main': '30592-Article Text-101221-1-10-20200503.pdf', 'files': [{'mtime': '2020-05-04 21:52:12', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/162496', 'filename': '30592-Article Text-101221-1-10-20200503.pdf', 'objectid': 32665, 'filesize': 200945, 'mime_type': 'application/pdf', 'hash': '30b9e0072750244dcf4ef4b6af3decc2', 'datasetid': 'document', 'fileid': 162496}], 'docid': 32665, 'content': 'submitted', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 3}]",301,THE INFLUENCE OF EXTENSION ACTIVITIES ON THE COMPETENCIES OF TRADITIONAL FISHERIES PROCESSING IN LAMPUNG PROVINCE,"[{'name': {'given': 'Helvi', 'honourific': None, 'lineage': None, 'family': 'Yanfika'}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': None, 'name': {'given': 'Siti', 'lineage': None, 'family': 'Amanah', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Fatchiya', 'lineage': None, 'given': 'Anna'}}, {'name': {'given': 'Pang', 'honourific': None, 'lineage': None, 'family': 'Asngari'}, 'id': None}, {'name': {'given': 'Abdul', 'honourific': None, 'lineage': None, 'family': 'Mutolib'}, 'id': 'amutolib24@yahoo.com'}, {'name': {'given': 'Kordiyana', 'honourific': None, 'lineage': None, 'family': 'Rangga'}, 'id': 'korrangga@yahoo.com'}]",article,,published,['H1'],http://repository.lppm.unila.ac.id/id/eprint/19436,2020-04-30 00:00:00.000000000,"Department of Fisheries Product Technology, Faculty of Fisheries and Marine Sciences Building, IPB University (Bogor Agricultural University)",['FP26'],disk0/00/01/94/36,pub,9,public,2020-05-05 03:35:44,file:///C:/Users/User/Downloads/30592-Article%20Text-101221-1-10-20200503.pdf,,"Extension is an informal learning process that plays an important role in improving fisheries processors competencies. However, current extension activities that have been running so far are felt to be lacking so it is necessary to look at the effectiveness of conducting extension on traditional fisheries business related to methods, media, materials and capabilities of extension agents. This study was aimed to (1) analyze the effectiveness of fisheries extension activities in traditional fisheries processing businesses in Lampung Province, (2) analyze traditional processors competency levels, (3) analyze the effect of extension on processors competencies/capabilities in traditional fisheries processing businesses. This study used a quantitative approach enriched with qualitative analysis. The survey was conducted to obtain primary data using a questionnaire. The research location were in three districts in Lampung Province. The data analysis technique used descriptive and regression analysis. The results of the study were (1) the effectiveness of extension was still low, (2) traditional processors competencies belonged to the low category, and (3) the ability of extension agents affected the development of fisheries processors’ competencies. The effectiveness of extension is still low due to the limited extension methods. Therefore it is important to carry out extension activities with varied methods according to the target needs to improve the competency of traditional fisheries processors.
Keywords: competence, effectiveness, extension, traditional processors",,,,,,TRUE,,22-30,1.0,23.0,2303-2111,Jurnal Pengolahan Hasil Perikanan Indonesia,,,"[{'id': 'helviyanfika@yahoo.co.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'family': 'yanfika', 'honourific': None, 'given': 'Helvi'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'lineage': None, 'family': 'amanah', 'given': 'siti'}, 'id': None}, {'name': {'given': 'anna', 'honourific': None, 'lineage': None, 'family': 'fatchiya'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None}, {'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Pang', 'honourific': None, 'family': 'Asngari', 'lineage': None}}, {'name': {'given': 'Abdul', 'honourific': None, 'family': 'Mutolib', 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None}, {'id': 'amutolib24@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'family': 'Rangga', 'honourific': None, 'given': 'Kordiyana'}}]"
118,show,2020-05-05 03:35:52,19433,archive,2020-05-05 03:35:52,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32659', 'pos': 1, 'eprintid': 19433, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '27962-Article Text-97867-1-10-20200318 (1).pdf', 'files': [{'filename': '27962-Article Text-97867-1-10-20200318 (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/162463', 'objectid': 32659, 'filesize': 675375, 'mtime': '2020-05-04 21:10:26', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'f81fe53098a79379c35ac90cdcfb6e51', 'fileid': 162463, 'datasetid': 'document'}], 'docid': 32659}]",301,CONSUMER PREFERENCES ON TRADITIONAL FISHERIES PROCESSING PRODUCT TO SUPPORT SUSTAINABLE FISHERIES BUSINESS  IN LAMPUNG PROVINCE,"[{'name': {'given': 'Helvi', 'family': 'Yanfika', 'lineage': None, 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'Siti', 'family': 'Amanah', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Fatchiya', 'honourific': None, 'given': 'Anna'}, 'id': None}, {'name': {'family': 'Mutolib', 'lineage': None, 'honourific': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Asngari', 'given': 'Pang'}}]",article,,published,['H1'],http://repository.lppm.unila.ac.id/id/eprint/19433,2020-03-18 00:00:00.000000000,IPB,['FP26'],disk0/00/01/94/33,pub,8,public,2020-05-05 03:35:52,https://jurnal.ipb.ac.id/index.php/jupe/article/view/27962,,"The choice of marketing strategy is determined by consumer perceptions.  This study aimed to analyze the consumer preferences on purchasing traditional fisheries processing products from salting, smoking, fermentation, and brining. Samples were taken from the consumers of Kota Agung Market in Tanggamus Regency, Sukadana Market in East Lampung Regency, and Gintung Market in Bandar Lampung City. Respondents were determined using accidental sampling method, resulting in 99 respondents. This study was conducted from July to September 2017. Data obtained were analyzed using qualitative descriptive method.  The survey results characterized the idea that consumers purchased more traditional processing products on weekend (Saturday-Sunday), rather than on weekdays (Monday-Friday). The results of this study proposed that the traditional fisheries processing products, namely salted, brined, smoked, and fermented fish had the same quality in all markets. The most quality preferences considered are: flavor, price, product color, packaging type, and package color.  High consumer assessment has an impact on sustainable traditional fisheries processing business development. Consumers assessed that the processing products had good taste, good aroma, fresh appearance, clear color, and solid texture. 
Key words: Consumer, Fisheries, Preferences, Processing Product, Traditional",,,,,,TRUE,,37-48,1.0,16.0,1858-2664,"Jurnal Penyuluhan, September 2018 Vol. 14 No. 2",,,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'Helvi', 'lineage': None, 'family': 'yanfika', 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'family': None, 'honourific': None, 'given': None}}, {'id': None, 'name': {'family': None, 'lineage': None, 'honourific': None, 'given': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': None, 'honourific': None, 'family': None, 'lineage': None}}, {'name': {'lineage': None, 'family': None, 'honourific': None, 'given': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None}]"
119,show,2021-03-07 11:10:19,28248,archive,2021-03-07 11:10:19,"[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 251264, 'mime_type': 'application/pdf', 'hash': 'bcfee962fc224c2ce5ffbfcdda473ec4', 'hash_type': 'MD5', 'mtime': '2021-03-07 08:50:26', 'filesize': 2261485, 'objectid': 42295, 'uri': 'http://repository.lppm.unila.ac.id/id/file/251264', 'filename': 'Evaluation_of_the_Success_of_Programs_and_Strategy.pdf'}], 'main': 'Evaluation_of_the_Success_of_Programs_and_Strategy.pdf', 'docid': 42295, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 28248, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42295'}]",609,SIMILARITY Check Result Evaluation of the Success of Programs and Strategy for Sustainable Coastal Community Development in Tanggamus Regency,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'family': 'Yanfika', 'lineage': None, 'given': 'Helvi'}}, {'id': 'korrangga@yahoo.com', 'name': {'given': 'KKR', 'family': 'Kordiyana K Rangga', 'lineage': None, 'honourific': None}}, {'name': {'given': 'BV', 'lineage': None, 'family': 'Begem Viantimala', 'honourific': None}, 'id': 'beggem_vh@yahoo.com'}, {'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}]",other,,published,['H1'],http://repository.lppm.unila.ac.id/id/eprint/28248,1970-01-01 00:00:00.000002020,https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012026,['FP26'],disk0/00/02/82/48,pub,7,public,2021-03-07 11:10:19,https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012026/pdf,10.1088/1742-6596/1467/1/012026,"This study aims to analyze the success of the KUB program and the coastal community development strategy in Tanggamus Regency. The research was conducted in Kota 
Agung Sub-district, Tanggamus Regency, Lampung Province, which is a fishery center in Tanggamus Regency. The study was conducted in July and August 2019. The research method 
uses a quantitative approach to the survey method. Qualitative data was collected to support research studies through in-depth interviews, focus group discussions (FGD), and field observations. The data collected will be analyzed using qualitative descriptive approaches. The 
results showed that the capture fisheries program was generally good and following the needs of fishermen to increase catches. Nevertheless, in the implementation of activities in the joint business groups still need to be improved access, because program assistance is still felt by some individuals. Besides, increased communication between group members strengthens joint business groups is needed. The strategy of developing coastal communities in increase independence is through training in processing fishery products, fostering entrepreneurship, 
policies to limiting fishery products from outside the region, increasing public awareness about of maintaining the cleanliness of the sea and the environment and promote cooperation with stakeholders to support thesustainability of fisheries businesses.",,,,,,,,,,,,,,,
120,show,2020-03-16 02:10:47,18686,archive,2020-03-16 02:10:47,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/31860', 'pos': 1, 'eprintid': 18686, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'E2576039520_HELVI YANFIKA _ijitee.pdf', 'docid': 31860, 'files': [{'fileid': 156948, 'datasetid': 'document', 'hash': '46ff2efd7d6acd56cbbd6713c4ccfdaa', 'mime_type': 'application/pdf', 'filesize': 512471, 'objectid': 31860, 'uri': 'http://repository.lppm.unila.ac.id/id/file/156948', 'filename': 'E2576039520_HELVI YANFIKA _ijitee.pdf', 'hash_type': 'MD5', 'mtime': '2020-03-13 11:56:31'}]}]",301,Capacity Level of Extension Worker and Institutional Support in Developing the Capability of Extension Worker to use Information Technology,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'Helvi', 'family': 'Yanfika', 'lineage': None, 'honourific': None}}, {'id': 'yulmartin@eng.unila.ac.id', 'name': {'given': 'Yul', 'family': 'Martin', 'lineage': None, 'honourific': None}}, {'id': 'amutolib24@yahoo.com', 'name': {'lineage': None, 'family': 'Mutolib', 'honourific': None, 'given': 'Abdul'}}, {'name': {'honourific': None, 'family': 'Kordiyana K Rangga', 'lineage': None, 'given': 'KKR'}, 'id': 'korrangga@yahoo.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Rahmat', 'lineage': None, 'given': 'Ali'}}]",article,,published,['H1'],http://repository.lppm.unila.ac.id/id/eprint/18686,2020-03-10 00:00:00.000000000,Blue Eyes Intelligence Engineering & Sciences Publication,['FP26'],disk0/00/01/86/86,pub,10,public,2020-03-16 02:10:47,http://www.ijitee.org/wp-content/uploads/papers/v9i5/E2576039520.pdf,10.35940/ijitee.E2576.039520,"The extension is an essential part of fishery sector services. Hence, efficient service of extension is necessary to support fishery activities to contribute to the increasing socio-economic level of fishery business players. These business actors, namely fish processors, fish farmers, and smallholder fishermen in Lampung Province, generally obtain such a little information as they are considered to be the passive group in seeking for information. Their primary concern is still to meet their daily needs, and this information is not yet a priority. In fact, a technological limitation also does not facilitate farmers to obtain information which results in a situation where extension worker is forced to be the main source of information for fishery business players. Therefore, it is essential to investigate how extension workers’ capacity in using non-cyber and cyber information technology also the role of institutional support in the utilization of information technology to increase extension workers’ capacity. This study was descriptive analysis research consisted of primary and secondary data. The method of data analysis used to answer the objective of this study was descriptive statistical analysis. The result of the analysis showed that extension workers’ capacity level in using non-cyber information technology to perform their task was considered excellent, and extension workers did not only depend on the information provided by the related institution in using cyber information technology. Extension workers were found to use a smartphone and other media to obtain information. Institutional support, such as higher educational institutions, NGOs, Fishery Agency, and BPTP, was still low. Therefore, institutions should increase the use of information technology, assist in using cyber information technology, provide information of using cyber information technology, provide a specific location for conducting training of cyber information technology, and provide regular training schedule for extension workers to increase the capacity of fishery extension workers. Keywords: Capacity, information technology, institution, extension.",,,,,,TRUE,,1545-1551,5.0,9.0,2278-3075,International Journal of Innovative Technology and Exploring Engineering (IJITEE),,,
121,show,2022-02-19 10:53:06,39548,archive,2022-02-19 10:54:10,"[{'eprintid': 39548, 'placement': 2, 'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160844', 'format': 'text', 'docid': 160844, 'main': 'Penilaian Evaluation.pdf', 'files': [{'filename': 'Penilaian Evaluation.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/444266', 'filesize': 1843851, 'objectid': 160844, 'mtime': '2022-02-19 04:58:59', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '9d7a216ebb483d3f40fadfce84c68872', 'datasetid': 'document', 'fileid': 444266}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",609,"FIX PEER REVIEW_Evaluation of the Success of Programs and
Strategy for Sustainable Coastal Community Development in Tanggamus Regency","[{'id': 'helviyanfika@yahoo.co.id', 'name': {'lineage': None, 'family': 'Yanfika', 'honourific': None, 'given': 'Helvi'}}, {'id': 'korrangga@yahoo.com', 'name': {'given': 'Kordiyana', 'honourific': None, 'family': 'Rangga', 'lineage': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Viantimala', 'given': 'Begem'}, 'id': None}, {'name': {'given': 'Indah', 'lineage': None, 'family': 'Listiana', 'honourific': None}, 'id': 'indahlistiana@yahoo.com'}, {'id': 'amutolib24@yahoo.com', 'name': {'honourific': None, 'family': 'Mutolib', 'lineage': None, 'given': 'Abdul'}}, {'id': None, 'name': {'family': 'Rahmat', 'lineage': None, 'honourific': None, 'given': 'Ali'}}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/39548,1970-01-01 00:00:00.000002020,Journal of Physics: Conf. Series,['FP26'],disk0/00/03/95/48,pub,13,public,2022-02-19 10:54:10,,,FIX PEER REVIEW  Journal of Physics: Conf. Series,,,,,,,,,,,,,,,
122,show,2022-02-19 10:32:13,39562,archive,2022-02-19 10:32:13,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160841', 'pos': 1, 'eprintid': 39562, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'objectid': 160841, 'filesize': 902343, 'uri': 'http://repository.lppm.unila.ac.id/id/file/444248', 'filename': 'Fix_Hasil Review_Evaluation of.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-19 03:44:17', 'fileid': 444248, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '0f8668d2c6ca742d684c081b86f34efa'}], 'main': 'Fix_Hasil Review_Evaluation of.pdf', 'docid': 160841}]",301,Oke_Fix_Hasil Review_Evaluation of the success of Programs and Strategy for Sustainable Coastal Community Development in Tanggamus Regency,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'honourific': None, 'family': 'Yanfika', 'lineage': None, 'given': 'Helvi'}}, {'name': {'lineage': None, 'family': 'Rangga', 'honourific': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'name': {'given': 'Begem', 'family': 'Viantimala', 'lineage': None, 'honourific': None}, 'id': None}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'family': 'Listiana', 'lineage': None, 'honourific': None}}, {'id': 'amutolib24@yahoo.com', 'name': {'honourific': None, 'family': 'Mutolib', 'lineage': None, 'given': 'Abdul'}}, {'id': None, 'name': {'given': 'Ali', 'family': 'Rahmat', 'lineage': None, 'honourific': None}}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/39562,1970-01-01 00:00:00.000002020,Young Scholar Symposium on Science Education and Environment,['FP26'],disk0/00/03/95/62,pub,8,public,2022-02-19 10:32:13,https://iopscience.iop.org/article/10.1088/1742-6596/1467/1/012026,,Hasil Review Young Scholar Symposium on Science Education and Environment,,,,,,,,,,,,,,,
123,show,2021-05-10 01:24:48,30088,archive,2021-05-10 01:24:48,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 135103, 'main': 'PROSIDING_Impact of climate change on coastal communities in Tanggamus regency.pdf', 'files': [{'fileid': 356679, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '620bc20d3e837144a3363cc5de02656b', 'hash_type': 'MD5', 'mtime': '2021-05-09 13:43:41', 'objectid': 135103, 'filesize': 2025600, 'filename': 'PROSIDING_Impact of climate change on coastal communities in Tanggamus regency.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/356679'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135103', 'security': 'public', 'placement': 1, 'eprintid': 30088}]",609,hasil review_Impact of climate change on coastal communities in Tanggamus regency,"[{'id': 'helviyanfika@yahoo.co.id', 'name': {'given': 'Helvi', 'honourific': None, 'family': 'Yanfika', 'lineage': None}}, {'name': {'given': 'Begem', 'honourific': None, 'family': 'Viantimala', 'lineage': None}, 'id': None}, {'name': {'family': 'Mutolib', 'lineage': None, 'honourific': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'id': 'indahlistiana@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Listiana', 'given': 'Indah'}}, {'id': 'widyaa58@gmail.com', 'name': {'given': 'Widyastuti', 'family': 'Widyastuti', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Rahmat', 'lineage': None, 'honourific': None, 'given': 'Ali'}, 'id': None}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/30088,2020-09-01 00:00:00.000000000,"universitas islam negeri raden intan, Lampung, Indonesia",['FP26'],disk0/00/03/00/88,pub,8,public,2021-05-10 01:24:48,https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012029,,hasil review Young scholar symsposium on science education and environment (YSSSEE),[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012029'}],,,,,,,,,,,,,,
124,show,2022-02-19 10:25:40,39527,archive,2022-02-19 10:25:40,"[{'eprintid': 39527, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160806', 'pos': 1, 'format': 'text', 'main': 'Fix_Hasil Review_Capacity level.pdf', 'files': [{'filename': 'Fix_Hasil Review_Capacity level.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/443972', 'filesize': 936834, 'objectid': 160806, 'mtime': '2022-02-18 14:54:08', 'hash_type': 'MD5', 'hash': '7fc4f9eb852d2fbb9beb8c5f82386516', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 443972}], 'docid': 160806, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",301,Fix_Hasil Review_Capacity Level of Extension Worker and Institutional Support in Developing the Capability of Extension Worker to Use Information Technology,"[{'name': {'honourific': None, 'family': 'Yanfika', 'lineage': None, 'given': 'Helvi'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'Martin, Yul', 'honourific': None, 'lineage': None, 'family': 'Yul Martin'}, 'id': None}, {'name': {'given': 'Abdul', 'lineage': None, 'family': 'Mutolib', 'honourific': None}, 'id': 'amutolib24@yahoo.com'}, {'id': 'korrangga@yahoo.com', 'name': {'honourific': None, 'family': 'Rangga', 'lineage': None, 'given': 'Kordiyana'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Rahmat', 'given': 'Ali'}}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/39527,2020-03-01 00:00:00.000000000,Blue Eyes Intelligence Engineering and Sciences Publication (BEIESP),['FP26'],disk0/00/03/95/27,pub,9,public,2022-02-19 10:25:40,https://www.ijitee.org/wp-content/uploads/papers/v9i5/E2576039520.pdf,,Hasil Review Blue Eyes Intelligence Engineering and Sciences Publication (BEIESP),,,,,,,,,,,,,,,
125,show,2021-04-13 08:04:54,29313,archive,2021-04-13 08:04:54,"[{'main': 'NASIONAL_Peranan ibu rumah tangga pada program kawasan rumah pangan lestari di Kecamatan Natar Kabupaten Lampung Selatan.pdf', 'files': [{'hash': '4c0eb1938ddc4ed6a22e7d9c0cc797d7', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 259767, 'filename': 'NASIONAL_Peranan ibu rumah tangga pada program kawasan rumah pangan lestari di Kecamatan Natar Kabupaten Lampung Selatan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/259767', 'filesize': 1880949, 'objectid': 43433, 'mtime': '2021-04-13 06:26:00', 'hash_type': 'MD5'}], 'docid': 43433, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 29313, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43433', 'security': 'public'}]",609,hasil review_Peranan ibu rumah tangga pada program kawasan rumah pangan lestari di Kecamatan Natar Kabupaten Lampung Selatan,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'admaja', 'given': 'yogi'}}, {'name': {'honourific': None, 'family': 'Rangga', 'lineage': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'id': 'indahlistiana@yahoo.com', 'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/29313,2020-02-01 00:00:00.000000000,jurnal ilmu ilmu agribisnis,['FP26'],disk0/00/02/93/13,pub,7,public,2021-04-13 08:04:54,http://repository.lppm.unila.ac.id/25964/,,hasil review jurnal ilmu ilmu agribisnis,[{'url': 'http://repository.lppm.unila.ac.id/25964/'}],,,,,,,,,,,,,,
126,show,2022-05-11 07:29:33,41468,archive,2022-05-11 07:29:33,"[{'placement': 1, 'eprintid': 41468, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163102', 'security': 'public', 'main': 'Preview Penilaian_Kinerja PPL&Tingkat Kepuasan.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-04-26 14:52:20', 'objectid': 163102, 'filesize': 279311, 'filename': 'Preview Penilaian_Kinerja PPL&Tingkat Kepuasan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/459296', 'fileid': 459296, 'datasetid': 'document', 'hash': 'dbc4c7813378a708f37c61927fa1cf0e', 'mime_type': 'application/pdf'}], 'docid': 163102, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",719,Hasil Peer Review_Kinerja Penyuluh Pertanian Lapangan dan Tingkat Kepuasan Petani Padi di Kecamatan Metro Selatan Kota Metro,"[{'id': '-', 'name': {'honourific': None, 'lineage': None, 'family': 'pinati', 'given': 'Rania'}}, {'id': 'sumaryo.gitosaputro@fp.unila.ac.id', 'name': {'family': 'Gitosaputro', 'lineage': None, 'honourific': None, 'given': 'Sumaryo'}}, {'id': 'trully.dame@yahoo.co.id', 'name': {'lineage': None, 'family': 'Gultom', 'honourific': None, 'given': 'Dame Trully'}}]",other,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/41468,2020-12-01 00:00:00.000000000,Jurnal Suluh Pembangunan,['FP26'],disk0/00/04/14/68,pub,7,public,2022-05-11 07:29:33,,,Hasil Peer Review Jurnal Suluh Pembangunan,,,,,,,,,,,,,,,
127,show,2021-06-01 03:02:17,31565,archive,2021-06-01 03:02:17,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 142803, 'main': '45-Article Text-210-1-10-20210222.pdf', 'files': [{'objectid': 142803, 'filesize': 281290, 'filename': '45-Article Text-210-1-10-20210222.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/373993', 'hash_type': 'MD5', 'mtime': '2021-06-01 01:23:09', 'datasetid': 'document', 'fileid': 373993, 'mime_type': 'application/pdf', 'hash': 'b70d451e7ef91299909c6b8948bc53bd'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142803', 'eprintid': 31565, 'placement': 1}]",609,PARTISIPASI ANGGOTA KELOMPOK TANI DALAM PROGRAM UPSUS PAJALE DI KECAMATAN NATAR KABUPATEN LAMPUNG SELATAN,"[{'id': None, 'name': {'family': 'ramadhani', 'lineage': None, 'honourific': None, 'given': 'ochi'}}, {'name': {'given': 'Tubagus', 'lineage': None, 'family': 'Hasanuddin', 'honourific': None}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'honourific': None, 'family': 'Listiana', 'lineage': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}]",article,,,['S1'],http://repository.lppm.unila.ac.id/id/eprint/31565,2020-12-01 00:00:00.000000000,"Program Studi Magister Ilmu Penyuluhan Pembangunan /Pemberdayaan Masyarakat, Pascasarjana Universitas Lampung, Bekerjasama dengan Perhimpunan Ahli Penyuluhan Pembangunan Indonesia (PAPPI), Forum Komunikasi Pembangunan Indonesia (FORKAPI) dan Asosiasi Prog",['FP26'],disk0/00/03/15/65,pub,6,public,2021-06-01 03:02:17,http://jsp.fp.unila.ac.id/index.php/jsp/article/view/45,,"Tujuan penelitian ini adalah untuk mengetahui tingkat partisipasi dan faktor-faktor yang berhubungan  dengan tingkat partisipasi petani dalam program Upsus Pajale. Penelitian ini dilakukan di Kecamatan Natar, Kabupaten Lampung Selatan. Sampel dalam penelitian ini berjumlah 45 responden petani yang dipilih secara acak. Penelitian ini dilakukan pada bulan November – Desember 2018. Penelitian ini dilakukan dengan menggunakan metode survei. Analisis data menggunakan analisis deskriptif dan uji korelasi Rank Spearman.  Hasil penelitian ini menunjukkan bahwa Tingkat partisipasi anggota kelompok tani dalam perencanaan kegiatan sebagian besar tergolong sedang (53,56%), partisipasi dalam
pelaksanaan kegiatan sebagian besar tergolong tinggi (53,33%), partisipasi dalam pemantauan dan evaluasi kegiatan tergolong tinggi (62,22%), dan partisipasi dalam pemanfaatan hasil kegiatan tergolong sedang (53,33%).  Secara keseluruhan sebagian besar partisipasi anggota kelompok tani dalam Program Upsus Pajale tergolong tinggi (53,33%). Faktor-faktor yang berhubungan dengan tingkat partisipasi
petani dalam program Upsus Pajale, yaitu motivasi, tingkat pengetahuan, dan persepsi petani.",[{'url': 'http://jsp.fp.unila.ac.id/index.php/jsp/article/view/45'}],,,,,TRUE,,76-83,2.0,2.0,2686-1488,Suluh Pembangunan : Journal of Extension and Development,,,
