,abstract,volume,date,uri,date_type,subjects,full_text_status,issn,status_changed,ispublished,rev_number,divisions,publisher,publication,dir,userid,number,lastmod,official_url,documents,datestamp,eprintid,id_number,eprint_status,metadata_visibility,pagerange,creators,type,title,refereed,succeeds,department,institution,thesis_name,thesis_type,place_of_pub,patent_applicant,isbn,pages,related_url,projects,funders,editors
36,"Teacher mentoring: problems and solution. Purpose: This paper aims to find answers to research questions: 1) what problems do teachers face? 2) How can mentoring
overcome the problems? Method: The authors applied action research Margaret Riel's model which consists of studying and planning, taking action, collecting and analyzing evidence, and reflecting. The authors used the following instruments to collect the data: a) observation format
sheet, b) flanders format sheet, c) camera, and 4) five-step format accompaniment. There are four teachers as participants involved in this research. Findings: 1) Teachers faced  pedagogical,personality , social, and professional competences. 2) These problems could be solved using mentoring through the ability of mentors in playing the roles of facilitators to produce a good
relationship between mentor and mentees.",8.0,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/24450,published,['L1'],public,e-ISSN: 2716-4616 | p-ISSN 2302-1772,2020-11-02 04:19:49,pub,6,['FKIP5'],FKIP Unila,Jurnal Manajemen Mutu Pendidikan,disk0/00/02/44/50,214,2,2020-11-02 04:19:49,http://jurnal.fkip.unila.ac.id/index.php/JMMP/article/view/21050,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38185', 'eprintid': 24450, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 38185, 'main': 'Hariri et 2020 JMMPTeacher Mentoring Problems and Solutions.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/222304', 'filename': 'Hariri et 2020 JMMPTeacher Mentoring Problems and Solutions.pdf', 'objectid': 38185, 'filesize': 507267, 'mtime': '2020-11-01 16:47:15', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'b909edaf93266890c230004d57fa57cd', 'datasetid': 'document', 'fileid': 222304}]}]",2020-11-02 04:19:49,24450,http://dx.doi.org/10.23960/jmmp.v8.i2.202003,archive,show,18-30,"[{'id': 'ridwanrosidimuawi@gmail.com', 'name': {'given': 'Ridwan', 'lineage': None, 'family': 'Ridwan', 'honourific': None}}, {'name': {'given': 'Dedy H.', 'family': 'Karwan', 'lineage': None, 'honourific': None}, 'id': 'dhkarwan@yahoo.co.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Hariri', 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",article,Teacher Mentoring: Problems and Solutions,TRUE,,,,,,,,,,,,,
37,"This study aimed to describe the influence of the principal’s leadership style on the school digitalization system according to school’s accreditation and status. Methods: This research method used exploratory survey method with a questionnaire completed by 30 elementary school teachers in Bandar Lampung City. The data were analysed using descriptive statistics and non-parametric correlations test. Findings: The situational leadership style that elementary school principals generally applied in Bandar Lampung is the selling style. Nevertheless, the principals still showed 3 other leadership styles, namely: telling, participating and delegating; with proportions that are not much different. Unlike the digitalisation system, schools generally are still not optimal in implementing digital systems in schools. Conclusions: The principal’s leadership style did not have a significant relationship to the school digitalization system.",10.0,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/24448,published,['L1'],public,e-ISSN: 2550-1313 | p-ISSN: 2087-9849,2020-11-02 04:19:30,pub,8,['FKIP5'],FKIP Unila,Jurnal Pendidikan Progresif,disk0/00/02/44/48,214,2,2020-11-02 04:19:30,http://jurnal.fkip.unila.ac.id/index.php/jpp/article/view/20729,"[{'format': 'text', 'main': 'Rini Hariri Sukamto 2020 Exploratory Analysis Study and Correlations between the Principal.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-01 16:10:10', 'objectid': 38183, 'filesize': 1434273, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222289', 'filename': 'Rini Hariri Sukamto 2020 Exploratory Analysis Study and Correlations between the Principal.pdf', 'datasetid': 'document', 'fileid': 222289, 'hash': '56a95ee0dc1cf49a1c22549ed6383fdc', 'mime_type': 'application/pdf'}], 'docid': 38183, 'content': 'published', 'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'eprintid': 24448, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38183'}]",2020-11-02 04:19:30,24448,http://dx.doi.org/10.23960/jpp.v10.i2.202017,archive,show,336-349,"[{'name': {'lineage': None, 'family': 'Rini', 'honourific': None, 'given': 'Riswanti'}, 'id': 'riswanti.rini@gmail.com'}, {'name': {'honourific': None, 'family': 'Hariri', 'lineage': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'name': {'family': 'Sukamto', 'lineage': None, 'honourific': None, 'given': 'Ismu'}, 'id': 'ismusukamto.11@gmail.com'}]",article,Exploratory Analysis Study and Correlations between the Principal’s Leadership Style and the School’s Digitalization System in Bandar Lampung City,TRUE,,,,,,,,,,,,,
38,"This paper seeks to answer the questions 1) What decision making is practiced in School Based Management (SBM) in Indonesia ?, 2) What problems are faced in implementing SBM in Indonesia?, 3) What strategies do practitioners do in dealing with problems? SBM can facilitate practitioners in terms of school committee involvement in strategic decision making in term of school missions, vision, objectives, repairmen of building, funds, new classroom, programs and teaching and learning process, facilities preservation, student conduct policies, canteen management, governing  of fund income, choosing educator, choosing teachers, choosing principals, choosing administrative staff, choosing textbooks, curriculum development. Problems encountered include inadequate parental participation, weakness in self-governing, coordination handicap, principal and school committee role overlap, weakness in school leaders and professional improvement for, school appliances constrain, SBM understanding constrain, inadequate school finance. The strategies or creativity used in resolving problems include: seeking advice and support from other school stakeholders, the principal and staff discussing and agreeing on strategies to implement change collaboratively, principals consider themselves
to be team members, delegate authority. There is an agreement between the school and the school committee on reducing workload. 

Keywords: school-based management, SBM problems, problem solving, schools, Indonesia",422.0,2020-03-25 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22851,published,['L1'],public,2352-5398,2020-06-30 03:28:36,pub,10,['FKIP5'],Atlantis Press,"Advances in Social Science, Education and Humanities Research",disk0/00/02/28/51,214,,2020-06-30 03:28:36,https://www.atlantis-press.com/proceedings/icope-19/125937542,"[{'language': 'en', 'rev_number': 3, 'mime_type': 'application/pdf', 'content': 'published', 'files': [{'mime_type': 'application/pdf', 'hash': '317a7b250224dd6ee06dd05de4c0869d', 'fileid': 209734, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/209734', 'filename': '10 School-Based Management in Indonesia.pdf', 'objectid': 36374, 'filesize': 275878, 'mtime': '2020-06-29 15:56:30', 'hash_type': 'MD5'}], 'main': '10 School-Based Management in Indonesia.pdf', 'docid': 36374, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36374', 'pos': 2, 'security': 'public', 'formatdesc': 'This article focuses on decision-making,problems, and problem-solving strategy in Indonesian SBM', 'placement': 2, 'eprintid': 22851}, {'placement': 3, 'eprintid': 22851, 'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36375', 'security': 'public', 'formatdesc': 'This article focuses on decision-making,problems, and problem-solving strategy in Indonesian SBM', 'files': [{'fileid': 209738, 'datasetid': 'document', 'hash': '3da92888435f7bcc6a860b1f8952e396', 'mime_type': 'text/html', 'objectid': 36375, 'filesize': 25561, 'uri': 'http://repository.lppm.unila.ac.id/id/file/209738', 'filename': 125937542, 'hash_type': 'MD5', 'mtime': '2020-06-29 15:57:43'}], 'main': 125937542, 'docid': 36375, 'format': 'other', 'rev_number': 4, 'language': 'en', 'mime_type': 'text/html', 'content': 'published'}]",2020-06-30 03:28:36,22851,https://doi.org/10.2991/assehr.k.200323.125,archive,show,229-232,"[{'id': 'riswanti.rini@gmail.com', 'name': {'lineage': None, 'family': 'Rini', 'honourific': None, 'given': 'Riswanti'}}, {'name': {'given': 'Ismu', 'honourific': None, 'lineage': None, 'family': 'Sukamto'}, 'id': 'ismusukamto.11@gmail.com'}, {'id': 'ridwanrosidimuawi@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Ridwan', 'given': 'Ridwan'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Hariri', 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",article,"School-Based Management in Indonesia:
Decision-Making, Problems, and Problem-Solving 
Strategy",TRUE,19501.0,,,,,,,,,,['Hibah Penelitian'],['Universitas Lampung'],
39,,,2020-08-23 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28839,,"['L1', 'LB1501', 'LC5201']",public,,2021-04-05 04:50:02,pub,9,['FKIP5'],JPP FKIP Universitas Lampung,,disk0/00/02/88/39,214,,2021-04-05 04:50:02,,"[{'placement': 1, 'eprintid': 28839, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42933', 'pos': 1, 'security': 'public', 'main': '1. Exploratory Analysis Study and Correlations between the Principals Leadership Style and the School.pdf', 'docid': 42933, 'files': [{'datasetid': 'document', 'fileid': 255906, 'hash': 'a4bb93ccc0de3ec1596d53a20bb92c6c', 'mime_type': 'application/pdf', 'filesize': 4078362, 'objectid': 42933, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255906', 'filename': '1. Exploratory Analysis Study and Correlations between the Principals Leadership Style and the School.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-01 09:21:05'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-04-05 04:50:02,28839,,archive,show,,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Riswanti', 'given': 'Rini'}}, {'name': {'given': 'Hasan', 'lineage': None, 'family': 'Hariri', 'honourific': None}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'id': 'ismusukamto.11@gmail.com', 'name': {'given': 'Ismu', 'family': 'Sukamto', 'lineage': None, 'honourific': None}}]",other,Exploratory Analysis Study and Correlations between the Principal’s Leadership Style and the School’s Digitalization System in Bandar Lampung City.,,,,,,,,,,,,,,
40,"The problem in this study is the low learning outcomes of student in grade IV SD
Negeri 8 East Metro in thematic learning. The purpose of this study was to
analyze and find out the significant effect of the application of the base learning
project model to the learning outocomes of students.This study uses an
experimental approach with research design non-equivalent control group design.
The population of this study amounted to 48 student. The research sample
amounted 48 respondents. The instruments used are test questions and
questionnaires. The data analysis technique uses a statistical test that begins with
a test of normality and homogeneity.
The results of the study show value tcount of 2,340, while ttable of 2,021. The
comparison shosws(2,340>2,021) means Ha accepted
There is a significant influence on the application o the project based learning
model to the learning outcomes of students in grade IV SD Negeri 8 East Metro",8.0,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/33987,published,['L1'],public,,2021-09-20 01:07:22,pub,7,['FKIP5'],,Pedagogi : Jurnal Pendidikan Dasar,disk0/00/03/39/87,968,1,2021-09-20 01:07:22,,"[{'format': 'text', 'main': '8. 17207-38773-1-PB.pdf', 'docid': 154236, 'files': [{'mime_type': 'application/pdf', 'hash': '9c4ff3163f6ba89d2a821c91865b6855', 'datasetid': 'document', 'fileid': 401477, 'filename': '8. 17207-38773-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401477', 'filesize': 212383, 'objectid': 154236, 'mtime': '2021-09-19 15:50:39', 'hash_type': 'MD5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 33987, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154236', 'pos': 1}]",2021-09-20 01:07:22,33987,,archive,show,,"[{'name': {'given': 'Rohma', 'honourific': None, 'lineage': None, 'family': 'Rohma Lena'}}, {'name': {'given': 'Sowiyah', 'honourific': None, 'family': 'Sowiyah', 'lineage': None}}, {'name': {'given': 'Nelly', 'lineage': None, 'family': 'Nelly Astuti', 'honourific': None}}]",article,The Effect of Project Based Learning Model to Learning Outcomes of Learners,TRUE,,,,,,,,,,"[{'type': 'pub', 'url': 'http://jurnal.fkip.unila.ac.id/index.php/pgsd/article/view/20499'}]",,,
41,,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/29787,completed,['L1'],public,,2021-04-30 01:14:13,unpub,7,['FKIP5'],,,disk0/00/02/97/87,214,,2021-04-30 01:14:13,,"[{'eprintid': 29787, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43990', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 263583, 'mime_type': 'application/pdf', 'hash': 'c8d4785e16b3835ddc4faef3ef2771cd', 'hash_type': 'MD5', 'mtime': '2021-04-29 10:31:43', 'objectid': 43990, 'filesize': 491008, 'filename': '5 Tesis Indro Sektiani.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/263583'}], 'main': '5 Tesis Indro Sektiani.pdf', 'docid': 43990, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-04-30 01:14:13,29787,,archive,show,,"[{'name': {'family': 'Sektiani', 'lineage': None, 'honourific': None, 'given': 'Indro'}}]",thesis,Manajemen Pendidikan Sekolah Inklusi di Negeri SD Negeri 10 Nambah Rejo Kecamatan Kota Gajah Kabupaten Lampung Tengah,,,MAP,Universitas Lampung,other,masters,,,,,,,,
42,"Purpose: The principal's job is very essential and governs the equal of student learning consequences. Principal performances are also in line with teachers' output and self-esteem. In this case, it can be said that the principal's working area creates a feeling of comfort for teachers. The principal performances create the feeling at home in encouraging teachers and employees to work in harmony with the rules and programs that have been delineated so that work output becomes great and pupil learning outcomes also upsurge. One of the teachers’ productivity can be seen from the teachers’ pedagogical proficiency. Pedagogical proficiency is a talent for understanding students and management of educational and dialogical learning. This study targets to determine in what way the impact of the principal’s performance on teachers’ pedagogical competence.
Research Methodology: The method used is the method of search and review. The review process starts with the search engine, Google scholar and reviewing related articles about principal performance and teachers’ pedagogical competence.
Results: The results from 22 reviewed articles are that the role of the principal’s performance is very influential in affecting the teacher's pedagogical competence.
Limitations: Since this study includes many cases, further research could include performing to analyze how principal performance could affect teacher pedagogical competence.
Contribution: This study can be useful in Faculty of Teacher Training and Education Lampung University and secondary education level",1.0,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/24449,published,['L1'],public,,2020-11-02 04:19:39,pub,7,['FKIP5'],Goodwood Publishing,"Journal of Social, Humanity, and Education",disk0/00/02/44/49,214,1,2020-11-02 04:19:39,https://goodwoodpub.com/index.php/jshe/article/view/259,"[{'format': 'text', 'docid': 38184, 'main': 'Siswanto Hariri  et al 2020 The influence of principal performance.pdf', 'files': [{'hash': '5850e043dbaf0af8da7ea200fa62d0be', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 222297, 'mtime': '2020-11-01 16:32:07', 'hash_type': 'MD5', 'filename': 'Siswanto Hariri  et al 2020 The influence of principal performance.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/222297', 'filesize': 438681, 'objectid': 38184}], 'content': 'published', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 24449, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38184'}]",2020-11-02 04:19:39,24449,https://doi.org/10.35912/jshe.v1i1.259,archive,show,13-26,"[{'name': {'given': 'Heru', 'family': 'Siswanto', 'lineage': None, 'honourific': None}, 'id': None}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'lineage': None, 'family': 'Hariri', 'honourific': None, 'given': 'Hasan'}}, {'name': {'honourific': None, 'family': 'Sowiyah', 'lineage': None, 'given': 'Sowiyah'}, 'id': None}, {'name': {'given': 'Ridwan', 'family': 'Ridwan', 'lineage': None, 'honourific': None}, 'id': 'ridwanrosidimuawi@gmail.com'}]",article,The influence of principal performance on teachers’ pedagogical competence,TRUE,,,,,,,,,,,,,
43,"The problem in this research is the low learning outcomes of high class students at SD Negeri 5 Metro Barat. The purpose of this research is to analyze and find a positive and significant relationship between the completeness of child-friendly school facilities and interest in learning with high class learning outcomes at SD Negeri 5 Metro Barat. This type of research is ex-post facto correlation. The population is 70 students. The sample in this study is a saturated sample. Data collection tools are observation, questionnaire, and documentation. Based on the results of the analysis of the research data it can be concluded that there is a positive and significant relationship between the completeness of the child-friendly school facilities and the interest in learning together with the high class learning outcomes of SD Negeri 5 Metro Barat by showing a correlation coefficient of 0.624 at a high level.",8.0,2020-06-10 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/33992,published,['L1'],public,,2021-09-20 01:07:35,pub,6,['FKIP5'],,Jurnal Manajemen Mutu Pendidikan,disk0/00/03/39/92,968,2,2021-09-20 01:07:35,http://jurnal.fkip.unila.ac.id/index.php/JMMP/index,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154243', 'security': 'public', 'placement': 1, 'eprintid': 33992, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '4. 21053-49369-1-PB.pdf', 'docid': 154243, 'files': [{'mtime': '2021-09-19 16:35:26', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401513', 'filename': '4. 21053-49369-1-PB.pdf', 'objectid': 154243, 'filesize': 336366, 'mime_type': 'application/pdf', 'hash': 'defdf35fb7ecff002f963bb0b73f2ee7', 'fileid': 401513, 'datasetid': 'document'}], 'format': 'text'}]",2021-09-20 01:07:35,33992,,archive,show,31-40,"[{'name': {'given': 'Sopiah', 'honourific': None, 'lineage': None, 'family': 'Sopiah'}}, {'name': {'honourific': None, 'family': 'Sowiyah', 'lineage': None, 'given': 'Sowiyah'}}]",article,Relationship of the Completeness of Children Friendly School Facilities and Learning Interest on Results Learning High Class SD Negeri 5 Metro Barat,TRUE,,,,,,,,,,"[{'type': 'pub', 'url': 'http://jurnal.fkip.unila.ac.id/index.php/JMMP/index'}]",,,
44,"Objectives: This study aims to evaluate the implementation
of an online blended learning namely Edusmart as a support for face-to-face lectures at the Faculty of
Teacher Training and Education, Universitas Lampung (FKIP UNILA). Methods: This study used a
qualitative descriptive research method using three instruments, namely the observation guidelines,
interviews and questionnaires. The subjects in this study were lecturers, students and helpdesk admin
in FKIP UNILA. Data were collected in accordance with the object of research, namely to describe
the implementation of blended learning through observation, interviews and questionnaires related to
the responses of lecturers and students. Findings: The results showed that the implementation of
blended learning had a positive impact and received good responses from lecturers and students. Students
and lecturers are actively involved in learning activities, both online and face-to-face.",10.0,2020-11-26 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/33997,published,['L1'],public,e-ISSN: 2550-1313 | p-ISSN: 2087-9849,2021-09-20 01:07:47,pub,6,['FKIP5'],FKIP Universitas Lampung,Jurnal Pendidikan Progresif,disk0/00/03/39/97,968,3,2021-09-20 01:07:47,http://jurnal.fkip.unila.ac.id/index.php/jpp/,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '9. 21293-50793-1-PB.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-09-19 17:11:04', 'objectid': 154248, 'filesize': 961113, 'filename': '9. 21293-50793-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401545', 'datasetid': 'document', 'fileid': 401545, 'hash': '2582616b2ba8fb92d17063f5935be768', 'mime_type': 'application/pdf'}], 'docid': 154248, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154248', 'security': 'public', 'placement': 1, 'eprintid': 33997}]",2021-09-20 01:07:47,33997,,archive,show,429-439,"[{'name': {'lineage': None, 'family': 'Sowiyah', 'honourific': None, 'given': 'Sowiyah'}}]",article,"Evaluation of Blended Learning Implementation in Faculty of Teacher Training and Education, Universitas Lampung",TRUE,,,,,,,,,,"[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/jpp/', 'type': 'pub'}]",,,
45,,,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/43936,published,"['L1', 'LB1501', 'LC5201']",public,,2022-08-05 10:05:45,pub,6,['FKIP5'],Graha Ilmu,,disk0/00/04/39/36,968,,2022-08-05 10:05:45,,"[{'format': 'text', 'main': 'Buku SRA (Teori & praktik).pdf', 'files': [{'mtime': '2021-09-19 14:00:16', 'hash_type': 'MD5', 'filename': 'Buku SRA (Teori & praktik).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/478221', 'filesize': 699075, 'objectid': 165924, 'mime_type': 'application/pdf', 'hash': 'e3bd76ff409abb077185043acb9a625a', 'datasetid': 'document', 'fileid': 478221}], 'docid': 165924, 'language': 'en', 'rev_number': 4, 'mime_type': 'application/pdf', 'eprintid': 43936, 'placement': 1, 'security': 'public', 'formatdesc': 'Cover Buku', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165924', 'pos': 1}, {'placement': 2, 'eprintid': 43936, 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165925', 'formatdesc': 'Reviewer', 'security': 'public', 'main': '26 Manajemen Sekolah Ramah Anak Teori dan Praktik.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '0df2c8897e6903f83d1f5438bb992dca', 'datasetid': 'document', 'fileid': 478222, 'mtime': '2022-02-03 12:45:49', 'hash_type': 'MD5', 'filename': '26 Manajemen Sekolah Ramah Anak Teori dan Praktik.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/478222', 'filesize': 4050127, 'objectid': 165925}], 'docid': 165925, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 3}, {'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'objectid': 165926, 'filesize': 6200265, 'filename': 'L_Judul Buku Manajemen Sekolah Ramah Anak Teori dan Praktik.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/478224', 'hash_type': 'MD5', 'mtime': '2022-08-05 08:31:13', 'datasetid': 'document', 'fileid': 478224, 'hash': 'b32aeeb77f2a02b204696740ffe8ca12', 'mime_type': 'application/pdf'}], 'main': 'L_Judul Buku Manajemen Sekolah Ramah Anak Teori dan Praktik.pdf', 'docid': 165926, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165926', 'pos': 3, 'security': 'public', 'placement': 3, 'eprintid': 43936}]",2022-08-05 10:05:45,43936,,archive,show,,"[{'name': {'given': 'Sowiyah', 'honourific': None, 'family': 'Sowiyah', 'lineage': None}}]",book,Manajemen Sekolah Ramah Anak (Teori & Praktik),TRUE,38969.0,,,,,Bandar Lampung,,978-623-228-698-6,82.0,[{'type': 'pub'}],,,"[{'name': {'family': 'Sowiyah', 'lineage': None, 'honourific': None, 'given': 'Sowiyah'}, 'id': 'sowi.unila@gmail.com'}]"
46,"This classroom action research aims to find out: The significant relationship between the application of peer tutorial and the daily of learning performance assessment applied to 1) the average student academic achievement achievers, 2) students' language knowledge, 3) students' language skills, and 4) students' language skills in aggregate. The method used to answer research questions is by classroom action research (CAR) with a one-shot case study experimental approach. The data are collected through lists of the English test, and questionnaires. To measure the students’ perceptions, questionnaires on 5 a Likert scale are used. All data in the form of numbers from learning outcomes were analyzed using SPSS version 23 to answer questions using correlations to determine the significance of the correlation, correlation coefficient, and relationship determination. The results showed that all correlations are significant.",,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/33711,published,['L1'],public,,2021-08-29 01:34:59,pub,8,['FKIP5'],Asian EFL Journal Press,,disk0/00/03/37/11,214,,2021-08-29 01:34:59,https://www.asian-efl-journal.com/wp-content/uploads/AEJ-Volume-27-Issue-4.1-October-2020.pdf,"[{'format': 'text', 'main': 'Uji kemiripan Karil Promoting_Learning_Performance_and_Outcomes.pdf', 'files': [{'fileid': 399343, 'datasetid': 'document', 'hash': '15da6f9241657d248d9e7ead47ef19bc', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-08-28 15:51:30', 'filesize': 3077951, 'objectid': 153935, 'uri': 'http://repository.lppm.unila.ac.id/id/file/399343', 'filename': 'Uji kemiripan Karil Promoting_Learning_Performance_and_Outcomes.pdf'}], 'docid': 153935, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 33711, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153935'}]",2021-08-29 01:34:59,33711,,archive,show,,"[{'id': 'ujang.suparman@fkip.unila.ac.id', 'name': {'given': 'Ujang', 'family': 'Suparman', 'lineage': None, 'honourific': None}}, {'id': 'ridwanrosidimuawi@gmail.com', 'name': {'lineage': None, 'family': 'Ridwan', 'honourific': None, 'given': 'Ridwan'}}, {'name': {'honourific': None, 'family': 'Hariri', 'lineage': None, 'given': 'Hasan'}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",other,Uji similarity artikel: Promoting Learning Performance and Learning Outcomes: The Case of an Indonesian School,,,,,,,United Kingdom,,,,,,,
47,"Effectiveness of SliMS Automation System Services for
Library Service Support (Case Study in MAN 1 Bandar
Lampung",4.0,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/33996,published,['L1'],public,2454-6186,2021-09-20 01:07:45,pub,6,['FKIP5'],www.rsisinternational.org,International Journal of Research and Innovation in Social Science (IJRISS),disk0/00/03/39/96,968,,2021-09-20 01:07:45,https://www.rsisinternational.org/virtual-library/papers/effectiveness-of-slims-automation-system-services-for-library-service-support-case-study-in-man-1-bandar-lampung/,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154247', 'pos': 1, 'eprintid': 33996, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 154247, 'main': '8. 41-46.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'c93700456b8d376c5d0bc4cf56285ff7', 'datasetid': 'document', 'fileid': 401539, 'mtime': '2021-09-19 17:04:40', 'hash_type': 'MD5', 'filename': '8. 41-46.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401539', 'objectid': 154247, 'filesize': 405722}]}]",2021-09-20 01:07:45,33996,,archive,show,,"[{'name': {'family': 'Tri Estu Wulandari', 'lineage': None, 'honourific': None, 'given': 'Tri'}}, {'name': {'lineage': None, 'family': 'Riswanti', 'honourific': None, 'given': 'Rini'}}, {'name': {'given': 'Sowiyah', 'family': 'Sowiyah', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Elvira', 'honourific': None, 'family': 'Elvira Putri Erlinda', 'lineage': None}}]",article,"Effectiveness of SliMS Automation System Services for
Library Service Support (Case Study in MAN 1 Bandar
Lampung",TRUE,,,,,,,,,,"[{'url': 'https://www.rsisinternational.org/virtual-library/papers/effectiveness-of-slims-automation-system-services-for-library-service-support-case-study-in-man-1-bandar-lampung/', 'type': 'pub'}]",,,
