,datestamp,eprint_status,eprintid,metadata_visibility,pagerange,userid,number,official_url,lastmod,documents,creators,type,title,refereed,date_type,subjects,abstract,corp_creators,volume,date,uri,related_url,publisher,divisions,publication,dir,full_text_status,issn,status_changed,rev_number,ispublished,event_location,event_dates,pres_type,event_type,event_title,contributors,id_number,isbn,book_title,place_of_pub,pages,patent_applicant,editors,series,thesis_name,thesis_type,department,institution
77,2019-01-29 04:17:23,archive,10663,show,,345,,https://e-hakcipta.dgip.go.id/index.php/c?code=Lr9z0SHT44gkFYi1SbmOOw3OLzlRcbWkvsGBSCVIicI%3D,2019-01-29 04:17:23,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23671', 'security': 'public', 'placement': 1, 'eprintid': 10663, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 23671, 'main': 'HAKI  Penguatan Negara.pdf', 'files': [{'filesize': 768484, 'objectid': 23671, 'filename': 'HAKI  Penguatan Negara.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/98482', 'hash_type': 'MD5', 'mtime': '2019-01-28 07:26:56', 'datasetid': 'document', 'fileid': 98482, 'mime_type': 'application/pdf', 'hash': 'e8c5ea8fe0cf18c93f506ef3476004f8'}], 'format': 'text'}]","[{'name': {'honourific': None, 'lineage': None, 'family': 'noverman duadji', 'given': 'noverman'}, 'id': 'noverman.duadji@fisip.unila.ac.id'}]",other,Sertifikat HAKI BUKU Penguatan negara dan pelayanan publik,,published,['H1'],"Tema pokok yang akan dibahas mengacu pada eksistensi peran negara melalui birokrasi publik dalam hal pelayanan publik. Setidaknya, banyak hal yang menjadi tuntutan masyarakat yang selayaknya dipenuhi oleh birokrasi publik melalui fungsi pemberian pelayanan sesuai tata kelola (manajemen) pelayanan yang tentu saja perlu dikelola dengan baik dalam tata alur manajemen pelayanan pada sektor publik. Oleh karenanya perjalanan dan pilihan paradigma pelayanan publik berorientasi kepada penguatan negara dan pemberdayaan masyarakat dalam pelayanan publik.",['Universitas Lampung'],,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/10663,[{'url': 'https://e-hakcipta.dgip.go.id/index.php/c?code=Lr9z0SHT44gkFYi1SbmOOw3OLzlRcbWkvsGBSCVIicI%3D'}],"Kementrian Hukum dan HAM, Dirjen Kekayaan Intelektual",['FISIP2'],,disk0/00/01/06/63,public,,2019-01-29 04:17:23,7,pub,,,,,,,126923,,,jakarta,,,,,,,,
78,2019-01-24 06:47:21,archive,10616,show,1-22,544,1.0,http://www.journal.walisongo.ac.id/ index.php/ sawwa/ article/ view/ 2201,2019-01-24 06:47:21,"[{'eprintid': 10616, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23621', 'format': 'text', 'main': 'PDF 7_Jurnal Nasional Terakreditasi_Kota Layak Anak.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-01-24 05:06:26', 'objectid': 23621, 'filesize': 898904, 'filename': 'PDF 7_Jurnal Nasional Terakreditasi_Kota Layak Anak.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/98173', 'fileid': 98173, 'datasetid': 'document', 'hash': 'fb4c06881598f72c2f64fee487233c6a', 'mime_type': 'application/pdf'}], 'docid': 23621, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]","[{'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'noverman duadji', 'given': 'noverman'}}, {'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'family': 'novita tresiana', 'lineage': None, 'honourific': None, 'given': 'novita'}}]",article,Kota  Layak  Anak  Berbasis  Collaborative  Governance,TRUE,published,['H1'],"This paper describes the development of collaborative governance-based city/district, so it is hoped that children's policies and programs with holistic, integrative and sustainable character will be developed. This paper is the result of research aimed at: 1) mapping the problem and potential of children as the central issue that can be developed as a development issue; 2) develop an ideal city/district ideal child model. The research method used qualitative descriptive. Research location in Lampung Province. The results of the study describe children problems including child abuse, disability children, children faced with the law and abandoned babies due to policies and programs that are not partial to children, policies are partial, segmentative and sectorally arranged, no cooperation/partners with other institutions. The existence of local policy potential in the form of various policies and local regulations, the number of social institutions of children into social capital is strong physically and socially in building the collaborative model/partnership.",['Universitas Lampung'],34.0,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/10616,[{'url': 'http:// www.journal.walisongo.ac.id / index.php/ sawwa/ article/ view/ 2201/1823'}],"Pusat Studi Gender dan Anak LP2M, Universitas Islam Negeri Walisongo, Semarang",['FISIP2'],Sawwa Jurnal Studi Gender,disk0/00/01/06/16,public,0215-8175,2019-01-24 06:47:21,6,pub,,,,,,,,,,,,,,,,,,
79,2019-08-25 17:15:48,archive,13948,show,,345,,http://journal.walisongo.ac.id/index.php/sawwa/article/view/2201/1823,2019-08-25 17:15:48,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 26982, 'main': 'Similarity Check_Walisongo_Jurnal Kota Layak Anak Collaborative.pdf', 'files': [{'mtime': '2019-08-25 05:06:00', 'hash_type': 'MD5', 'filename': 'Similarity Check_Walisongo_Jurnal Kota Layak Anak Collaborative.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/121560', 'objectid': 26982, 'filesize': 3675012, 'hash': 'df6928cbd1fc345fab9f94f9bfb00605', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 121560}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26982', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 13948}]","[{'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'noverman duadji', 'honourific': None, 'given': 'noverman'}}, {'name': {'given': 'novita', 'honourific': None, 'lineage': None, 'family': 'novita tresiana'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}]",other,Kota Layak Anak Berbasis Collaborative Governance.,,published,['H1'],"This paper describes the development of collaborative governance-based city/district, so it is hoped that children's policies and programs with holistic, integrative and sustainable character will be developed. This paper is the result of research aimed at: 1) mapping the problem and potential of children as the central issue that can be developed as a development issue; 2) develop an ideal city/district ideal child model. The research method used qualitative descriptive. Research location in Lampung Province. The results of the study describe children problems including child abuse, disability children, children faced with the law and abandoned babies due to policies and programs that are not partial to children, policies are partial, segmentative and sectorally arranged, no cooperation/partners with other institutions. The existence of local policy potential in the form of various policies and local regulations, the number of social institutions of children into social capital is strong physically and socially in building the collaborative model/partnership.","['Universitas Lampung', 'Universitas Lampung']",,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/13948,,"Penerbit Pusat Studi Gender dan Anak LP2M, Universitas Islam Negeri Walisongo, Semarang",['FISIP2'],,disk0/00/01/39/48,public,,2019-08-25 17:15:48,7,pub,,,,,,,0215-8175 |  e-ISSN 2303-2499,,,Semarang,,,,,,,,
80,2019-08-25 17:08:23,archive,13939,show,1-13,345,1.0,https://e-journal.unair.ac.id/MKP/article/view/2767/4682,2019-08-25 17:08:23,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Jurnal Nasional terakreditasi MKP_A Participan Vasektomy.pdf', 'docid': 26972, 'files': [{'datasetid': 'document', 'fileid': 121495, 'hash': '29a343d92a7f1721541b8308f994e364', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-08-25 03:39:21', 'filesize': 516929, 'objectid': 26972, 'uri': 'http://repository.lppm.unila.ac.id/id/file/121495', 'filename': 'Jurnal Nasional terakreditasi MKP_A Participan Vasektomy.pdf'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/26972', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 13939}]","[{'name': {'honourific': None, 'lineage': None, 'family': 'noverman duadji', 'given': 'noverman'}, 'id': 'noverman.duadji@fisip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'novita tresiana', 'honourific': None, 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}]",article,A Participation model based on community forum as reproduktive health knowledge transaction space to indrease male participation in vasectomy,TRUE,published,['H1'],"The first background of this research is the low participation of male vasectomy KB due to lack of information and low male contraceptive services. The second background of this research is Friedmann’s (2011) idea of citizen forum as transaction space which becomes communication media in the form of equal dialogue.This study aims to analyse the causes of low participation in the vasectomy method of family planning (KB) in South Lampung Regency; analyse the grassroots organisations in the community as the support system for a potential increase in the society’s participation in vasectomy as a part of family planning (KB); and develop a model of vasectomy to increase the participation in South Lampung Regency. This study utilised primary and secondary data which were collected and analysed using qualitative-descriptive method. The research was conducted in nine villages in South Lampung Regency. The findings showed that the major failure for participation in the vasectomy method of family planning (KB) was caused by a lack of a representative knowledge transaction space in family planning (KB) and reproductive health. On the other hand, the existing active societal-institutional support system can be utilised as the space for knowledge transaction. A solution to enhance a social participation model through community forums is urgently needed.","['Universitas Lampung', 'Universitas Lampung']",31.0,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/13939,,Universitas Airlangga,['FISIP2'],"masyarakat, kebudayaan dan politik",disk0/00/01/39/39,public,2086-7050,2019-08-25 17:08:23,9,pub,,,,,,,,,,,,,,,,,,
81,2019-01-28 09:19:33,archive,10656,show,,544,,https://e-hakcipta.dgip.go.id/index.php/c?code=k2hlUuG%2FnajP54FsGvZM51RqUiPe9WuTFTVsrsg6FDI%3D,2019-01-28 09:19:33,"[{'placement': 1, 'eprintid': 10656, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23661', 'security': 'public', 'main': 'HAKI 2_Buku Kota Layak Anak Berkelanjutan.pdf', 'docid': 23661, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/98425', 'filename': 'HAKI 2_Buku Kota Layak Anak Berkelanjutan.pdf', 'filesize': 954454, 'objectid': 23661, 'mtime': '2019-01-28 06:22:12', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'f111d85999bd05b43647ab09ccbe2440', 'fileid': 98425, 'datasetid': 'document'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]","[{'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'given': 'noverman', 'honourific': None, 'family': 'noverman duadji', 'lineage': None}}, {'name': {'family': 'novita tresiana', 'lineage': None, 'honourific': None, 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}]",other,Sertifikat HAKI Buku Kota Layak Anak Yang Berkelanjutan,,published,['H1'],"Penerapan  Sustainable Development Goals (SDGs) memerlukan keterlibatan semuan pihak, multidisiplin, interdisipliner, komprehensif dan terintegrasi.Dimensi-simensi penting dalam Sustainable Development Goals (SDGs) menjadi rujukan dan standar dalam implementasi kota menuju kota/kabupaten layak anak.",['Universitas Lampung'],,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/10656,[{'url': 'https://e-hakcipta.dgip.go.id/index.php/c?code=k2hlUuG%2FnajP54FsGvZM51RqUiPe9WuTFTVsrsg6FDI%3D'}],"Kementrian Hukum dan HAM, Dirjen Kekayaan Intelektual",['FISIP2'],,disk0/00/01/06/56,public,,2019-01-28 09:19:33,7,pub,,,,,,,108625,,,Jakarta,,,,,,,,
82,2022-05-09 01:29:41,archive,41528,show,1-13,544,1.0,https://e-journal.unair.ac.id/MKP/article/view/2767,2022-05-09 01:29:41,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'mtime': '2022-05-04 08:56:55', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/459732', 'filename': 'SIMILARITY INDEX_A participation model based on community.pdf', 'objectid': 163176, 'filesize': 5700556, 'mime_type': 'application/pdf', 'hash': 'e436a7e1e7b7b7a6c00a284504b77484', 'fileid': 459732, 'datasetid': 'document'}], 'main': 'SIMILARITY INDEX_A participation model based on community.pdf', 'docid': 163176, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163176', 'security': 'public', 'placement': 1, 'eprintid': 41528}]","[{'name': {'given': 'noverman', 'honourific': None, 'lineage': None, 'family': 'noverman duadji'}, 'id': 'noverman.duadji@fisip.unila.ac.id'}, {'name': {'family': 'novita tresiana', 'lineage': None, 'honourific': None, 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}]",article,"Similarity Index A participation model based on community forum as a
reproductive health knowledge transaction space to increase
male participation in vasectomy",TRUE,published,['H1'],"Similarity index 3%
The first background of this research is the low participation of male vasectomy KB due to lack of information and low male contraceptive services. The second background of this research is Friedmann’s (2011) idea of citizen forum as transaction space which becomes communication media in the form of equal dialogue.This study aims to analyse the causes of low participation in the vasectomy method of family planning (KB) in South Lampung Regency; analyse the grassroots organisations in the community as the support system for a potential increase in the society’s participation in vasectomy as a part of family planning (KB); and develop a model of vasectomy to increase the participation in South Lampung Regency. This study utilised primary and secondary data which were collected and analysed using qualitative-descriptive method. The research was conducted in nine villages in South Lampung Regency. The findings showed that the major failure for participation in the vasectomy method of family planning (KB) was caused by a lack of a representative knowledge transaction space in family planning (KB) and reproductive health. On the other hand, the existing active societal-institutional support system can be utilised as the space for knowledge transaction. A solution to enhance a social participation model through community forums is urgently needed.","['Universitas Lampung', 'Universitas Lampung']",31.0,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/41528,[{'url': 'https://e-journal.unair.ac.id/MKP/article/view/2767/4682'}],Universitas Airlangga,['FISIP2'],"masyarakat, kebudayaan dan politik",disk0/00/04/15/28,public,2086-7050,2022-05-09 01:29:41,6,pub,,,,,,,https://doi.org/10.20473/mkp.V31I12018.1-13,,,,,,,,,,,
83,2022-05-09 01:29:47,archive,41529,show,1-22,544,1.0,https://journal.walisongo.ac.id/index.php/sawwa/article/view/2201,2022-05-09 01:29:47,"[{'eprintid': 41529, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163177', 'pos': 1, 'format': 'text', 'main': 'SIMILARITY INDEX_Kota Layak Anak Berbasis Collaborative Governance.pdf', 'files': [{'datasetid': 'document', 'fileid': 459738, 'mime_type': 'application/pdf', 'hash': '6b13fba1a5bb74edfb178eac293b224b', 'filesize': 3207882, 'objectid': 163177, 'uri': 'http://repository.lppm.unila.ac.id/id/file/459738', 'filename': 'SIMILARITY INDEX_Kota Layak Anak Berbasis Collaborative Governance.pdf', 'hash_type': 'MD5', 'mtime': '2022-05-04 09:08:46'}], 'docid': 163177, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]","[{'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'noverman duadji', 'given': 'noverman'}}, {'name': {'family': 'novita tresiana', 'lineage': None, 'honourific': None, 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}]",article,Similarity Index Kota Layak Anak Berbasis Collaborative Governance,TRUE,published,['H1'],"This paper describes the development of collaborative governance-based city/district, so it is hoped that children's policies and programs with holistic, integrative and sustainable character will be developed. This paper is the result of research aimed at: 1) mapping the problem and potential of children as central issue that can be developed as development issue; 2) develop an ideal city/district ideal child model. The research method used qualitative descriptive. Research location in Lampung Province. The results of the study describe children problems including child abuse, disability children, children faced with law and abandoned babies due to policies and programs that are not partial to children, policies are partially, segmentatively and sectorally arranged, no cooperation/partners with other institutions. The existence of local policy potential in the form of various policies and local regulations, the number of social institutions of children into social capital is strong physically and socially in building collaborative model/partnership","['Universitas Lampung', 'Universitas Lampung']",13.0,2018-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/41529,[{'url': 'https://journal.walisongo.ac.id/index.php/sawwa/article/view/2201/1823'}],"Pusat Studi Gender dan Anak LP2M, Universitas Islam Negeri Walisongo, Semarang",['FISIP2'],Sawwa Jurnal Studi Gender,disk0/00/04/15/29,public,0215-8175,2022-05-09 01:29:47,6,pub,,,,,,,https://doi.org/10.21580/sa.v13i1.2201,,,,,,,,,,,
84,2019-08-25 17:14:54,archive,13945,show,,345,,https://e-journal.unair.ac.id/MKP/article/view/2767/4682,2019-08-25 17:14:54,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26979', 'security': 'public', 'placement': 1, 'eprintid': 13945, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 26979, 'main': 'Similarity Check_Mimbar_  A Participan Based Models Vasektomy_Sent.pdf', 'files': [{'filesize': 5712414, 'objectid': 26979, 'filename': 'Similarity Check_Mimbar_  A Participan Based Models Vasektomy_Sent.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/121540', 'hash_type': 'MD5', 'mtime': '2019-08-25 04:46:45', 'fileid': 121540, 'datasetid': 'document', 'hash': '95a8a0868c8dd4c1974de5312cabe0ec', 'mime_type': 'application/pdf'}], 'format': 'text'}]","[{'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'family': 'noverman duadji', 'lineage': None, 'honourific': None, 'given': 'noverman'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'novita tresiana', 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}]",other,A participation model based on community forum as a reproductive health knowledge transaction space to increase male participation in vasectomy,,,['H1'],"The first background of this research is the low participation of male vasectomy KB due to lack of information and low male contraceptive services. The second background of this research is Friedmann’s (2011) idea of citizen forum as transaction space which becomes communication media in the form of equal dialogue.This study aims to analyse the causes of low participation in the vasectomy method of family planning (KB) in South Lampung Regency; analyse the grassroots organisations in the community as the support system for a potential increase in the society’s participation in vasectomy as a part of family planning (KB); and develop a model of vasectomy to increase the participation in South Lampung Regency. This study utilised primary and secondary data which were collected and analysed using qualitative-descriptive method. The research was conducted in nine villages in South Lampung Regency. The findings showed that the major failure for participation in the vasectomy method of family planning (KB) was caused by a lack of a representative knowledge transaction space in family planning (KB) and reproductive health. On the other hand, the existing active societal-institutional support system can be utilised as the space for knowledge transaction. A solution to enhance a social participation model through community forums is urgently needed.","['Universitas Lampung', 'Universitas Lampung']",,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/13945,,Universitas Airlangga,['FISIP2'],,disk0/00/01/39/45,public,,2019-08-25 17:14:54,7,pub,,,,,,,2086-7050,,,Surabaya,,,,,,,,
85,2019-01-23 07:38:20,archive,10594,show,147-157,544,1.0,http://binaprajajournal.com/ojs/index.php/jbp/article/view/365,2019-01-23 07:38:20,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/23601', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 10594, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'objectid': 23601, 'filesize': 670250, 'filename': 'PDF 8_Jurnal Nasional Terakreditasi_Acceleration model child city.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/98034', 'hash_type': 'MD5', 'mtime': '2019-01-23 06:03:42', 'datasetid': 'document', 'fileid': 98034, 'hash': '53cfc21a98614a264978dc4842f18324', 'mime_type': 'application/pdf'}], 'main': 'PDF 8_Jurnal Nasional Terakreditasi_Acceleration model child city.pdf', 'docid': 23601, 'format': 'text'}]","[{'name': {'given': 'noverman', 'honourific': None, 'family': 'noverman duadji', 'lineage': None}, 'id': 'noverman.duadji@fisip.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'novita tresiana', 'given': 'novita'}, 'id': 'novita.tresiana@fisip.unila.ac.id'}, {'name': {'given': 'Rahmah', 'honourific': None, 'family': 'Rahmah Dianti Putri', 'lineage': None}, 'id': 'rahmah.dianti@fkip.unila.ac.id'}]",article,Acceleration  Model  of  Child-Friendly  City/District  in Lampung  Province,TRUE,published,['H1'],"Lampung Province has issued several children programs, but its implementation is still not maximal. Such conditions Are possible because, in the context of the actors and substance, the KLA (Kota Layak Anak or Child-Friendly City) program still positions the local government as a single actor. The issue of children has not been the center of attention in the overall development policy. Sectoral, segmented, and structured children programs do not involve community potential. Such patterns and modeling are the products of top-down planning. That is, the location of the constraints is in the centralized model as the applied planning model. Related to this, hence more comprehensive, integrated methods,models and ways to achieve the objectives of KLA program of Lampung Province are required. The purpose of this study is to explain: 1) various central issues of child’s problems, potentials of community institutional support and 2) model structure and phases of acceleration of city/district proper for children that can fulfill child rights, child protection, and child development. On the basis of the expected objectives, used the descriptive qualitative method. The research findings: 1) there are still many problems that occur in Lampung Province; 2) This study provides an overview of the potential of community institutions that have concerns about child issues and support for local government policy, but both are not synergistic, development programs are still implemented partially, segmented, sectoral, not yet integrated and less involving or inclusive to community potential. It can be concluded that the solution that can be developed is to build a collaborative planning model based on dialogue in multi-stakeholder forums as a strategic material for the city/ district in accordance with the implementation of the 3 stages which become the acceleration area of KLA",['Universitas Lampung'],10.0,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/10594,[{'url': 'http://binaprajajournal.com/ojs/index.php/jbp/article/view/365/255'}],Research & Development Agency Ministry of Home Affair Republic Of Indonesia,['FISIP2'],Jurnal Bina Praja,disk0/00/01/05/94,public,2503-3360,2019-01-23 07:38:20,7,pub,,,,,,,,,,,,,,,,,,
86,2019-08-25 17:14:51,archive,13944,show,,345,,http://binaprajajournal.com/ojs/index.php/jbp/article/view/365/255,2019-08-25 17:14:51,"[{'format': 'text', 'main': 'Similarity Check_Bina Praja_  Acceleration_Model_of_Child_Friendly_City_District_Sent.pdf', 'files': [{'hash': '7e8b64540bf72c095d59da5ce1277df8', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 121533, 'mtime': '2019-08-25 04:40:05', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/121533', 'filename': 'Similarity Check_Bina Praja_  Acceleration_Model_of_Child_Friendly_City_District_Sent.pdf', 'objectid': 26978, 'filesize': 4938675}], 'docid': 26978, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 13944, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26978'}]","[{'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'given': 'noverman', 'honourific': None, 'lineage': None, 'family': 'noverman duadji'}}, {'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'family': 'novita tresiana', 'lineage': None, 'honourific': None, 'given': 'novita'}}, {'name': {'lineage': None, 'family': 'Rahmah Dianti Putri', 'honourific': None, 'given': 'Rahmah'}, 'id': 'rahmah.dianti@fkip.unila.ac.id'}]",other,Acceleration  Model  of  Child-Friendly  City/District  in Lampung  Province,,published,['H1'],"is still not maximal. Such conditions Are possible because, in the context of the actors and substance, the KLA (Kota Layak Anak or Child-Friendly City) program still positions the local government as a single actor. The issue of children has not been the center of attention in the overall development policy. Sectoral, segmented, and structured children programs do not involve community potential. Such patterns and modeling are the products of top-down planning. That is, the location of the constraints is in the centralized model as the applied planning model. Related to this, hence more comprehensive, integrated methods,models and ways to achieve the objectives of KLA program of Lampung Province are required. The purpose of this study is to explain: 1) various central issues of child’s problems, potentials of community institutional support and 2) model structure and phases of acceleration of city/district proper for children that can fulfill child rights, child protection, and child development. On the basis of the expected objectives, used the descriptive qualitative method. The research findings: 1) there are still many problems that occur in Lampung Province; 2) This study provides an overview of the potential of community institutions that have concerns about child issues and support for local government policy, but both are not synergistic, development programs are still implemented partially, segmented, sectoral, not yet integrated and less involving or inclusive to community potential. It can be concluded that the solution that can be developed is to build a collaborative planning model based on dialogue in multi-stakeholder forums as a strategic material for the city/ district in accordance with the implementation of the 3 stages which become the acceleration area of KLA","['Universitas Lampung', 'Universitas Lampung', 'universitas lampung']",,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/13944,,Penerbit Research & Development Agency Ministry of Home Affair Republic Of Indonesia,['FISIP2'],,disk0/00/01/39/44,public,,2019-08-25 17:14:51,7,pub,,,,,,,"p-ISSN 2085-4323 |e-ISSN: 2503-3360,",,,Jakarta,,,,,,,,
87,2022-05-09 01:29:53,archive,41530,show,147-157,544,1.0,https://jurnal.kemendagri.go.id/index.php/jbp/article/view/365,2022-05-09 01:29:53,"[{'format': 'text', 'main': 'SIMILARITY INDEX_Acceleration_Model_of_Child_Friendly_City_District.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-05-04 09:19:41', 'objectid': 163178, 'filesize': 4928473, 'filename': 'SIMILARITY INDEX_Acceleration_Model_of_Child_Friendly_City_District.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/459744', 'fileid': 459744, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '46b091fb883c76473aadbc59251f55de'}], 'docid': 163178, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 41530, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163178'}]","[{'id': 'noverman.duadji@fisip.unila.ac.id', 'name': {'given': 'noverman', 'honourific': None, 'lineage': None, 'family': 'noverman duadji'}}, {'id': 'novita.tresiana@fisip.unila.ac.id', 'name': {'given': 'novita', 'honourific': None, 'family': 'novita tresiana', 'lineage': None}}, {'name': {'given': 'Rahmah', 'lineage': None, 'family': 'Rahmah Dianti Putri', 'honourific': None}, 'id': 'rahmah.dianti@fkip.unila.ac.id'}]",article,Similarity Index Acceleration Model of Child-Friendly City/District in Lampung Province,TRUE,published,['H1'],"Similarity index 8%
ampung Province has issued several children programs, but its implementation is still not maximal. Such conditions are possible because, in the context of the actors and substance, the KLA (Kota Layak Anak or Child-Friendly City) program still positions the local government as a single actor. The issue of children has not been the center of attention in the overall development policy. Sectoral, segmented, and structured children programs do not involve community potential. Such patterns and modeling are the products of top-down planning. That is, the location of the constraints is in the centralized model as the applied planning model. Related to this, hence more comprehensive, integrated methods, models and ways to achieve the objectives of KLA program of Lampung Province are required. The purpose of this study is to explain: 1) various central issues of child’s problems, potentials of community institutional support and 2) model structure and phases of acceleration of city/district proper for children that can fulfill child rights, child protection, and child development. On the basis of the expected objectives, used the descriptive qualitative method. The research findings: 1) there are still many problems that occur in Lampung Province; 2) This study provides an overview of the potential of community institutions that have concerns about child issues and support for local government policy, but both are not synergistic, development programs are still implemented partially, segmented, sectoral, not yet integrated and less involving or inclusive to community potential. It can be concluded that the solution that can be developed is to build a collaborative planning model based on dialogue in multi-stakeholder forums as a strategic material for the city/district in accordance with the implementation of the 3 stages which become the acceleration area of KLA.","['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",10.0,2018-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/41530,[{'url': 'https://jurnal.kemendagri.go.id/index.php/jbp/article/view/365/255'}],Badan Penelitian dan Pengembangan Kementerian Dalam Negeri Jakarta,['FISIP2'],Jurnal Bina Praja,disk0/00/04/15/30,public,2085-4323,2022-05-09 01:29:53,6,pub,,,,,,,https://doi.org/10.21787/jbp.10.2018.147-157,,,,,,,,,,,
