,publication,publisher,divisions,dir,rev_number,ispublished,issn,full_text_status,status_changed,subjects,uri,abstract,title,refereed,type,creators,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,id_number,official_url,corp_creators,event_type,event_title,date_type,related_url,pres_type,event_dates,event_location,pagerange,volume,number,contributors,book_title,contact_email,succeeds,isbn,editors,pages,place_of_pub
98,,,['FISIP2'],disk0/00/01/49/36,7,pub,,public,2019-11-04 08:28:16,['JS'],http://repository.lppm.unila.ac.id/id/eprint/14936,,Hasil Cek Similarity Makalah Seminar Nasional: Pelatihan Aparatur Desa Dalam Perumusan Program Unggulan Desa Se-Kecamatan Buay Bahuga Way Kanan Provinsi Lampung,TRUE,conference_item,"[{'name': {'given': 'Ita', 'lineage': None, 'family': 'Prihantika', 'honourific': None}, 'id': 'itaprihantika@fisip.unila.ac.id'}, {'id': 'hermawan.dedy@yahoo.com', 'name': {'given': 'Dedy', 'family': 'Hermawan', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Atika', 'lineage': None, 'given': 'Dewie'}, 'id': 'dewie.brimaatika@fisip.unila.ac.id'}, {'id': 'ekobudi.sulistio@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Sulistio', 'honourific': None, 'given': 'Eko Budi'}}]",show,2019-11-04 08:28:16,archive,14936,2019-11-04 08:28:16,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28057', 'security': 'public', 'placement': 1, 'eprintid': 14936, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Pengabdian_Semnas_IPTEK_Polinela.pdf', 'docid': 28057, 'files': [{'filesize': 3646906, 'objectid': 28057, 'uri': 'http://repository.lppm.unila.ac.id/id/file/128816', 'filename': 'Pengabdian_Semnas_IPTEK_Polinela.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-01 07:15:09', 'fileid': 128816, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '086a4c5a82adf60be39ff40767181669'}], 'format': 'text'}]",659,,,,conference,SEMINAR NASIONAL PENERAPAN IPTEK Politeknik Negeri Lampung,,,paper,11 Oktober 2018,Bandar Lampung,,,,,,,,,,,
99,Proceeding of The 4th International on Contemporary Social and Political Affairs,,['FISIP2'],disk0/00/01/69/61,7,inpress,,public,2019-11-18 07:18:02,['H1'],http://repository.lppm.unila.ac.id/id/eprint/16961,"Free internet program in North Lampung intended to facilitate the community for accessing the internet to  maximize the information and telecommunication technology. This study aims to find out how responsiveness of free internet program in North Lampung was. This research used qualitative approach with descriptive type. The data were collected throgh interview, documentation and observation. The stages of data analysis performed were to collect data, reduce, expose  and draw conclusions. The results of this study indicated that free internet program could not be enjoyed by majority of community and  meet the preference and interests of certain groups. The suggestions given were that the Government of North Lampung should install free internet facility in strategic place which could be accessed by majority of students and stakeholders such as in school and park where many users access information.",Free Internet Program For Public Literacy Development In North Lampung,TRUE,article,"[{'id': None, 'name': {'honourific': None, 'family': 'Rosalia', 'lineage': None, 'given': 'Feni'}}, {'id': 'dian.kagungan@fisip.unila.ac.id', 'name': {'given': 'dian', 'family': 'Kagungan', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Yulianti', 'lineage': None, 'honourific': None, 'given': 'Devi'}, 'id': 'devi.yulianti@fisip.unila.ac.id'}]",show,2019-11-18 07:18:02,archive,16961,2019-12-23 07:08:24,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 30515, 'main': 'Prosiding feni.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'fe13139ad3eddf0df75db8721602d448', 'datasetid': 'document', 'fileid': 147176, 'mtime': '2019-12-23 07:08:24', 'hash_type': 'MD5', 'filename': 'Prosiding feni.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147176', 'filesize': 693230, 'objectid': 30515}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30515', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 16961}]",63,,,,,,,,,,,211-213,1.0,,,,,,,,,
100,,,['FISIP2'],disk0/00/00/91/70,7,submitted,,public,2018-11-02 01:53:05,['H1'],http://repository.lppm.unila.ac.id/id/eprint/9170,"Free internet program in North Lampung intended to facilitate the community for accessing the internet to  maximize the information and telecommunication technology. This study aims to find out how responsiveness of free internet program in North Lampung was. This research used qualitative approach with descriptive type. The data were collected throgh interview, documentation and observation. The stages of data analysis performed were to collect data, reduce, expose  and draw conclusions. The results of this study indicated that free internet program could not be enjoyed by majority of community and  meet the preference and interests of certain groups. The suggestions given were that the Government of North Lampung should install free internet facility in strategic place which could be accessed by majority of students and stakeholders such as in school and park where many users access information.
Keywords : Responsiveness, Free Internet Program, Global Digital Age, Public Literacy",Responsiveness of Free Internet Program In Global Digital Age For Public Literacy Development in North Lampung,TRUE,conference_item,"[{'id': None, 'name': {'honourific': None, 'family': 'Rosalia', 'lineage': None, 'given': 'Feni'}}, {'id': 'dian.kagungan@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Kagungan', 'lineage': None, 'given': 'dian'}}, {'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'given': 'Devi', 'honourific': None, 'lineage': None, 'family': 'Yulianti'}}]",show,2018-11-02 01:53:05,archive,9170,2018-11-02 01:53:05,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'rev_number': 1, 'main': 'Fullpaper- Feni Rosalia.docx', 'files': [{'datasetid': 'document', 'fileid': 88270, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': '2f19128b6532ba455848c7e83c383307', 'hash_type': 'MD5', 'mtime': '2018-10-31 08:18:56', 'filesize': 37786, 'objectid': 22239, 'uri': 'http://repository.lppm.unila.ac.id/id/file/88270', 'filename': 'Fullpaper- Feni Rosalia.docx'}], 'docid': 22239, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22239', 'security': 'public', 'placement': 1, 'eprintid': 9170}]",63,,,,conference,International Conference on Contemporary Social and Political Affairs,,,paper,13 Agustus 2018,"Surabaya, Indonesia",,,,,,,,,,,
101,Icospa Proceeding,,['FISIP2'],disk0/00/01/03/30,7,submitted,,public,2019-01-02 07:55:29,['H1'],http://repository.lppm.unila.ac.id/id/eprint/10330,"Free internet program in North Lampung intended to facilitate the community for accessing the internet to  maximize the information and telecommunication technology. This study aims to find out how responsiveness of free internet program in North Lampung was. This research used qualitative approach with descriptive type. The data were collected throgh interview, documentation and observation. The stages of data analysis performed were to collect data, reduce, expose  and draw conclusions. The results of this study indicated that free internet program could not be enjoyed by majority of community and  meet the preference and interests of certain groups. The suggestions given were that the Government of North Lampung should install free internet facility in strategic place which could be accessed by majority of students and stakeholders such as in school and park where many users access information.
Keywords : Responsiveness, Free Internet Program, Global Digital Age, Public Literacy",Responsiveness of Free Internet Program In Global Digital Age For Public Literacy Development in North Lampung,TRUE,article,"[{'name': {'family': 'Rosalia', 'lineage': None, 'honourific': None, 'given': 'Feni'}, 'id': None}, {'name': {'given': 'dian', 'family': 'Kagungan', 'lineage': None, 'honourific': None}, 'id': 'dian.kagungan@fisip.unila.ac.id'}, {'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Yulianti', 'honourific': None, 'given': 'Devi'}}]",show,2019-01-02 07:55:29,archive,10330,2019-01-02 07:55:29,"[{'docid': 23324, 'main': 'Fullpaper- Feni Rosalia.docx', 'files': [{'hash_type': 'MD5', 'mtime': '2018-11-19 07:14:56', 'objectid': 23324, 'filesize': 37786, 'filename': 'Fullpaper- Feni Rosalia.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/96238', 'fileid': 96238, 'datasetid': 'document', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': '2f19128b6532ba455848c7e83c383307'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'placement': 1, 'eprintid': 10330, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23324', 'security': 'public'}]",508,,,,,,,,,,,,,,,,,,,,,
102,,Utan Kayu Publishing,['FISIP2'],disk0/00/03/78/47,8,pub,,public,2022-01-13 06:21:24,"['H1', 'J1']",http://repository.lppm.unila.ac.id/id/eprint/37847,"In Indonesia, the most common forms of domestic violence experienced are physical, sexual, psychological and economic neglect. As a result, it can cause physical and psychological injuries. Therefore, it is important to pay attention to the victim's recovery in order to strengthen the victim to be more empowered, both physically and psychologically. This article aims to describe and analyze the recovery implementation for domestic violence victims in Indonesia using the literature review method. The recovery implementation of domestic violence victims is carried out by building communication between relevant stakeholders so that cooperation is established in providing services to victims of domestic violence in accordance with their respective duties and responsibilities. The participation of external parties such as NGOs or women's organizations can assist in providing protection and assistance so that victims can still benefit from the policy even though there are still limitations from the government. The benefits of counseling services can help victims to grow confidence in living life. Empowerment through training can provide provisions for a more independent life. Obstacles faced by the government include: limited budget for handling cases of violence, especially violence against women; the number of assistants and counselors in some areas is still lacking; many room of special service facilities are inadequate and the distribution of safe houses is not evenly distributed in each area.",The Analysis of Recovery Implementation for Domestic Violence Victims,,other,"[{'id': 'suchmasasi@gmail.com', 'name': {'lineage': None, 'family': 'Suchmasasi', 'honourific': None, 'given': 'Yudha'}}, {'name': {'honourific': None, 'family': 'Utoyo', 'lineage': None, 'given': 'Bambang'}, 'id': 'bambang6263@gmail.com'}, {'id': 'ani_wardianto@yahoo.co.id', 'name': {'honourific': None, 'family': 'Puspawati', 'lineage': None, 'given': 'Ani Agus'}}]",show,2022-01-13 06:21:24,archive,37847,2022-01-13 06:21:24,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/158783', 'pos': 1, 'eprintid': 37847, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 158783, 'main': 'IMG_20220113_0001 (2 files merged).pdf', 'files': [{'filesize': 1419856, 'objectid': 158783, 'filename': 'IMG_20220113_0001 (2 files merged).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/431001', 'hash_type': 'MD5', 'mtime': '2022-01-13 03:32:57', 'fileid': 431001, 'datasetid': 'document', 'hash': 'da0cbd01c983a1a88b4dc77f512abeb4', 'mime_type': 'application/pdf'}]}]",1147,,,,,,,,,,,,,,,,,,,,,
103,Jambe Law Journal,"Universitas Jambi, Faculty of Law",['FISIP2'],disk0/00/02/73/76,6,pub,ISSN 2598-795X (online); 2598-7925 (print),public,2021-01-20 00:53:04,['H1'],http://repository.lppm.unila.ac.id/id/eprint/27376,"The development of technology has made transformation in the world;
one of them is the implementation of e-voting systems in general elections. This research aims to dig deeper into the utilization of e voting in
Indonesia's general election according to the Law on General Election, and
research on the e-voting safety aspect in Indonesia's general election with
the Law on ITE, government regulation on One Data Indonesia, and the
Bill of Personal Data Protection Law. The research method is normative,
which is delivered with an analytic-descriptive method. The results show
that Indonesia has arranged elections with e-voting mechanisms for multiples of times, for example, in Jembrana Regency. Based on the General
Election Law, e voting could be implemented in Indonesia. However, there
Jambe Law Journal
ISSN 2598-795X (online); 2598-7925 (print)
Vol. 3 No. 1 (2020): 19-36, DOI: 10.22437/jlj.3.1.19-36
20
Bayu Sujadmiko, Iskardo P. Panggar, Ade Sofyansah, & Intan Fitri Meutia
Jambe Law Journal, Vol. 3, No. 1 (2020)
are still considerations in terms of technology and preparation that should
prevent unwanted burden. There needs to be a regulation for voters' data
management to prevent violations against human rights. Data management must pay attention to safety aspects guided by the Law on ITE, government regulation on One Data Indonesia, and the Bill of Personal Data
Protection Law.
Keywords: Democracy; E-Voting; Security.","The Concept of E-Voting Mechanism Based
on Law of General Election and Information
Security",FALSE,article,"[{'name': {'lineage': None, 'family': 'Sujadmiko', 'honourific': None, 'given': 'Bayu'}, 'id': 'bayu.sujadmiko@fh.unila.ac.id'}, {'id': None, 'name': {'given': 'Iskardo', 'family': 'Panggar', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'given': 'Ade', 'honourific': None, 'family': 'Sofyansyah', 'lineage': None}}, {'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}}]",show,2021-01-20 00:53:04,archive,27376,2021-01-20 00:53:04,"[{'format': 'text', 'docid': 41385, 'main': '47-Article Text-360-1-10-20201129 (2).pdf', 'files': [{'hash': 'ec2976c7722fa855271d4a6f5a7c6078', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 244925, 'mtime': '2021-01-19 08:55:57', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244925', 'filename': '47-Article Text-360-1-10-20201129 (2).pdf', 'objectid': 41385, 'filesize': 214443}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 27376, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41385'}]",205,,https://jlj.unja.ac.id/index.php/home/article/view/47/25,,,,,,,,,19-36,3.0,1.0,,,,,,,,
104,Jurnal  Analisis Sosial Politik Fisip Unila,Fisip Unila,['FISIP2'],disk0/00/04/56/67,7,pub,SSN 2580-8559 (p) / ISNN 2580-8450 (e),public,2022-10-13 01:18:56,['H1'],http://repository.lppm.unila.ac.id/id/eprint/45667,"Along with its development, there are many problems faced by every organization in the form 
of state-owned enterprises, regional-owned enterprises, owned enterprises, and other forms of 
business entities. This article aims to explain the influence of individual characteristics, 
organizational culture, and individual behavior on the performance of an employee. The results 
of the discussion in this article indicate that individual characteristics, organizational culture, and 
individual behavior have an influence on employee performance, either directly or indirectly. 
This explains that a strong culture, and supported by good individual characteristics, will improve 
employee performance at work. If employees already have high performance at work, then this 
will indirectly have an impact on optimal employee work results. 
Keywords: Individual Characteristics, Organizational Culture, Individual Behavior, Performance.","Pengaruh Karakteristik Individu, Budaya Organisasi dan Perilaku Individu terhadap Kinerja Pegawai",TRUE,article,"[{'id': 'rahayu.sulistiowati@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Sulistiowati', 'lineage': None, 'given': 'Rahayu'}}, {'id': 'dewie.brimaatika@fisip.unila.ac.id', 'name': {'given': 'Dewie', 'lineage': None, 'family': 'Atika', 'honourific': None}}, {'id': 'purnomo.joko@gmail.com', 'name': {'given': 'joko', 'honourific': None, 'family': 'Purnomo', 'lineage': None}}, {'id': None, 'name': {'given': 'Risandi', 'honourific': None, 'lineage': None, 'family': 'Koswara'}}, {'name': {'given': 'Aqila', 'lineage': None, 'family': 'Safitri', 'honourific': None}, 'id': None}]",show,2022-10-13 01:18:56,archive,45667,2022-10-13 01:18:56,"[{'eprintid': 45667, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184475', 'pos': 1, 'format': 'text', 'docid': 184475, 'main': 'Sulistiowati dkk _JASP_budaya orgs_Juni22.pdf', 'files': [{'mtime': '2022-10-12 15:25:41', 'hash_type': 'MD5', 'filename': 'Sulistiowati dkk _JASP_budaya orgs_Juni22.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/506602', 'filesize': 192126, 'objectid': 184475, 'hash': '97c0ba2d75682b671046cdda88c8df3a', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 506602}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",590,DOI : 10.23960/jasp.v6i1.88,https://jasp.fisip.unila.ac.id/index.php/JASP/article/view/88,,,,published,[{'url': 'https://jasp.fisip.unila.ac.id/index.php/JASP/article/view/88'}],,,,35-40,6.0,1.0,,,,,,,,
105,,-,['FISIP2'],disk0/00/04/67/25,7,pub,,public,2022-11-18 08:32:16,['H1'],http://repository.lppm.unila.ac.id/id/eprint/46725,,"Korespondensi Artikel: Health Workforce Malldistribution: Lesson From Central Lampung Regency in
Indonesia.",,other,"[{'name': {'given': 'Simon', 'lineage': None, 'family': 'Sumanjoyo', 'honourific': None}}]",show,2022-11-18 08:32:16,archive,46725,2022-11-18 08:32:16,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'filename': 'Korespondensi Artikel IJPHS Health Workforce.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514668', 'objectid': 185639, 'filesize': 501428, 'mtime': '2022-11-18 02:47:33', 'hash_type': 'MD5', 'hash': '66d24ef17a31979fc09ee721885301aa', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 514668}], 'main': 'Korespondensi Artikel IJPHS Health Workforce.pdf', 'docid': 185639, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185639', 'security': 'public', 'placement': 1, 'eprintid': 46725}]",659,,,,,,,,,,,,,,,,,,,,,
106,,-,['FISIP2'],disk0/00/04/67/26,7,pub,,public,2022-11-18 08:32:18,['H1'],http://repository.lppm.unila.ac.id/id/eprint/46726,,"Korespondensi Artikel: Performance of Family Planning Instructors on Implementing The Toddler
Family Development (Bina Keluarga Balita) Program in Lampung Province, Indonesia",,other,"[{'name': {'given': 'Simon', 'lineage': None, 'family': 'Sumanjoyo', 'honourific': None}}]",show,2022-11-18 08:32:18,archive,46726,2022-11-18 08:32:18,"[{'format': 'text', 'main': 'Korespondensi Artikel IJPHS Performance.pdf', 'docid': 185640, 'files': [{'hash_type': 'MD5', 'mtime': '2022-11-18 02:49:57', 'filesize': 337955, 'objectid': 185640, 'uri': 'http://repository.lppm.unila.ac.id/id/file/514675', 'filename': 'Korespondensi Artikel IJPHS Performance.pdf', 'fileid': 514675, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '06e1545ded0eed1124bc5db6232d556c'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 46726, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185640'}]",659,,,,,,,,,,,,,,,,,,,,,
107,"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik",Jurusan Administrasi Negara,['FISIP2'],disk0/00/03/13/57,9,pub,2714-7673,public,2021-05-30 15:30:41,['H1'],http://repository.lppm.unila.ac.id/id/eprint/31357,"Fenomena yang terjadi pada masyarakat modern yakni mulai meningkatnya kegiatan wisata sehingga harus ada
suatu strategi yang sesuai perkembangan zaman dan dapat dijadikan sebagai pengelolaan dan pengembangan
potensi pariwisata dengan memanfaatkan media digital sebagai media branding yang merupakan bagian dari
sebuah komunikasi pemasaran. Tujuan penelitian ini untuk mengetahui implementasi strategi media branding
dalam mengembangkan sektor pariwisata di Kabupaten Pesisir Barat sebagai destinasi wisata internasional,
faktor pendukung dan penghambat yang mempengaruhi media branding dalam pengembangan sektor pariwisata,
serta dampak adanya pandemi covid-19 pada sektor pariwisata di Kabupaten Pesisir Barat. Jenis penelitian ini
adalah penelitian deskriptif dengan pendekatan kualitatif. Hasil penelitian menunjukkan bahwa implementasi
strategi media branding pengembangan sektor pariwisata Kabupaten Pesisir Barat sebagai destinasi wisata
internasional yakni penetapan tujuan tahunan implementasinya masih minim karena belum terarah dengan baik
begitupun dengan pemanfaatan media yang kurang massif dalam upaya mem-branding pariwisata; perumusan
kebijakan yakni adanya surat keputusan tentang pembagian desa wisata; memotivasi pekerja dengan upaya-upaya
yang telah dilakukan seperti saling menyemangati, koordinasi, serta evaluasi dalam rapat atau ajakan secara
pribadi; kurangnya alokasi SDM yang mumpuni di bidang IT. Selanjutnya faktor pendukung dan penghambat yang
mempengaruhi dalam media branding tersebut yakni adanya peran masyarakat yang secara tidak langsung ikut
serta dalam mem-branding potensi wisata yang ada juga terbatasnya SDM secara kualitas dan kuantitas serta
kurangnya peran pemerintah. Kemudian dampak pandemi covid-19 mengakibatkan adanya penurunan jumlah
wisatawan serta batalnya event-event yang telah di persiapkan.","STRATEGI MEDIA BRANDING PENGEMBANGAN SEKTOR PARIWISATA
KABUPATEN PESISIR BARAT SEBAGAI DESTINASI WISATA INTERNASIONAL",TRUE,article,"[{'id': None, 'name': {'given': 'Okta', 'lineage': None, 'family': 'Vianti', 'honourific': None}}, {'id': 'dian.kagungan@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Kagungan', 'honourific': None, 'given': 'dian'}}, {'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Yulianti', 'honourific': None, 'given': 'Devi'}}]",show,2021-05-30 15:30:41,archive,31357,2021-05-30 15:30:41,"[{'format': 'text', 'docid': 141680, 'main': 'Strategi Media Branding Pengembangan Sektor Pariwisata Kabupaten Pesisir Barat Sebagai Destinasi Wisata Internasional.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'e73969f3446ea8cc382861ac2447a188', 'datasetid': 'document', 'fileid': 371464, 'mtime': '2021-05-30 04:57:31', 'hash_type': 'MD5', 'filename': 'Strategi Media Branding Pengembangan Sektor Pariwisata Kabupaten Pesisir Barat Sebagai Destinasi Wisata Internasional.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/371464', 'filesize': 632580, 'objectid': 141680}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 31357, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141680'}]",63,,,,,,,,,,,,,,,,,,,,,
108,,,['FISIP2'],disk0/00/00/91/72,8,submitted,,public,2018-11-02 01:54:13,['H1'],http://repository.lppm.unila.ac.id/id/eprint/9172,"The development of Internet technology is now changing the lifestyle of Indonesian society to be based on technology. The presence of internet technology facilitate the work of the people in many ways including travel mobility. The increase of internet access through smartphones among the people invite the presence of online transportation in Indonesia. The existence of online transportation is very helpful in supporting activities. This study aimed to analyze the development of the environment that affects changes in public transportation system. This research was a descriptive qualitative research. The data obtained by interview, documentation and observation. Data collection techniques used were data reduction, data display and conclusions. The conclusion in this study was that people's lifestyles were influenced by technological developments. The increase  of internet access users invited the presence of online transportation. However, the application users should increase their awareness in utilizing technology by increasing knowledge of public transport applications.
Keywords : Advances Technology; Transportation System; Public Service; Analytical Environment; Organization Change","ADVANCES TECHNOLOGY IN TRANSPORTATION SYSTEM TO SUPPORT PUBLIC SERVICE 
(An Analytical Environment Of Organization Change In Lampung Transportation Department)",TRUE,conference_item,"[{'name': {'lineage': None, 'family': 'Yulianti', 'honourific': None, 'given': 'Devi'}, 'id': 'devi.yulianti@fisip.unila.ac.id'}]",show,2018-11-02 01:54:13,archive,9172,2018-11-02 01:54:13,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22241', 'security': 'public', 'placement': 1, 'eprintid': 9172, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'rev_number': 1, 'main': 'Advances Technology in Transportation System To Support Public Service (Full paper).docx', 'docid': 22241, 'files': [{'filename': 'Advances Technology in Transportation System To Support Public Service (Full paper).docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/88279', 'objectid': 22241, 'filesize': 36853, 'mtime': '2018-10-31 08:23:48', 'hash_type': 'MD5', 'hash': 'b16afcc8c6aa3877172525101b6ad6f0', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 88279, 'datasetid': 'document'}], 'format': 'text'}]",63,,,,conference,International Indonesia Conference on Interdisciplinary Studies (IICIS) FISIP UNILA,,,paper,9-10 September 2018,"Novotel, Bandar Lampung",,,,,,,,,,,
109,sosiologi,jurusan sosiologi FISIP UNILA,['FISIP2'],disk0/00/00/91/69,6,pub,14110040,public,2018-11-02 01:51:36,['H1'],http://repository.lppm.unila.ac.id/id/eprint/9169,"This research was about the partnership program of CSR conducted by the state owned entreprise through the economic empowerment of SMEs with the provision of capital to improve the revenue to create prosperity. This study was aimed to analyze the implementation of CSR partnership program. This study used the qualitative approach with documentation type and the documentation technique. The data analysis was done through data collection, data reduction, data display and conclusion.

The results of this study stated that the implementation of the partnership program of CSR had a legal basis in the implementation and conducted through partnerships based on some business patterns. The CSR partnership program had the allocations funds from SOEs net income, deposits, administrative services/revenue share/margin, interest on deposits, etc. While recommendation that this research is that The Ministry of SOEs should make the procedures for implementing the partnership program that contains stages in providing funds for potential partnership established partners, implementing organizations and evaluation activities.

Keywords : Public Policy; Policy Implementation; Corporate Social Responsibility (CSR); Community Empowerment; Prosperity Development",IMPLEMENTASI PROGRAM KEMITRAAN DALAM CORPORATE SOCIAL RESPONSIBILITY (CSR) MELALUI PEMBERDAYAAN MASYARAKAT UNTUK MEWUJUDKAN PEMBANGUNAN KESEJAHTERAAN,TRUE,article,"[{'name': {'lineage': None, 'family': 'Yulianti', 'honourific': None, 'given': 'Devi'}, 'id': 'devi.yulianti@fisip.unila.ac.id'}]",show,2018-11-02 01:51:36,archive,9169,2018-11-02 01:51:36,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/22238', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 9169, 'mime_type': 'application/msword', 'language': 'en', 'rev_number': 1, 'main': 'Artikel Untuk Jurnal Sosiologi Terbaru.doc', 'docid': 22238, 'files': [{'mime_type': 'application/msword', 'hash': 'abfdc5c6379e1765b990fcf8a3310cee', 'datasetid': 'document', 'fileid': 88262, 'mtime': '2018-10-31 08:10:43', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/88262', 'filename': 'Artikel Untuk Jurnal Sosiologi Terbaru.doc', 'objectid': 22238, 'filesize': 128000}], 'format': 'text'}]",63,,,['Administrasi Negara'],,,,,,,,,,,,,,,,,,
110,,Anugrah Utama Raharja (AURA),['FISIP2'],disk0/00/01/06/81,7,inpress,,public,2019-01-31 06:54:34,['H1'],http://repository.lppm.unila.ac.id/id/eprint/10681,,Kebijakan Hutan Kemasyarakatan,TRUE,book,"[{'name': {'given': 'Devi', 'family': 'Yulianti', 'lineage': None, 'honourific': None}, 'id': 'devi.yulianti@fisip.unila.ac.id'}, {'id': 'dian.kagungan@fisip.unila.ac.id', 'name': {'given': 'dian', 'honourific': None, 'lineage': None, 'family': 'Kagungan'}}]",show,2019-01-31 06:54:34,archive,10681,2019-01-31 06:54:34,"[{'eprintid': 10681, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23686', 'pos': 1, 'format': 'text', 'main': 'Buku Kebijakan Hutan Kemasyarakatan.rtf', 'files': [{'mime_type': 'text/rtf', 'hash': '529c0bf2877ddd70182cdaa9073638fc', 'fileid': 98677, 'datasetid': 'document', 'mtime': '2019-01-31 04:41:21', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/98677', 'filename': 'Buku Kebijakan Hutan Kemasyarakatan.rtf', 'objectid': 23686, 'filesize': 1084596}], 'docid': 23686, 'rev_number': 1, 'language': 'en', 'mime_type': 'text/rtf'}]",63,,,,,,,,,,,,,,,,,,978-602-5636-33-2,"[{'name': {'family': 'Nizar', 'lineage': None, 'honourific': None, 'given': 'Mohammad'}}]",97.0,
