,subjects,date,uri,publisher,dir,divisions,status_changed,full_text_status,ispublished,rev_number,eprint_status,eprintid,datestamp,metadata_visibility,contributors,userid,documents,lastmod,type,creators,title,date_type,abstract,volume,publication,issn,pagerange,official_url,number,refereed,corp_creators,related_url,event_title,event_type,event_location,event_dates,pres_type,id_number,succeeds,place_of_pub
35,"['LB', 'LB1501']",2020-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26294,Universitas Malikussaleh,disk0/00/02/62/94,['FKIP4'],2020-11-19 12:45:41,public,pub,7,archive,26294,2020-11-19 12:45:41,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",553,"[{'placement': 1, 'eprintid': 26294, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40186', 'security': 'public', 'files': [{'hash': '3e27887aa7db73144528890c356c5964', 'mime_type': 'application/pdf', 'fileid': 236914, 'datasetid': 'document', 'mtime': '2020-11-19 12:37:20', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/236914', 'filename': 'The Development of Problem Solving To Improve Understand Mathematical Concepts.pdf', 'objectid': 40186, 'filesize': 722353}], 'main': 'The Development of Problem Solving To Improve Understand Mathematical Concepts.pdf', 'docid': 40186, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-11-19 12:45:41,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Sirait', 'given': 'Irawati Irin'}, 'id': None}, {'id': 'hanindabharataa@gmail.com', 'name': {'family': 'Bharata', 'lineage': None, 'honourific': None, 'given': 'Haninda'}}, {'name': {'family': 'Asmiati', 'lineage': None, 'honourific': None, 'given': 'Asmiati'}, 'id': 'asmiati308@yahoo.com'}]",The Development of Problem Solving To Improve Understand Mathematical Concepts,published,"This study aims to 1) develop a problem solving learning model that is oriented towards the ability to understand mathematical concepts, 2) test the feasibility of a model developed on algebraic function derived material, and 3) test the effectiveness of the product of development. This study refers to the Research and Development procedure of Borg and Gall which is simplified into six stages and the resulting product is refined with ASSURE learning design theory. Data were analyzed with qualitative descriptive methods and cognitive learning outcomes with normalized N-gain to determine the effectiveness of the model, Independent t-test to determine differences in learning outcomes. The results were obtained through tests of mathematical concept understanding ability. The results showed that 1) the development of the learning model was carried out with due regard to the components of the model, 2) the results of the development of the learning model were feasible to be applied to the material derived from algebraic functions, 3) the developed learning model was able to improve the ability to understand mathematical concepts. The results of the study can be concluded that the problem solving learning model oriented on the ability to understand mathematical concepts is more effective than conventional learning models.",3.0,International Journal of Trends in Mathematics Education Research,2621-8488,48-51,http://ijtmer.com,1.0,TRUE,"['Jurusan Pendidikan MIPA, FKIP UNILA', 'Jurusan Pendidikan MIPA, FKIP UNILA', 'Jurusan Pendidikan MIPA, FKIP UNILA']",[{'url': 'http://www.ijtmer.com/index.php/ijtmer/article/view/130/0'}],,,,,,,,
36,['LB1501'],2020-07-02 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26712,Universitas Negeri Makassar,disk0/00/02/67/12,['FKIP4'],2020-11-23 08:32:27,public,pub,6,archive,26712,2020-11-23 08:32:27,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",789,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40684', 'security': 'public', 'placement': 1, 'eprintid': 26712, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-23 08:18:45', 'filesize': 661333, 'objectid': 40684, 'filename': 'The Ability of Mathematical Representation of Junior High School Students on Circle Material Based on Gender Differences.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/240006', 'fileid': 240006, 'datasetid': 'document', 'hash': '7435faee3129b05a0764a279de3d6d02', 'mime_type': 'application/pdf'}], 'main': 'The Ability of Mathematical Representation of Junior High School Students on Circle Material Based on Gender Differences.pdf', 'docid': 40684, 'format': 'text'}]",2020-11-23 08:32:27,article,"[{'id': 'renasoviana94@gmail.com', 'name': {'family': 'Soviana', 'lineage': None, 'honourific': None, 'given': 'Rena'}}, {'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'given': 'Sugeng', 'lineage': None, 'family': 'Sutiarso', 'honourific': None}}, {'id': 'nurhanurawati94@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Nurhanurawati', 'given': 'Nurhanurawati'}}]",The Ability of Mathematical Representation of Junior High School Students on Circle Material Based on Gender Differences,published,"Mathematical representation is the ability to express ideas or definitions raised by the students when solving problems. At now, most students have difficulties in the ability of mathematical representation. The difficulty of this mathematical representation needs to be analyze the causes, including analysis based on gender differences. This type of research is a qualitative study which aims to systematically  describe the ability of mathematical representation based on gender differences. The subjects of the study was grade IX students at SMP Negeri 4 in Natar, South Lampung. Research subjects numbered 31 people, consisti of 16 boys and 15 girls. Data was collected through tests and observations, and data were analyze descriptively based on 3 indicator levels, namely visual representations, mathematical expressions or similarty, and written words or texts. The results showed that there were differences in representation when viewed regarding gender, where girls make more representation than boys.",8.0,Daya Matematis:Jurnal Inovasi Pendidikan Matematika,2354-7146,137-142,https://ojs.unm.ac.id/JDM/issue/view/Juli,2.0,TRUE,,[{'type': 'pub'}],,,,,,,,
37,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29044,FKIP Univeresitas Lampung,disk0/00/02/90/44,['FKIP4'],2021-04-08 06:44:27,public,unpub,8,archive,29044,2021-04-08 06:44:27,show,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],1028,"[{'main': 'Identification of problem difficulty in learning chemistry at Class XI of high schools in .... of Lampung University).pdf', 'files': [{'mtime': '2021-04-08 06:23:58', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257663', 'filename': 'Identification of problem difficulty in learning chemistry at Class XI of high schools in .... of Lampung University).pdf', 'filesize': 2752458, 'objectid': 43154, 'mime_type': 'application/pdf', 'hash': '7565bcd4943b3a4491a8a4ef1bacf711', 'fileid': 257663, 'datasetid': 'document'}], 'docid': 43154, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 29044, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43154', 'pos': 1, 'security': 'public'}]",2021-04-08 06:44:27,other,"[{'name': {'given': 'Sunyono', 'family': 'Sunyono', 'lineage': None, 'honourific': None}, 'id': 'sunyono.1965@fkip.unila.ac.id'}]",Identification of problem difficulty in learning chemistry at Class XI of high schools in Lampung Province as input for LPTK (Especially Chemical Education Study Programof Lampung University).,completed,,,,,,,,,['Prodi S2 Keguruan IPA'],,,,,,,,,
38,['QD'],2020-08-30 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28885,Baltic Science Education,disk0/00/02/88/85,['FKIP4'],2021-04-06 06:35:42,public,pub,8,archive,28885,2021-04-06 06:35:42,show,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],1028,"[{'eprintid': 28885, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42978', 'format': 'text', 'docid': 42978, 'main': 'A_Learning_Exercise_using_Simple_and_RealTime_Visu.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-04-06 03:39:36', 'objectid': 42978, 'filesize': 2510285, 'filename': 'A_Learning_Exercise_using_Simple_and_RealTime_Visu.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/256295', 'fileid': 256295, 'datasetid': 'document', 'hash': 'c36835e7f18fbd8644a06b5588b7fbc3', 'mime_type': 'application/pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-04-06 06:35:42,other,"[{'name': {'given': 'Sunyono', 'lineage': None, 'family': 'Sunyono', 'honourific': None}, 'id': 'sunyono.1965@fkip.unila.ac.id'}]",A Learning Exercise using Simple and RealTime Visualization TOOL to Counter Misconceptions about Orbitals and Quantum Numbers,published,,,,,,http://www.scientiasocialis.lt/jbse/,,,['Prodi Magister Keguruan IPA'],,,,,,,ISSN 1648-3898 (print) ISSN 2538-7138 (online),,Bandar Lampung
39,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29320,FKIP Univeresitas Lampung,disk0/00/02/93/20,['FKIP4'],2021-04-13 08:05:09,public,unpub,8,archive,29320,2021-04-13 08:05:09,show,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],1028,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43440', 'pos': 1, 'eprintid': 29320, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 43440, 'main': 'Peer Reviewer Monograp Model Pembelajaran Kimia Berbasis Lingkungan.pdf', 'files': [{'mtime': '2021-04-13 07:59:13', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/259818', 'filename': 'Peer Reviewer Monograp Model Pembelajaran Kimia Berbasis Lingkungan.pdf', 'filesize': 592023, 'objectid': 43440, 'hash': '6b271cd13a5274c8a8371544940332f5', 'mime_type': 'application/pdf', 'fileid': 259818, 'datasetid': 'document'}]}]",2021-04-13 08:05:09,other,"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}}]",Model Pembelajaran Kimia Berbasis Lingkungan dan Keterampilan Generik;Solusi Alternatif dalam Memecahkan Masalah Pembelajaran Kimia,completed,,,,,,,,,['Prodi S2 Keguruan IPA'],,,,,,,,,
40,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29319,FKIP Univeresitas Lampung,disk0/00/02/93/19,['FKIP4'],2021-04-13 08:05:06,public,unpub,8,archive,29319,2021-04-13 08:05:06,show,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],1028,"[{'placement': 1, 'eprintid': 29319, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43439', 'pos': 1, 'security': 'public', 'main': 'Peer Reviewer monograp Model Pembelajaran Multipel Representasi.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '9bfb641190f78f8f90a0f11b373c6dec', 'datasetid': 'document', 'fileid': 259809, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259809', 'filename': 'Peer Reviewer monograp Model Pembelajaran Multipel Representasi.pdf', 'filesize': 621904, 'objectid': 43439, 'mtime': '2021-04-13 07:57:05', 'hash_type': 'MD5'}], 'docid': 43439, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2021-04-13 08:05:06,other,"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'family': 'Sunyono', 'lineage': None, 'honourific': None}}]","Model Pembelajaran Multipel Representasi, Pembelajaran Empat Fase dengan Lima Kegiatan: Orientasi, Eksplorasi Imajinatif, Internalisasi, dan Evaluasi",completed,,,,,,,,,['Prodi S2 Keguruan IPA'],,,,,,,,,
41,"['L1', 'LB', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28997,FKIP Univeresitas Lampung,disk0/00/02/89/97,['FKIP4'],2021-04-08 01:11:17,public,unpub,9,archive,28997,2021-04-08 01:11:17,show,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],1028,"[{'files': [{'hash_type': 'MD5', 'mtime': '2021-04-07 08:41:29', 'objectid': 43099, 'filesize': 3917374, 'filename': 'Science Process Skills Characteristics of Junior High School Students in Lampung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257252', 'datasetid': 'document', 'fileid': 257252, 'hash': '2019f664835b95066e9255f2333a3dc6', 'mime_type': 'application/pdf'}], 'main': 'Science Process Skills Characteristics of Junior High School Students in Lampung.pdf', 'docid': 43099, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 28997, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43099', 'security': 'public'}]",2021-04-08 01:11:17,other,"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'family': 'Sunyono', 'lineage': None, 'honourific': None}}]",Science Process Skills Characteristics of Junior High School Students in Lampung,completed,,,,,,,,,['Prodi S2 Keguruan IPA'],,,,,,,,,
42,"['L1', 'LB1501', 'LC5201']",2020-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28636,IOSR Journal of Research & Method in Education (IOSR-JRME),disk0/00/02/86/36,['FKIP4'],2021-03-29 07:56:58,public,pub,9,archive,28636,2021-03-29 07:56:58,show,,1028,"[{'files': [{'fileid': 254119, 'datasetid': 'document', 'hash': '85aeaf674717087955d80c269902763d', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-03-29 03:01:12', 'objectid': 42695, 'filesize': 2798926, 'uri': 'http://repository.lppm.unila.ac.id/id/file/254119', 'filename': 'Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students Literacy Skills.pdf'}], 'main': 'Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students Literacy Skills.pdf', 'docid': 42695, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 28636, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42695', 'security': 'public'}]",2021-03-29 07:56:58,other,"[{'name': {'honourific': None, 'family': 'Sunyono', 'lineage': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}]",Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students' Literacy Skills,,,,,,,,,,,,,,,,,,,
43,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28998,FKIP Univeresitas Lampung,disk0/00/02/89/98,['FKIP4'],2021-04-08 01:11:21,public,unpub,8,archive,28998,2021-04-08 01:11:21,show,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],1028,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43100', 'eprintid': 28998, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 43100, 'main': 'Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students Literacy Skills.pdf', 'files': [{'mtime': '2021-04-07 08:44:05', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257264', 'filename': 'Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students Literacy Skills.pdf', 'objectid': 43100, 'filesize': 2800348, 'mime_type': 'application/pdf', 'hash': 'a9ce27bb69ac59a5cffbdcc7e96f3293', 'datasetid': 'document', 'fileid': 257264}]}]",2021-04-08 01:11:21,other,"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Sunyono', 'given': 'Sunyono'}}]",Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students' Literacy Skills,completed,,,,,,,,,['Prodi S2 Keguruan IPA'],,,,,,,,,
44,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28996,FKIP Univeresitas Lampung,disk0/00/02/89/96,['FKIP4'],2021-04-08 01:11:15,public,unpub,8,archive,28996,2021-04-08 01:11:15,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'placement': 1, 'eprintid': 28996, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43098', 'pos': 1, 'security': 'public', 'main': 'The Influence Of Multiple Representation Strategies To Improve The Mental Model Of 10Th Grade Students On The Concept Of Chemical Bonding.pdf', 'docid': 43098, 'files': [{'hash': '6d9008be5d1ce6826b5a566f97246e87', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 257244, 'mtime': '2021-04-07 08:39:18', 'hash_type': 'MD5', 'filename': 'The Influence Of Multiple Representation Strategies To Improve The Mental Model Of 10Th Grade Students On The Concept Of Chemical Bonding.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257244', 'filesize': 3747438, 'objectid': 43098}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2021-04-08 01:11:15,other,"[{'name': {'given': 'Sunyono', 'honourific': None, 'lineage': None, 'family': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'name': {'family': 'Efkar', 'lineage': None, 'honourific': None, 'given': 'Tasviri'}, 'id': 'tasviriefkar@yahoo.com.'}, {'id': 'feni.munifatullah@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Munifatullah', 'honourific': None, 'given': 'Feni'}}]",The Influence Of Multiple Representation Strategies To Improve The Mental Model Of 10Th Grade Students On The Concept Of Chemical Bonding.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
45,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28992,FKIP Univeresitas Lampung,disk0/00/02/89/92,['FKIP4'],2021-04-08 01:11:04,public,unpub,8,archive,28992,2021-04-08 01:11:04,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'main': 'The Effect Of Multiple Representation-Based Learning (MRL) To Increase Students Understanding Of Chemical Bonding Concepts.pdf', 'files': [{'datasetid': 'document', 'fileid': 257215, 'hash': 'c7197397b2cfe301039d329f54eefe5f', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-07 08:31:09', 'filesize': 3530984, 'objectid': 43094, 'filename': 'The Effect Of Multiple Representation-Based Learning (MRL) To Increase Students Understanding Of Chemical Bonding Concepts.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257215'}], 'docid': 43094, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 28992, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43094', 'security': 'public'}]",2021-04-08 01:11:04,other,"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'honourific': None, 'family': 'Sunyono', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Meristin', 'honourific': None, 'given': 'Annisa'}, 'id': 'ameristin@gmail.com'}]",The Effect Of Multiple Representation-Based Learning (MRL) To Increase Students’ Understanding Of Chemical Bonding Concepts.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia']",,,,,,,,,
46,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/29010,FKIP Univeresitas Lampung,disk0/00/02/90/10,['FKIP4'],2021-04-08 01:11:53,public,unpub,10,archive,29010,2021-04-08 01:11:53,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'The Effect of Multiple Representation Based Scaffolding Strategy in ... Literacy.pdf', 'docid': 43114, 'files': [{'hash': '2073a63dda495cdbfae0705c6a6f06b2', 'mime_type': 'application/pdf', 'fileid': 257348, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257348', 'filename': 'The Effect of Multiple Representation Based Scaffolding Strategy in ... Literacy.pdf', 'objectid': 43114, 'filesize': 4300888, 'mtime': '2021-04-07 09:29:31', 'hash_type': 'MD5'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43114', 'pos': 1, 'eprintid': 29010, 'placement': 1}]",2021-04-08 01:11:53,other,"[{'name': {'family': 'Sunyono', 'lineage': None, 'honourific': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'name': {'given': 'Annisa', 'honourific': None, 'lineage': None, 'family': 'Meristin'}, 'id': 'ameristin@gmail.com'}]",The Effect of Multiple Representation-Based Scaffolding Strategy in Improving Chemical Literacy.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia']",,,,,,,,,
47,"['L1', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28991,FKIP Univeresitas Lampung,disk0/00/02/89/91,['FKIP4'],2021-04-08 01:11:01,public,unpub,8,archive,28991,2021-04-08 01:11:01,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'eprintid': 28991, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43093', 'format': 'text', 'files': [{'filename': 'Mental models of atomic structure concepts of 11th grade chemistry students..pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257207', 'filesize': 6060381, 'objectid': 43093, 'mtime': '2021-04-07 08:28:20', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'd8ad25e8d02414be9ece209ca19abde5', 'fileid': 257207, 'datasetid': 'document'}], 'main': 'Mental models of atomic structure concepts of 11th grade chemistry students..pdf', 'docid': 43093, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2021-04-08 01:11:01,other,"[{'name': {'given': 'Sunyono', 'lineage': None, 'family': 'Sunyono', 'honourific': None}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'id': 'profdrsudjarwo@gmail.com', 'name': {'given': 'SUDJARWO', 'honourific': None, 'lineage': None, 'family': 'SUDJARWO'}}]",Mental models of atomic structure concepts of 11th grade chemistry students.,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Pascasarjana FKIP Universitas Lampung, Jl. Prof. Dr. Sumantri Brojonegoro No. 1 Bandar Lampung, Lampung, Indonesia.Indonesia']",,,,,,,,,
48,"['L1', 'LB', 'LB2300']",2020-12-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28993,FKIP Univeresitas Lampung,disk0/00/02/89/93,['FKIP4'],2021-04-08 01:11:06,public,unpub,9,archive,28993,2021-04-08 01:11:06,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUC'}]",1028,"[{'placement': 1, 'eprintid': 28993, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43095', 'security': 'public', 'files': [{'mtime': '2021-04-07 08:33:46', 'hash_type': 'MD5', 'filename': 'Exploratory Factor Analysis Of Science, Technology, Engineering And Mathematics Career Interest For PreService Math And Science Teachers..... Indo.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257223', 'objectid': 43095, 'filesize': 3480755, 'mime_type': 'application/pdf', 'hash': '2871b8fccfd28dfb6b8516841749b25a', 'datasetid': 'document', 'fileid': 257223}], 'main': 'Exploratory Factor Analysis Of Science, Technology, Engineering And Mathematics Career Interest For PreService Math And Science Teachers..... Indo.pdf', 'docid': 43095, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-04-08 01:11:06,other,"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'honourific': None, 'lineage': None, 'family': 'Sunyono'}}, {'id': 'lisa.tania@fkip.unila.ac.id', 'name': {'family': 'Tania', 'lineage': None, 'honourific': None, 'given': 'Lisa'}}, {'name': {'family': 'Saputra', 'lineage': None, 'honourific': None, 'given': 'Andrian'}, 'id': 'andriansaputra@fkip.unila.ac.id'}]","Exploratory Factor Analysis Of Science, Technology, Engineering And Mathematics Career Interest For Pre-Service Math And Science Teachers: A Case Of Lampung University, Indonesia",completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
49,"['L1', 'LB', 'LB2300']",2020-05-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/28901,CONTACT TCHÊ QUÍMICA JOURNAL International multidisciplinary scientific journal,disk0/00/02/89/01,['FKIP4'],2021-04-06 06:36:38,public,pub,9,archive,28901,2021-04-06 06:36:38,show,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",1028,"[{'main': 'EXPLORATORY_FACTOR_ANALYSIS_OF_SCIENCE__TECHNOLOGY.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-04-06 04:24:42', 'filesize': 2361204, 'objectid': 42995, 'uri': 'http://repository.lppm.unila.ac.id/id/file/256440', 'filename': 'EXPLORATORY_FACTOR_ANALYSIS_OF_SCIENCE__TECHNOLOGY.pdf', 'datasetid': 'document', 'fileid': 256440, 'mime_type': 'application/pdf', 'hash': '8703bfa78ca2a5122bdd428570483caa'}], 'docid': 42995, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 28901, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42995', 'security': 'public'}]",2021-04-06 06:36:38,other,"[{'name': {'family': 'Sunyono', 'lineage': None, 'honourific': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'name': {'given': 'Lisa', 'honourific': None, 'lineage': None, 'family': 'Tania'}, 'id': 'lisa.tania@fkip.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Saputra', 'given': 'Andrian'}, 'id': 'andriansaputra@fkip.unila.ac.id'}]","Exploratory Factor Analysis Of Science, Technology, Engineering And Mathematics Career Interest For Pre-Service Math And Science Teachers: A Case Of Lampung University, Indonesia",published,,,,,,http://www.journal.tchequimica.com/,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia', 'Prodi S2 Pendidikan Kimia']",,,,,,,ISSN: 1806-0374 (Printed); 2179-0302 (Online).,,
