,publication,publisher,divisions,dir,full_text_status,issn,status_changed,rev_number,ispublished,date_type,subjects,abstract,volume,uri,date,creators,type,title,refereed,datestamp,eprintid,eprint_status,metadata_visibility,pagerange,userid,number,official_url,lastmod,documents,contact_email,related_url,corp_creators,contributors,id_number,event_type,event_title,event_location,event_dates,pres_type,referencetext,funders
62,,,['FKIP22'],disk0/00/02/78/81,public,,2021-02-15 08:12:45,7,pub,published,['LB1603'],"Berpikir merupakan aktivitas mental yang pasti dilakukan manusia, karena hal inilah yang membedakan manusia dengan makhluk hidup lainnya. Secara bahasa,berpikir adalah menggunakan akal budi untuk mempertimbangkan dan
memutuskan sesuatu. Proses berpikir yang terjadi itu bersifat non-fisik, karena terjadi di akal, dan akal itu tidak dapat dilihat. Meskipun akal itu tidak terlihat, tapi para ahli berpendapat bahwa proses berpikir itu terjadi pada organ otak. Berpikir matematis dimaknai dengan kemampuan untuk berpikir secara rasional, mengkaji 
fenomena yang ada dan menyusunnya secara prosedural matematika, serta membangun kerangka berpikir untuk menyelesaikan masalah sehari-hari. Era society 5.0 adalah suatu konsep kehidupan masyarakat yang memanfaatkan
teknologi informasi dalam menyelesaikan masalah sosial. Artikel ini akan menjelaskan “bagaimanakah  mengembangkan pola berpikir matematis siswa di era society 5.0?”",,http://repository.lppm.unila.ac.id/id/eprint/27881,2019-09-28 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Sutiarso', 'honourific': None, 'given': 'Sugeng'}, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",conference_item,"MENGEMBANGKAN POLA BERPIKIR MATEMATIS SISWA 
DI ERA SOCIETY 5.0",TRUE,2021-02-15 08:12:45,27881,archive,show,654-659,864,,,2021-02-15 08:12:45,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41858', 'pos': 1, 'eprintid': 27881, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 41858, 'main': 'semnas 2019.pdf', 'files': [{'mtime': '2021-02-15 04:57:03', 'hash_type': 'MD5', 'filename': 'semnas 2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/248476', 'objectid': 41858, 'filesize': 466130, 'hash': 'efcd7ea96d5f44bc316e45a4a51d8033', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 248476}]}]",,,,"[{'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'given': 'sugeng', 'honourific': None, 'lineage': None, 'family': 'sutiarso'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,conference,Seminar Nasional Pendidikan FKIP 2019,FKIP Universitas Lampung,28 September 2019,paper,,
63,,,['FKIP22'],disk0/00/01/51/11,public,,2019-11-04 08:26:03,8,inpress,submitted,"['L1', 'LB1603']","Berpikir merupakan aktivitas mental yang pasti dilakukan manusia, karena hal inilah yang membedakan manusia dengan makhluk hidup lainnya. Secara bahasa, berpikir adalah menggunakan akal budi untuk mempertimbangkan dan memutuskan sesuatu. Proses berpikir yang terjadi itu bersifat non-fisik, karena terjadi di akal, dan akal itu tidak dapat dilihat. Meskipun akal itu tidak terlihat, tapi para ahli berpendapat bahwa proses berpikir itu terjadi pada organ otak. Berpikir matematis dimaknai dengan kemampuan untuk berpikir secara rasional, mengkaji fenomena yang ada dan menyusunnya secara prosedural matematika, serta membangun kerangka berpikir untuk menyelesaikan masalah sehari-hari. Era society 5.0 adalah suatu konsep kehidupan masyarakat yang memanfaatkan teknologi informasi dalam menyelesaikan masalah sosial. Artikel ini akan menjelaskan “bagaimanakah  mengembangkan pola berpikir matematis siswa di era society 5.0?”",,http://repository.lppm.unila.ac.id/id/eprint/15111,2019-09-28 00:00:00.000000000,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Sutiarso', 'given': 'Sugeng'}, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",conference_item,MENGEMBANGKAN POLA BERPIKIR MATEMATIS SISWA DI ERA SOCIETY 5.0,TRUE,2019-11-04 08:26:03,15111,archive,show,,864,,,2019-11-04 08:26:03,"[{'files': [{'datasetid': 'document', 'fileid': 130092, 'hash': '1395978f0ca513a29d5d4edbaac0dda0', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-03 14:56:06', 'filesize': 47759, 'objectid': 28255, 'filename': 'Artikel_Sugeng Sutiarso_SEMNAS FKIP 2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/130092'}], 'main': 'Artikel_Sugeng Sutiarso_SEMNAS FKIP 2019.pdf', 'docid': 28255, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 15111, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28255', 'security': 'public'}]",,,,"[{'name': {'given': 'sugeng', 'family': 'sutiarso', 'lineage': None, 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",,conference,Seminar Nasional Pendidikan FKIP Unila,Bandar Lampung,28 September 2019,paper,,
64,,,['FKIP22'],disk0/00/02/85/65,public,,2021-03-26 01:40:50,7,pub,published,['L1'],"Berpikir merupakan aktivitas mental yang pasti dilakukan manusia, karena hal inilah yang membedakan manusia dengan makhluk hidup lainnya. Secara bahasa, berpikir adalah menggunakan akal budi untuk mempertimbangkan dan
memutuskan sesuatu. Proses berpikir yang terjadi itu bersifat non-fisik, karena terjadi di akal, dan akal itu tidak dapat dilihat. Meskipun akal itu tidak terlihat, tapi para ahli berpendapat bahwa proses berpikir itu terjadi pada organ otak. Berpikir matematis dimaknai dengan kemampuan untuk berpikir secara rasional, mengkaji 
fenomena yang ada dan menyusunnya secara prosedural matematika, serta membangun kerangka berpikir untuk menyelesaikan masalah sehari-hari. Era society 5.0 adalah suatu konsep kehidupan masyarakat yang memanfaatkan
teknologi informasi dalam menyelesaikan masalah sosial. Artikel ini akan menjelaskan “bagaimanakah  mengembangkan pola berpikir matematis siswa di era society 5.0?”",,http://repository.lppm.unila.ac.id/id/eprint/28565,2019-09-18 00:00:00.000000000,"[{'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Sutiarso', 'given': 'Sugeng'}}]",conference_item,MENGEMBANGKAN POLA BERPIKIR MATEMATIS SISWA DI ERA SOCIETY 5.0.,TRUE,2021-03-26 01:40:50,28565,archive,show,654-659,864,,,2021-03-26 01:40:50,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/253562', 'filename': 'PROSIDING_5 Sugeng Sutiarso.pdf', 'filesize': 137264, 'objectid': 42625, 'mtime': '2021-03-25 10:10:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'fecd8fbcc3c29dd80a95f986f44d2691', 'fileid': 253562, 'datasetid': 'document'}], 'main': 'PROSIDING_5 Sugeng Sutiarso.pdf', 'docid': 42625, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42625', 'security': 'public', 'placement': 1, 'eprintid': 28565}]",,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,conference,Seminar Nasional Pendidikan ke-2 FKIP Universitas Lampung Tahun 2019,"Bandar Lampung, Indonesia",28 September 2019,paper,,
65,,Kemenkumham RI,['FKIP22'],disk0/00/03/04/43,public,,2021-05-24 01:36:36,7,pub,published,['LB2300'],,,http://repository.lppm.unila.ac.id/id/eprint/30443,2019-01-19 00:00:00.000000000,"[{'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'family': 'Sutiarso', 'lineage': None, 'honourific': None, 'given': 'Sugeng'}}]",other,"Penilaian Sejawat: Haki Buku ""Statistika Pendidikan dan Pengolahannya dengan SPSS (Disertai contoh dan interpretasinya)",,2021-05-24 01:36:36,30443,archive,show,,864,,,2021-05-24 01:36:36,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 136968, 'main': 'Penilaian Sejawat Haki Buku_Sugeng Sutiarso.pdf', 'files': [{'filesize': 1017639, 'objectid': 136968, 'uri': 'http://repository.lppm.unila.ac.id/id/file/360867', 'filename': 'Penilaian Sejawat Haki Buku_Sugeng Sutiarso.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-21 13:01:42', 'fileid': 360867, 'datasetid': 'document', 'hash': '1c518e72c875fcb7f83f7a72fc1c0adc', 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/136968', 'security': 'public', 'placement': 1, 'eprintid': 30443}]",,,,,,,,,,,,
66,,Kemenkumham RI,['FKIP22'],disk0/00/03/04/50,public,,2021-05-24 01:36:58,7,pub,,['LB2300'],,,http://repository.lppm.unila.ac.id/id/eprint/30450,2019-01-19 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Sutiarso', 'honourific': None, 'given': 'Sugeng'}, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",other,"Sertifikat HAKI & BUKU ""Statistika Pendidikan dan Pengolahannya dengan SPSS (Disertai contoh dan interpretasinya)",,2021-05-24 01:36:58,30450,archive,show,,864,,,2021-05-24 01:36:58,"[{'main': 'Sertifikat HAKI & BUKU_Sugeng Sutiarso_compressed.pdf', 'files': [{'filename': 'Sertifikat HAKI & BUKU_Sugeng Sutiarso_compressed.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/360936', 'filesize': 1821948, 'objectid': 136996, 'mtime': '2021-05-21 13:36:43', 'hash_type': 'MD5', 'hash': '952956788027b683b4cad92793ac61a1', 'mime_type': 'application/pdf', 'fileid': 360936, 'datasetid': 'document'}], 'docid': 136996, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 30450, 'uri': 'http://repository.lppm.unila.ac.id/id/document/136996', 'pos': 1, 'security': 'public'}]",,,,,,,,,,,,
67,,Kemenkumham RI,['FKIP22'],disk0/00/03/28/01,public,,2021-06-23 01:08:28,7,pub,published,['LB'],,,http://repository.lppm.unila.ac.id/id/eprint/32801,2019-01-19 00:00:00.000000000,"[{'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'family': 'Sutiarso', 'lineage': None, 'honourific': None, 'given': 'Sugeng'}}]",other,"Sertifikat Haki Buku ""Statistika Pendidikan dan Pengolahannya dengan SPSS (Disertai contoh dan interpretasinya)",,2021-06-23 01:08:28,32801,archive,show,,864,,,2021-06-23 01:08:28,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/149345', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 32801, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'sertifikat Haki Buku_Sugeng Sutiarso.pdf', 'docid': 149345, 'files': [{'hash_type': 'MD5', 'mtime': '2021-06-23 00:28:59', 'objectid': 149345, 'filesize': 777440, 'filename': 'sertifikat Haki Buku_Sugeng Sutiarso.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/388318', 'fileid': 388318, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '3956872b27069d02b60199bc008598d5'}], 'format': 'text'}]",,,,,,,,,,,,
68,Jurnal Pendidikan Matematika Unila,,['FKIP22'],disk0/00/01/75/43,public,2338 - 1183,2020-02-17 03:46:32,6,pub,submitted,['L1'],"This research aims to find out the effectiveness of discovery learning models in terms of students’ critical thinking skills. The population of this research were all seventh grade students of SMP Negeri 20 Bandarlampung even semester of the 2018/2019 academic year distributed in eleven classes. The sample of this research were students of class VII_G and VII_H who were chosen through purposive sampling technique. The research design used for students’ critical thinking skills is the pretest-posttest control group design. The research instrument used was a test of critical thinking skills in the form of problem descriptions with quadrilaterals and triangles material. Based on the results of hypothesis testing using the t test, it was concluded that the discovery learning models was not effective in terms of students’ critical thinking skills, but discovery learning was better to be applied in improving students’ critical thinking skills than conventional learning models.",7,http://repository.lppm.unila.ac.id/id/eprint/17543,2019-10-30 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Irma Agnesia', 'family': 'Tambunan', 'lineage': None, 'honourific': None}}, {'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Sutiarso', 'lineage': None, 'given': 'Sugeng'}}, {'id': 'mcoesamin@gmail.com', 'name': {'given': 'M', 'family': 'Coesamin', 'lineage': None, 'honourific': None}}]",article,EFEKTIVITAS MODEL DISCOVERY LEARNING DITINJAU DARI KEMAMPUAN BERPIKIR KRITIS SISWA,TRUE,2020-02-17 03:46:32,17543,archive,show,603-617,724,5,,2020-02-17 03:46:32,"[{'eprintid': 17543, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30671', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'ac88d19ae9fa6b6cf4a3d04fc688b8a7', 'fileid': 148271, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/148271', 'filename': '19364-45919-1-PB_Irma Agnesia Tambunan.pdf', 'filesize': 373480, 'objectid': 30671, 'mtime': '2020-01-10 11:17:54', 'hash_type': 'MD5'}], 'main': '19364-45919-1-PB_Irma Agnesia Tambunan.pdf', 'docid': 30671, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,,['Universitas Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,
69,JPPM (Jurnal Penelitian dan Pembelajaran Matematika),Jurusan Pendidikan Matematika FKIP Universitas Sultan Ageng Tirtayasa,['FKIP22'],disk0/00/02/00/68,public,1979-3545,2020-05-19 06:39:46,6,pub,published,['LB1603'],"Penelitian pengembangan ini bertujuan untuk mengembangkan LKPD matematika dengan pembelajaran berbasis masalah yang ditinjau dari kemampuan komunikasi matematis dan selfefficacy peserta didik. LKPD pembelajaran berbasis masalah ini telah memenuhi standar kelayakan isi, desain, dan bahasa berdasarkan hasil validasi ahli materi, media, dan psikologi pembelajaran. Penelitian ini diawali dari studi pendahuluan (analisis kebutuhan), penyusunan LKPD, validasi LKPD, uji coba lapangan awal, dan uji lapangan. Subjek penelitian ini adalah siswa kelas XI Akuntansi 1 SMK Guna Dharma Bandar Lampung. Data dikumpulkan melalui observasi, wawancara, tes komunikasi matematis, dan skala self efficacy peserta didik. Tes dan skala diberikan pada saat pembelajaran terakhir (post-test only). Hasil penelitian menunjukkan bahwa (1) LKPD efektif digunakan karena lebih dari 70% peserta didik memperoleh nilai lebih dari atau sama dengan kriteria ketuntasan minimal pada tes kemampuan komunikasi matematis, (2) self-efficacy peserta didik tidak mengalami perubahan yang signifikan.",12,http://repository.lppm.unila.ac.id/id/eprint/20068,2019-08-02 00:00:00.000000000,"[{'name': {'honourific': None, 'family': 'UTAMI', 'lineage': None, 'given': 'PUTRI RIZKY'}, 'id': 'kikizaikadir@gmail.com'}, {'name': {'lineage': None, 'family': 'Noer', 'honourific': None, 'given': 'Sri'}, 'id': 'hastuti_noer@yahoo.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sutiarso', 'given': 'Sugeng'}, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",article,PENGEMBANGAN LEMBAR KERJA PESERTA DIDIK DENGAN PEMBELAJARAN BERBASIS MASALAH DITINJAU DARI KEMAMPUAN KOMUNIKASI DAN SELF EFFICACY,TRUE,2020-05-19 06:39:46,20068,archive,show,300-3016,864,2,http://jurnal.untirta.ac.id/index.php/JPPM/article/view/6221,2020-05-19 06:39:46,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2020-05-19 04:15:44', 'objectid': 33401, 'filesize': 105352, 'filename': 'jurnal putri sugeng untirta ags 2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189569', 'fileid': 189569, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '92f3e120f2c864f8fa59eb150e4129fb'}], 'main': 'jurnal putri sugeng untirta ags 2019.pdf', 'docid': 33401, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33401', 'security': 'public', 'placement': 1, 'eprintid': 20068}]",,[{'url': 'http://jurnal.untirta.ac.id/index.php/JPPM/article/view/6221'}],['Universitas Lampung'],"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Utami', 'lineage': None, 'given': 'Putri Rizky'}}, {'name': {'honourific': None, 'family': 'Noer', 'lineage': None, 'given': 'Sri'}, 'type': 'http://www.loc.gov/loc.terms/relators/THS'}, {'type': 'http://www.loc.gov/loc.terms/relators/THS', 'name': {'given': 'Sugeng', 'family': 'Sutiarso', 'lineage': None, 'honourific': None}}]",,,,,,,,
70,JPPM (Jurnal Penelitian dan Pembelajaran Matematika),Jurusan Pendidikan Matematika FKIP Universitas Sultan Ageng Tirtayasa,['FKIP22'],disk0/00/02/18/67,public,1979-3545,2020-06-04 17:06:16,6,pub,published,['LB1603'],"This development research aims to develop mathematical LKPD with problem-based learning in terms of mathematical communication skills and student self-efficacy. LKPD based problem learning has met the standards of eligibility of content, design, and language based on the
results of the validation of material experts, media, and learning psychology. This research begins with a preliminary study (needs analysis), LKPD preparation, LKPD validation, initial field trials, and field tests. The subjects of this study were students of class XI Accounting 1 Bandar Lampung Guna Dharma Vocational School. Data was collected through observation, interviews, mathematical communication tests, and self-efficacy scales of students. Tests and scales are given during the last lesson (post-test only). The results showed that (1) LKPD was effectively used because more than 70% of students obtained scores more than or equal to the minimum completeness criteria in the test of mathematical communication skills, (2) students'
self-efficacy did not experience significant changes",12,http://repository.lppm.unila.ac.id/id/eprint/21867,2019-08-01 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'UTAMI', 'honourific': None, 'given': 'PUTRI RIZKY'}, 'id': 'kikizaikadir@gmail.com'}, {'id': 'hastuti_noer@yahoo.com', 'name': {'lineage': None, 'family': 'Noer', 'honourific': None, 'given': 'Sri Hastuti'}}, {'name': {'family': 'Sutiarso', 'lineage': None, 'honourific': None, 'given': 'Sugeng'}, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}]",article,PENGEMBANGAN LEMBAR KERJA PESERTA DIDIK DENGAN PEMBELAJARAN BERBASIS MASALAH DITINJAU DARI KEMAMPUAN KOMUNIKASI DAN SELF EFFICACY,TRUE,2020-06-04 17:06:16,21867,archive,show,300-316,548,2,http://dx.doi.org/10.30870/jppm.v12i2.6221,2020-06-04 17:06:16,"[{'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/202115', 'filename': 'putri (1).pdf', 'objectid': 35284, 'filesize': 105352, 'mtime': '2020-06-04 14:35:44', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '92f3e120f2c864f8fa59eb150e4129fb', 'fileid': 202115, 'datasetid': 'document'}], 'main': 'putri (1).pdf', 'docid': 35284, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 21867, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35284'}]",,,,,,,,,,,,
71,Jurnal Pendidikan Matematika Unila,FKIP Universitas Lampung,['FKIP22'],disk0/00/02/19/63,public,2338-1183,2020-06-05 05:39:28,6,pub,published,['L1'],"This quasi-experimental research aimed to find out the effectiveness of Alqurun Teaching Model in terms of students’ mathematical concept understanding. The population of this research was all students of grade VII of SMPN 3 Pringsewu in academic year of 2018/2019 as many as 257 students. The sample of this research were students of class VII-E as many as 29 students and VII-F as many as 28 students, that were chosen by purposive sampling technique. This research used pretest-posttest control group design. The data analysis used t’-test and proportion test with       . Hypothesis test results showed that gain of students’ mathematical concept understanding abilities in the alqurun teaching model class was higher than the conventional class, but propotion of students with good categorized in mathematical concept understanding abilities was not more than 60% of total students in alqurun teaching model class. Based on the research, it can be concluded that alqurun teaching model was not effective interms of students’ mathematical concept understanding ability",7,http://repository.lppm.unila.ac.id/id/eprint/21963,2019-06-01 00:00:00.000000000,"[{'id': None, 'name': {'honourific': None, 'family': 'Wahyuningsih', 'lineage': None, 'given': 'Sri'}}, {'name': {'given': 'Sugeng', 'lineage': None, 'family': 'Sutiarso', 'honourific': None}, 'id': 'sugeng.sutiarso@fkip.unila.ac.id'}, {'id': 'widyaa58@gmail.com', 'name': {'given': 'Widyastuti', 'family': 'Widyastuti', 'lineage': None, 'honourific': None}}]",article,Efektivitas Alqurun Teaching Model Ditinjau dari Kemampuan Pemahaman Konsep Matematis Siswa,TRUE,2020-06-05 05:39:28,21963,archive,show,233-245,1140,2,http://jurnal.fkip.unila.ac.id/index.php/MTK,2020-06-05 05:39:28,"[{'files': [{'datasetid': 'document', 'fileid': 202761, 'hash': 'a8c409c0aab8ef4c9a3132c40593a5c0', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-06-05 04:35:30', 'objectid': 35378, 'filesize': 607175, 'filename': 'JPM Sri W Widya Juni 2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/202761'}], 'main': 'JPM Sri W Widya Juni 2019.pdf', 'docid': 35378, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 21963, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35378', 'security': 'public'}]",,,,,,,,,,,,
72,Prosiding Seminar Nasional Pendidikan FKIP Universitas Lampung 2019,,['FKIP22'],disk0/00/01/94/32,public,2716-053X,2020-05-05 04:53:01,7,pub,published,['L1'],"This study aimed to describe the need for developing LKPD based on the PISA type problem based on BPS data context in Lampung Province. Measurements were made at SMPN 21 Bandarlampung and SMPN 9 Bandarlampung. Data were collected by questionnaire for student needs and questionnaire of teachers needs that given to 5 mathematics teachers and 236 students who were randomly selected. The results of the teacher needs questionnaire analysis show that (i) 60% of teachers sometimes use self-made LKPD while publisher-made LKPD is often used in learning activities; (ii) 40% of teachers stated that sometimes they used LKPD based on mathematical problems; (iii) 100% of teachers stated that they paid attention to students' mathematical literacy in learning activities; and (iv) 100% of teachers stated that there was a need to develop an LKPD based on the PISA problem type in the context of Lampung Province BPS data. The results of student needs questionnaires provide information that (i) 50.4% of students experience problems in studying statistics; (ii) 72.5% of students better understand the material with LKPD which contains problem solving activities; (iii) 30.9% of students like interesting and challenging math problems like PISA questions; and (iv) 47.5% of students agreed to use PISA type based mathematics LKPD accompanied by interesting pictures and real data according to the real world. Thus, it was concluded that the development of PISA problem-based LKPD type context Lampung BPS data needs to be done to improve mathematical literacy skills.",,http://repository.lppm.unila.ac.id/id/eprint/19432,1970-01-01 00:00:00.000002019,"[{'id': 'widyaa58@gmail.com', 'name': {'given': 'Widyastuti', 'honourific': None, 'family': 'Widyastuti', 'lineage': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Wijaya', 'given': 'Agung Putra'}, 'id': 'agung.wijaya@fkip.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Setiawati', 'given': 'Santy'}}]",article,KEBUTUHAN PENGEMBANGAN LKPD BERBASIS MASALAH TIPE PISA KONTEKS DATA BPS PROVINSI LAMPUNG,TRUE,2020-05-05 04:53:01,19432,archive,show,703-711,1140,,http://semnaspend.fkip.unila.ac.id/2019/08/14/prosiding/,2020-05-05 04:53:01,"[{'eprintid': 19432, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32658', 'pos': 1, 'format': 'text', 'docid': 32658, 'main': 'Prosiding Semnas 28 Sep 2019 revisi 2020 ISSN - Copy-min.pdf', 'files': [{'hash': 'f0041cc8cdd6060208cd1bec7c426070', 'mime_type': 'application/pdf', 'fileid': 162454, 'datasetid': 'document', 'filename': 'Prosiding Semnas 28 Sep 2019 revisi 2020 ISSN - Copy-min.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/162454', 'objectid': 32658, 'filesize': 969293, 'mtime': '2020-05-04 15:40:23', 'hash_type': 'MD5'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,[{'url': 'https://drive.google.com/file/d/1gGQkWMPQTDG6o7Ik71Ktty0U02o0TPfc/view'}],,,,,,,,,,
