,subjects,date_type,volume,abstract,uri,date,divisions,publisher,publication,dir,related_url,status_changed,issn,full_text_status,ispublished,rev_number,eprint_status,id_number,eprintid,datestamp,pagerange,metadata_visibility,number,userid,documents,lastmod,official_url,type,creators,refereed,title,place_of_pub,corp_creators,contributors,event_type,event_title,event_location,pres_type,event_dates,keywords,referencetext,funders,contact_email,succeeds,monograph_type,pages,isbn,editors,book_title,patent_applicant
70,['AC'],published,,"When was the last time we had a big dream to achieve? This book is about my story of achieving one of my big dreams; moving, studying, and living in Europe.

Once, in my class, I told my students about the moral of the story we had just played in class. 'The moral of the story is there is a significant difference between two dreamers. The dreamers that always dream big will always work on their dream, and the empty dreamers do nothing and are delusional. They fantasize about something and do not pay any effort to achieve their dream. The real dreamers will do anything, no matter how arduous their journeys are, to make their dream come true. And that is what you have to do when you set a dream. You will meet many obstacles on your way to getting your dream. You will be exhausted. But you can stop for a while and keep walking. Whether you step for a short time or slow, you will get your dream if you do not stop walking. But once you stop walking, your dream will always be there until the time vanishes your dream without any trace.'

I spent two decades before I made my dream come true. During those two decades, destiny brought me to various companies, met various people, enjoyed beautiful moments, and experienced many significant bad and good events. I spent two decades traveling to many places that enriched my life, did my volunteerism and social work passion, and returned to my hometown to fulfill my mother's wish.

Destiny also brought me to Australia. I moved and studied there, a country I had never thought of studying there. I failed for seven years to get accepted from various schools and on many scholarship platforms. I captured every moment I would never give up on my dream, bitter or sweet. It was harrowing. Someone told me to keep trying and never give up, and I never give up.

I tell those stories honestly that might play the reader's emotion. Failed for years on many platforms almost made me choose Canada to pursue my Ph.D. When I finally made my way to study in Europe, all those pains were paid. After two decades of working on my dream, I got what I had dreamed of for two decades.

This book teaches us to keep our spirits up, never stop believing, and keep trying, because, in my own words, 'When you feel you want to give up, please remember this rule: The moment when you give up your dream is the exact moment of your absolute failure. Your failures are not in your rejections; no, they are not. That failure happens when you stop trying.'",http://repository.lppm.unila.ac.id/id/eprint/50271,2022-08-10 00:00:00.000000000,['FEB6'],Amazon LLC USA,,disk0_bak/00/05/02/71,[{'type': 'pub'}],2023-04-11 13:45:02,,public,pub,9,archive,,50271,2023-04-11 13:45:02,,show,,160,"[{'files': [{'fileid': 543094, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '13c65c9ae7fc8fc7759ec8dbaa0d1d59', 'hash_type': 'MD5', 'mtime': '2023-04-11 10:04:35', 'filesize': 790216, 'objectid': 189970, 'uri': 'http://repository.lppm.unila.ac.id/id/file/543094', 'filename': 'Amazon.com_ Two Decades of My Europe Dream eBook _ Safitri, Dina_ Kindle Store.pdf'}], 'main': 'Amazon.com_ Two Decades of My Europe Dream eBook _ Safitri, Dina_ Kindle Store.pdf', 'docid': 189970, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 50271, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189970', 'security': 'public'}]",2023-04-11 13:45:02,https://www.amazon.com/Two-Decades-My-Europe-Dream-ebook/dp/B0B79QN1CK,book,"[{'name': {'honourific': None, 'family': 'Safitri', 'lineage': None, 'given': 'Dina'}, 'id': 'jodiesafitri@gmail.com'}]",FALSE,Two Decades of My Europe Dream,USA,['Amazon LLC USA'],"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'honourific': None, 'family': 'Safitri', 'lineage': None, 'given': 'Dina'}, 'id': 'jodiesafitri@gmail.com'}]",,,,,,,,,jodiesafitri@gmail.com,,,,jodiesafitri@gmail.com,"[{'id': 'jodiesafitri@gmail.com', 'name': {'given': 'Dina', 'lineage': None, 'family': 'Safitri', 'honourific': None}}]",,
71,"['AS', 'Q1']",published,,"Ethics of leadership nature becomes the center of attention since the business environment opprobrium of American companies such as Enron scandals, Lehman Brothers, Nortel, WorldCom bankruptcy, AIG (Northouse, 2016; Bedi et al., 2016; Brown, Treviño, and Harrison, 2005), and also appeared in the realm of politics (Northouse, 2016).
Despite the business scandals that have become the world’s attention, we also notice that many business leaders (such as Larry Page, Sergey Brin, Bill, and Miranda Gates from Microsoft) make their companies among the most coveted employers in the world. On the political stage, Aung San Suu Kyi with the global issue of Rohingya, Adolf Hitler
during WW II, Bill Clinton’s impeachment are just a few to name. Angela Merkel has won global praise for one and half decades due to her leadership as Germany’s Chancellor. Jacinda Ardern showed her leadership towards the Christchurch attack in Wellington in March
2019.

Ethical leadership has attracted scholars from multi-disciplines; however, the literature is scarce and has few findings of the dimensions of leadership ethics (Brown, Treviño, and Harrison, 2005).
Ciulla et al. (2018) mentioned that leadership ethics primarily focused on leaders for many reasons. Firstly, they will affect people in two ways, whether it will be the advantages for other people or become dangerous to people’s psychology; pivotal part of daily human life.
Secondly, leaders interact with people time by time, but leadership ethics has many facets and areas as philosophy covers.",http://repository.lppm.unila.ac.id/id/eprint/50270,1970-01-01 00:00:00.000002022,['FEB6'],Delta Pijar Khatulistiwa,,disk0_bak/00/05/02/70,,2023-04-11 13:36:44,,public,pub,17,archive,978-623-5696-19-5,50270,2023-04-11 13:36:44,200-300,show,,160,"[{'placement': 1, 'eprintid': 50270, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189972', 'security': 'public', 'main': 'EbookEconomicandBusinessTrajectoryIndonesiaAsiaandEurope.pdf', 'docid': 189972, 'files': [{'datasetid': 'document', 'fileid': 543108, 'mime_type': 'application/pdf', 'hash': 'bfb6ee47aad74e742258b243b75775b7', 'filesize': 4321527, 'objectid': 189972, 'filename': 'EbookEconomicandBusinessTrajectoryIndonesiaAsiaandEurope.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/543108', 'hash_type': 'MD5', 'mtime': '2023-04-11 10:18:12'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2023-04-11 13:36:44,,monograph,"[{'id': 'jodiesafitri@gmail.com', 'name': {'lineage': None, 'family': 'Safitri', 'honourific': None, 'given': 'Dina'}}]",FALSE,"Two Sides of Leadership Ethics How an Ethics of Leadership is
Measured?",Indonesia,,,,,,,,,,,jodiesafitri@gmail.com,,working_paper,264.0,,"[{'name': {'given': 'Budi', 'lineage': None, 'family': 'Setiawan', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Mulyana', 'lineage': None, 'given': 'Budi'}}, {'name': {'given': 'Edza Aria', 'honourific': None, 'family': 'Wikurendra', 'lineage': None}}]","Economics and Business Trajectory Asia, Indonesia, and Europe",
72,"['HB', 'HG']",published,,"Human resource management (HRM) has always been included as the pivotal elements of the value chain that functioned for the organizations has been a vital, and even more demanding for in the organizations with emerging economy. HR based on resources based-view act as strategic resources in an organization by earning the remarkable returns through matchlessly uniqueness and value. The healthy HRM process and practices will administer the organization performance and reflected in the higher growth of the organization across multi-faceted measurements, a multifaceted and applicable research and practice, that bridges the learning process, well-being of people and different social collectives, performance of the organizations both profit and not-profit, cities, and even the nation. Linked HR to real-options theory, the form of uncertainty tasks and source of risks is training and development that is embedded to the obligation of the organization to the employee. The failure to provide this T&D is a breach, which led the employee to start distrusting their employer. This affects the quality of leader-member exchange and trigger the employee for counterproductive work behavior.
Keywords: real-options, human capital, leader-member exchange, psychological contract
breach, counterproductive work behavior
JEL Code: M10",http://repository.lppm.unila.ac.id/id/eprint/50274,1970-01-01 00:00:00.000002022,['FEB6'],,,disk0_bak/00/05/02/74,,2023-04-11 13:37:42,,public,pub,8,archive,,50274,2023-04-11 13:37:42,139-152,show,,160,"[{'main': 'Komarno - III. International Conference Proceedings-2.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '58b82d9ada6e76080c38fb43354e5d3f', 'datasetid': 'document', 'fileid': 543132, 'filename': 'Komarno - III. International Conference Proceedings-2.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/543132', 'filesize': 3974387, 'objectid': 189975, 'mtime': '2023-04-11 10:46:24', 'hash_type': 'MD5'}], 'docid': 189975, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 50274, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189975', 'pos': 1, 'security': 'public'}]",2023-04-11 13:37:42,,conference_item,"[{'id': 'jodiesafitri@gmail.com', 'name': {'given': 'Dina', 'family': 'Safitri', 'lineage': None, 'honourific': None}}]",FALSE,eal-options theory as measurement for leader-member exchange quality: How do they relate?,,,,conference,"III. International Conference of Economics PhD Students and Researchers in Komarno, Slovakia",,paper,,,,,,,,,,,,
73,['HB'],,,"Tujuan: Tujuan penelitian ini adalah menganalisis dimensi yang diminta oleh rumah sakit untuk meningkatkan kualitas layanan, hingga dapat memenuhi standar dari stakeholders, manajemen rumah sakit, pemerintah, lingkungan akademik, dan pasien.
Metodelogi penelitian: Metode yang digunakan untuk penelitian ini adalah metode survei dengan alat penelitian berupa sebaran kuesioner kepada pasien rumah sakit. Populasi dalam penelitian ini adalah konsumen rumah sakit di Kotamadya Bandarlampung. Pengambilan sampel dilakukan dengan menggunakan purposive sampling technique yakni responden dapat mengisi kuesioner sebelum mereka diperbolehkan pulang dari rumah sakit dan secara online melalui email atau WhatsApp bagi pasien yang telah pulang dari rumah sakit.
Hasil: Hasil riset menemukan bahwa dimensi kualitas layanan rumah sakit yang terdiri dari infrastruktur, prosedur administrasi, keseluruhan pengalaman pasien dan tanggung jawab sosial rumah sakit berpengaruh pada kepuasan konsumen di rumah sakit-rumah sakit di Bandar Lampung, sedangkan kualitas sumber daya manusia dan prosedur keamanan tidak mempengaruhi kepuasan konsumennya.
Limitasi: Penelitian ini dilaksanakan pada saat pandemik Covid-19 yang menyebabkan penyebaran kuesioner hanya dilakukan secara online.
Kontribusi: Kontribusi penelitian ini untuk masukan bagi peningkatan kulitas layanan ruma sakit di Bandar Lampung.
Kata kunci : pelayanan rumah sakit, kepuasan pasien",http://repository.lppm.unila.ac.id/id/eprint/50282,1970-01-01 00:00:00.000002022,['FEB6'],Goodwood Publishing,,disk0_bak/00/05/02/82,,2023-04-11 13:44:36,,public,pub,7,archive,ISSN 2776-804X,50282,2023-04-11 13:44:36,,show,,160,"[{'eprintid': 50282, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189983', 'pos': 1, 'format': 'text', 'main': 'PROSIDING STABEK ISSN 2776-804X-MODEL KUALITAS DAN KEPUASAN PELAYANAN RUMAH SAKIT DI KOTAMADYA BANDARLAMPUNG.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/543192', 'filename': 'PROSIDING STABEK ISSN 2776-804X-MODEL KUALITAS DAN KEPUASAN PELAYANAN RUMAH SAKIT DI KOTAMADYA BANDARLAMPUNG.pdf', 'filesize': 7896738, 'objectid': 189983, 'mtime': '2023-04-11 12:07:02', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '5fce31020a7afb41638fc68e56f1625a', 'datasetid': 'document', 'fileid': 543192}], 'docid': 189983, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2023-04-11 13:44:36,,book_section,"[{'id': 'jodiesafitri@gmail.com', 'name': {'given': 'Dina', 'family': 'Safitri', 'lineage': None, 'honourific': None}}, {'id': 'dwiasrisitiambarwati@gmail.com', 'name': {'given': 'Dwi Asri Siti', 'family': 'Ambarwati', 'lineage': None, 'honourific': None}}]",FALSE,MODEL KUALITAS DAN KEPUASAN PELAYANAN RUMAH SAKIT DI KOTAMADYA BANDARLAMPUNG,,,,,,,,,,,,,,,192.0,ISSN 2776-804X,,Prosiding Penelitian STABEK 4,
74,"['AC', 'AS']",published,,"Pasca berakhirnya Program PKBI Batch IV KemenristekDIKTI – P2B LPPMP Universitas Negeri Yogyakarta yang saya ikuti dari 09 September 20018 sampai dengan 10 Desember 2019, saya tidak memiliki ekspektasi apapun untuk dilibatkan dalam kegiatan lanjutan KemenristekDIKTI.  Awal tahun 2019 saya isi dengan berburu supervisor, melamar sekolah, dan mengisi aplikasi beasiswa dengan modal sertifikat IELTS hasil PKBI.  Sayangnya, dari beberapa beasiswa; AAS, DIKTI-funded Fulbright, BPP-LN DIKTI, LPDP-BUDI LN, RMIT International Scholarship, belum membuahkan hasil.  Bersamaan dengan musim beasiswa, saya memasukkan aplikasi kegiatan program Talent Scouting DIKTI 2019 dan Alhamdulillah, masuk nominasi untuk tinggal selama 3 hari di Palembang, 14-16 Agustus 2019.  Satu lagi program unggulan DIKTI berhasil saya ikuti.  Talent Scouting diprogram khusus bagi dosen Indonesia yang mempersiapkan S3 terutama di universitas luar negeri.  Program ini memberi saya kesempatan mengikuti klinik, di mana reviewer DIKTI memberi masukan akan kekurangan proposal riset saya.  Beberapa narasumber juga memberi materi yang berbeda, mulai dari berburu beasiswa, menulis proposal riset yang baik, hingga etika berkirim email ke calon supervisor.",http://repository.lppm.unila.ac.id/id/eprint/50276,1970-01-01 00:00:00.000002022,['FEB6'],,,disk0_bak/00/05/02/76,,2023-04-11 13:41:55,,public,pub,11,archive,9786236286036,50276,2023-04-11 13:41:55,,show,,160,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 543149, 'mime_type': 'application/pdf', 'hash': '6e96fbd79feef13c341df926e2f5f6b6', 'hash_type': 'MD5', 'mtime': '2023-04-11 10:52:43', 'filesize': 2185101, 'objectid': 189978, 'uri': 'http://repository.lppm.unila.ac.id/id/file/543149', 'filename': 'sertifikat_HKI Merajut Mimpi dan Memori Tim Bridging Kanada.pdf'}], 'main': 'sertifikat_HKI Merajut Mimpi dan Memori Tim Bridging Kanada.pdf', 'docid': 189978, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189978', 'eprintid': 50276, 'placement': 1}]",2023-04-11 13:41:55,https://tinyurl.com/25r8qv6b,patent,"[{'id': 'jodiesafitri@gmail.com', 'name': {'given': 'Dina', 'lineage': None, 'family': 'Safitri', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'SUHENDY', 'given': 'CHRISTY CECILIA VERONICA'}}, {'name': {'lineage': None, 'family': 'PASHARIBU', 'honourific': None, 'given': 'YUSEPALDO'}, 'id': None}, {'name': {'given': 'ARINI', 'honourific': None, 'family': 'RAJAB', 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'family': 'SUSILO', 'honourific': None, 'given': 'ARIEF ZULIYANTO'}, 'id': None}, {'name': {'given': 'MUHAMMAD ARIEF', 'family': 'BUDIMAN', 'lineage': None, 'honourific': None}, 'id': None}, {'id': None, 'name': {'given': 'BUDI', 'lineage': None, 'family': 'MULYANA', 'honourific': None}}, {'name': {'given': 'SAYID', 'lineage': None, 'family': 'MARIFATULLOH', 'honourific': None}, 'id': None}, {'name': {'given': 'AFIF AVICENNA', 'honourific': None, 'family': 'GHUFFRON', 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'RIJAL', 'honourific': None, 'lineage': None, 'family': 'RIJAL'}}]",,MERAJUT MIMPI DAN MEMORI- TIM BRIDGING KANADA,,,,,,,,,,,,,,,,,,,CHRISTY CECILIA VERONICA SUHENDY
75,"['HB', 'HC']",,19,"The rapid development of e-commerce in Indonesia has led to the emergence of competition. One of the e-commerce platforms that is aggressive in promoting and widely used by Indonesian consumers is Shopee. Shopee conducts promotions in Indonesia to bring new shopping experiences to facilitate easy sales and provide shoppers with secure payment processes and integrated logistics arrangements.The research purpose is to determine reputation’s effect, privacy, size, safeguard, web familiarity, and ease in creating a positive effect on confidence; and trust variable will have a positive effect on payment methods using the electronic payment system (EPS), credit cards and cash on delivery on product purchases at online shops in Indonesia. The research methodology uses quantitative methods with a cross-sectional research design by distributing questionnaires online with a Google Form, with 248 respondents. The study led to the findings of the perceptions of trust significantly influenced by security, benefits, and convenience, while reputation, privacy, size, and web familiarization do not affect trust. Furthermore, trust affects the electronic payment method (EPS), credit card, and cash on delivery. The limitation of the study is in the sampling method which covers not all regions in Indonesia. Contribution: as a company, Shopee should maintain security, the benefits, and convenience to develop strategies using electronic payment methods.

Keywords: Online Shop, E-commerce, trust and method of payment. Received: May 9, 2021. Revised: December 4, 2021. Accepted: January 3, 2022. Published: January 4, 2022.",http://repository.lppm.unila.ac.id/id/eprint/50273,1970-01-01 00:00:00.000002022,['FEB6'],,WSEAS TRANSACTIONS on BUSINESS and ECONOMICS,disk0_bak/00/05/02/73,,2023-04-11 13:42:32,2224-2899,public,pub,7,archive,,50273,2023-04-11 13:42:32,12-12,show,,160,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 189974, 'main': 'Scopus Q4 TRust terhadap Shopee.pdf', 'files': [{'mtime': '2023-04-11 10:37:18', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/543124', 'filename': 'Scopus Q4 TRust terhadap Shopee.pdf', 'filesize': 2480597, 'objectid': 189974, 'mime_type': 'application/pdf', 'hash': 'ba23c72ceb0b39531570ccca1abf7266', 'datasetid': 'document', 'fileid': 543124}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189974', 'security': 'public', 'placement': 1, 'eprintid': 50273}]",2023-04-11 13:42:32,https://www.wseas.com/journals/bae/2022/a145107-1367.pdf,article,"[{'name': {'given': 'Aida', 'family': 'Sari', 'lineage': None, 'honourific': None}, 'id': None}, {'id': 'muji@feb.unila.ac.id', 'name': {'honourific': None, 'family': 'Ramelan', 'lineage': None, 'given': 'Mudji Rachmat'}}, {'id': 'jodiesafitri@gmail.com', 'name': {'lineage': None, 'family': 'Safitri', 'honourific': None, 'given': 'Dina'}}, {'id': 'nuzulinasnabilaa@gmail.com', 'name': {'given': 'Nuzul Inas', 'family': 'Nabila', 'lineage': None, 'honourific': None}}]",TRUE,Trust Perception and Payment Method on Marketplace in Indonesia (Study on Shopee),,,,,,,,,,,,,,,,,,,
76,['H1'],published,1,"This research uses descriptive research and quantitative methods. The 
sample in this study were Gloz consumers who made purchases at 
Bandar Lampung distributors. The population used cannot be 
measured with certainty, making the researchers choose to use the non-
probability sampling method. So that the respondents in this study 
amounted to 120 people. Based on the results of data processing and 
analysis, hypothesis testing, analysis and discussion of the results of 
research on the effect of price (X1) and brand image (X2) on purchasing 
decisions (Y) of Gloz mineral water in Bandar Lampung, it can be 
concluded that price and brand image variables have an effect on 
purchase decision (Y) for Gloz mineral water in Bandar Lampung. The 
variable that has the greatest influence is the price variable (X1) based 
on the largest regression coefficient value, namely b1 of 0.249 compared 
to the regression coefficient value of the brand image variable (X2) of 
0.218",http://repository.lppm.unila.ac.id/id/eprint/49353,2022-12-21 00:00:00.000000000,['FEB6'],Fakultas Ekonomi dan Bisnis Universitas Lampung,"E-journal Field of Economics,   Business, and Entrepreneurship  (EFEBE)",disk0_bak/00/04/93/53,,2023-03-29 08:12:19,2964-5697,public,pub,6,archive,,49353,2023-03-29 08:12:19,366-371,show,4,447,"[{'format': 'text', 'main': '-EFEBE_V1_N4_Sari_60+OK.pdf-.pdf', 'files': [{'datasetid': 'document', 'fileid': 535790, 'hash': '301b0dbb3594f876e8d07c8a12edb53e', 'mime_type': 'application/pdf', 'objectid': 188899, 'filesize': 1157766, 'filename': '-EFEBE_V1_N4_Sari_60+OK.pdf-.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/535790', 'hash_type': 'MD5', 'mtime': '2023-03-29 04:04:38'}], 'docid': 188899, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 49353, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188899', 'pos': 1}]",2023-03-29 08:12:19,http://efebe.feb.unila.ac.id/index.php/efebe/issue/view/4,article,"[{'name': {'given': 'Nitami', 'honourific': None, 'lineage': None, 'family': 'Sari'}, 'id': None}, {'id': 'ocha.lina77@gmail.com', 'name': {'honourific': None, 'family': 'Roslina', 'lineage': None, 'given': 'Roslina'}}, {'name': {'given': 'Nuzul Inas', 'honourific': None, 'family': 'Nabila', 'lineage': None}, 'id': 'nuzulinasnabilaa@gmail.com'}]",TRUE,"PENGARUH HARGA DAN CITRA MEREK TERHADAP KEPUTUSAN 
PEMBELIAN AIR MINERAL GLOZ DI BANDAR LAMPUNG",,,,,,,,,,,,,,,,,,,
77,['AC'],published,8,"ABSTRACT:
The purpose of this study was to examine the effect of benefits, convenience, security and attitudes on the intention to use Wokee Mobile Banking where research on mobile banking has been carried out by several previous researchers, including: Ulun Akturan & Nuray Tezcan (2012), Chen (2013) and Alalwan Dwivedi and Rana (2016). This research is a modification of that research. The sample in this study was taken from a population that met the criteria, namely customers and employees of PT Bank KB Bukopin Tbk throughout Indonesia who were Wokee mobile banking users. Wokee mobile banking is a digital banking innovation targeting urban and technology-aware people. The application is an evolution in banking with a digitalization process that makes customers no longer need to go to the bank.
Keywords: Ease; Benefit; Risk; Attitude; Intention to use wokee mobile banking",http://repository.lppm.unila.ac.id/id/eprint/46337,1970-01-01 00:00:00.000002022,['FEB6'],"IJCBSS,",International Journal of Current Business and Social Sciences,disk0/00/04/63/37,,2022-11-07 08:07:15,ISSN: 2312-5985,public,pub,6,archive,,46337,2022-11-07 08:07:15,17-30,show,4,253,"[{'format': 'text', 'files': [{'mtime': '2022-11-07 07:56:12', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/511720', 'filename': '841730.pdf', 'objectid': 185220, 'filesize': 723907, 'hash': 'f13cfb1c9ad89f43499766dc4a00e8c0', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 511720}], 'main': '841730.pdf', 'docid': 185220, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 46337, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185220', 'pos': 1}]",2022-11-07 08:07:15,http://ijcbss.org/uploads/2022/04/841730.pdf,article,"[{'name': {'given': 'Bangsawan', 'lineage': None, 'family': 'Satria', 'honourific': None}, 'id': 'dean@feb.unila.ac.id'}, {'id': 'dorothy_rouly@yahoo.com', 'name': {'honourific': None, 'family': 'Pandjaitan', 'lineage': None, 'given': 'Dorothy Rouly H.'}}]",TRUE,Effect of Use Wokee Mobile Banking for Millenial Generation in PT Bank KB Bukopin TBK,,,,,,,,,,,,,,,,,,,
78,['HG'],published,,"Riset ini bertujuan menguji perbedaan kinerja pada 11 bank syariah di 
Indonesia dengan 16 bank syariah di Malaysia berbasis pendekatan MSI 
(Maqashid Syariah Index). Riset ini ialah riset komparatif yang memakai uji 
beda independent sample t- test untuk mengidentifikasi perbandingan kinerja 
bank syariah di Indonesia dengan di Malaysia berbasis pendekatan maqashid 
indeks. Variabel independen pada riset ini merupakan 3 tujuan syariah dari 
maqashid indeks ialah pembelajaran orang, menghasilkan keadilan, serta 
kepentingan universal. Hasil riset disimpulkan bahwa kinerja bank syariah di 
Indonesia berbeda dengan kinerja bank syariah Malaysia berbasis pendekatan 
maqashid indeks.",http://repository.lppm.unila.ac.id/id/eprint/47741,2022-11-09 00:00:00.000000000,['FEB6'],Fakultas Ekonomi Dan Bisnis Universitas Lampung,,disk0_bak/00/04/77/41,"[{'url': 'http://jurnal.feb.unila.ac.id/index.php/jbm/issue/view/28', 'type': 'pub'}]",2023-01-12 04:06:52,,public,pub,10,archive,https://doi.org/10.23960/jbm.v17i2,47741,2023-01-12 04:06:52,,show,,667,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '#2021 (2 Jan) PERBANDINGAN MAQASHID INDEX BANK UMUM SYARIAH DI INDONESIA DAN MALAYSIA .pdf.pdf', 'docid': 186842, 'files': [{'hash_type': 'MD5', 'mtime': '2023-01-12 03:17:32', 'filesize': 309598, 'objectid': 186842, 'uri': 'http://repository.lppm.unila.ac.id/id/file/522767', 'filename': '#2021 (2 Jan) PERBANDINGAN MAQASHID INDEX BANK UMUM SYARIAH DI INDONESIA DAN MALAYSIA .pdf.pdf', 'datasetid': 'document', 'fileid': 522767, 'mime_type': 'application/pdf', 'hash': '4616a1fa9266775cf4ad2f86e2065e02'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186842', 'eprintid': 47741, 'placement': 1}]",2023-01-12 04:06:52,http://jurnal.feb.unila.ac.id/index.php/jbm/issue/view/28,other,"[{'id': 'hardmansatria95@gmail.com', 'name': {'family': 'Satria', 'lineage': None, 'honourific': None, 'given': 'Hardman'}}, {'id': 'ernie.hendrawaty@feb.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Hendrawaty', 'given': 'Ernie'}}, {'id': 'muslimin.1975@feb.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Muslimin', 'given': 'Muslimin'}}]",,CEK PLAGIARISME ARTIKEL: PERBANDINGAN MAQASHID INDEX BANK UMUM SYARIAH DI INDONESIA DAN MALAYSIA,Universitas Lampung,,,,,,,,,,,,,,,,,,
79,['HG'],submitted,,,http://repository.lppm.unila.ac.id/id/eprint/47747,2022-11-09 00:00:00.000000000,['FEB6'],IOSR Journals,,disk0_bak/00/04/77/47,"[{'type': 'pub', 'url': 'http://www.iosrjournals.org/iosr-jef/pages/vol.13i1-Series-4.html'}]",2023-01-12 07:24:13,,public,submitted,8,archive,DOI: 10.9790/5933-1301044352,47747,2023-01-12 07:24:13,,show,,667,"[{'format': 'other', 'main': '#2022(~1.PDF', 'docid': 186848, 'files': [{'datasetid': 'document', 'fileid': 522824, 'mime_type': 'application/pdf', 'hash': '2c4cd4ec35075b06c3f4a0f514b993d1', 'hash_type': 'MD5', 'mtime': '2023-01-12 04:58:05', 'objectid': 186848, 'filesize': 356692, 'filename': '#2022(~1.PDF', 'uri': 'http://repository.lppm.unila.ac.id/id/file/522824'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'eprintid': 47747, 'placement': 1, 'formatdesc': 'CEK PLAGIARISME ARTIKEL', 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186848', 'pos': 1}]",2023-01-12 07:24:13,http://www.iosrjournals.org/iosr-jef/pages/vol.13i1-Series-4.html,other,"[{'name': {'given': 'Wanda', 'honourific': None, 'lineage': None, 'family': 'Septian'}, 'id': None}, {'name': {'given': 'Sri', 'honourific': None, 'family': 'Hasnawati', 'lineage': None}, 'id': 'sri.hasnawati@feb.unila.ac.id'}, {'id': 'ernie.hendrawaty@feb.unila.ac.id', 'name': {'honourific': None, 'family': 'Hendrawaty', 'lineage': None, 'given': 'Ernie'}}]",,CEK PLAGIARISME ARTIKEL: Impact of Behavioral Factors among Indonesian Individual Investor towards Investment Decisions during Covid-19 Pandemic,,,,,,,,,,,,,,,,,,,
