,creators,type,refereed,title,eprintid,eprint_status,datestamp,pagerange,metadata_visibility,userid,documents,lastmod,official_url,divisions,publication,dir,status_changed,full_text_status,issn,ispublished,rev_number,subjects,date_type,volume,abstract,uri,date,contributors,number,corp_creators,publisher,related_url,contact_email,book_title,place_of_pub,isbn,pages,editors,id_number,referencetext,pres_type,event_location,event_title,event_type,funders,succeeds,event_dates,projects
10,"[{'name': {'family': 'Hasnawati', 'lineage': None, 'honourific': None, 'given': 'Sri'}, 'id': 'sri.hasnawati@feb.unila.ac.id'}]",other,,SIMILARITY CHECK Life Cycle Theory of Dividend: A Review Literature,29708,archive,2021-04-28 06:01:59,,show,1031,"[{'format': 'text', 'docid': 43911, 'main': 'SIMILARITY Life Cycle Theory of Dividend A Review Literature.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-04-28 05:21:08', 'objectid': 43911, 'filesize': 1380119, 'filename': 'SIMILARITY Life Cycle Theory of Dividend A Review Literature.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/262988', 'datasetid': 'document', 'fileid': 262988, 'mime_type': 'application/pdf', 'hash': '75d31213e439dc558aa37c93ce467d97'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 29708, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43911', 'pos': 1}]",2021-04-28 06:01:59,https://eudl.eu/pdf/10.4108/eai.1-10-2020.2304742,['FEB6'],,disk0/00/02/97/08,2021-04-28 06:01:59,public,,pub,7,['HG'],published,,"SIMILARITY CHECK  

The purpose of the paper is to examine the relationship between dividend policy of the company and the life cycle theory. According to the life cycle theory, the company will pay dividend in the third stage, namely the maturity stage. In the early stage, the company has investment opportunities with high profit potential so that it requires large funds. As a result, dividend payments will be delayed. However, dividend payments remain a matter of debate today because dividend payments will be associated with company value. The theory of dividend policy states that paying dividends will increase firm value, but several research results show that dividend payments are not related to firm value.",http://repository.lppm.unila.ac.id/id/eprint/29708,2021-04-01 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Hasnawati', 'honourific': None, 'given': 'Sri'}, 'id': 'sri.hasnawati@feb.unila.ac.id'}]",,['University of Lampung'],EAI,[{'url': 'http://dx.doi.org/10.4108/eai.1-10-2020.2304742'}],,,Indonesia,,,,,,,,,,,,,
11,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'given': 'Sri', 'lineage': None, 'family': 'Hasnawati', 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Ahmad', 'given': 'faisol'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'name': {'given': 'Rieke Diah Delarosa', 'family': 'Sormin', 'lineage': None, 'honourific': None}, 'id': None}]",article,TRUE,"PENGARUH KEPUTUSAN INVESTASI, KEBIJAKAN DIVIDEN, DAN PROFITABILITAS TERHADAP NILAI PERUSAHAAN",37555,archive,2022-01-03 01:24:43,141-161,show,1031,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158493', 'eprintid': 37555, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'KEPUTUSAN INVESTASI,.......JBM sept 2021 .pdf', 'docid': 158493, 'files': [{'fileid': 428897, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '940072dc31060d50bd3666900c3386c3', 'objectid': 158493, 'filesize': 354502, 'filename': 'KEPUTUSAN INVESTASI,.......JBM sept 2021 .pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/428897', 'hash_type': 'MD5', 'mtime': '2022-01-02 15:11:31'}]}]",2022-01-03 01:24:43,http://jurnal.feb.unila.ac.id/index.php/jbm/article/view/305.,['FEB6'],Jurnal Bisnis dan Manajemen,disk0/00/03/75/55,2022-01-03 01:24:43,public,1411-9366,pub,7,['HG'],published,17,"Penentuan keputusan oleh manajer dalam perusahaan dapat berpengaruh terhadap nilai perusahaan. Keputusan tersebut terdiri atas keputusan investasi, keputusan pendanaan, dan kebijakan dividen. Nilai perusahaan pun tidak hanya ditentukan oleh keputusan yang diambil, tetapi juga tingkat keuntungan yang dihasilkan. Penelitian ini dilakukan untuk mengetahui pengaruh keputusan investasi, kebijakan dividen, dan profitabilitas terhadap nilai perusahaan. Sumber data sekunder diperoleh dari website resmi Bursa Efek Indonesia. Jumlah sampel dalam penelitian sebanyak 11 perusahaan manufaktur yang tergabung dalam indeks LQ45 dan dipilih melalui teknik purposive sampling. Teknik analisis data yang digunakan ialah statistik deskriptif dan regresi linier berganda. Tingkat kesalahan dalam penelitian sebesar 5%. Hasil penelitian menunjukkan bahwa keputusan investasi dan profitabilitas berpengaruh positif terhadap nilai perusahaan, sementara kebijakan dividen tidak berpengaruh terhadap nilai perusahaan.",http://repository.lppm.unila.ac.id/id/eprint/37555,2021-09-01 00:00:00.000000000,,3.0,['Universitas Lampung'],Jurusan Manajemen Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,
12,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'given': 'Sri', 'honourific': None, 'lineage': None, 'family': 'Hasnawati'}}, {'id': 'ernie.hendrawaty@feb.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Hendrawaty', 'given': 'Ernie'}}]",article,TRUE,Do Independent Commissioners Control the Effect of Family-Owned Business Characteristics on Dividend Policy? A Study in Indonesian Manufacturing Companies,33284,archive,2021-08-01 13:38:06,55-62,show,1031,"[{'format': 'text', 'main': 'IJESSS  DO INDEPENDENT COMMISSIONERS CONTROL THE FAMILY-OWNED BUSINESS CHARACTERISTICS EFFECTS ON DIVIDEND POLICY_.pdf', 'docid': 152131, 'files': [{'hash': '19fdc217bc37a933f9efdf2dd4da3b22', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 394442, 'mtime': '2021-07-31 03:40:26', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/394442', 'filename': 'IJESSS  DO INDEPENDENT COMMISSIONERS CONTROL THE FAMILY-OWNED BUSINESS CHARACTERISTICS EFFECTS ON DIVIDEND POLICY_.pdf', 'objectid': 152131, 'filesize': 178015}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 33284, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/152131', 'pos': 1}]",2021-08-01 13:38:06,https://journalkeberlanjutan.com/index.php/ijesss/issue/view/8,['FEB6'],"International Journal of Environmental, Sustainability, and Social Science",disk0/00/03/32/84,2021-08-01 13:38:06,public,2720-9644,pub,6,['HG'],published,2,"This study aims to determine the role of independent Commissioners to control the effect of family-owned business characteristics on dividend policy. This study construct panel data that estimate using panel regression with a fixed-effect model. The model is estimated using financial data of 64 Indonesian manufacturing companies that were observed from the period 2016- 2018. The result showed that family-owned business characteristics have a positive effect on dividens. The Independent Commisioners were able to control the effect of family business characteristics on the dividend policy. The Independent Commissioners have a role in reducing the positive effect of family-owned businesses characteristics on dividends.
Keywords:
Independent Commissioners, Family-owned Business Characteristics. Dividend Policy.",http://repository.lppm.unila.ac.id/id/eprint/33284,1970-01-01 00:00:00.000002021,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Hasnawati', 'given': 'Sri'}}, {'name': {'honourific': None, 'family': 'Hendrawaty', 'lineage': None, 'given': 'Erni'}}]",2.0,['Uniersitas Lampung'],KSI,,,,,,,,https://doi.org/10.38142/ijesss.v2i2,,,,,,,,,
13,"[{'name': {'given': 'Sri', 'honourific': None, 'family': 'Hasnawati', 'lineage': None}, 'id': 'sri.hasnawati@feb.unila.ac.id'}, {'name': {'given': 'Mahatma', 'family': 'Kupefaksi', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Wiweko', 'given': 'Hidayah'}, 'id': 'hidayatwiweko@yahoo.com'}]",article,TRUE,Three Factor Model Analyses: Evidence on Indonesian Capital Market,34656,archive,2021-10-27 01:22:41,1-4,show,1031,"[{'eprintid': 34656, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155231', 'format': 'text', 'files': [{'filesize': 160519, 'objectid': 155231, 'filename': 'JAM-Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/407067', 'hash_type': 'MD5', 'mtime': '2021-10-26 07:42:50', 'fileid': 407067, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '19d30c9004622f8e41e19e543da3747b'}], 'main': 'JAM-Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf', 'docid': 155231, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2021-10-27 01:22:41,https://www.hilarispublisher.com/open-access/three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf,['FEB6'],Journal of Accounting & Marketing,disk0/00/03/46/56,2021-10-27 01:22:41,public,2168-9601,pub,6,['HG'],published,10,"The purpose of the study is to test how far the risk, size, and firm value variables of the Fama and French three factor model could explain the excess return of small and large stock portfolios in the Indonesian Capital Market (ICM). The study was conducted during 2016-2019 on the official 45 liquid shares namely LQ45. In this study, six portfolios were formed, which were produced from small and large portfolio groups. Each portfolio consists of small high, medium, low and large portfolio consists of large, medium and low. The results showed that market risk for all small and large portfolios have a positive and significant effect. In contrast to company size, size has a significant effect on small, medium, low and large high portfolios. While large low and medium portfolios are not significant. Testing the effect of company value on small and large portfolio excess returns is significant except for the small low portfolio. In general, the three-factor research model is a pretty good model to explain portfolio excess returns in Indonesia.

Keyword: Three Factor Model • Market risk • Size • Firm value • Excess return portfolio",http://repository.lppm.unila.ac.id/id/eprint/34656,1970-01-01 00:00:00.000002021,"[{'name': {'honourific': None, 'family': 'Hasnawati', 'lineage': None, 'given': 'Sri'}}, {'name': {'family': 'kupefaksi', 'lineage': None, 'honourific': None, 'given': 'Mahatma'}}, {'name': {'given': 'Hidayah', 'family': 'Wiweko', 'lineage': None, 'honourific': None}}]",7.0,['University of Lampung'],Allied Business Academies,,,,,,,,,,,,,,,,,
14,"[{'name': {'given': 'Keumala', 'lineage': None, 'family': 'Hayati', 'honourific': None}, 'id': 'umi_asra@yahoo.co.id'}]",other,,"HISTORI PUBLIKASI MANUSKRIP KINERJA KARYAWAN DARI ASPEK PENGARUH KECERDASAN SPIRITUAL, KECERDASAN INTELEKTUAL SERTA KECERDASAN EMOSIONAL",49351,archive,2023-03-29 08:12:13,,show,108,"[{'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'filesize': 331993, 'objectid': 188898, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535779', 'filename': '2020_jbm Yasir korespondensi.pdf', 'hash_type': 'MD5', 'mtime': '2023-03-29 04:00:21', 'fileid': 535779, 'datasetid': 'document', 'hash': '7a837066cad0402700e95061361631f5', 'mime_type': 'application/pdf'}], 'main': '2020_jbm Yasir korespondensi.pdf', 'docid': 188898, 'security': 'validuser', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188898', 'eprintid': 49351, 'placement': 1}]",2023-03-29 08:12:13,,['FEB6'],,disk0_bak/00/04/93/51,2023-03-29 08:12:13,restricted,,pub,9,['HD28'],,,,http://repository.lppm.unila.ac.id/id/eprint/49351,1970-01-01 00:00:00.000002021,,,,Jurnal Bisnis dan Manajemen,,,,,,,,,,,,,,,,,
15,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'given': 'Keumala', 'family': 'Hayati', 'lineage': None, 'honourific': None}}]",other,,HISTORI PUBLIKASI MANUSKRIP PENGEMBANGAN EKONOMI KREATIF MELALUI SINERGISITAS DENGAN BUMDES DAN DESA PINTAR (SMART VILLAGE),49330,archive,2023-03-28 08:35:28,,show,108,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'files': [{'mtime': '2023-03-28 08:20:20', 'hash_type': 'MD5', 'filename': '2021_jbm smart village korespondensi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/535617', 'objectid': 188875, 'filesize': 297548, 'hash': 'a01f9c96288264d08ad4b7f3e394d2c0', 'mime_type': 'application/pdf', 'fileid': 535617, 'datasetid': 'document'}], 'main': '2021_jbm smart village korespondensi.pdf', 'docid': 188875, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188875', 'pos': 1, 'security': 'validuser', 'placement': 1, 'eprintid': 49330}]",2023-03-28 08:35:28,,['FEB6'],,disk0_bak/00/04/93/30,2023-03-28 08:35:28,restricted,,pub,9,['HD28'],,,,http://repository.lppm.unila.ac.id/id/eprint/49330,1970-01-01 00:00:00.000002021,,,,Jurnal Bisnis dan Manajemen,,,,,,,,,,,,,,,,,
16,"[{'name': {'given': 'Keumala', 'lineage': None, 'family': 'Hayati', 'honourific': None}, 'id': 'umi_asra@yahoo.co.id'}]",other,,HISTORY OF MANUSCRIPT PUBLICATION PENGARUH ETIKA KERJA ISLAMI DAN KEPRIBADIAN TERHADAP KREATIVITAS KARYAWAN,49271,archive,2023-03-27 02:02:36,,show,108,"[{'placement': 1, 'eprintid': 49271, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188821', 'pos': 1, 'security': 'validuser', 'main': '2022_Human Falah Korespondensi.pdf', 'files': [{'datasetid': 'document', 'fileid': 535180, 'hash': 'd311f5f32ec446a247d467a6efb6e18f', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-03-27 01:29:45', 'filesize': 618192, 'objectid': 188821, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535180', 'filename': '2022_Human Falah Korespondensi.pdf'}], 'docid': 188821, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2}]",2023-03-27 02:02:36,http://jurnal.uinsu.ac.id/index.php/humanfalah/index,['FEB6'],,disk0_bak/00/04/92/71,2023-03-27 02:02:36,restricted,,pub,8,['HD28'],,,"This study aims to determine the effect of Islamic work ethics and personality on creativity. Personality is seen from five factors: extraversion, agreeableness, conscientiousness, neuroticism, and openness to experience. Data collection was carried out using a questionnaire with a total sample of 103 Syari'ah Bank employees in Bandar Lampung. The results showed that Islamic work ethics influenced the creativity of Islamic banking employees. The results also found that of the five personalities (extraversion, agreeableness, conscientiousness, neuroticism, openness to experience), only agreeableness and openness to experience affected employee creativity.",http://repository.lppm.unila.ac.id/id/eprint/49271,1970-01-01 00:00:00.000002021,,,,Human Falah,,,,,,,,,,,,,,,,,
17,"[{'name': {'family': 'Hayati', 'lineage': None, 'honourific': None, 'given': 'Keumala'}, 'id': 'umi_asra@yahoo.co.id'}]",other,,HISTORY OF MANUSCRIPT PUBLICATION THE EFFECT OF STRATEGIC LEADERSHIP ON EMPLOYEES CREATIVITY BY THE MEDIATION OF VOICE BEHAVIOR,49326,archive,2023-03-28 08:35:17,,show,108,"[{'language': 'en', 'rev_number': 2, 'mime_type': 'application/pdf', 'main': '2022_IJems Syafitri Korespondensi.pdf', 'docid': 188871, 'files': [{'filename': '2022_IJems Syafitri Korespondensi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/535585', 'filesize': 357045, 'objectid': 188871, 'mtime': '2023-03-28 07:57:34', 'hash_type': 'MD5', 'hash': '8ac8fc605ec1c68d52bac8f74566636a', 'mime_type': 'application/pdf', 'fileid': 535585, 'datasetid': 'document'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188871', 'pos': 1, 'security': 'validuser', 'placement': 1, 'eprintid': 49326}]",2023-03-28 08:35:17,https://www.internationaljournalssrg.org/IJEMS/paper-details?Id=782,['FEB6'],,disk0_bak/00/04/93/26,2023-03-28 08:35:17,restricted,,pub,8,['HD28'],,,,http://repository.lppm.unila.ac.id/id/eprint/49326,1970-01-01 00:00:00.000002021,,,,SSRG IJEMS,,,,,,,,,,,,,,,,,
18,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'lineage': None, 'family': 'Hayati', 'honourific': None, 'given': 'Keumala'}}]",other,,HISTORY OF MANUSCRIPT PUBLICATION THE INFLUENCE OF ISLAMIC ATTRIBUTES OF THE ORGANIZATION ON AFFECTIVE COMMITMENT MEDIATED BY JOB SATISFACTION,49355,archive,2023-03-29 08:12:24,,show,108,"[{'eprintid': 49355, 'placement': 1, 'security': 'validuser', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188901', 'pos': 1, 'format': 'text', 'files': [{'filename': '2022_IJems Islamic Attributes Korespondensi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/535805', 'objectid': 188901, 'filesize': 347748, 'mtime': '2023-03-29 04:35:59', 'hash_type': 'MD5', 'hash': '1eceadab52183c24cc98f5c107d20a5d', 'mime_type': 'application/pdf', 'fileid': 535805, 'datasetid': 'document'}], 'main': '2022_IJems Islamic Attributes Korespondensi.pdf', 'docid': 188901, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2}]",2023-03-29 08:12:24,,['FEB6'],,disk0_bak/00/04/93/55,2023-03-29 08:12:24,restricted,,pub,8,['HD28'],,,,http://repository.lppm.unila.ac.id/id/eprint/49355,1970-01-01 00:00:00.000002021,,,,SSRG IJEMS,,,,,,,,,,,,,,,,,
19,"[{'name': {'given': 'Keumala', 'honourific': None, 'lineage': None, 'family': 'Hayati'}, 'id': 'umi_asra@yahoo.co.id'}]",other,,"Important Factors Affecting the Compliance of Pregnant Women
with Iron Deficiency Anemia During a Pandemic",49268,archive,2023-03-27 02:02:33,,show,108,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188818', 'security': 'validuser', 'placement': 1, 'eprintid': 49268, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'main': '2021_artikel sutanto Korespondensi.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '9af9328a443f30bd4ca527bceb4f0656', 'fileid': 535159, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/535159', 'filename': '2021_artikel sutanto Korespondensi.pdf', 'filesize': 397423, 'objectid': 188818, 'mtime': '2023-03-27 00:58:34', 'hash_type': 'MD5'}], 'docid': 188818, 'format': 'text'}]",2023-03-27 02:02:33,https://aisyah.journalpress.id/index.php/jika,['FEB6'],,disk0_bak/00/04/92/68,2023-03-27 02:02:33,restricted,,pub,10,['RA0421'],,,"The Covid-19 pandemic has had an impact on the behavior of using health services. One of the impacts is a decrease in visits by pregnant women to health care facilities, including the use and consumption of iron tablets as an effort to prevent anemia. This study aims to analyze the factors that influence the compliance of pregnant women to take iron tablets. This research is an analytic study with a cross-sectional design. Respondents were 35 pregnant women with iron deficiency anemia and met the inclusion criteria. Pearson Test and Multiple Linear Regression Test are used to determine the factors that affect compliance. The results showed that the factors that influenced the compliance of pregnant women to consume iron tablets (p<0.05) were knowledge, attitudes, support from health workers, family support, and social support. This study concludes that knowledge is the most influential factor in changes in hemoglobin in pregnant women with deficiency anemia.",http://repository.lppm.unila.ac.id/id/eprint/49268,1970-01-01 00:00:00.000002021,,,,Jurnal Aisyah: Jurnal Ilmu Kesehatan,,,,,,,,,,,,,,,,,
