,event_type,divisions,dir,rev_number,ispublished,full_text_status,status_changed,date_type,subjects,event_title,date,uri,abstract,title,refereed,event_dates,pres_type,type,creators,event_location,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,pagerange,number,publication,volume,related_url,official_url,contributors,publisher,issn,corp_creators,place_of_pub,id_number,contact_email,succeeds,referencetext,isbn,pages,book_title,editors,funders,keywords,projects
135,,['FEB6'],disk0/00/02/45/40,8,pub,public,2020-11-09 08:59:46,published,['AC'],,2020-05-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24540,"Penelitian ini bertujuan untuk menguji sikap konsumen dalam berbelanja online. Data yang
digunakan adalah data primer. Adapun tehnik pengumpulan datanya digunakan melalui
kuesioner. Populasi dalam penelitian ini adalah masyarakat yang pernah melakukan
pembelian barang dan jasa menggunakan internet, sedangkan tehnik sample menggunakan
purposive sampling sebanyak 200 responden. Untuk melihat hubungan antar variabel
digunakan melalui uji statistik dan pengolahan data dilakukan dengan menggunakan
Partial Least Square (smart PLS 3.0). Hasil penelitian menunjukkan bahwa: Persepsi
kemudahan penggunaan berhubungan signifikan terhadap sikap konsumen dalam belanja
online. Persepsi kegunaan berhubungan tidak signifikan terhadap sikap konsumen dalam
belanja online persepsi resiko berhubungan tidak signifikan terhadap sikap sikap konsumen
dalam belanja online. Persepsi kemudahan berhubungan signifikan terhadap niat belanja ulang
pada situs online. Persepsi kegunaan berhubungan tidak sinifikan terhadap niat belanja ulang
pada situs online. Persepsi resiko berpengaruh positif terhadap niat belanja ulang pada situs
online. Sikap berhubungan tidak signifikan terhadap niat belanja ulang pada situs online. Hal
ini membuktikan bahwa sikap konsumen belum menyadari bahwa kemudahan dan
kegunaan serta resiko dalam memutuskan menggunakan kembali. Kemudahan dan resiko
masih menjadi faktor yang membuat konsumen bertransaksi secara online dan sepenuhnya
dapat dijelaskan melalui model TAM.
Kata kunci : sikap , technology acceptance model (TAM), persepsi kemudahan, persepsi
kegunaan,persepsi resiko, niat belanja ulang pada situs online","SIKAP KONSUMEN DALAM BELANJA ONLINE
PENERAPAN MODEL PENERIMAAN TEKNOLOGI",TRUE,,,article,"[{'name': {'given': 'Dorothy Rouly H.', 'family': 'Pandjaitan', 'lineage': None, 'honourific': None}, 'id': 'dorothy_rouly@yahoo.com'}]",,show,2020-11-09 08:59:46,archive,24540,2020-11-09 08:59:46,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38277', 'security': 'public', 'placement': 1, 'eprintid': 24540, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '3 Dorothy RH Pandjaitan.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '155f7af27abd09846f4326c9dd275fdb', 'fileid': 223008, 'datasetid': 'document', 'mtime': '2020-11-05 08:37:32', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/223008', 'filename': '3 Dorothy RH Pandjaitan.pdf', 'objectid': 38277, 'filesize': 621987}], 'docid': 38277, 'format': 'text'}]",253,112-126,2,Jurnal Bisnis dan Manajemen,16,,,,Jurusan Manajemen Fakultas Ekonomi dan Bisnis Universitas Lampung,1411-9366,,,ISSN 1411 – 9366,,,,,,,,,,
136,conference,['FEB6'],disk0/00/02/45/28,9,unpub,public,2020-11-09 09:09:58,,['AC'],"STABEK 4 (Seminar Teknologi, Akuntansi, Bisnis dan Ekonomi dan Komunitas 4",2020-10-28 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24528,"Kegiatan Pengabdian Kepada Masyarakat yang dilakukan ini bertujuan untuk memberikan pelatihan dan penyuluhan kepada siswa siswi SMA Xaverius di wilayah Pahoman, Bandar Lampung yang mengenai pentingnya Time Management atau Manajemen Waktu dalam mengelola Kepribadian dan Pengembangan Karakter Generasi Muda.

Dengan adanya sosialisasi penyuluhan tersebut diharapkan generasi muda di SMA Xaverius Pahoman, Bandar Lampung memahami dan mampu mendirikan jiwa kepribadian yang berkarakter dalam mengelola Time Management Generasi Muda Indonesia sehingga tercapainya pertumbuhan tingkat produktivitas yang tinggi yang berlandaskan jiwa dan karakter mandiri dikemudian hari. 

Penyuluhan ini sangat penting dilakukan guna menumbuhkembangkan potensi dan karakter yang handal bagi para pemuda dan akan menumbuhkan bibit jiwa kemandirian serta bertanggungjawab serta berkarakter bagi generasi muda Indonesia. Hasil dari penyuluhan ini menyatakan bahwa sebelum dilakukan penyuluhan, rata-rata pemahaman mengenai, kreatifitas, produktivitas, kemampuan rata-rata sebesar 54%. 

Setelah dilakukan penyuluhan menunjukan angka 94%. Dari hasil angka tersebut berarti siswa dan siswi SMA Xaverius Pahoman, Bandar Lampung telah menunjukan kenaikan pengetahuan dalam pengelolaan Time Management sebesar 40% setelah dilakukan penyuluhan tersebut. 

Kata kunci: Time Management, Generasi Muda, Karakter, Handal, Mandiri.","Time Management: Mengelola Karakter Mandiri Generasi Muda Indonesia di SMA Xaverius
Pahoman Bandar Lampung",TRUE,28 Oktober 2020,paper,conference_item,"[{'name': {'lineage': None, 'family': 'Pandjaitan', 'honourific': None, 'given': 'Dorothy Rouly H.'}, 'id': 'dorothy_rouly@yahoo.com'}, {'id': None, 'name': {'given': 'warganegara', 'family': 'doni', 'lineage': None, 'honourific': None}}]",Hotel Raddison,show,2020-11-09 09:09:58,archive,24528,2020-11-09 09:09:58,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'Time Management-STABEK-2020.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '3e9582a0213ce4545fad3af911585a6f', 'fileid': 222923, 'datasetid': 'document', 'mtime': '2020-11-05 08:06:24', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/222923', 'filename': 'Time Management-STABEK-2020.pdf', 'filesize': 661461, 'objectid': 38269}], 'docid': 38269, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38269', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 24528}]",253,,,,,,,,,,,,,,,,,,,,,,
137,,['FEB6'],disk0/00/02/66/18,13,pub,public,2020-11-22 11:42:05,,['HD28'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/26618,"Tujuan dari penelitian ini adalah untuk mengetahui pengaruh dari ambiguitas peran dan konflik peran  terhadap kreativitas karyawan pada alumni Fakultas Ekonomi dan Bisnis Universitas Lampung yang sudah bekerja dan berstatus karyawan. Penelitian ini menggunakan metode kausal dengan menggunakan data primer dan diperoleh melalui studi pustaka dan penyebaran kuesioner kepada 126 responden yang akan diuji pada alumni Fakultas Ekonomi dan Bisnis Universitas Lampung lebih tepatnya alumni lulusan pada tahun 2015 sampai 2017 yang sudah bekerja sebagai karyawan. Data tersebut diolah dengan menggunakan metode regresi berganda. Dari analisis data, terlihat bahwa ambiguitas peran memiliki pengaruh positif dan signifikan sebesar 44% terhadap kreativitas karyawan. Hasil lain dari penelitian ini menunjukkan bahwa konflik peran memiliki dampak positif sebesar 19% terhadap kreativitas karyawan.",PENGARUH AMBIGUITAS PERAN DAN KONFLIK PERAN TERHADAP KREATIVITAS KARYAWAN,TRUE,,,article,"[{'id': 'Tamba', 'name': {'honourific': None, 'family': 'Petrus', 'lineage': None, 'given': 'Hasiholan'}}, {'id': None, 'name': {'given': 'Ribhan', 'family': 'Ribhan', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Hayati', 'lineage': None, 'given': 'Keumala'}, 'id': 'umi_asra@yahoo.co.id'}]",,show,2020-11-22 11:42:05,archive,26618,2020-11-22 11:42:05,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/40591', 'pos': 3, 'security': 'public', 'placement': 3, 'eprintid': 26618, 'language': 'en', 'rev_number': 2, 'mime_type': 'text/html', 'main': 145, 'docid': 40591, 'files': [{'fileid': 239297, 'datasetid': 'document', 'mime_type': 'text/html', 'hash': 'd8ee93c2deba5b4e9975685a22b98c35', 'filesize': 24685, 'objectid': 40591, 'filename': 145, 'uri': 'http://repository.lppm.unila.ac.id/id/file/239297', 'hash_type': 'MD5', 'mtime': '2020-11-22 10:28:03'}], 'format': 'text'}]",108,1-13,3,jurnal bisnisdan manajemen,16,,http://jurnal.feb.unila.ac.id/index.php/jbm/,,Jurusan manajemen Unila,14119366,,,,,,,,,,,,,
138,,['FEB6'],disk0/00/04/06/40,7,pub,public,2022-03-30 07:43:25,,['H1'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/40640,,Pengaruh Ambiguitas Peran dan Konflik Peran Terhadap Kreativitas Karyawan,,,,other,"[{'id': 'Tamba', 'name': {'given': 'Hasiholan', 'honourific': None, 'family': 'Petrus', 'lineage': None}}, {'id': None, 'name': {'given': 'Ribhan', 'honourific': None, 'lineage': None, 'family': 'Ribhan'}}, {'name': {'given': 'Keumala', 'family': 'Hayati', 'lineage': None, 'honourific': None}, 'id': 'umi_asra@yahoo.co.id'}, {'name': {'family': 'Safitri', 'lineage': None, 'honourific': None, 'given': 'Dina'}, 'id': 'jodiesafitri@gmail.com'}]",,show,2022-03-30 07:43:25,archive,40640,2022-03-30 07:43:25,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 162007, 'main': '19 Similarity_Pengaruh Ambiguitas Peran.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-03-29 03:00:22', 'filesize': 2983102, 'objectid': 162007, 'filename': '19 Similarity_Pengaruh Ambiguitas Peran.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/452518', 'fileid': 452518, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '7c92ede39ee7d71947141645d653abcd'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162007', 'eprintid': 40640, 'placement': 1}]",404,,,,,[{'url': 'http://repository.lppm.unila.ac.id/26618/'}],https://scholar.google.com/scholar?hl=id&as_sdt=0%2C5&q=Pengaruh+Ambiguitas+Peran+dan+Konflik+Peran+Terhadap+Kreativitas+Karyawan&btnG,,Jurnal Bisnis Dan Manajemen,,,,ISSN 1411  – 9366,,,,,,,,,,
139,,['FEB6'],disk0_bak/00/04/90/60,18,pub,restricted,2023-03-21 01:51:07,,['HD28'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/49060,,Turnitin JBM Tamba,,,,other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Petrus', 'given': 'Hasiholan'}, 'id': 'Tamba'}, {'id': None, 'name': {'given': 'Ribhan', 'family': 'Ribhan', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Keumala', 'honourific': None, 'family': 'Hayati', 'lineage': None}, 'id': 'umi_asra@yahoo.co.id'}, {'id': 'jodiesafitri@gmail.com', 'name': {'given': 'Dina', 'lineage': None, 'family': 'Safitri', 'honourific': None}}]",,show,2023-03-21 01:51:07,archive,49060,2023-03-21 01:51:07,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'format': 'text', 'main': '2020_Turnitin JBM Tamba.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/533447', 'filename': '2020_Turnitin JBM Tamba.pdf', 'objectid': 188508, 'filesize': 2954206, 'mtime': '2023-03-21 01:31:34', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'c9aac08020293a2f173adbdf7265465e', 'datasetid': 'document', 'fileid': 533447}], 'docid': 188508, 'formatdesc': 'Turnitin JBM - Tamba', 'security': 'validuser', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188508', 'eprintid': 49060, 'placement': 1}]",108,,,,,,http://jurnal.feb.unila.ac.id/index.php/jbm/article/view/145,,Jurnal Bisnis dan Manajemen FEB Unila,,,FEB Unila,,,,,,,,,,,
140,,['FEB6'],disk0/00/04/06/08,7,pub,public,2022-03-30 07:44:02,,['H1'],,2020-05-31 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/40608,,Similarity_Analisis Pengaruh Kontrak Psikologois,,,,other,"[{'name': {'given': 'stevan aslamtama', 'honourific': None, 'lineage': None, 'family': 'Purba'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Ribhan', 'given': 'Ribhan'}}, {'name': {'given': 'Mirwan', 'family': 'Karim', 'lineage': None, 'honourific': None}}]",,show,2022-03-30 07:44:02,archive,40608,2022-03-30 07:44:02,"[{'format': 'text', 'docid': 161972, 'main': 'Similarity_Analisis Pengaruh Kontrak Psikologois.pdf', 'files': [{'filesize': 2988875, 'objectid': 161972, 'uri': 'http://repository.lppm.unila.ac.id/id/file/452317', 'filename': 'Similarity_Analisis Pengaruh Kontrak Psikologois.pdf', 'hash_type': 'MD5', 'mtime': '2022-03-28 07:23:38', 'datasetid': 'document', 'fileid': 452317, 'mime_type': 'application/pdf', 'hash': 'd063c48affcbdb6b226d0cddcd79f8ab'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 40608, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161972'}]",404,,,,,,,,Jurnal Bisnis dan Manjemen,,,,,,,,,,,,,,
141,,['FEB6'],disk0/00/02/49/79,7,pub,public,2020-11-12 02:14:02,,['HG'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/24979,"ABSTRACT: This study examined the effect of family ownership and characteristics of the board of directors on company performance. The companies in this study are manu­ facturing companies listed on the Indonesia Stock Exchange in 2016-2018. Based on pre­ vious studies, family ownership has a negative impact on company performance. This is likely due to interest differences between family ownership and company management, which causes agency conflicts. Hence, to reduce these negative effects, family-owned com­ panies can place their family members in company management, such as the company’s board of directors. Thus, all activities and corporate decision making can be controlled, and agency conflict can be avoided.","The relations of family ownership, characteristics of board of directors, and company performance",TRUE,,,article,"[{'id': None, 'name': {'lineage': None, 'family': 'Purnamasari1', 'honourific': None, 'given': 'L.'}}, {'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'given': 'Sri', 'honourific': None, 'lineage': None, 'family': 'Hasnawati'}}, {'id': 'ernie.hendrawaty@feb.unila.ac.id', 'name': {'given': 'Ernie', 'honourific': None, 'lineage': None, 'family': 'Hendrawaty'}}]",,show,2020-11-12 02:14:02,archive,24979,2020-11-12 02:14:02,"[{'eprintid': 24979, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38729', 'format': 'text', 'docid': 38729, 'main': '10. VitalSource Bookshelf.pdf', 'files': [{'objectid': 38729, 'filesize': 2669786, 'filename': '10. VitalSource Bookshelf.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/226244', 'hash_type': 'MD5', 'mtime': '2020-11-11 09:22:29', 'datasetid': 'document', 'fileid': 226244, 'mime_type': 'application/pdf', 'hash': 'abcd1a9087ada2a45ab492929b5f6ea1'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}, {'placement': 2, 'eprintid': 24979, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38730', 'pos': 2, 'security': 'public', 'main': '11. VitalSource Bookshelf.pdf', 'docid': 38730, 'files': [{'mime_type': 'application/pdf', 'hash': '12442d6480e97f63b2d8379b54a45f5f', 'fileid': 226246, 'datasetid': 'document', 'mtime': '2020-11-11 09:22:33', 'hash_type': 'MD5', 'filename': '11. VitalSource Bookshelf.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/226246', 'filesize': 1785560, 'objectid': 38730}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",667,183-186,,The Future Opportunities and Challenges of Business in Digital Era 4.0,,,https://bookshelf.vitalsource.com/#/books/9781000192346/cfi/201!/4/4@0.00:0.00,,Taylor & Francis Group,,,,,,,,,,,,,,
142,,['FEB6'],disk0/00/02/49/76,8,pub,public,2020-11-12 02:13:46,,['HG'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/24976,"ABSTRACT: This paper aims to create a model that can measure how banks take the risk for their profit. Risks occur due to uncertain actions taken by the company. The final model performs which variables can explain bank risk-taking. The variables of risk-taking in this paper are capital, size, mergers and acquisitions, ownership, off-balanced sheet, LDR, BI rate, inflation, and GDP Growth. The sample data was limited to 28 banks listed in Bursa Efek Indonesia (BEI) in the period 2013-2017. The primary data source of all the variables includes financial statements, annual reports, ICMD (Indonesian Capital Market Directory), and the official website of the banks. There are four methods used to examine the best model, includ­ ing forwarding, backward, stepwise, and enter. R-squared, adjusted R-squared, AIC, SIC, and Cp Mallows are used for choosing the best model in each method.",Risk-taking model in Indonesian banking companies,TRUE,,,article,"[{'name': {'lineage': None, 'family': 'Putri', 'honourific': None, 'given': 'Reisa'}, 'id': None}, {'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'honourific': None, 'family': 'Hasnawati', 'lineage': None, 'given': 'Sri'}}, {'id': 'ernie.hendrawaty@feb.unila.ac.id', 'name': {'given': 'Ernie', 'honourific': None, 'family': 'Hendrawaty', 'lineage': None}}]",,show,2020-11-12 02:13:46,archive,24976,2020-11-12 02:13:46,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 38724, 'main': '5. VitalSource Bookshelf.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-11 09:11:42', 'filesize': 2130678, 'objectid': 38724, 'filename': '5. VitalSource Bookshelf.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/226224', 'datasetid': 'document', 'fileid': 226224, 'hash': 'cbd876f8e1aeb7dc5a149bc8ec3edd29', 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38724', 'security': 'public', 'placement': 1, 'eprintid': 24976}, {'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38725', 'security': 'public', 'placement': 2, 'eprintid': 24976, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '6. VitalSource Bookshelf.pdf', 'files': [{'fileid': 226226, 'datasetid': 'document', 'hash': 'ff5ae78fcdd962e2a7fc8ed4dcef9a09', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-11 09:11:46', 'objectid': 38725, 'filesize': 1806204, 'filename': '6. VitalSource Bookshelf.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/226226'}], 'docid': 38725, 'format': 'text'}, {'placement': 3, 'eprintid': 24976, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38726', 'pos': 3, 'security': 'public', 'main': '7. VitalSource Bookshelf.pdf', 'files': [{'datasetid': 'document', 'fileid': 226228, 'mime_type': 'application/pdf', 'hash': '666508bad388f62d8a3c09cd88426b71', 'filesize': 433895, 'objectid': 38726, 'filename': '7. VitalSource Bookshelf.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/226228', 'hash_type': 'MD5', 'mtime': '2020-11-11 09:11:52'}], 'docid': 38726, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",667,53-57,,The Future Opportunities and Challenges of Business in Digital Era 4.0,,,https://bookshelf.vitalsource.com/#/books/9781000192346/cfi/71!/4/4@0.00:0.00,,Taylor & Francis Group,,,,,,,,,,,,,,
143,,['FEB6'],disk0/00/02/65/73,7,pub,public,2020-11-22 11:50:00,published,['HG'],,2020-02-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26573,"This paper compares the impact of Domestic Market Obligation (DMO) on stock returns for coal mining company stocks for 10 event-days on March 2018. The study computes abnormal returns for 19 mining company using event study methodology and Trading Volume Activity to prove information content of Domestic Market Obligation for Coal Price. The result show that this event has information content, which caused the Indonesian capital market to react to the event. The number of Abnormal Returns that occurred in the window period was 4 times. Although the capital market seems to react, the capital market does not significantly provide Abnormal Return when the DMO policy takes place. However, Trading Volume Activity before and after the announcement of the DMO policy showed a significant change in the significance level of 5%.","Form Penilaian Reviewer, Market reaction towards the announcement of domestic market obligation for coal price",,,,other,"[{'id': None, 'name': {'honourific': None, 'family': 'Reynaldi', 'lineage': None, 'given': 'Prasetyo'}}, {'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'honourific': None, 'family': 'Hasnawati', 'lineage': None, 'given': 'Sri'}}, {'name': {'honourific': None, 'family': 'Kupefaksi', 'lineage': None, 'given': 'Mahatma'}, 'id': None}]",,show,2020-11-22 11:50:00,archive,26573,2020-11-22 11:50:00,"[{'placement': 1, 'eprintid': 26573, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40471', 'security': 'public', 'main': '6. reveiwer Market Reaction toward the announcement.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-11-22 02:31:45', 'objectid': 40471, 'filesize': 453247, 'uri': 'http://repository.lppm.unila.ac.id/id/file/238917', 'filename': '6. reveiwer Market Reaction toward the announcement.pdf', 'fileid': 238917, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'fd15086343ea9da955b8307900c1c12f'}], 'docid': 40471, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",1031,,,,,[{'url': 'http://repository.lppm.unila.ac.id/18882/'}],http://www.internationaljournalssrg.org/IJEMS/paper-details?Id=544,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Reynaldi', 'given': 'Prasetyo'}}, {'name': {'honourific': None, 'family': 'Hasnawati', 'lineage': None, 'given': 'Sri'}}, {'name': {'given': 'Mahatma', 'honourific': None, 'family': 'Kupefaksi', 'lineage': None}}]",SSRG-IJEMS,,['Universitas Lampung'],International,10.14445/23939125/IJEMS-V7I2P122,,,,,,,,,,
144,,['FEB6'],disk0_bak/00/05/05/45,7,pub,public,2023-04-15 13:40:34,published,['H1'],,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/50545,"Value creation strategy requires an understanding of the relationship between customer needs
and the services offered to generate value. Each customer has different needs and requires a
different offer, so the company needs to segment the market to produce different profits for the
company. The segmentation theory which states that all markets consist of consumer groups or
segments with different needs is a very powerful tool for the development of successful
commercial strategies. The segmentation is carried out by the company to reach different
customer groups in certain markets and create the right value in the segment. To increase the
effectiveness of industrial market segmentation, Verhallen et al (1998) propose the use of non-
observable characteristics such as organizational strategy in addition to observable characteristics
such as the size and location of the industry. Organizational strategy influences behavior,
especially organizational behavior in making purchases. An understanding of organizational
buying behavior can help companies to create the right value for the organization they are aiming
for. Strategic segmentation can also be done by companies to create the right value for green
consumers. Due to the importance of segmentation for companies in developing their
competitive advantage, companies need to pay attention to the characteristics of the target market
segments to provide the right value for their consumers.",Value Creation Through Segmentation Strategy and Green Segmentation,TRUE,,,book_section,"[{'name': {'given': 'Roslina', 'honourific': None, 'lineage': None, 'family': 'Roslina'}, 'id': 'ocha.lina77@gmail.com'}]",,show,2023-04-15 13:40:34,archive,50545,2023-04-15 13:40:34,"[{'eprintid': 50545, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190244', 'format': 'text', 'files': [{'objectid': 190244, 'filesize': 5207319, 'uri': 'http://repository.lppm.unila.ac.id/id/file/545083', 'filename': 'book chapter_Optimized.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-15 04:13:56', 'datasetid': 'document', 'fileid': 545083, 'mime_type': 'application/pdf', 'hash': 'c8a39b1fb48268aecd5289d74bef6324'}], 'main': 'book chapter_Optimized.pdf', 'docid': 190244, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",447,297-316,,,1,,,,PT Penerbit IPB Press,,,"Bogor, Indonesia",,,,,978-323-256-053-6,,Green Consumer Marketing,"[{'name': {'lineage': None, 'family': 'Sumarwan', 'honourific': None, 'given': 'Ujang'}}, {'name': {'given': 'Fandy', 'lineage': None, 'family': 'Tjiptono', 'honourific': None}}, {'name': {'family': 'Premananto', 'lineage': None, 'honourific': None, 'given': 'Gancar P'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Sabri', 'given': 'Mohamad Fazli'}}]",,,
145,conference,['FEB6'],disk0/00/02/67/61,7,inpress,public,2020-11-24 01:30:24,submitted,['H1'],The 3rd International Conference of Economics Business & Entrepreneurship (ICEBE) 2020,2020-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/26761,"The increasing competition in the bakery business has made Holland Bakery to be able to maintain its achievements with a business strategy. So a business model is needed as a form of strategy that can be carried out by analysts using the Business Model Canvas,  where each  building block is  also analyzed by the IFE & EFE Matrix, IE Matrix, SWOT Matrix and Blue Ocean Strategy combined with the Business Model Canvas. The results of the IFE matrix analysis resulted in a total score of 2.76, and EFE produced a score of 2.59. The results of the IE Holland Bakery Lampung matrix analysis are in quadrant V, indicating that Holland Bakery Company is currently in a strategic position to maintain and maintain (Hold and Maintain). The appropriate alternative strategy used in this quadrant is the market penetration strategy that Holland Bakery can do by increasing marketing through media strategies in the online or paper and product development form of adding market segments and increasing the variety of Holland Bakery products. Holland Bakery's alternative strategy is to maintain customer loyalty and improve product quality, attract new consumers and retain old consumers, open cooperation with business partners (banks, suppliers, government and store partners) to increase and develop branches in Bandar Lampung, Maximize the use of information media, Internet and social media in creating good relationships with customers, Creating member cards, Providing rewards to the best employees, to maintain employee loyalty in order to create improved service quality and the threat of consumers moving to another bakery, Improve supporting facilities (waiting room, air conditioning, computerized payments and others) and tbsp to attract many new customers. 

Keywords: Business Strategy, Business Model Canvas, IFE Matrix, EFE Matrix, IE Matrix, SWOT Matrix, Blue Ocean Strategy, Holland Bakery Lampung","ANALYSIS OF BUSINESS STRATEGY  
WITH CANVAS MODEL BUSINESS (BMC) APPROACH",FALSE,"October 1 st , 2020,",paper,conference_item,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Rr', 'given': 'Erlina'}, 'id': 'ebo.erlina@gmail.com'}, {'name': {'given': 'Toto Gunarto', 'honourific': None, 'family': 'Toto Gunarto', 'lineage': None}, 'id': 'toto.gunarto@yahoo.co.id'}, {'name': {'given': 'Faila', 'honourific': None, 'family': 'Shofa', 'lineage': None}, 'id': 'shofafaila@gmail.com'}]",Hotel Horison,show,2020-11-24 01:30:24,archive,26761,2020-11-24 01:30:24,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40741', 'eprintid': 26761, 'placement': 1, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'rev_number': 1, 'format': 'text', 'docid': 40741, 'main': 'ICEBE2020_paper_20.docx', 'files': [{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'hash': '691a67ebfded46bad9d5892827fb4d8d', 'fileid': 240367, 'datasetid': 'document', 'filename': 'ICEBE2020_paper_20.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/file/240367', 'objectid': 40741, 'filesize': 184740, 'mtime': '2020-11-23 15:05:51', 'hash_type': 'MD5'}]}]",308,,,,,,,,,,"['Economic & Business Faculty University of Lampung, Indonesia', 'Economic & Business Faculty University of Lampung, Indonesia', 'Economic & Business Faculty, University of Lampung, Indonesia']",,,,,,,,,,['FEB UNILA'],,
