,rev_number,ispublished,status_changed,full_text_status,issn,publisher,divisions,publication,dir,uri,date,volume,abstract,subjects,date_type,refereed,title,creators,type,documents,official_url,lastmod,number,userid,pagerange,metadata_visibility,eprint_status,id_number,eprintid,datestamp,corp_creators,place_of_pub,referencetext,contributors,related_url,patent_applicant,contact_email,pages,department,institution,monograph_type,succeeds,event_location,pres_type,event_dates,event_title,event_type,keywords
62,8,pub,2021-11-14 05:02:14,public,2774-3403,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],Jurnal Pepadun,disk0/00/03/67/53,http://repository.lppm.unila.ac.id/id/eprint/36753,2021-04-01 00:00:00.000000000,2.0,"The  health  services  are  a  place  that  provides  health  services  which  include inpatient,  outpatient  and emergency  services.  Inpatient  is  a  service  provided  to  patients,  where  the  patient  has  to  undergo  a  treatment  process handled directly by the doctor in accordance with the complaint of the disease. Easy service and fast handling from the health care unit both in terms of rooms and from the patient side are very needed by inpatients. The problem that occurs is the difficulty for inpatients to know about the available rooms, making it difficult for patients to undergo treatment. Apart from the availability of rooms, the inpatient registration system is still using a paper-based format. This results in piles of patient files, making it difficult to find patient data and causing errors when making reports due to loss of patient files. In this research, an Inpatient Information System will be built for various health services so that all inpatient data can be integrated into this system. The research method used in this research is a waterfall method, which starts from the specification of user requirements, planning, modeling, construction and software implementation. This system is built using the Laravel Framework with the PHP language that is used to build web-based applications in a more structured way. This information system was built with the aim of helping and facilitating the services provided to patients in the health care unit. Both in terms of inpatient registration, making patient reports, managing patient data and the availabilityof inpatient rooms.","['QA75', 'QA76']",published,TRUE,SISTEM INFORMASI PELAYANAN KESEHATAN RAWAT INAP DENGAN LARAVEL SEBAGAI KERANGKA KERJA,"[{'name': {'given': 'Tristiyanto', 'family': 'Tristiyanto', 'lineage': None, 'honourific': None}, 'id': 'tristiyanto.1981@fmipa.unila.ac.id'}, {'name': {'given': 'Adelliani', 'family': 'Adelliani', 'lineage': None, 'honourific': None}, 'id': 'Tristiyanto.1981@fmipa.unila.ac.id,%202adelliani20@gmail.com'}]",article,"[{'language': 'en', 'rev_number': 3, 'mime_type': 'text/html', 'content': 'published', 'main': 31, 'files': [{'mtime': '2021-11-14 03:54:31', 'hash_type': 'MD5', 'filename': 31, 'uri': 'http://repository.lppm.unila.ac.id/id/file/422890', 'filesize': 2452, 'objectid': 157665, 'hash': '584e48a256d99168b789dd45be6160af', 'mime_type': 'text/html', 'datasetid': 'document', 'fileid': 422890}], 'docid': 157665, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157665', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 36753}]",https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/27/31,2021-11-14 05:02:14,10.0,139,90-100,show,archive,,36753,2021-11-14 05:02:14,,,,,,,,,,,,,,,,,,
63,6,pub,2022-10-26 06:41:09,public,2774-3403,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],Jurnal Pepadun,disk0/00/04/59/85,http://repository.lppm.unila.ac.id/id/eprint/45985,1970-01-01 00:00:00.000002021,2.0,"Multi-cooperative information systems have been developed in 2018 by providing several services, one of which is GIS (geographic information system). GIS on this system displays the locations of existing cooperatives in the form of digital maps. This study develops the GIS service on a multi-cooperative information system into a cooperative warehouse location search using the K-means clustering method. Multi-cooperative information systems with cooperative warehouse location search features were developed using the Laravel 5.5 framework with the waterfall method. Searching the location of cooperative warehouses using the K-means method is useful to assist users in determining the location of warehouses to supply adjacent cooperatives. This system has also been tested using the Blackbox Testing method.",['QA75'],,TRUE,Aplikasi Pencarian Letak Gudang Koperasi Dengan Metode K-Means Cluster Menggunakan Framework Laravel,"[{'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Tristiyanto', 'lineage': None, 'given': 'Tristiyanto'}}, {'name': {'family': 'Bambang Hermanto', 'lineage': None, 'honourific': None, 'given': 'Bambang'}, 'id': 'bambang.hermanto@fmipa.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Afridho', 'given': 'Eachmadi K'}}]",article,"[{'placement': 1, 'eprintid': 45985, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184803', 'security': 'public', 'main': '4674.pdf', 'docid': 184803, 'files': [{'mtime': '2022-10-26 03:57:02', 'hash_type': 'MD5', 'filename': '4674.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/509076', 'filesize': 333075, 'objectid': 184803, 'mime_type': 'application/pdf', 'hash': '6f0c643a547603f8f57e6beec2eebdc0', 'fileid': 509076, 'datasetid': 'document'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/89,2022-10-26 06:41:09,3.0,2400,,show,archive,,45985,2022-10-26 06:41:09,,,,,,,,,,,,,,,,,,
64,7,pub,2022-06-23 01:15:48,public,2774-3403,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],Pepadun,disk0/00/04/27/08,http://repository.lppm.unila.ac.id/id/eprint/42708,2021-12-01 00:00:00.000000000,2.0,"On March 18, 1964, the Province of Lampung was established. In order to carry out efforts to develop Lampung Province, a development framework with a legal foundation and justice in each development process is required. The Sustainable Development Goals (SDGs) are a replacement for the Millennium Development Goals (MDGs), which were established asa result of an agreement amongst 189 leaders of UN member states with the primary goal of improving welfare and community development. As a result of this research, a dashboard was established to track the progress of the SDG indicators. The dashboard produced can analyze, manage, and display the progress of the SDG indicators in a way that all parties can simply read and understand. As a result, everyone at every level of society can understand and guarantee that development is carried out in accordance with the law in order to promote community welfare",['QA76'],published,TRUE,DASHBOARD SUSTAINABLE DEVELOPMENT GOALS (SDGS) MENGGUNAKAN FRAMEWORK LARAVEL (STUDI KASUS KABUPATEN DAN KOTA PROVINSI LAMPUNG),"[{'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'family': 'Tristiyanto', 'lineage': None, 'honourific': None, 'given': 'Tristiyanto'}}, {'id': 'yunda.heningtyas89@gmail.com', 'name': {'given': 'Yunda', 'honourific': None, 'lineage': None, 'family': 'Heningtyas'}}, {'name': {'lineage': None, 'family': 'Aristoteles', 'honourific': None, 'given': 'Aristoteles'}, 'id': None}, {'id': None, 'name': {'given': 'Muhammad Yusuf', 'lineage': None, 'family': 'Amran', 'honourific': None}}]",article,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164428', 'security': 'public', 'placement': 1, 'eprintid': 42708, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'main': '88-Article Text-513-1-10-20220615 (1).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/468374', 'filename': '88-Article Text-513-1-10-20220615 (1).pdf', 'objectid': 164428, 'filesize': 673575, 'mtime': '2022-06-22 11:58:48', 'hash_type': 'MD5', 'hash': '3b9128dc84a0e351822a4ae89ff37918', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 468374}], 'docid': 164428, 'format': 'text'}]",https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/88,2022-06-23 01:15:48,3.0,215,311-318,show,archive,https://doi.org/10.23960/pepadun.v2i3.88,42708,2022-06-23 01:15:48,,,,,,,,,,,,,,,,,,
65,10,pub,2022-06-16 07:20:58,public,2774-3403,Jurusan Ilmu Komputer FMIPA Universitas Lampung,['FMIPA3'],Pepadun,disk0/00/04/25/16,http://repository.lppm.unila.ac.id/id/eprint/42516,2021-12-01 00:00:00.000000000,2.0,"On March 18, 1964, the Province of Lampung was established. In order to carry out efforts to develop Lampung Province, a development framework with a legal foundation and justice in each development process is required. The Sustainable Development Goals (SDGs) are a replacement for the Millennium Development Goals (MDGs), which were established as a result of an agreement amongst 189 leaders of UN member states with the primary goal of improving welfare and community development. As a result of this research, a dashboard was established to track the progress of the SDG indicators. The dashboard produced can analyze, manage, and display the progress of the SDG indicators in a way that all parties can simply read and understand. As a result, everyone at every level of society can understand and guarantee that development is carried out in accordance with the law in order to promote community welfare.",['Q1'],published,TRUE,Dashboard Sustainable Development Goals(SDGs) Menggunakan FrameworkLaravel (Studi Kasus Kabupaten dan Kota Provinsi Lampung),"[{'name': {'lineage': None, 'family': 'Tristiyanto', 'honourific': None, 'given': 'Tristiyanto'}, 'id': 'tristiyanto.1981@fmipa.unila.ac.id'}, {'name': {'family': 'Heningtyas', 'lineage': None, 'honourific': None, 'given': 'Yunda'}, 'id': 'yunda.heningtyas89@gmail.com'}, {'name': {'given': 'Aristoteles', 'family': 'Aristoteles', 'lineage': None, 'honourific': None}, 'id': None}, {'id': None, 'name': {'given': 'Muhammad Yusuf', 'honourific': None, 'lineage': None, 'family': 'Amran'}}]",article,"[{'docid': 164227, 'main': '88-Article Text-513-1-10-20220615.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-06-16 03:32:42', 'filesize': 673575, 'objectid': 164227, 'filename': '88-Article Text-513-1-10-20220615.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/467057', 'fileid': 467057, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '3b9128dc84a0e351822a4ae89ff37918'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'placement': 1, 'eprintid': 42516, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164227', 'security': 'public'}]",https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/88,2022-06-16 07:20:58,3.0,215,311-318,show,archive,https://doi.org/10.23960/pepadun.v2i3.88,42516,2022-06-16 07:20:58,,,,,,,,,,,,,,,,,,
66,7,pub,2021-11-14 02:08:15,public,2541-0350,Jurusan Ilmu Komputer Universitas Lampung,['FMIPA3'],Jurnal Komputasi,disk0/00/03/67/15,http://repository.lppm.unila.ac.id/id/eprint/36715,1970-01-01 00:00:00.000002021,9.0,"The online shopping process in Bandar Lampung is facilitating by mobile commerce online shopping. The factor of using online shopping mobile commerce has never been analyzed based on the public perception in Bandar Lampung. This research discusses using mobile-commerce online shopping using the UTAUT2 model with Perceived Risk manifestations, namely Security Risk and Privacy Risk. The mobile commerce applications analyzed were Shopee, Lazada, Tokopedia, Bukalapak, and Blibli. The purpose of this research was to determine the UTAUT2 variable with the manifestation of Perceived Risk, namely Security Risk and Privacy Risk, which affect the use of online shopping mobile commerce. The data analysis method used is Structural Equation Modeling (SEM) with Partial Least Square (PLS) approach. The total number of respondents obtained was 183 respondents. The data tested were 373 data. This research results from the factors that most influence the behavioral intention and use behavior of mobile commerce online shopping is a habit",['Q1'],published,TRUE,STUDI MOBILE COMMERCE DI BANDAR LAMPUNG,"[{'name': {'given': 'Tristiyanto', 'lineage': None, 'family': 'Tristiyanto', 'honourific': None}, 'id': 'tristiyanto.1981@fmipa.unila.ac.id'}, {'name': {'given': 'Syintia Dwi', 'honourific': None, 'family': 'Nurrahmi', 'lineage': None}, 'id': None}, {'id': 'yunda.heningtyas89@gmail.com', 'name': {'family': 'Heningtyas', 'lineage': None, 'honourific': None, 'given': 'Yunda'}}]",article,"[{'format': 'text', 'main': 2741, 'files': [{'mtime': '2021-11-13 22:12:56', 'hash_type': 'MD5', 'filename': 2741, 'uri': 'http://repository.lppm.unila.ac.id/id/file/422638', 'objectid': 157629, 'filesize': 27696, 'mime_type': 'text/html', 'hash': 'c1c9b70d76391264d856a71423fe5d8b', 'fileid': 422638, 'datasetid': 'document'}], 'docid': 157629, 'content': 'published', 'language': 'id', 'rev_number': 3, 'mime_type': 'text/html', 'eprintid': 36715, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157629', 'pos': 1}]",https://jurnal.fmipa.unila.ac.id/komputasi/,2021-11-14 02:08:15,1.0,2423,78-90,show,archive,,36715,2021-11-14 02:08:15,,,,,,,,,,,,,,,,,,
67,9,pub,2021-11-12 01:08:42,public,,,['FMIPA3'],,disk0/00/03/63/22,http://repository.lppm.unila.ac.id/id/eprint/36322,2021-07-22 00:00:00.000000000,,-,['QA75'],published,,"Pengembangan Sistem Informasi Mahir Al-Qur'an (SIMAQ)
Berbasis Web Pada Lembaga Qur'anic Learning Indonesia","[{'name': {'given': 'Wamiliana', 'honourific': None, 'lineage': None, 'family': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}, {'id': 'machudor.yusman@fmipa.unila.ac.id', 'name': {'given': 'Machudor', 'honourific': None, 'family': 'Yusman', 'lineage': None}}, {'id': 'junaidi.1982@fmipa.unila.ac.id', 'name': {'given': 'Junaidi', 'honourific': None, 'family': 'Junaidi', 'lineage': None}}, {'id': None, 'name': {'given': 'Muhammad Wildan', 'lineage': None, 'family': 'mubarok', 'honourific': None}}]",patent,"[{'eprintid': 36322, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157255', 'format': 'text', 'docid': 157255, 'main': 'sertifikat_EC00202134380_out.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/419842', 'filename': 'sertifikat_EC00202134380_out.pdf', 'filesize': 831077, 'objectid': 157255, 'mtime': '2021-11-12 00:57:30', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '31ad910c762d8a98467f12c85abc9898', 'datasetid': 'document', 'fileid': 419842}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",https://pdki-indonesia.dgip.go.id/detail/EC00202134380?type=copyright&keyword=Pengembangan+Sistem+Informasi+Mahir+Al-Qur%27an+%28SIMAQ%29+Berbasis+Web+Pada+Lembaga+Qur%27anic+Learning+Indonesia,2021-11-12 01:08:42,,678,,show,archive,EC00202134380,36322,2021-11-12 01:08:42,,,,,,Sentra HaKI LPPM Universitas Lampung,,,,,,,,,,,,
68,7,pub,2021-08-09 04:28:05,public,2460-6952,INSIGHT - Indonesian Society for Knowledge and Human Development,['FMIPA3'],"International Journal on Advanced Science, Engineering, Information and Technology (IJASEIT)",disk0/00/02/93/04,http://repository.lppm.unila.ac.id/id/eprint/29304,1970-01-01 00:00:00.000002021,11.0,"Abstract—Diabetes Mellitus (DM) is a metabolic disease characterized by hyperglycemia due to insulin secretion abnormalities and a global health threat. DM has several types, namely type 1, 2, gestational, and other types. Type 2 diabetes patients have the largest
number in the world. DM therapy can be done in 2 (two) ways: improving lifestyle and administering drugs. The problems and risks in recommending drugs are essential in the patient's healing process because they are likely to take medicine for life. Approximately
260,000 patients with type 2 diabetes experienced medication errors in 2017. The doctor's mistake in recommending drugs causes a long healing process and costs more. Recommending drugs requires pharmacological knowledge, and not all hospitals have pharmacologists. Several researchers have researched recommendations for antidiabetic drugs, but no studies have yet been found that discuss recommendations for combination antidiabetic drugs for type two to determine dosage and frequency. The number of medications used is 6 to 7, with many parameters 5 to 8. The latest endocrinology guidelines for 2020 state that in recommending antidiabetic drugs, not only 6 to 7 participants, but still need to maintain other aspects. Therefore, this study aims to build an expert system model with a new
approach in recommending antidiabetic drugs with more complete parameters and recommend dosage and frequency. The model developed uses the Fuzzy Profile Matching method. Fuzzy is used to calculate the suitability between the patient's condition and the type of antidiabetic drug. Profile Matching is used to calculate the core factor and secondary factor to obtain each drug's total value. The dose was calculated using the FIS Tsukamoto for inputting low dosage, and high dosage calculated the weighted average value. Determination of frequency using the IF-Then function. Model evaluation is done by comparing recommendation data from doctors. The results of the evaluation of the model obtained an accuracy of 90%. This system will reduce medical personnel errors in recommending antidiabetic drugs that can positively impact patients' time, the healing process, and costs. This study provides knowledge that antidiabetes drugs' determination requires many parameters, while other studies used only 4 to 8. This study also provides an overview of the dosages of drugs that drug companies can produce. Usually, the company only makes low and high dosage. This study shows that creating multiple drug dosage is more efficient for patients.",['T1'],published,TRUE,Fuzzy-Based Application Model and Profile Matching for Recommendation Suitability of Type 2 Diabetic,"[{'id': None, 'name': {'family': 'Wantoro', 'lineage': None, 'honourific': None, 'given': 'Agus'}}, {'id': 'admi_syarif@yahoo.com', 'name': {'given': 'AS', 'honourific': None, 'family': 'Admi Syarif', 'lineage': None}}, {'name': {'given': 'Kurnia', 'lineage': None, 'family': 'Muludi', 'honourific': None}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'name': {'given': 'Khairun Nisa', 'honourific': None, 'family': 'Berawi', 'lineage': None}, 'id': 'nisaberawi0226@gmail.com'}]",article,"[{'placement': 1, 'eprintid': 29304, 'uri': 'http://repository.lppm.unila.ac.id/id/document/152736', 'pos': 1, 'security': 'public', 'docid': 152736, 'main': 'IJASEIT20_Bukti.pdf', 'files': [{'objectid': 152736, 'filesize': 10105821, 'filename': 'IJASEIT20_Bukti.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/395648', 'hash_type': 'MD5', 'mtime': '2021-08-09 04:01:38', 'fileid': 395648, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '29882dc7168066ca70fd6602b6622161'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",http://ijaseit.insightsociety.org/index.php?option=com_content&view=article&id=9&Itemid=1&article_id=12277,2021-08-09 04:28:05,3.0,725,1105,show,archive,10.18517/ijaseit.11.3.12277,29304,2021-08-09 04:28:05,,,,,,,,,,,,,,,,,,
69,11,unpub,2021-04-01 01:45:46,public,,INSIGHT - Indonesian Society for Knowledge and Human Development,['FMIPA3'],,disk0/00/02/83/41,http://repository.lppm.unila.ac.id/id/eprint/28341,1970-01-01 00:00:00.000002021,,"Diabetes mellitus (DM) is a metabolic disease characterized by hyperglycemia due to insulin secretion abnormalities and a global health threat. DM has several types, namely type 1, 2, gestational, and other types. Type 2 diabetes patients have the largest number in the world. DM therapy can be done in 2 (two) ways: improving lifestyle and administering drugs. The problems and risks in recommending drugs are essential in the patient's healing process because they are likely to take medicine for life. Approximately 260,000 patients with type 2 diabetes experienced medication errors in 2017. The doctor's mistake in recommending drugs causes a long healing process and costs more. Recommending drugs requires pharmacological knowledge, and not all hospitals have pharmacologists. Several researchers have researched recommendations for antidiabetic drugs, but no studies have yet been found that discuss recommendations for combination antidiabetic drugs for type two to determine dosage and frequency. The number of medications used is 6 to 7, with many parameters 5 to 8. The latest endocrinology guidelines for 2020 state that in recommending antidiabetic drugs, not only 6 to 7 participants, but still need to maintain other aspects. Therefore, this study aims to build an expert system model with a new approach in recommending antidiabetic drugs with more complete parameters and recommend dosage and frequency.
The model developed uses the Fuzzy Profile Matching method. Fuzzy is used to calculate the suitability between the patient's condition and the type of antidiabetic drug. Profile Matching is used to calculate the core factor and secondary factor to obtain each drug's total value. The dose was calculated using the FIS Tsukamoto for inputting low dosage, and high dosage calculated the weighted average value. Determination of frequency using the IF-Then function. Model evaluation is done by comparing recommendation data from doctors using confusion matrix tables. The results of the evaluation of the model obtained an accuracy of 90%. This system will reduce medical personnel errors in recommending antidiabetic drugs that can positively impact patients' time, the healing process, and costs. This study provides knowledge that antidiabetes drugs' determination requires many parameters, while other studies used only 4 to 8. This study also provides an overview of the dosages of drugs that can be produced by drug companies. Usually, the company only makes low and high dosage. This study shows that creating multiple drug dosage is more efficient for patients.","['R1', 'T1']",published,,Peer Review: Fuzzy-Based Application Model and Profile Matching for Recommendation Suitability of Type 2 Diabetic,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Wantoro', 'given': 'Agus'}}, {'name': {'family': 'Admi Syarif', 'lineage': None, 'honourific': None, 'given': 'AS'}, 'id': 'admi_syarif@yahoo.com'}, {'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'family': 'Muludi', 'lineage': None, 'honourific': None}}, {'name': {'lineage': None, 'family': 'Berawi', 'honourific': None, 'given': 'Khairun Nisa'}, 'id': 'nisaberawi0226@gmail.com'}]",other,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42880', 'eprintid': 28341, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '7. ijaseit21_nilai.pdf', 'files': [{'mtime': '2021-03-31 19:38:24', 'hash_type': 'MD5', 'filename': '7. ijaseit21_nilai.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/255514', 'filesize': 2405707, 'objectid': 42880, 'mime_type': 'application/pdf', 'hash': 'bb671427a6645d92f2d2fdb3e82fcd28', 'datasetid': 'document', 'fileid': 255514}], 'docid': 42880}]",,2021-04-01 01:45:46,,725,,show,archive,,28341,2021-04-01 01:45:46,,,,,,,,,,,,,,,,,,
70,9,unpub,2021-12-24 09:27:52,public,,INSIGHT - Indonesian Society for Knowledge and Human Development,['FMIPA3'],,disk0/00/03/69/59,http://repository.lppm.unila.ac.id/id/eprint/36959,1970-01-01 00:00:00.000002021,,"Abstract—Diabetes Mellitus (DM) is a metabolic disease characterized by hyperglycemia due to insulin secretion abnormalities and a global health threat. DM has several types, namely type 1, 2, gestational, and other types. Type 2 diabetes patients have the largest number in the world. DM therapy can be done in 2 (two) ways: improving lifestyle and administering drugs. The problems and risks in recommending drugs are essential in the patient's healing process because they are likely to take medicine for life. Approximately 260,000 patients with type 2 diabetes experienced medication errors in 2017. The doctor's mistake in recommending drugs causes a long healing process and costs more. Recommending drugs requires pharmacological knowledge, and not all hospitals have pharmacologists. Several researchers have researched recommendations for antidiabetic drugs, but no studies have yet been found that discuss recommendations for combination antidiabetic drugs for type two to determine dosage and frequency. The number of medications used is 6 to 7, with many parameters 5 to 8. The latest endocrinology guidelines for 2020 state that in recommending antidiabetic drugs, not only 6 to 7 participants, but still need to maintain other aspects. Therefore, this study aims to build an expert system model with a new approach in recommending antidiabetic drugs with more complete parameters and recommend dosage and frequency. The model developed uses the Fuzzy Profile Matching method. Fuzzy is used to calculate the suitability between the patient's condition and the type of antidiabetic drug. Profile Matching is used to calculate the core factor and secondary factor to obtain each drug's total value. The dose was calculated using the FIS Tsukamoto for inputting low dosage, and high dosage calculated the weighted average value. Determination of frequency using the IF-Then function. Model evaluation is done by comparing recommendation data from doctors. The results of the evaluation of the model obtained an accuracy of 90%. This system will reduce medical personnel errors in recommending antidiabetic drugs that can positively impact patients' time, the healing process, and costs. This study provides knowledge that antidiabetes drugs' determination requires many parameters, while other studies used only 4 to 8. This study also provides an overview of the dosages of drugs that drug companies can produce. Usually, the company only makes low and high dosage. This study shows that creating multiple drug dosage is more efficient for patients.",['AC'],,,Pengecekan Plagiasi - Fuzzy-Based Application Model and Profile Matching for Recommendation Suitability of Type 2 Diabetic,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Wantoro', 'given': 'Agus'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Admi Syarif', 'given': 'AS'}, 'id': 'admi_syarif@yahoo.com'}, {'name': {'given': 'Kurnia', 'family': 'Muludi', 'lineage': None, 'honourific': None}, 'id': 'kurnia.muludi@fmipa.unila.ac.id'}, {'id': 'nisaberawi0226@gmail.com', 'name': {'given': 'Khairun Nisa', 'family': 'Berawi', 'lineage': None, 'honourific': None}}]",other,"[{'files': [{'objectid': 157872, 'filesize': 4160198, 'uri': 'http://repository.lppm.unila.ac.id/id/file/424416', 'filename': 'IJASEIT21-Plagialism Check.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-17 12:29:25', 'fileid': 424416, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '9695b417c9f1ecd604e32aea2b2816b0'}], 'main': 'IJASEIT21-Plagialism Check.pdf', 'docid': 157872, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 36959, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157872', 'security': 'public'}]",,2021-12-24 09:27:52,,725,,show,archive,,36959,2021-12-24 09:27:52,,,,,,,,,,,,,,,,,,
71,6,pub,2021-11-04 01:13:51,public,2988-5334,,['FMIPA3'],International Journal on Advanced Science Engineering and Information Technology,disk0/00/03/49/62,http://repository.lppm.unila.ac.id/id/eprint/34962,1970-01-01 00:00:00.000002021,11.0,"Diabetes Mellitus (DM) is a metabolic disease characterized by hyperglycemia due to insulin secretion abnormalities and a global health threat. DM has several types, namely type 1, 2, gestational, and other types. Type 2 diabetes patients have the largest number in the world. DM therapy can be done in 2 (two) ways: improving lifestyle and administering drugs. The problems and risks in recommending drugs are essential in the patient's healing process because they are likely to take medicine for life. Approximately 260,000 patients with type 2 diabetes experienced medication errors in 2017. The doctor's mistake in recommending drugs causes a long healing process and costs more. Recommending drugs requires pharmacological knowledge, and not all hospitals have pharmacologists. Several researchers have researched recommendations for antidiabetic drugs, but no studies have yet been found that discuss recommendations for combination antidiabetic drugs for type two to determine dosage and frequency. The number of medications used
is 6 to 7, with many parameters 5 to 8. The latest endocrinology guidelines for 2020 state that in recommending antidiabetic drugs, not only 6 to 7 participants, but still need to maintain other aspects. Therefore, this study aims to build an expert system model with a new approach in recommending antidiabetic drugs with more complete parameters and recommend dosage and frequency. The model
developed uses the Fuzzy Profile Matching method. Fuzzy is used to calculate the suitability between the patient's condition and the type of antidiabetic drug. Profile Matching is used to calculate the core factor and secondary factor to obtain each drug's total value.
The dose was calculated using the FIS Tsukamoto for inputting low dosage, and high dosage calculated the weighted average value.
Determination of frequency using the IF-Then function. Model evaluation is done by comparing recommendation data from doctors. The results of the evaluation of the model obtained an accuracy of 90%. This system will reduce medical personnel errors in recommending antidiabetic drugs that can positively impact patients' time, the healing process, and costs. This study provides knowledge that antidiabetes drugs' determination requires many parameters, while other studies used only 4 to 8. This study also provides an overview of the dosages of drugs that drug companies can produce. Usually, the company only makes low and high dosage. This study shows that creating multiple drug dosage is more efficient for patients.",['QA75'],published,TRUE,"Fuzzy-Based Application Model and Profile Matching for
Recommendation Suitability of Type 2 Diabetic","[{'id': None, 'name': {'given': 'Agus', 'family': 'Wantoro', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Admi', 'honourific': None, 'lineage': None, 'family': 'Syarif'}, 'id': 'admi_syarif@yahoo.com'}, {'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'given': 'Kurnia', 'honourific': None, 'family': 'Muludi', 'lineage': None}}, {'name': {'given': 'Khairun Nisa', 'honourific': None, 'lineage': None, 'family': 'Berawi'}, 'id': 'khairun.nisa@fk.unila.ac.id'}]",article,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'paper agus wandoro s3 scopus.pdf', 'files': [{'fileid': 409356, 'datasetid': 'document', 'hash': 'f3696ecae1f00f32d6365476408123f3', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-03 15:08:01', 'objectid': 155647, 'filesize': 1244095, 'filename': 'paper agus wandoro s3 scopus.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/409356'}], 'docid': 155647, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155647', 'eprintid': 34962, 'placement': 1}]",,2021-11-04 01:13:51,3.0,883,,show,archive,,34962,2021-11-04 01:13:51,,,,,,,,,,,,,,,,,,
