,refereed,title,creators,type,pagerange,metadata_visibility,eprint_status,eprintid,datestamp,documents,official_url,lastmod,number,userid,publisher,divisions,publication,dir,rev_number,ispublished,status_changed,issn,full_text_status,subjects,date_type,date,uri,volume,abstract,contact_email,related_url,corp_creators,place_of_pub,funders,id_number,contributors,referencetext,patent_applicant
31,TRUE,Victim or Actors: The Typology of Indonesian Woman Journalists,"[{'name': {'given': 'TK', 'honourific': None, 'family': 'Tina kartika', 'lineage': None}, 'id': 'tina.kartika@fisip.unila.ac.id'}]",article,29-40,show,archive,12435,2019-05-10 03:25:20,"[{'docid': 25415, 'main': 'Malaysian Juornal of communication.pdf', 'files': [{'objectid': 25415, 'filesize': 956701, 'uri': 'http://repository.lppm.unila.ac.id/id/file/110632', 'filename': 'Malaysian Juornal of communication.pdf', 'hash_type': 'MD5', 'mtime': '2019-05-10 03:00:46', 'datasetid': 'document', 'fileid': 110632, 'hash': 'd4a59d2ba7aeed12ddf0139fa42be328', 'mime_type': 'application/pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 12435, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25415', 'pos': 1, 'security': 'public'}]",,2019-05-10 03:25:20,1,604,Universiti Kebangsaan Malaysia,['FISIP4'],Jurnal Komunikasi: Malaysian Journal of Communication,disk0/00/01/24/35,7,pub,2019-05-10 03:25:20,2289-1528,public,['H1'],published,2019-03,http://repository.lppm.unila.ac.id/id/eprint/12435,35,"This paper aims to present a typology of woman journalists in media organizations. It utilizes qualitative research method based on in depth interviews with a number of women journalists in the Province of Lampung. Generally, journalist profession is regarded as a man’s world. The nature of work in journalism is considered a competition, especially perceived by male journalists. Equality of rights and obligations is also given a positive value by journalists. Likewise, the appreciation of the voice of women in determining institutional policies is a concrete form of institutional recognition of women's own presence. In the context of gender relations, women journalists reported experiencing the patriarchal environment in which they work in. So much so, that even some women journalists adopted patriarchal values at work. In the context of democratization of gender-based media, the typology of women journalists makes it possible for activism efforts. Literatures also reported low participation of women in media institutions, discriminative patterns of relationships, patriarchal environment, low gender awareness as well as gender-sensitive journalistic work. The study found that female journalists are divided into two typologies, which are: hegemonised women journalists and women journalists as actors of resistance. Hegemony and resistance occur at three levels: gender awareness, media institutions and media routine, as well as context of extra media and patriarchal ideology.",,[{'url': 'http://ejournal.ukm.my/mjc'}],,,,doi.org/10.17576/JKMJC-2019-3501-03,,,
32,TRUE,PENGARUH 9 ELEMEN JURNALISME DALAM KEBIJAKAN REDAKSIONAL TEKNOKRA,"[{'id': 'suratoni@gmail.com', 'name': {'honourific': None, 'family': 'Wijaya', 'lineage': None, 'given': 'Toni'}}]",article,1-15,show,archive,16397,2019-11-14 10:34:43,"[{'language': 'id', 'mime_type': 'text/html', 'rev_number': 3, 'content': 'published', 'files': [{'mime_type': 'text/html', 'hash': '2c36e7e2cb11259953d828a310d8169f', 'datasetid': 'document', 'fileid': 139889, 'filename': 5, 'uri': 'http://repository.lppm.unila.ac.id/id/file/139889', 'filesize': 18778, 'objectid': 29501, 'mtime': '2019-11-14 05:39:35', 'hash_type': 'MD5'}], 'main': 5, 'docid': 29501, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29501', 'formatdesc': 'Jurnal Metakom', 'security': 'public', 'placement': 1, 'eprintid': 16397}]",http://komunikasi.fisip.unila.ac.id/jurnal/index.php/metakom/index,2019-11-14 10:34:43,1,688,Jurusan llmu Komunikasi Universitas Lampung,['FISIP4'],METAKOM,disk0/00/01/63/97,7,pub,2019-11-14 10:34:43,2334-3691,public,['H1'],published,2019-07,http://repository.lppm.unila.ac.id/id/eprint/16397,3,"Penelitian ini dilatarbelakangi oleh keingintahuan tentang perkembangan konsep elemen jurnalisme di lingkungan pers mahasiswa. SKM Teknokra dipilih sebagai sampel penelitian karena teknokra adalah pers kampus terbesar di Propinsi Lampung bahkan salah satu yang terkemuka di Indonesia. Selain itu berdasarkan pra penelitian yang dilakukan, teknokra juga secara konsisten melaksanakan 9 elemen jurnalisme dalam penerbitannya. Tujuan penelitian untuk mendapatkan gambaran yang mendalam mengenai pengaruh 9 elemen jurnalisme dalam kebijakan redaksional SKM teknokra, Universitas Lampung.Metode yang digunakan adalah kualitatif, selanjutnya hasil penelitian dijabarkan secara deskriptif. Data dikumpulkan dengan melakukan wawancara dengan informan yang telah ditentukan. Jurnalis teknokra pada jajaran Pemimpin Redaksi, Redaktur Pelaksana dan Redaktur.Hasil penelitian menunjukkan ini menunjukkan pengaruh yang besar dari 9 elemen jurnalisme dalam kebijakan redaksional teknokra. 
Kata kunci: Jurnalisme, elemen jurnalisme, koran mahasiswa, informasi, pers.

ABSTRACT

The background of the research is the development of student journalism. Student newpaper has growth and massively popular among students as a source to keep in touch with university or student issue. Therefore a question emerged whether this kind of press implementing good journalism protocol or not. The purpose of this research is to know the implementation of elements of journalism on student’s newspaper Teknokra. Teknokra had been chosen as object of research because theyare the biggest student newpaper in Lampung University. The method used in this research is qualitative than the display using descriptive approach. Teknokra has been showing the decent level of consistency using elements of journalism protocol. The results showed decent determination from editorial leader dan its journalits on this issue because Teknokra viewed elements of journalism as a tools and guidance to elevate their quality of journalism.
Keywords: Journalism, element of journalism, student newspaper, information, press.",,[{'url': 'http://komunikasi.fisip.unila.ac.id/jurnal/index.php/metakom/article/view/46'}],,,,,,,
33,TRUE,Community Development Communication Model And Improving The Role Of Agropolitan Institutions,"[{'name': {'given': 'Anna Gustina', 'honourific': None, 'lineage': None, 'family': 'Zainal'}, 'id': 'annarudi76@gmail.com'}]",article,2028 -2034,show,archive,19642,2020-05-15 01:58:12,"[{'placement': 2, 'eprintid': 19642, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32871', 'pos': 2, 'security': 'public', 'docid': 32871, 'main': 'Community-Development-Communication-Model-And-Improving-The-Role-Of-Agropolitan-Institutions.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '269115e29fab9d3fd91dd54535752966', 'datasetid': 'document', 'fileid': 163991, 'uri': 'http://repository.lppm.unila.ac.id/id/file/163991', 'filename': 'Community-Development-Communication-Model-And-Improving-The-Role-Of-Agropolitan-Institutions.pdf', 'filesize': 354172, 'objectid': 32871, 'mtime': '2020-05-14 14:03:32', 'hash_type': 'MD5'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",http://www.ijstr.org/research-paper-publishing.php?month=dec2019,2020-05-15 01:58:12,12,584,INTERNATIONAL JOURNAL OF SCIENTIFIC & TECHNOLOGY RESEARCH,['FISIP4'],International Journal of scientific and technology research,disk0/00/01/96/42,4,pub,2020-05-15 01:58:12,2277-8616,public,"['H1', 'S1']",published,2019-12-01,http://repository.lppm.unila.ac.id/id/eprint/19642,8,"The objective of research this study is to determine a model for the communication of community empowerment in improving the role of agropolitan institutions. The research follows the qualitative method, involving responses from 56 farmers and considering seven variable communication processes in the development of institutions‘ role in Tanggamus, Lampung Province, Indonesia. The results showed that the role in the agropolitan area cannot be implemented because of community characteristics, and communication processes have not been effective as measured by farmers‘ perception, attitudes and actions where these aspects influence the attitudes and actions of farmers in the area. Beside that the results also found the characteristics of farmer respondents consisted of age, education, group membership status, land, land status, farming experience, family size and income, and the communication process is dominated by institutions, because of the communication process in farmers group used a linear communication approach, which all members tend to passively wait for information from the relevant agencies. Hence, the dominant method of communication is lecture, where frequency of communication is low. So that the effectiveness of the communication and implementation of the program cannot be reached.",,[{'url': 'http://www.ijstr.org/research-paper-publishing.php?month=dec2019'}],['Universitas Lampung'],,,,,,
34,TRUE,PERSEPSI PETANI TERHADAP STRATEGI KOMUNIKASI PENYULUH DALAM PEMANFAATAN MEDIA INFORMASI DI ERA DIGITAL,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Zainal', 'given': 'Anna Gustina'}, 'id': 'annarudi76@gmail.com'}]",article,216-226,show,archive,20114,2020-05-19 13:57:00,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33453', 'security': 'public', 'placement': 1, 'eprintid': 20114, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Artikel Persepsi Petani terhadap strategi komunikasi penyuluh.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-05-19 06:58:22', 'filesize': 329770, 'objectid': 33453, 'uri': 'http://repository.lppm.unila.ac.id/id/file/189915', 'filename': 'Artikel Persepsi Petani terhadap strategi komunikasi penyuluh.pdf', 'fileid': 189915, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '0549eb3d6dc4c55e9aeca2df9c983335'}], 'docid': 33453, 'format': 'text'}]",https://journal.ipb.ac.id/index.php/jurnalkmp/issue/view/2364,2020-05-19 13:57:00,2,584,"the Department of Communication and Community Development Sciences, Faculty of Human Ecology, IPB University in association with FORKAPI (Association of Development Communication Studies in Indonesia).",['FISIP4'],jurnal komunikasi pembangunan,disk0/00/02/01/14,7,pub,2020-05-19 13:57:00,1693-3699,public,['H1'],published,2019-07,http://repository.lppm.unila.ac.id/id/eprint/20114,17,"The digital age has brought changes to both farmers and extension workers. In carrying out communication activities in the diffusion of innovations, an appropriate communication strategy is needed, so that the message is easily understood by farmers and facilitates the development of farmer groups. This paper is the result of a study that aims to describe farmers 'perceptions of instructor communication strategies in utilizing information media and measuring farmers' communication actions in the application of rice cultivation to support food security. The research location is in Sirah Pulau Padang Village, Ogan Komering Ilir Regency, South Sumatra. The research method used was a survey with a purposive sampling method for six farmer groups that carried out rice cultivation, a sample of 30 farmers. Interviews were conducted with questionnaires as primary data, while secondary data was obtained from the related institutions. Data analysis to measure farmers' perceptions of instructor communication strategies and communication actions of farmers in rice cultivation was carried out by calculating scores. The results showed that the communication strategies used by extension agents were positively perceived by farmers. Likewise, the communication actions of farmers in rice cultivation are high. In particular, the authors review communication strategies that can be implemented so that farmers can take communication actions in rice cultivation, in supporting food security in the digital era and several important recommendations are delivered.",,[{'url': 'https://journal.ipb.ac.id/index.php/jurnalkmp/issue/view/2364'}],['Universitas Lampung'],,,,,,
35,TRUE,Women’s Communication Attitude in Pepadun Traditional Marriage in Digital Era,"[{'id': 'annarudi76@gmail.com', 'name': {'given': 'Anna Gustina', 'honourific': None, 'family': 'Zainal', 'lineage': None}}]",article,2899-2921,show,archive,20045,2020-05-19 02:52:08,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 33379, 'main': 'Artikel Opcion 2019.pdf', 'files': [{'fileid': 189414, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'c8590a8540848fdd533c92c66075d35f', 'hash_type': 'MD5', 'mtime': '2020-05-19 02:09:11', 'filesize': 455750, 'objectid': 33379, 'filename': 'Artikel Opcion 2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189414'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33379', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 20045}]",http://produccioncientificaluz.org/index.php/opcion/issue/view/2728,2020-05-19 02:52:08,89,584,Universidad del Zulfa,['FISIP4'],Opcion Ano,disk0/00/02/00/45,9,pub,2020-05-19 02:52:08,1012-1587,public,['H1'],published,2019-11-01,http://repository.lppm.unila.ac.id/id/eprint/20045,35,"This research aims to investigate how women’s communication attitude is in Pepadun traditional marriage.  This research is designed as quantitative approach, strengthen by qualitative approach.  The samples are 126 people.  The location of the research is in the Regency of North Lampung. The result of the research found that men were rarely passive to get information regarding Pepadun traditional marriage.  So did women.  They rarely showed passive attitude towards information about the Pepadun traditional marriage.  The awareness to preserve and to be actively involved in the traditional marriage made women actively gather information regarding the marriage.  Women tended to interact and discuss to get the information from any sources and the process of gathering information could be from any places. Generally, women’s communication is more personal than men’s communication.  Men often decide without negotiating it with their wives, except from matters related to economic issue.  In return, women never decide matters regarding the marriage without discussing with their husbands.  Women’s attitude in sending information regarding the Pepadun traditional marriage whether it is directly or through media is still done with high accuracy and good actualization.",,[{'url': 'http://produccioncientificaluz.org/index.php/opcion/issue/view/2728'}],['Universitas Lampung'],,,,,,
36,TRUE,"The Influence of Emotional Intelligence and Motivation toward Agricultural Extension Worker’s
Performance at Agricultural Office of Tanggamus District","[{'id': 'annarudi76@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Zainal', 'given': 'Anna Gustina'}}, {'name': {'given': 'Gita Hilmi', 'lineage': None, 'family': 'Prakoso', 'honourific': None}, 'id': 'gita.prakoso2210@fkip.unila.ac.id'}]",article,34-42,show,archive,21980,2020-06-05 09:28:39,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'artikel The Influence of Emotional Intelligence and Motivation toward Agricultural Extension Worker’s.pdf', 'docid': 35388, 'files': [{'mtime': '2020-06-05 06:51:49', 'hash_type': 'MD5', 'filename': 'artikel The Influence of Emotional Intelligence and Motivation toward Agricultural Extension Worker’s.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/202850', 'objectid': 35388, 'filesize': 303506, 'mime_type': 'application/pdf', 'hash': '169791345dc86254a1936dded7f50402', 'datasetid': 'document', 'fileid': 202850}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35388', 'pos': 1, 'eprintid': 21980, 'placement': 1}, {'format': 'text', 'docid': 35389, 'main': 'artikel The Influence of Emotional Intelligence and Motivation toward Agricultural Extension Worker’s.pdf', 'files': [{'datasetid': 'document', 'fileid': 202852, 'hash': '169791345dc86254a1936dded7f50402', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-06-05 06:52:06', 'objectid': 35389, 'filesize': 303506, 'filename': 'artikel The Influence of Emotional Intelligence and Motivation toward Agricultural Extension Worker’s.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/202852'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 21980, 'placement': 2, 'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35389'}]",http://journal.ipb.ac.id/index.php/jupe/issue/view/2365,2020-06-05 09:28:39,1,584,IPB,['FISIP4'],"Jurnal Penyuluhan, September 2018 Vol. 14 No. 2",disk0/00/02/19/80,8,pub,2020-06-05 09:28:39,2442-4110,public,['H1'],published,2019-03,http://repository.lppm.unila.ac.id/id/eprint/21980,15,,,,"['Universitas Lampung', 'Universitas Lampung']",,,,,,
37,TRUE,"PERSEPSI PETANI TERHADAP STRATEGI KOMUNIKASI
PENYULUH DALAM PEMANFAATAN MEDIA INFORMASI
DI ERA DIGITAL","[{'name': {'given': 'Anna Gustina/ AGZ', 'honourific': None, 'lineage': None, 'family': 'Zainal'}, 'id': 'anna.gustina@fisip.unila.ac.id'}]",article,216-226,show,archive,20043,2020-05-19 02:52:04,"[{'format': 'text', 'docid': 33377, 'main': 'Persepsi petani Terhadap Strategi Komunikasi.pdf', 'files': [{'datasetid': 'document', 'fileid': 189402, 'hash': '0549eb3d6dc4c55e9aeca2df9c983335', 'mime_type': 'application/pdf', 'filesize': 329770, 'objectid': 33377, 'filename': 'Persepsi petani Terhadap Strategi Komunikasi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/189402', 'hash_type': 'MD5', 'mtime': '2020-05-19 01:53:35'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 20043, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33377', 'pos': 1}]",https://journal.ipb.ac.id/index.php/jurnalkmp/article/view/26852/17224,2020-05-19 02:52:04,2,584,"the Department of Communication and Community Development Sciences, Faculty of Human Ecology, IPB University in association with FORKAPI (Association of Development Communication Studies in Indonesia).",['FISIP4'],jurnal komunikasi pembangunan,disk0/00/02/00/43,8,pub,2020-05-19 02:52:04,1693-3699,public,"['H1', 'S1']",published,2019-07-15,http://repository.lppm.unila.ac.id/id/eprint/20043,17,"The digital age has brought changes to both farmers and extension workers. In carrying
out communication activities in the diffusion of innovations, an appropriate
communication strategy is needed, so that the message is easily understood by farmers
and facilitates the development of farmer groups. This paper is the result of a study that
aims to describe farmers 'perceptions of instructor communication strategies in utilizing
information media and measuring farmers' communication actions in the application of
rice cultivation to support food security. The research location is in Sirah Pulau Padang
Village, Ogan Komering Ilir Regency, South Sumatra. The research method used was a
survey with a purposive sampling method for six farmer groups that carried out rice
cultivation, a sample of 30 farmers. Interviews were conducted with questionnaires as
primary data, while secondary data was obtained from the related institutions. Data
analysis to measure farmers' perceptions of instructor communication strategies and
communication actions of farmers in rice cultivation was carried out by calculating
scores. The results showed that the communication strategies used by extension agents
were positively perceived by farmers. Likewise, the communication actions of farmers in
rice cultivation are high. In particular, the authors review communication strategies that
can be implemented so that farmers can take communication actions in rice cultivation,
in supporting food security in the digital era and several important recommendations are
delivered",,[{'url': 'https://journal.ipb.ac.id/index.php/jurnalkmp/article/view/26852/17224'}],['Universitas Lampung'],,,,,,
38,TRUE,Women’s Communication Attitude in Pepadun Traditional Marriage in Digital Era,"[{'name': {'lineage': None, 'family': 'Zainal', 'honourific': None, 'given': 'Anna Gustina/ AGZ'}, 'id': 'anna.gustina@fisip.unila.ac.id'}]",article,2899-2921,show,archive,19612,2020-05-15 01:57:53,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'hash': 'c8590a8540848fdd533c92c66075d35f', 'mime_type': 'application/pdf', 'fileid': 163826, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/163826', 'filename': 'Artikel Opcion 2019.pdf', 'filesize': 455750, 'objectid': 32851, 'mtime': '2020-05-14 00:34:31', 'hash_type': 'MD5'}], 'main': 'Artikel Opcion 2019.pdf', 'docid': 32851, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32851', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 19612}]",http://produccioncientificaluz.org/index.php/opcion/issue/view/2728,2020-05-15 01:57:53,89,584,Universidad del Zulfa,['FISIP4'],Opcion Ano,disk0/00/01/96/12,22,pub,2020-05-15 01:57:53,1012-1587,public,['H1'],published,2019-11-08,http://repository.lppm.unila.ac.id/id/eprint/19612,35,"This research aims to investigate how women’s communication attitude is in Pepadun traditional marriage.  This research is designed as quantitative approach, strengthen by qualitative approach.  The samples are 126 people.  The location of the research is in the Regency of North Lampung. The result of the research found that men were rarely passive to get information regarding Pepadun traditional marriage.  So did women.  They rarely showed passive attitude towards information about the Pepadun traditional marriage.  The awareness to preserve and to be actively involved in the traditional marriage made women actively gather information regarding the marriage.  Women tended to interact and discuss to get the information from any sources and the process of gathering information could be from any places. Generally, women’s communication is more personal than men’s communication.  Men often decide without negotiating it with their wives, except from matters related to economic issue.  In return, women never decide matters regarding the marriage without discussing with their husbands.  Women’s attitude in sending information regarding the Pepadun traditional marriage whether it is directly or through media is still done with high accuracy and good actualization.",anna.gustina@fisip.unila.ac.id,[{'url': 'http://produccioncientificaluz.org/index.php/opcion/issue/view/2728'}],['Universitas Lampung'],,,"ISSNe 2477-9385, ISSN 1012-1587",,,
39,,Plagiarism CheckerX Originality Report Buku Jasa Lingkung Hutan: Kontribuis Produk Ekonomi-Ekologis bagi Pembangunan Berkelanjutan,"[{'name': {'honourific': None, 'lineage': None, 'family': 'nurhaida', 'given': 'Ida'}, 'id': 'ida.nurhaida@fisip.unila.ac.id'}]",other,,show,archive,18855,2020-03-30 01:59:52,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32072', 'eprintid': 18855, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 158247, 'mime_type': 'application/pdf', 'hash': '0fe39a90e258f5d10c131078e8db8943', 'objectid': 32072, 'filesize': 2558120, 'uri': 'http://repository.lppm.unila.ac.id/id/file/158247', 'filename': '[1] PCX CHECKER-Report  JASA LINGKUNGAN HUTAN_22 JULI 2019.pdf', 'hash_type': 'MD5', 'mtime': '2020-03-24 07:06:52'}], 'main': '[1] PCX CHECKER-Report  JASA LINGKUNGAN HUTAN_22 JULI 2019.pdf', 'docid': 32072}]",http://www.aura-publishing.com,2020-03-30 01:59:52,,774,"Aura, CV Anugerah Utam Raharja",['FISIP4'],,disk0/00/01/88/55,8,pub,2020-03-30 01:59:52,,public,"['H1', 'SD']",published,2019-01,http://repository.lppm.unila.ac.id/id/eprint/18855,,"Buku ini kami beri judul “Jasa Lingkungan Hutan: Produk Ekonomi-Ekologis bagi Pembangunan Berkelanjutan”.  Melalui buku ini, kami ingin komunikasikan pesan bahwa jasa lingkungan yang dibangkitkan oleh ekosistem hutan haruslah dihargai secara wajar dalam sistem perekonomian kontemporer dewasa ini agar pembangunan berkelanjutan dapat dijamin.  Pesan ini sangat penting karena pada sistem perekonomian klasik dan neoklasik sebelum KTT Bumi 1992 di Rio de Janeiro umumnya jasa lingkungan tidak memperoleh penghargaan yang memadai.  Namun bersamaan berjalan sang waktu, kini para teknokra dan teknolog makin menyadari pentingnya komponen jasa lingkungan sebagai natural kapital yang tidak kasat mata yang sama pentingnya dengan natural kapital yang berwujud fisik seperti bahan tambang, kayu, air dan lain-lainnya.",,,,Bandar Lampung,,,,,
40,,HKI untuk Booklet Melestarikan wilayah Resapan dengan Menerapkan wanatani Kopi (Edisi Bahasa Indonesia),"[{'id': 'ida.nurhaida@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'nurhaida', 'given': 'Ida'}}, {'id': 'sugeng.phaianto@fp.unila.ac.id', 'name': {'given': 'Sugeng Prayitno', 'honourific': None, 'lineage': None, 'family': 'Harianto'}}, {'id': 'akmal.junaidi@fmipa.ac.id', 'name': {'given': 'Amal', 'lineage': None, 'family': 'Juaidi', 'honourific': None}}, {'id': 'samsul.baki@fp.unila.ac.id', 'name': {'given': 'Samsul', 'honourific': None, 'family': 'Bakri', 'lineage': None}}]",other,,show,archive,22818,2020-06-29 01:31:45,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36323', 'eprintid': 22818, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Peneliian 12 Review Sejawat_HKI Buku Cerita_Review_IDA NURHAIDA.pdf', 'docid': 36323, 'files': [{'mime_type': 'application/pdf', 'hash': 'd4e820de08ae4dd8fe31e60a1dd740a9', 'fileid': 209433, 'datasetid': 'document', 'mtime': '2020-06-28 00:44:03', 'hash_type': 'MD5', 'filename': 'Peneliian 12 Review Sejawat_HKI Buku Cerita_Review_IDA NURHAIDA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/209433', 'objectid': 36323, 'filesize': 973984}]}]",http://repository.unila.ac.id,2020-06-29 01:31:45,,774,Dirjen HKI,['FISIP4'],,disk0/00/02/28/18,11,pub,2020-06-29 01:31:45,,public,"['H1', 'SD']",,2019-12-31,http://repository.lppm.unila.ac.id/id/eprint/22818,,"Booklet Melestarikan wilayah Resapan dengan Menerapkan wanatani Kopi (Edisi Bahasa Indonesia) ini merupakan uku Pedoman Ringkas tentang penerpan kaliah ilmiah untuk kultur teknis budidaya kopi secara wanatani (agrofoestry) di wilyah resapan. boolet ini merupakan hasil tambahan dari Penelitian Hiah Bersaing yang diiayai oleh Dikti selama 3 tahun.  Booklet ini sudah diujicoba pada khalayak petani kopi di wilyah resapan di Lampung Barat yang sangat rendah kemampuan literasinya. Boolet ini telah memperoleh (Granted) dari Dirjen Kekayaan Intelektual, kemenkumham RI 31 Desember 2019  dengan nomor Pencatatan E00201993222",,,,Bandar Lampung,,EC00201993222,,,
