,type,title,lastmod,editors,metadata_visibility,status_changed,rev_number,dir,divisions,funders,volume,uri,date_type,subjects,place_of_pub,isbn,refereed,userid,number,official_url,pages,documents,datestamp,eprint_status,id_number,eprintid,pagerange,full_text_status,ispublished,publisher,abstract,projects,date,book_title,series,publication,creators,pres_type,event_title,event_type,issn,related_url,corp_creators,department,institution,monograph_type,event_dates,event_location
44,article,Partnership Agreement for Business Actors in Improving the Economy in Indonesia,2022-04-19 08:42:34,,show,2022-04-19 08:42:34,6,disk0/00/04/13/70,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/41370,,['K1'],,,FALSE,61,,,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2022-04-19 07:42:42', 'objectid': 163004, 'filesize': 512698, 'filename': 'Reviewer Partnership.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/458587', 'datasetid': 'document', 'fileid': 458587, 'mime_type': 'application/pdf', 'hash': 'e8edd6545575dd175bb0cba56ebb4747'}], 'main': 'Reviewer Partnership.pdf', 'docid': 163004, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163004', 'pos': 1, 'eprintid': 41370, 'placement': 1}]",2022-04-19 08:42:34,archive,,41370,,public,pub,IJISRT,,,1970-01-01 00:00:00.000002021,,,International Journal of Innovative Science and Research Technology,"[{'name': {'given': 'Kasmawati', 'family': 'Kasmawati', 'lineage': None, 'honourific': None}}]",,,,,,,,,,,
45,article,Pelaksanaan Waris Masyarakat Suku Baduy Muslim Di Desa Kanekes Kecamatan Leuwidamar Kabupaten Lebak Provinsi Banten,2022-04-19 08:42:39,,show,2022-04-19 08:42:39,6,disk0/00/04/13/74,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/41374,,['K1'],,,FALSE,61,,,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 163007, 'main': 'Reviewer Pelaksanaan.pdf', 'files': [{'datasetid': 'document', 'fileid': 458607, 'hash': '2319d531f9b71fa6eefbc05c6e69ed85', 'mime_type': 'application/pdf', 'objectid': 163007, 'filesize': 529177, 'filename': 'Reviewer Pelaksanaan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/458607', 'hash_type': 'MD5', 'mtime': '2022-04-19 07:58:43'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163007', 'security': 'public', 'placement': 1, 'eprintid': 41374}]",2022-04-19 08:42:39,archive,,41374,,public,pub,IAIN Metro,Hasil Penilaian Sejawat sebidang atau Peer Review,,1970-01-01 00:00:00.000002021,,,Istinbath : Jurnal Hukum,"[{'name': {'family': 'Kasmawati', 'lineage': None, 'honourific': None, 'given': 'Kasmawati'}}]",,,,,,,,,,,
46,article,Legal Enforcement For Iuu Fishing In Indonesian Sovereignty And Jurisdiction: A Case Analysis Of The Capture Of Foreign Vessels By The Indonesian Government,2023-04-18 01:53:28,,show,2023-04-18 01:53:28,6,disk0_bak/00/05/06/33,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/50633,,['K1'],,,FALSE,318,,,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190332', 'eprintid': 50633, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'LEGAL ENFORCEMENT FOR IUU FISHING.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '029bbe5d7bcd6d7544f541fa0628f811', 'datasetid': 'document', 'fileid': 545773, 'mtime': '2023-04-18 01:39:21', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545773', 'filename': 'LEGAL ENFORCEMENT FOR IUU FISHING.pdf', 'filesize': 4070811, 'objectid': 190332}], 'docid': 190332}]",2023-04-18 01:53:28,archive,,50633,,public,pub,Universitas Mataram,Hasil Check Similarity,,1970-01-01 00:00:00.000002021,,,Jurnal IUS Kajian Hukum dan Keadilan,"[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Maya Shafira', 'given': 'Maya Shafira'}}]",,,,"E-ISSN 2477-815X, P-ISSN 2303-3827",,,,,,,
47,article,Optimization Of Promptly Released As Primum Remedium In Committing Illegal Fishing Against Foreign Fishers,2022-02-16 01:15:53,,show,2022-02-16 01:15:53,6,disk0/00/03/93/19,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/39319,,['K1'],,,FALSE,318,,,,"[{'format': 'text', 'files': [{'mtime': '2022-02-15 08:15:37', 'hash_type': 'MD5', 'filename': 'Reviewer Optimization.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/442416', 'filesize': 402790, 'objectid': 160602, 'hash': '9f39e18cbef939d7f87a846c22eab0be', 'mime_type': 'application/pdf', 'fileid': 442416, 'datasetid': 'document'}], 'main': 'Reviewer Optimization.pdf', 'docid': 160602, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 39319, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160602', 'pos': 1}]",2022-02-16 01:15:53,archive,,39319,,public,pub,IJBEL,Hasil Penilaian Sejawat Sebidang atau Peer Review,,1970-01-01 00:00:00.000002021,,,"International Journal of Business, Economics and Law","[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Maya Shafira', 'honourific': None, 'given': 'Maya Shafira'}}]",,,,,,,,,,,
48,article,Optimization Of Promptly Released As Primum Remedium In Committing Illegal Fishing Against Foreign Fishers,2022-02-25 10:03:37,,show,2022-02-25 10:03:37,6,disk0/00/03/98/08,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/39808,,['K1'],,,FALSE,318,,,,"[{'files': [{'objectid': 161086, 'filesize': 1655604, 'uri': 'http://repository.lppm.unila.ac.id/id/file/446222', 'filename': 'OPTIMIZATION_OF_PROMPTLY_RELEASED_AS_PRIMUM_REMEDI.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-25 04:37:44', 'datasetid': 'document', 'fileid': 446222, 'hash': 'bffa4cab1b4aa05ccc10380b09606268', 'mime_type': 'application/pdf'}], 'main': 'OPTIMIZATION_OF_PROMPTLY_RELEASED_AS_PRIMUM_REMEDI.pdf', 'docid': 161086, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 39808, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161086', 'security': 'public'}]",2022-02-25 10:03:37,archive,,39808,,public,pub,IJBEL,Hasil Chcek Similarity,,1970-01-01 00:00:00.000002021,,,"International Journal of Business, Economics and Law","[{'name': {'given': 'Maya Shafira', 'honourific': None, 'lineage': None, 'family': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}]",,,,,,,,,,,
49,article,"Pembentukan Masyarakat Sadar Hukum Protokol
Kesehatan Pencegahan Covid-19 di Masa Tatanan
Baru",2022-05-13 07:07:44,,show,2022-05-13 07:07:44,6,disk0/00/04/16/38,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/41638,,['K1'],,,FALSE,318,,,,"[{'format': 'text', 'main': '732.pdf', 'docid': 163289, 'files': [{'fileid': 460571, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '4cfa83690454e094831d9f4de91c3cae', 'filesize': 441818, 'objectid': 163289, 'filename': '732.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460571', 'hash_type': 'MD5', 'mtime': '2022-05-13 04:06:01'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 41638, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163289', 'pos': 1}]",2022-05-13 07:07:44,archive,,41638,,public,pub,Unila,,,1970-01-01 00:00:00.000002021,,,Jurnal Sinergi,"[{'name': {'given': 'Maya Shafira', 'lineage': None, 'family': 'Maya Shafira', 'honourific': None}, 'id': 'mayashafira@fh.unila.ac.id'}]",,,,,,,,,,,
50,article,Problematics Of The Establishment Of Indonesian Fisheries Specific Court,2022-02-15 08:15:46,,show,2022-02-15 08:15:46,6,disk0/00/03/93/16,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/39316,,['K1'],,,FALSE,318,,,,"[{'placement': 1, 'eprintid': 39316, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160600', 'security': 'public', 'main': 'Reviewer Problematics.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/442391', 'filename': 'Reviewer Problematics.pdf', 'objectid': 160600, 'filesize': 402806, 'mtime': '2022-02-15 08:07:43', 'hash_type': 'MD5', 'hash': '3ff10d75b0fe1878576f3c474deaeb37', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 442391}], 'docid': 160600, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-02-15 08:15:46,archive,,39316,,public,pub,Science Research Society,Hasil Penilaian Sejawat Sebidang atau Peer Review,,1970-01-01 00:00:00.000002021,,,Turkish Online Journal of Qualitative Inquiry (TOJQI),"[{'name': {'honourific': None, 'family': 'Maya Shafira', 'lineage': None, 'given': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}]",,,,,,,,,,,
51,article,"Sosialisasi Tindak Pidana Kekarantinaan
Kesehatan Dan Wabah Penyakit Di Masa Pandemi
Covid-19",2022-05-13 07:07:37,,show,2022-05-13 07:07:37,6,disk0/00/04/16/34,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/41634,,['K1'],,,FALSE,318,,,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'filename': '733.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460549', 'filesize': 853913, 'objectid': 163284, 'mtime': '2022-05-13 03:46:15', 'hash_type': 'MD5', 'hash': '3796f91ba3f51bb85048026bc39507ae', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 460549}], 'main': '733.pdf', 'docid': 163284, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163284', 'security': 'public', 'placement': 1, 'eprintid': 41634}]",2022-05-13 07:07:37,archive,,41634,,public,pub,Unila,,,1970-01-01 00:00:00.000002021,,,Jurnal Sumbangsih,"[{'name': {'given': 'Maya Shafira', 'honourific': None, 'lineage': None, 'family': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}]",,,,,,,,,,,
52,book_section,Perlindungan Hukum terhadap Anak yang Berkonflik dengan Hukum di dalam Sistem Peradilan Pidana Anak di Indonesia pada Masa Pandemi Covid-19 dalam Buku Sistem Peradilan Pidana Anak,2022-05-13 07:07:10,,show,2022-05-13 07:07:10,7,disk0/00/04/16/13,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/41613,,['K1'],,,FALSE,318,,,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'docid': 163269, 'main': 'Perlindungan.pdf', 'files': [{'mtime': '2022-05-13 01:45:02', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460448', 'filename': 'Perlindungan.pdf', 'filesize': 1950465, 'objectid': 163269, 'hash': '9279dcf1899f65644ca72ba46f39d866', 'mime_type': 'application/pdf', 'fileid': 460448, 'datasetid': 'document'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163269', 'pos': 1, 'eprintid': 41613, 'placement': 1}]",2022-05-13 07:07:10,archive,,41613,,public,pub,PUSAKA MEDIA Anggota IKAPI,,,1970-01-01 00:00:00.000002021,Perlindungan Hukum terhadap Anak yang Berkonflik dengan Hukum di dalam Sistem Peradilan Pidana Anak di Indonesia pada Masa Pandemi Covid-19 dalam Buku Sistem Peradilan Pidana Anak,,,"[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'given': 'Maya Shafira', 'family': 'Maya Shafira', 'lineage': None, 'honourific': None}}, {'id': 'rini.fathonah@fh.unila.ac.id', 'name': {'given': 'RF', 'honourific': None, 'family': 'Rini Fathonah', 'lineage': None}}]",,,,,,,,,,,
53,article,The Reconstruction Of The Criminal Justice System For Addressing Corruption Crime In The Framework Of Supporting National Development,2021-06-04 07:13:07,,show,2021-06-04 07:13:07,6,disk0/00/03/20/17,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/32017,,['K1'],,,FALSE,1233,,,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/145069', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 32017, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'fileid': 378936, 'mime_type': 'application/pdf', 'hash': 'be4e4c607a75a51da1b55b9554c69907', 'hash_type': 'MD5', 'mtime': '2021-06-04 03:10:49', 'objectid': 145069, 'filesize': 400921, 'filename': 'Review The Reconstruction.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/378936'}], 'main': 'Review The Reconstruction.pdf', 'docid': 145069, 'format': 'text'}]",2021-06-04 07:13:07,archive,,32017,,public,pub,Fakultas Hukum Unila,Hasil Penilaian Sejawat Sebidang atau Peer Review,,1970-01-01 00:00:00.000002021,,,Jurnal Cepalo,"[{'name': {'family': 'Nenny Dwi Ariani', 'lineage': None, 'honourific': None, 'given': 'nennydwiariani@gmail.com'}}]",,,,,,,,,,,
54,monograph,"Organizational Restructuring of Regional Apparatus of Sleman Regency, Yogyakarta, Regarding Spatial Planning",2021-06-17 08:05:32,,show,2021-06-17 08:05:32,8,disk0/00/03/26/52,['FH2'],['FH Unila'],,http://repository.lppm.unila.ac.id/id/eprint/32652,published,['K1'],European Union Digital Library,,,940,,https://eudl.eu/doi/10.4108/eai.5-8-2019.2308620,2.0,"[{'format': 'text', 'main': 'Organizational Restructuring.pdf', 'docid': 148338, 'files': [{'mime_type': 'application/pdf', 'hash': 'e579f4fdbe2b6d0a72074860b87d36f5', 'fileid': 386333, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/386333', 'filename': 'Organizational Restructuring.pdf', 'filesize': 158282, 'objectid': 148338, 'mtime': '2021-06-17 07:54:52', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 32652, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/148338', 'pos': 1}]",2021-06-17 08:05:32,archive,940.0,32652,,public,pub,EAI,"This study aims to investigate the urgency of organizational restructuring of regional apparatus in regard to spatial planning and the authority of Land and Spatial Planning Agency of Sleman Regency, Yogyakarta. The study employed a doctrinal approach. The results of the study suggest that the urgency of organizational
restructuring of regional apparatus in Sleman Regency is for the effectiveness of the implementation of spatial planning. The authority of Land and Spatial Planning Agency of Sleman Regency is not limited to the spatial planning of the Sultanate Land and Regency Land.","['I-COFFEES 2019, 5-6 August 2019, Bandar Lampung, Lampung, Indonesia']",2021-06-08 00:00:00.000000000,,,,"[{'name': {'given': 'Wijonugroho', 'lineage': None, 'family': 'Pradipta', 'honourific': None}, 'id': None}, {'name': {'given': 'FX', 'family': 'Sumarja', 'lineage': None, 'honourific': None}, 'id': 'fxsmj.unila@gmail.com'}]",,,,,[{'url': 'http://repository.lppm.unila.ac.id/'}],"['Magister Hukum Unila', 'FH Unila']",Fakultas Hukum,Universitas Lampung,discussion_paper,,
55,article,The Corruption In Indonesia: The Importance Of Asset Recovery In Restoring State Finances,2022-07-06 07:41:37,,show,2022-07-06 07:41:37,6,disk0/00/04/30/10,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/43010,,['K1'],,,FALSE,188,,,,"[{'format': 'text', 'main': 'THE CORRUPTION IN INDONESIA.pdf', 'files': [{'fileid': 470785, 'datasetid': 'document', 'hash': '587c1f1246b0b5a03aad41acd44b43f0', 'mime_type': 'application/pdf', 'filesize': 341900, 'objectid': 164864, 'uri': 'http://repository.lppm.unila.ac.id/id/file/470785', 'filename': 'THE CORRUPTION IN INDONESIA.pdf', 'hash_type': 'MD5', 'mtime': '2022-07-06 06:57:25'}], 'docid': 164864, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 43010, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164864'}]",2022-07-06 07:41:37,archive,,43010,,public,pub,JLERI,,,1970-01-01 00:00:00.000002021,,,"Journal of Legal, Ethical and Regulatory Issues","[{'name': {'given': 'Rinaldy Amrullah', 'honourific': None, 'family': 'Rinaldy Amrullah', 'lineage': None}}]",,,,,,,,,,,
56,article,"GRATIFICATION; CORRUPTION, REGIONAL LEADER, AND STATE FINANCIAL LOSS",2022-07-06 07:41:40,,show,2022-07-06 07:41:40,6,disk0/00/04/30/12,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/43012,,['K1'],,,FALSE,188,,,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164866', 'pos': 1, 'eprintid': 43012, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 164866, 'main': 'Gratification.pdf', 'files': [{'mtime': '2022-07-06 07:08:22', 'hash_type': 'MD5', 'filename': 'Gratification.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/470797', 'filesize': 468911, 'objectid': 164866, 'hash': '85747c0745537f96e785f9b29b55527b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 470797}]}]",2022-07-06 07:41:40,archive,,43012,,public,pub,IJE,,,1970-01-01 00:00:00.000002021,,,International Journal of Entrepreneurship,"[{'name': {'lineage': None, 'family': 'Rinaldy Amrullah', 'honourific': None, 'given': 'Rinaldy Amrullah'}}]",,,,,,,,,,,
57,article,"Gratification; Corruption, Regional Leader, And State Financial Loss",2022-07-08 03:56:38,,show,2022-07-08 03:56:38,6,disk0/00/04/31/10,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/43110,,['K1'],,,FALSE,188,,,,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'GRATIFICATION.pdf', 'docid': 164968, 'files': [{'mtime': '2022-07-08 02:29:38', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/471596', 'filename': 'GRATIFICATION.pdf', 'objectid': 164968, 'filesize': 2420128, 'hash': 'd958269d22dac815772d3e2baaa2546a', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 471596}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164968', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 43110}]",2022-07-08 03:56:38,archive,,43110,,public,pub,IJE,Hasil Check Similarity,,1970-01-01 00:00:00.000002021,,,International Journal of Entrepreneurship,"[{'name': {'given': 'Rinaldy Amrullah', 'honourific': None, 'lineage': None, 'family': 'Rinaldy Amrullah'}}]",,,,,,,,,,,
58,article,Micro Small-Level Enterprises (MSES) and Cooperatives in Presidential Regulation Number 12 of 2021,2022-07-06 07:41:39,,show,2022-07-06 07:41:39,6,disk0/00/04/30/11,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/43011,,['K1'],,,FALSE,188,,,,"[{'main': 'Micro Small-Level Enterprises (MSES) and Cooperatives in Presidential Regulation Number 12 of 2021.pdf', 'docid': 164865, 'files': [{'hash': '1c6d3a635c35844286f29e63cb94fbf6', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 470791, 'filename': 'Micro Small-Level Enterprises (MSES) and Cooperatives in Presidential Regulation Number 12 of 2021.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/470791', 'filesize': 387132, 'objectid': 164865, 'mtime': '2022-07-06 07:01:03', 'hash_type': 'MD5'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 43011, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164865', 'security': 'public'}]",2022-07-06 07:41:39,archive,,43011,,public,pub,JASSP,,,1970-01-01 00:00:00.000002021,,,Journla of Advance in Social Sciences and Policy,"[{'name': {'given': 'Rinaldy Amrullah', 'family': 'Rinaldy Amrullah', 'lineage': None, 'honourific': None}}]",,,,,,,,,,,
59,article,Micro Small-Level Enterprises (MSES) and Cooperatives in Presidential Regulation Number 12 of 2021,2022-07-08 03:56:37,,show,2022-07-08 03:56:37,6,disk0/00/04/31/09,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/43109,,['K1'],,,FALSE,188,,,,"[{'placement': 1, 'eprintid': 43109, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164967', 'pos': 1, 'security': 'public', 'files': [{'hash': 'ecc664b26b23c828a6edffb6ac779762', 'mime_type': 'application/pdf', 'fileid': 471590, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/471590', 'filename': 'Micro Small-Level Enterprises (MSES).pdf', 'objectid': 164967, 'filesize': 3068140, 'mtime': '2022-07-08 02:27:26', 'hash_type': 'MD5'}], 'main': 'Micro Small-Level Enterprises (MSES).pdf', 'docid': 164967, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-07-08 03:56:37,archive,,43109,,public,pub,JASSP,Hasil Check Similarity,,1970-01-01 00:00:00.000002021,,,Journla of Advance in Social Sciences and Policy,"[{'name': {'given': 'Rinaldy Amrullah', 'family': 'Rinaldy Amrullah', 'lineage': None, 'honourific': None}}]",,,,,,,,,,,
60,article,Pembangunan Zona Integritas Menuju Wilayah Bebas Korupsi Dan Bebas Melayani Di Desa Batang Hari Ogan Lampung,2022-07-06 07:41:59,,show,2022-07-06 07:41:59,6,disk0/00/04/30/23,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/43023,,['K1'],,,FALSE,188,,,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Jurnal Pengabdian Sakai sambayan.pdf', 'files': [{'mtime': '2022-07-06 07:31:07', 'hash_type': 'MD5', 'filename': 'Jurnal Pengabdian Sakai sambayan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/470866', 'filesize': 187400, 'objectid': 164877, 'hash': '401aa3678c3c8f30ab567562f9ac5028', 'mime_type': 'application/pdf', 'fileid': 470866, 'datasetid': 'document'}], 'docid': 164877, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164877', 'eprintid': 43023, 'placement': 1}]",2022-07-06 07:41:59,archive,,43023,,public,pub,LPPM UNILA,,,1970-01-01 00:00:00.000002021,,,SAKAI SAMBAYAN — Jurnal Pengabdian kepada Masyarakat,"[{'name': {'given': 'Rinaldy Amrullah', 'honourific': None, 'family': 'Rinaldy Amrullah', 'lineage': None}}]",,,,,,,,,,,
61,article,Lampung Provincial Government Synergy And Bnn In P4gn Program,2021-10-12 04:39:44,,show,2021-10-12 04:39:44,6,disk0/00/03/45/10,['FH2'],,,http://repository.lppm.unila.ac.id/id/eprint/34510,,['K1'],,,FALSE,1231,,,,"[{'format': 'text', 'docid': 155032, 'main': '254-Article Text-561-1-10-20211005.pdf', 'files': [{'fileid': 405906, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '2e5da48560453ab71994a07c5310065a', 'hash_type': 'MD5', 'mtime': '2021-10-12 02:53:39', 'filesize': 1176699, 'objectid': 155032, 'filename': '254-Article Text-561-1-10-20211005.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/405906'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 34510, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/155032', 'pos': 1}]",2021-10-12 04:39:44,archive,,34510,,public,pub,Magister Hukum Universitas Bandar Lampung,,,1970-01-01 00:00:00.000002021,,,PRANATA HUKUM,"[{'name': {'honourific': None, 'family': 'Sri Riski', 'lineage': None, 'given': 'qqgadis@gmail.com'}}]",,,,,,,,,,,
62,article,"MEMBANGUN RESELIENSI SOSIAL BUDAYA MASYARAKAT 
PASCA VAKSINASI",2021-05-20 01:21:23,,show,2021-05-20 01:21:23,7,disk0/00/03/02/25,['FH2'],['Warek III Unila'],,http://repository.lppm.unila.ac.id/id/eprint/30225,,['K1'],,,FALSE,940,,,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/135825', 'pos': 1, 'eprintid': 30225, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'MEMBANGUN RESELIENSI SOSIAL BUDAYA MASYARAKAT PASCA VAKSINASI.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '1c979cee00ed6b557420a9710a3a67b6', 'fileid': 358319, 'datasetid': 'document', 'filename': 'MEMBANGUN RESELIENSI SOSIAL BUDAYA MASYARAKAT PASCA VAKSINASI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358319', 'objectid': 135825, 'filesize': 398973, 'mtime': '2021-05-19 09:33:42', 'hash_type': 'MD5'}], 'docid': 135825}]",2021-05-20 01:21:23,archive,940.0,30225,,public,unpub,,"Musibah virus corona baik sadar maupun tidak sadar memaksa tiap insan di bumi Indonesia melaksanakan nilai-nilai Pancasila, meskipun oleh sebagian orang dianggap tidak cocok dengan kepribadian dan kepercayaannya. Ditambah lagi ada sikap beberapa warga untuk menolak vaksinasi, sekalipun ia (tenaga kesehatan) yang mengerti arti vaksinasi. Padahal pemerintah telah mengantisipasi jika terjadi kejadian ikutan pasca-vaksinasi yang membutuhkan pengobatan dan perawatan medis. Hal ini belum pernah terjadi selama pemerintah Indonesia melakukan berbagai vaksinasi dalam menanggulangi berbagai macam penyakit, seperti: cacar, hipatitis B, polio, campak, BCG, DTP, pneumokokus, rotavirus, influenza, dsb",['Konferensi Studi Loka dan Konferensi Cabang ke XVIII GMKI Cabang Bandar Lampung'],2021-02-25 00:00:00.000000000,,,---,"[{'name': {'given': 'FX', 'family': 'Sumarja', 'lineage': None, 'honourific': None}, 'id': 'fxsmj.unila@gmail.com'}]",,,,,,['FH Unila'],,,,,
