,related_url,divisions,dir,event_type,full_text_status,status_changed,rev_number,ispublished,date_type,event_title,subjects,abstract,uri,creators,pres_type,type,title,event_dates,refereed,event_location,datestamp,eprintid,eprint_status,metadata_visibility,pagerange,userid,official_url,lastmod,documents,volume,publication,publisher,issn,number,id_number,isbn
61,,['FKIP11'],disk0/00/02/20/95,,public,2020-06-09 01:11:20,7,pub,,,['L1'],"Abstract: The aim of this research is to develop the library model at states senior high schools at Bandar Lampung. The number of school library visitors at SMAN 14 Bandar Lampung, with a total of 1052 students in 30 study groups 2018/2019 academic year. It can be seen that the number of library visitors is not more than 500 students per month, the number of books borrowing does not reach 500 copies per month.This study uses an interpretive / constructivist paradigm, through this paradigm the researcher analyzes the need for developing a hypothetical model of library management as a learning resource center.Based on the potential and condition of 17 libraries in Bandar Lampung High School there are still libraries that do not meet the SNP standards, namely 11 school libraries that have manual management without following the library management system.At the stage of developing the hypothetical model, the researcher examines a problem that is developed to obtain responses that tend to be positive to teachers, library principals and school principals, marked by a positive category average of 80.15% while negative category responses are only 20.85%.",http://repository.lppm.unila.ac.id/id/eprint/22095,"[{'id': 'yohannessp@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Yohannes', 'given': 'Yohannes'}}, {'name': {'honourific': None, 'family': 'Herpratiwi', 'lineage': None, 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'family': 'Riswandi', 'lineage': None, 'honourific': None, 'given': 'Riswandi'}, 'id': None}]",,other,"Development Of The Hypothetic Model Of Library Management
As A Center For Learning Sources At The State Senior High 
School Of Bandar Lampung",,,,2020-06-09 01:11:20,22095,archive,show,,863,,2020-06-09 01:11:20,"[{'main': '2. Develop Hypothetic..., Yohanes, Her Cheker.pdf', 'docid': 35494, 'files': [{'datasetid': 'document', 'fileid': 203575, 'mime_type': 'application/pdf', 'hash': '1baade236ad7d479e3cc53631a7f03fe', 'filesize': 319039, 'objectid': 35494, 'uri': 'http://repository.lppm.unila.ac.id/id/file/203575', 'filename': '2. Develop Hypothetic..., Yohanes, Her Cheker.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-08 08:04:01'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 22095, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35494', 'pos': 1, 'security': 'public'}]",,,IOSR Journal of Research & Method in Education (IOSR-JRME),,,,
62,,['FKIP11'],disk0/00/04/67/52,,public,2022-11-21 01:08:42,8,pub,published,,['AC'],"This research is a research on developing a test instrument for higher-order thinking skills based on outdoor learning for fifth grade elementary school students. This study aims to 1) develop a test instrument for higher order thinking skills based on outdoor learning in elementary schools; 2) validate the test instrument through expert validation and empirical validity. Expert validation is carried out by consulting the product development design with expert lecturers. Empirical validity was carried out using the product moment correlation formula, while the determination of reliability used the Cronbach Alpha formula. The research method uses Design Based Research. The development of this model is carried out in stages 1) identification and problem analysis by researchers and practitioners collaboratively 2) developing solutions based on theoretical benchmarks, existing design principles and technological innovations 3) carrying out an iterative process to test and improve practical solutions 4) reflection to produce design principles and improve implementation of practical solutions. The results of the study are 1) 22 items of higher order thinking skills; 2) validation by experts states that this assessment instrument is suitable for use as an assessment tool, while in empirical validation it is stated that the overall results of the test using the product moment formula of the items have been declared valid. Determination of reliability using Cronbach's alpha formula has a reliability value of 0.935 which is categorized as high reliable. Overall, in this development research, this higher-order thinking ability assessment instrument is valid and reliable as a form of assessment. 
Keywords: Thematic Learning, Outdoor Learning, Grade V Elementary School Students",http://repository.lppm.unila.ac.id/id/eprint/46752,"[{'id': 'yuliakarlina90@gmail.com', 'name': {'given': 'YK', 'honourific': None, 'family': 'Yulia Karlina', 'lineage': None}}, {'id': 'rochmiyatiazwardi@yahoo.co.id', 'name': {'given': 'R', 'honourific': None, 'family': 'Rochmiyati', 'lineage': None}}, {'name': {'given': 'DY', 'lineage': None, 'family': 'Dwi Yulianti', 'honourific': None}, 'id': 'shafira_shodiq@yahoo.com'}]",,article,OUTDOOR LEARNING-BASED THEMATIC LEARNING,,TRUE,,2022-11-21 01:08:42,46752,archive,show,,559,http://teunulehjournal.com/index.php/jiteunuleh,2022-11-21 01:08:42,"[{'eprintid': 46752, 'placement': 2, 'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185669', 'format': 'text', 'docid': 185669, 'main': 'Publish jurnal yulia.pdf', 'files': [{'fileid': 514832, 'datasetid': 'document', 'hash': '147bd2f5aa4178b8f5883f5bbb5582e0', 'mime_type': 'application/pdf', 'objectid': 185669, 'filesize': 154237, 'uri': 'http://repository.lppm.unila.ac.id/id/file/514832', 'filename': 'Publish jurnal yulia.pdf', 'hash_type': 'MD5', 'mtime': '2022-11-19 05:23:12'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2.0,Jurnal Ilmiah Teunuleh,,2746-4393,2.0,,
63,[{'url': 'http://publikasi.mipastkipllg.com/admin/prosiding/Proceedings%20internasional%20jakarta%202.pdf'}],['FKIP11'],disk0/00/00/87/95,conference,public,2018-10-29 04:15:47,13,pub,completed,International seminar on electronic and mobile learning,['L1'],"Achievement of the objectives of lectures by Degeng (1989) was influenced by variable conditions and learning systems. Variable conditions include: 1) the characteristics of students, 2) subjects, and 3) problems. Student characteristics S2 in PPs TP FKIP Unila have a variety S1 graduation. There are from S1 medicine, obstetrics, pure Mathematics, economics, education and others. Behind  the  diversity there is in common work setting S2 students  who study at TP FKIP Unila PPs, that similarity is their work in the field of education. This means that there are differences in prior knowledge  S2  students  to  take  a  course in curriculum development and learning  system.  Differences initial knowledge in a lecture  needs  to  be addressed, including through the provision of assistance to students who do not come from the S1 education to  be  able  to take the classes in accordance with the contract  that  has been set. The next condition variable is a characteristic of the course curriculum development  and learning system. Characteristics of the course curriculum development and learning system for S2 students of TP FKIP Unila, in contrast to the same subject in different PPs. The specificity of the core subjects is unification hierarchies,  structural and combination of curriculum, development, and  its  relation to the learning system.  That requires a  device that is able to accommodate  the  characteristics  of  the  lecture content as intended.  Based on objective analysis  of lectures, student characteristics and  characteristics  variable subjects, concluded needed learning tools for curriculum development with an initial knowledge about curriculum content and its relation to learning systems, development presented by the hierarchy, structural and  composite.  The aspect of learning  as  defined had not yet  available. That requires the development of learning  aspects  that  can  achieve the course objectives  to  the  fullest. The research  objective  is to develop aspects appropriate in learning curriculum  development with student  characteristics S2 TP FKIP  Unila,  the characteristics  of  the  course  itself and  the existing constraints. To achieve the goal of the development is done using a model of R & D which  consists  of  the  stages  include product trials.  Activities  include individual and small group testing, field testing and dissemination in Lampung  province.  Development  produces textbooks that have content validity appropriate for lectures, reading level, the  attractiveness of the good category.",http://repository.lppm.unila.ac.id/id/eprint/8795,"[{'name': {'honourific': None, 'lineage': None, 'family': 'dwi yulianti', 'given': 'yulianti'}, 'id': None}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'family': 'Herpratiwi', 'lineage': None, 'honourific': None}}, {'id': None, 'name': {'given': 'ellyana', 'honourific': None, 'lineage': None, 'family': 'agustina ellyana'}}]",paper,conference_item,The development of curriculum aspects,8 Agustus 2016,TRUE,Jakarta,2018-10-29 04:15:47,8795,archive,show,153-158,863,http://publikasi.mipastkipllg.com/admin/prosiding/Proceedings%20internasional%20jakarta%202.pdf,2018-10-29 04:15:47,"[{'eprintid': 8795, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/21875', 'pos': 1, 'format': 'text', 'main': 'Proceedings internasional jakarta 2.pdf', 'files': [{'filesize': 8316075, 'objectid': 21875, 'uri': 'http://repository.lppm.unila.ac.id/id/file/85556', 'filename': 'Proceedings internasional jakarta 2.pdf', 'hash_type': 'MD5', 'mtime': '2018-09-05 22:49:23', 'fileid': 85556, 'datasetid': 'document', 'hash': '40890d7990bcfc3b6a4d77a174798857', 'mime_type': 'application/pdf'}], 'docid': 21875, 'content': 'published', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 3}]",,,,,,,
64,,['FKIP11'],disk0/00/03/85/30,,public,2022-01-27 11:51:48,7,unpub,,,['L1'],"The aim of this research is how to overcome the problems in teaching and learning at SMA N 6 grade X in mastering chemistry. The researcher developed the material teaching about computer-based learning media with a chemo edutainment (CET) approach. The research was development using a model ADDIE (Analysis, Design, Development, Implementation and Evaluations).The measurement results show that learning motivation is better after using CET chemical teaching materials on acid-base solution with an average of 77.92 while in the control class with an average of 63.78. The average value of the percent increase in learning outcomes in class X experiment was 63.26% while the average value of the control class was 46.95%.",http://repository.lppm.unila.ac.id/id/eprint/38530,"[{'id': None, 'name': {'given': 'Nufus', 'lineage': None, 'family': 'hayati', 'honourific': None}}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Herpratiwi', 'given': 'Herpratiwi'}}, {'name': {'given': 'Dwi', 'honourific': None, 'family': 'Dwi Yulianti', 'lineage': None}, 'id': None}]",,other,PeerReview_Development of Chemical Teaching Materials for Acid and Base Solutions Based Chemo Edutainment for State High School Students of Class 6 of Bandar Lampung,,,,2022-01-27 11:51:48,38530,archive,show,,863,,2022-01-27 11:51:48,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'filename': 'development of chemical....pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/436261', 'filesize': 2950342, 'objectid': 159638, 'mtime': '2022-01-27 09:31:19', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '4096da8af29cb5f2587d5d629fffd8d9', 'datasetid': 'document', 'fileid': 436261}], 'main': 'development of chemical....pdf', 'docid': 159638, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159638', 'security': 'public', 'placement': 1, 'eprintid': 38530}]",,,PeerReview,,,,
65,,['FKIP11'],disk0/00/03/85/03,,public,2022-01-27 08:01:08,7,pub,,,['L1'],"The aim of this research is how to overcome the problems in teaching and learning at SMA N 6 grade X in mastering chemistry. The researcher developed the material teaching about computer-based learning media with a chemo edutainment (CET) approach. The research was development using a model ADDIE (Analysis, Design, Development, Implementation and Evaluations).The measurement results show that learning motivation is better after using CET chemical teaching materials on acid-base solution with an average of 77.92 while in the control class with an average of 63.78.  The average value of the percent increase in learning outcomes in class X experiment was 63.26% while the average value of the control class was 46.95%.",http://repository.lppm.unila.ac.id/id/eprint/38503,"[{'id': None, 'name': {'honourific': None, 'family': 'hayati', 'lineage': None, 'given': 'Nufus'}}, {'name': {'given': 'Herpratiwi', 'family': 'Herpratiwi', 'lineage': None, 'honourific': None}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'given': 'Dwi', 'family': 'Dwi Yulianti', 'lineage': None, 'honourific': None}, 'id': None}]",,other,"Similaritas_Development of Chemical Teaching Materials for Acid and Base SolutionsBased Chemo Edutainment for State High School 
Students of Class 6 of Bandar Lampung",,,,2022-01-27 08:01:08,38503,archive,show,,863,,2022-01-27 08:01:08,"[{'format': 'text', 'docid': 159613, 'main': 'Similarity_Development of Chemical Teaching Materials for Acid and Base SolutionsBased Chemo Edutainment for State High School Students of Class 6 of Bandar Lampung.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '2ef748f7f54f893087e46434de009f7e', 'datasetid': 'document', 'fileid': 436048, 'filename': 'Similarity_Development of Chemical Teaching Materials for Acid and Base SolutionsBased Chemo Edutainment for State High School Students of Class 6 of Bandar Lampung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/436048', 'objectid': 159613, 'filesize': 1034694, 'mtime': '2022-01-27 05:08:07', 'hash_type': 'MD5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 38503, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159613'}]",,,IOSR JRME,,,,
66,,['FKIP11'],disk0/00/03/23/32,,public,2021-06-08 16:17:30,6,pub,,,['L1'],"The aim of this research is how to overcome the problems in teaching and learning at SMA N 6 grade X in mastering chemistry. The researcher developed the material teaching about computer-based learning media with a chemo edutainment (CET) approach. The research was development using a model ADDIE (Analysis, Design, Development, Implementation and Evaluations).The measurement results show that learning motivation is better after using CET chemical teaching materials on acid-base solution with an
average of 77.92 while in the control class with an average of 63.78.  The average value of the percent increase in learning outcomes in class X experiment was 63.26% while the average value of the control class was
46.95%.",http://repository.lppm.unila.ac.id/id/eprint/32332,"[{'id': 'nufus@gmail.com', 'name': {'given': 'nufus', 'honourific': None, 'lineage': None, 'family': 'hayati'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Herpratiwi', 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Dwi Yulianti', 'lineage': None, 'given': 'Dwi'}}]",,article,Development of Chemical Teaching Materials for Acid and Base Solutions Based Chemo Edutainment for State High School Students of Class 6 of Bandar Lampung,,TRUE,,2021-06-08 16:17:30,32332,archive,show,16-19,863,,2021-06-08 16:17:30,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': 'jurnal an  nufus.pdf', 'docid': 146647, 'files': [{'hash': '1215c760481fce2392e90008c723bfe1', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 382643, 'mtime': '2021-06-08 12:48:24', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/382643', 'filename': 'jurnal an  nufus.pdf', 'filesize': 128338, 'objectid': 146647}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146647', 'security': 'public', 'placement': 1, 'eprintid': 32332}]",10.0,IOSR Journal of Research & Method in Education (IOSR-JRME),International Organization of Scientific Research (IOSR),2320–7388,3.0,,
67,,['FKIP11'],disk0/00/03/23/34,,public,2021-06-08 16:18:10,6,pub,,,['L1'],"The aim of this research is to describe the development of interactive CD learning materials based on power points to improve students’ achievement in mastering IPA, especially the topic about the source of energy. The problems occurring in this research, students cannot master the material very well. Students did not
have interesting in learning and they just had active in their activities. The research used is research and
development. In collecting the data, the researcher had three types, observation, interview, and test. The results showed that the interactive CD learning material that was developed met the requirements in accordance with the steps of development. Media validation results and material validation results are shown with an average
score of 79.8% and 87.2% respectively.Student responses to interactive learning materials scored 81.75% in
small-scale trials while large-scale trials scored 85%. Then the teacher responses scored 71.7% and 80.48%,
respectively.",http://repository.lppm.unila.ac.id/id/eprint/32334,"[{'id': None, 'name': {'honourific': None, 'family': 'musdalifa', 'lineage': None, 'given': 'musdalifa'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Herpratiwi', 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'id': None, 'name': {'given': 'Riswandi', 'honourific': None, 'lineage': None, 'family': 'Riswandi'}}]",,article,"Development of Power Point Based CD Interactive Teaching
Materials to Improve Student Learning Results",,TRUE,,2021-06-08 16:18:10,32334,archive,show,22-25,863,,2021-06-08 16:18:10,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'Jurnal Muzdalifah.pdf', 'files': [{'fileid': 382657, 'datasetid': 'document', 'hash': '617b44b78d1e0396408ed74ed3e035dc', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-08 12:51:19', 'objectid': 146653, 'filesize': 223017, 'uri': 'http://repository.lppm.unila.ac.id/id/file/382657', 'filename': 'Jurnal Muzdalifah.pdf'}], 'docid': 146653, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146653', 'eprintid': 32334, 'placement': 1}]",9.0,IOSR Journal of Research & Method in Education (IOSR-JRME),International Organization of Scientific Research (IOSR),2320–7388,6.0,,
68,[{'url': 'http://www.ejournal.upi.edu/index.php/'}],['FKIP11'],disk0/00/00/87/80,,public,2018-10-26 10:09:14,8,pub,completed,,['L1'],"Pendidikan alternatif sebagai pilihan alternatif bagi masyarakat yang memiliki akses pendidikan terbatas, dan
pelaksanaan pendidikan alternatif memiliki kontribusi signifikan untuk mencapai tujuan pendidikan nasional.
Sejak pendidikan alternatif ada di Kota Bandar Lampung, tidak ada proses evaluasi yang dilakukan ke sekolah-sekolah pendidikan alternatif. Jadi, merupakan suatu keharusan untuk mengevaluasi sekolah-sekolah tersebut untuk mendapatkan informasi dalam membantu pembuat kebijakan untuk memiliki keputusan yang baik terkait dengan pendidikan alternatif di kota Bandar Lampung. Tujuan penelitian ini adalah untuk mendapatkan informasi dan mendeskripsikan secara empiris tentang pendidikan alternatif, dan memberikan rekomendasi
kepada instansi terkait seperti dinas pendidikan kabupaten tentang: (1) masyarakat, lembaga / lembaga pelaksana, dan persepsi siswa tentang pendidikan alternatif. (2) prestasi belajar siswa, (3) sistem pembelajaran,(3) faktor pendukung, dan (5) hambatan untuk melaksanakan pendidikan alternatif di Kota Bandar Lampung. Teknik purposive sampling digunakan dalam penelitian ini, dan data dikumpulkan dengan menggunakan kuesioner, wawancara mendalam, dan studi dokumentasi. Data dianalisis dengan menggunakan teknik
deskriptif kualitatif. Rekomendasi untuk masa yang akan datang: (1) Untuk siswa sekolah RoKiA (12 kelas)yang memiliki kompetensi dalam sains dapat mengembangkan minat dan kompetensi mereka, akan lebih baik bagi mereka untuk diizinkan oleh dinas pendidikan kabupaten untuk mengikuti ujian atau sains Paket C ujian yang setara, (2) Agar lebih efisien, akan lebih baik bagi sekolah RoKiA untuk memiliki rasio murid-guru sesuai dengan standar nasional atau setidaknya 1: 10, (3) Untuk melaksanakan artikel UU Guru No. 14/2005 8,9, dan 11, akan lebih baik bagi guru sekolah RoKiA untuk memiliki setidaknya kualifikasi akademik S1 atau
D4, dan sertifikat guru sebagai pendidik profesional, dan (4) pemerintah daerah harus lebih proaktif untuk memberikan perhatian dan dukungan terhadap alternatif lembaga pendidikan seperti sekolah RoKiA.",http://repository.lppm.unila.ac.id/id/eprint/8780,"[{'name': {'given': 'nandang', 'honourific': None, 'lineage': None, 'family': 'nandang kosasih ananda'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Herpratiwi', 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}]",,article,EVALUASI PROGRAM PENDIDIKAN ALTERNATIF DI KOTA BANDAR LAMPUNG,,TRUE,,2018-10-26 10:09:14,8780,archive,show,56-75,863,http://www.ejournal.upi.edu/index.php/,2018-10-26 10:09:14,"[{'placement': 1, 'eprintid': 8780, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21860', 'pos': 1, 'security': 'public', 'docid': 21860, 'main': 'pdf', 'files': [{'fileid': 85459, 'datasetid': 'document', 'mime_type': 'application/xml', 'hash': 'c65a2ea7e29667eccea24372c83cbcca', 'filesize': 31248, 'objectid': 21860, 'uri': 'http://repository.lppm.unila.ac.id/id/file/85459', 'filename': 'pdf', 'hash_type': 'MD5', 'mtime': '2018-08-31 21:26:21'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/xml', 'rev_number': 4, 'content': 'published'}]",16.0,Jurnal Ilmu Pendidikan Pedagogia,upi,e issn 2579-7700,1.0,,
69,,['FKIP11'],disk0/00/03/85/29,,public,2022-01-27 11:51:31,7,unpub,,,['L1'],"Tujuan penelitian ini untuk mengembangkan multimedia materi hari raya agama buddha kelas VI Sekolah minggu buddhis. Pengembangan nultimedia dilatar belakangi oleh kebutuhan peserta didik dalam meningkatkan kualitas pembelajaran. Jenis kajian ini adalah penelitian dan pengembangan (research and development/R&D). Tahapan utama dalam penelitian dan pengembangan ini adalah (1) pengumpulan informasi dan penelitian pendahuluan; (2) perencanaan; (3) pengembangan produk; (4) pengujian terbatas, dan (5) revisi produk akhir. Populasi dalam penelitian ini adalah pendidik kelas VI Sekolah minggu buddhis Bodhisattva Bandar Lampung. Teknik pengambilan sampel yang digunakan adalah purposive sampling. Sampel penelitian adalah 5 (lima) guru dan 5 (lima) peserta didik kelas VI SMB Bodhisattva Bandar Lampung. Teknik pengumpulan data menggunakan observasi dan angket. Data dalam penelitian ini menggunakan teknik analisis deskriptif kualitatif. Berdasarkan hasil penelitian dan pembahasan dapat disimpulkan bahwa pengembangan materi multimedia materi hari raya Agama Buddha di Sekolah minggu buddhis bodhisattva layak untuk digunakan dalam pembelajaran. Hal tersebut berdasarkan hasil validasi ahli materi sebesar 78,10%, hasil validasi ahli desain sebesar 80,00%, hasil validasi ahli media sebesar 79,50%, hasil tanggapan kepada guru sebesar 83,71% dan hasil tanggapan peserta didik sebesar 84,28%.",http://repository.lppm.unila.ac.id/id/eprint/38529,"[{'name': {'given': 'pebrianto', 'lineage': None, 'family': 'pebrianto', 'honourific': None}, 'id': None}, {'name': {'given': 'Herpratiwi', 'honourific': None, 'lineage': None, 'family': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'id': None, 'name': {'given': 'HF', 'lineage': None, 'family': 'Helmy Fitriawan', 'honourific': None}}]",,other,PeerReview_Pengembangan Multimedia Pembelajaran Hari Raya Agama Buddha di Sekolah Minggu Buddhis Bodhisattva,,,,2022-01-27 11:51:31,38529,archive,show,,863,,2022-01-27 11:51:31,"[{'placement': 1, 'eprintid': 38529, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159637', 'pos': 1, 'security': 'public', 'docid': 159637, 'main': 'pengembangan multimedia......pdf', 'files': [{'objectid': 159637, 'filesize': 3176109, 'filename': 'pengembangan multimedia......pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/436254', 'hash_type': 'MD5', 'mtime': '2022-01-27 09:29:12', 'fileid': 436254, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '0cdaf989ca92034f1674678f16719d6d'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,,PeerReview,,,,
70,,['FKIP11'],disk0/00/03/23/36,,public,2021-06-08 16:18:22,6,pub,,,['L1'],"Tujuan penelitian ini untuk mengembangkan  multimedia materi hari raya agama buddha kelas VI Sekolah minggu buddhis. Pengembangan nultimedia dilatar belakangi oleh kebutuhan peserta didik dalam meningkatkan kualitas pembelajaran. Jenis kajian ini adalah penelitian dan pengembangan (research and development/R&D). Tahapan utama dalam penelitian dan pengembangan ini adalah (1) pengumpulan informasi dan penelitian pendahuluan; (2) perencanaan; (3) pengembangan produk; (4) pengujian terbatas, dan (5) revisi produk akhir. Populasi dalam penelitian ini adalah pendidik kelas VI Sekolah minggu buddhis Bodhisattva Bandar Lampung. Teknik pengambilan sampel yang digunakan adalah purposive sampling.
Sampel penelitian adalah 5 (lima) guru dan 5 (lima) peserta didik kelas VI SMB Bodhisattva Bandar
Lampung. Teknik pengumpulan data menggunakan observasi dan angket. Data dalam penelitian ini menggunakan teknik analisis deskriptif kualitatif. Berdasarkan hasil penelitian dan pembahasan dapat disimpulkan bahwa pengembangan materi multimedia materi hari raya Agama Buddha di Sekolah minggu buddhis bodhisattva layak untuk digunakan dalam pembelajaran. Hal tersebut berdasarkan hasil validasi ahli materi sebesar 78,10%, hasil validasi ahli desain sebesar 80,00%, hasil validasi ahli media sebesar 79,50%, hasil tanggapan kepada guru sebesar 83,71% dan hasil tanggapan peserta didik sebesar 84,28%.",http://repository.lppm.unila.ac.id/id/eprint/32336,"[{'name': {'given': 'pebrianto', 'lineage': None, 'family': 'pebrianto', 'honourific': None}, 'id': None}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Herpratiwi', 'lineage': None, 'given': 'Herpratiwi'}}, {'name': {'given': 'HF', 'family': 'Helmy Fitriawan', 'lineage': None, 'honourific': None}, 'id': None}]",,article,"Pengembangan Multimedia Pembelajaran Hari Raya Agama Buddha 
di Sekolah Minggu Buddhis Bodhisattva",,TRUE,,2021-06-08 16:18:22,32336,archive,show,,863,,2021-06-08 16:18:22,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '556-2076-1-PB (1).pdf', 'files': [{'datasetid': 'document', 'fileid': 382668, 'mime_type': 'application/pdf', 'hash': '0bbc41f74e5789128c2fc1bfe0306046', 'hash_type': 'MD5', 'mtime': '2021-06-08 12:54:00', 'filesize': 959055, 'objectid': 146655, 'filename': '556-2076-1-PB (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/382668'}], 'docid': 146655, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146655', 'eprintid': 32336, 'placement': 1}]",,edukatif: jurnal ilmu pendidikan,,2656-8071,,,
71,,['FKIP11'],disk0/00/03/84/98,,public,2022-01-27 08:00:57,7,pub,,,['L1'],"Tujuan penelitian ini untuk mengembangkan multimedia materi hari raya agama buddha kelas VI Sekolah minggu buddhis. Pengembangan nultimedia dilatar belakangi oleh kebutuhan peserta didik dalam meningkatkan kualitas pembelajaran. Jenis kajian ini adalah penelitian dan pengembangan (research and development/R&D). Tahapan utama dalam penelitian dan pengembangan ini adalah (1) pengumpulan informasi dan penelitian pendahuluan; (2) perencanaan; (3) pengembangan produk; (4) pengujian terbatas, dan (5) revisi produk akhir. Populasi dalam penelitian ini adalah pendidik kelas VI Sekolah minggu buddhis Bodhisattva Bandar Lampung. Teknik pengambilan sampel yang digunakan adalah purposive sampling. Sampel penelitian adalah 5 (lima) guru dan 5 (lima) peserta didik kelas VI SMB Bodhisattva Bandar Lampung. Teknik pengumpulan data menggunakan observasi dan angket. Data dalam penelitian ini menggunakan teknik analisis deskriptif kualitatif. Berdasarkan hasil penelitian dan pembahasan dapat disimpulkan bahwa pengembangan materi multimedia materi hari raya Agama Buddha di Sekolah minggu buddhis bodhisattva layak untuk digunakan dalam pembelajaran. Hal tersebut berdasarkan hasil validasi ahli materi sebesar 78,10%, hasil validasi ahli desain sebesar 80,00%, hasil validasi ahli media sebesar 79,50%, hasil tanggapan kepada guru sebesar 83,71% dan hasil tanggapan peserta didik sebesar 84,28%",http://repository.lppm.unila.ac.id/id/eprint/38498,"[{'id': None, 'name': {'lineage': None, 'family': 'pebrianto', 'honourific': None, 'given': 'pebrianto'}}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'honourific': None, 'lineage': None, 'family': 'Herpratiwi'}}, {'name': {'given': 'HF', 'honourific': None, 'family': 'Helmy Fitriawan', 'lineage': None}, 'id': None}]",,other,"Pengembangan Multimedia Pembelajaran Hari Raya Agama Buddha 
di Sekolah Minggu Buddhis Bodhisattva",,,,2022-01-27 08:00:57,38498,archive,show,,863,,2022-01-27 08:00:57,"[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': 'affea6d1ef1cb4ce1734987632ded37a', 'fileid': 436010, 'datasetid': 'document', 'mtime': '2022-01-27 04:54:59', 'hash_type': 'MD5', 'filename': 'Similarity_Pengembangan Multimedia Pembelajaran Hari Raya Agama Buddha di Sekolah Minggu Buddhis Bodhisattva.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/436010', 'objectid': 159608, 'filesize': 3632236}], 'main': 'Similarity_Pengembangan Multimedia Pembelajaran Hari Raya Agama Buddha di Sekolah Minggu Buddhis Bodhisattva.pdf', 'docid': 159608, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 38498, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159608'}]",,,edukatif: jurnal ilmu pendidikan,,,,
