,publisher,publication,divisions,dir,full_text_status,status_changed,rev_number,ispublished,date_type,subjects,abstract,volume,uri,date,type,creators,title,refereed,datestamp,eprintid,eprint_status,metadata_visibility,pagerange,userid,number,official_url,lastmod,documents,issn,event_dates,pres_type,event_location,event_type,event_title,corp_creators,related_url
32,"Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",Karakteristik Pendugaan Emperical Best Linear Unbiased Prediction (EBLUP) Pada Pendugaan Area Kecil,['FMIPA9'],disk0/00/00/67/01,public,2018-04-25 08:07:21,6,pub,published,['QA'],"Pendugaan langsung pada parameter area kecil yang heterogen akan menghasilkan pendugaan yang tidak
bias namun keragamannya sangat besar sehingga mengakibatkan pendugaan ini kurang valid. Untuk mengatasi
masalah ini, Pendugaan pada area kecil dapat diduga dengan menggunakan pendugaan tidak langsung. Tujuannya
adalah untuk menekan keragaman yang besar pada area kecil. Pendugaan tidak langsung pada area kecil
memanfaatkan informasi dari area sekitarnya yang berhubungan dengan parameter yang menjadi perhatian. Ada
beberapa metode pada pendugaan tidak langsung yaitu Empirical Bayes (EB), Empirical Best Linear Unbiased
Prediction (EBLUP), dan Hierarchical Bayes (HB). Penelitian ini dilakukan pada data kontinu dengan metode
EBLUP yang mengaplikasikan metode GLS sebagai metode penduga parameternya. Kajian secara teori menunjukkan
bahwa penduga parameter yang dihasilkan oleh metode GLS merupakan penduga tak bias dengan varians minimum.
Hasil yang sama juga diperoleh secara empiris melalui simulasi dengan software R.2.10.1.",,http://repository.lppm.unila.ac.id/id/eprint/6701,2013-05-10 00:00:00.000000000,article,"[{'id': None, 'name': {'given': 'M. Adi', 'lineage': None, 'family': 'Sidauruk', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Kurniasari', 'lineage': None, 'given': 'Dian'}, 'id': 'dksari13@gmail.com'}, {'name': {'family': 'Widiarti', 'lineage': None, 'honourific': None, 'given': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}]",Karakteristik Pendugaan Emperical Best Linear Unbiased Prediction (EBLUP) Pada Pendugaan Area Kecil,TRUE,2018-04-25 08:07:21,6701,archive,show,1-5,33,,,2018-04-25 08:07:21,"[{'eprintid': 6701, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19668', 'format': 'text', 'docid': 19668, 'main': 'Prosiding BKS PTN B 2013 Matheus Adi Sidauruk_Dian K_Widiarti.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'f8d16b9ce5865402f8cebd590c8fbac4', 'datasetid': 'document', 'fileid': 61655, 'mtime': '2018-04-16 03:31:58', 'hash_type': 'MD5', 'filename': 'Prosiding BKS PTN B 2013 Matheus Adi Sidauruk_Dian K_Widiarti.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/61655', 'filesize': 151000, 'objectid': 19668}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,,,,,,,
33,FMIPA Universitas Lampung,Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],disk0/00/00/67/85,public,2018-04-25 07:46:43,6,pub,published,['QA'],"Pendugaan langsung pada parameter area kecil yang heterogen akan menghasilkan pendugaan yang tidak bias namun keragamannya sangat besar sehingga mengakibatkan pendugaan ini kurang valid. Untuk mengatasi masalah ini, Pendugaan pada area kecil dapat diduga dengan menggunakan pendugaan tidak langsung. Tujuannya adalah untuk menekan keragaman yang besar pada area kecil. Pendugaan tidak langsung pada area kecil
memanfaatkan informasi dari area sekitarnya yang berhubungan dengan parameter yang menjadi perhatian. Ada beberapa metode pada pendugaan tidak langsung yaitu Empirical Bayes (EB), Empirical Best Linear Unbiased Prediction (EBLUP), dan Hierarchical Bayes (HB). Penelitian ini dilakukan pada data kontinu dengan metode EBLUP yang mengaplikasikan metode GLS sebagai metode penduga parameternya. Kajian secara teori menunjukkan bahwa penduga parameter yang dihasilkan oleh metode GLS merupakan penduga tak bias dengan varians minimum. Hasil yang sama juga diperoleh secara empiris melalui simulasi dengan software R.2.10.1.",1.0,http://repository.lppm.unila.ac.id/id/eprint/6785,2013-05-10 00:00:00.000000000,article,"[{'name': {'given': 'M. Adi', 'honourific': None, 'family': 'Sidauruk', 'lineage': None}, 'id': None}, {'id': 'dksari13@gmail.com', 'name': {'given': 'Dian', 'lineage': None, 'family': 'Kurniasari', 'honourific': None}}, {'name': {'given': 'Widiarti', 'family': 'Widiarti', 'lineage': None, 'honourific': None}, 'id': 'widiarti08@gmail.com'}]",Karakteristik Pendugaan Emperical Best Linear Unbiased Prediction (EBLUP) Pada Pendugaan Area Kecil,TRUE,2018-04-25 07:46:43,6785,archive,show,1-5,752,1.0,http://fmipa.unila.ac.id/,2018-04-25 07:46:43,"[{'placement': 1, 'eprintid': 6785, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19754', 'security': 'public', 'main': 'Prosiding BKS PTN B 2013 Matheus Adi Sidauruk_Dian Kurniasari_Widiarti.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2018-04-20 05:51:23', 'objectid': 19754, 'filesize': 151000, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62159', 'filename': 'Prosiding BKS PTN B 2013 Matheus Adi Sidauruk_Dian Kurniasari_Widiarti.pdf', 'datasetid': 'document', 'fileid': 62159, 'mime_type': 'application/pdf', 'hash': 'f8d16b9ce5865402f8cebd590c8fbac4'}], 'docid': 19754, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,,,,,,,
34,"Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",Ketakbiasan Dalam Model Analisis Faktor Konfirmatori Pada Metode Pendugaan Maximum Likelihood Untuk Data Ordinal,['FMIPA9'],disk0/00/00/67/10,public,2018-04-25 08:06:49,6,pub,published,['QA'],"Dalam penelitian ilmu bidang sosial terdapat permasalahan dalam hubungan antar peubah dan peubah yang diteliti umumnya tidak dapat diobservasi secara langsung tetapi diukur melalui idikator-indikator (observed indicators). Analisis Faktor Konfirmatori merupakan salah satu metode yang dapat mengatasi permasalahan tersebut . Pada penelitian ini yang
akan dikaji adalah ketakbiasan dan uji kesesuaian pada model analisis faktor konfirmatori dengan menggunakan metode maximum likelihood dari ukuran sampel 150, 200, 250, dan 300. Maximum likelihood merupakan metode penduga terbaik yang memiliki sifat tak bias dan variansi minimum. Dari hasil penelitian menunjukan bahwa pada sampel tebesar yaitu pada sampel 300 diperoleh nilai ketakbiasan dan uji kesesuaian model yang baik dibandingkan dengan sampel yang lain. Hal ini menunjukan bahwa dalil limit pusat yang menyatakan semakin besar ukuran sampel, maka sebaran dari parameter dugaan akan mendekati normal terpenuhi.",,http://repository.lppm.unila.ac.id/id/eprint/6710,2013-05-10 00:00:00.000000000,article,"[{'name': {'honourific': None, 'family': 'Sudestri', 'lineage': None, 'given': 'Wiwik'}, 'id': None}, {'name': {'given': 'Eri', 'honourific': None, 'lineage': None, 'family': 'Setiawan'}, 'id': None}, {'name': {'given': 'Nusyirwan', 'family': 'Nusyirwan', 'lineage': None, 'honourific': None}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",Ketakbiasan Dalam Model Analisis Faktor Konfirmatori Pada Metode Pendugaan Maximum Likelihood Untuk Data Ordinal,TRUE,2018-04-25 08:06:49,6710,archive,show,1-6,713,,,2018-04-25 08:06:49,"[{'files': [{'filename': 'Prosiding BKS PTN B 2013 Wiwik Sudestri_Eri S_Nusyirwan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/61712', 'filesize': 844717, 'objectid': 19679, 'mtime': '2018-04-16 05:49:50', 'hash_type': 'MD5', 'hash': 'c91337c9b02a1aacd38c3c94db27316e', 'mime_type': 'application/pdf', 'fileid': 61712, 'datasetid': 'document'}], 'main': 'Prosiding BKS PTN B 2013 Wiwik Sudestri_Eri S_Nusyirwan.pdf', 'docid': 19679, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 6710, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19679', 'security': 'public'}]",,,,,,,,
35,FMIPA Universitas Lampung,Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013 FMIPA Universitas,['FMIPA9'],disk0/00/00/68/00,public,2018-04-25 04:34:25,6,pub,published,['QA'],"Dalam penelitian ilmu bidang sosial terdapat permasalahan dalam hubungan antar peubah dan peubah yang diteliti umumnya tidak dapat diobservasi secara langsung tetapi diukur melalui idikator-indikator (observed indicators). Analisis Faktor Konfirmatori merupakan salah satu metode yang dapat mengatasi permasalahan tersebut . Pada penelitian ini yang akan dikaji adalah ketakbiasan dan uji kesesuaian pada model analisis faktor konfirmatori dengan menggunakan metode maximum likelihood dari ukuran sampel 150, 200, 250, dan 300 . Maximum likelihood merupakan metode penduga terbaik yang memiliki sifat tak bias dan variansi minimum. Dari hasil penelitian menunjukan bahwa pada sampel tebesar yaitu pada sampel 300 diperoleh nilai ketakbiasan dan uji kesesuaian model yang baik dibandingkan dengan sampel yang lain. Hal ini menunjukan bahwa dalil limit pusat yang menyatakan semakin besar ukuran sampel, maka sebaran dari parameter dugaan akan mendekati normal terpenuhi.",1.0,http://repository.lppm.unila.ac.id/id/eprint/6800,2013-05-10 00:00:00.000000000,article,"[{'id': None, 'name': {'given': 'Wiwik', 'honourific': None, 'lineage': None, 'family': 'Sudestri'}}, {'id': None, 'name': {'given': 'Eri', 'honourific': None, 'lineage': None, 'family': 'Setiawan'}}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'honourific': None, 'family': 'Nusyirwan', 'lineage': None}}]",Ketakbiasan Dalam Model Analisis Faktor Konfirmatori Pada Metode Pendugaan Maximum Likelihood Untuk Data Ordinal,TRUE,2018-04-25 04:34:25,6800,archive,show,1-6,433,1.0,http://fmipa.unila.ac.id/,2018-04-25 04:34:25,"[{'eprintid': 6800, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19772', 'format': 'text', 'docid': 19772, 'main': 'Prosiding BKS PTN B 2013 Wiwik Sudestri_Eri S_Nusyirwan.pdf', 'files': [{'mtime': '2018-04-24 06:10:23', 'hash_type': 'MD5', 'filename': 'Prosiding BKS PTN B 2013 Wiwik Sudestri_Eri S_Nusyirwan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/62262', 'filesize': 844717, 'objectid': 19772, 'hash': 'c91337c9b02a1aacd38c3c94db27316e', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 62262}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,,,,,,,
36,FMIPA Unila,Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],disk0/00/00/68/27,public,2018-04-25 06:36:23,6,pub,published,['QA'],"Hamiltonian graf merupakan salah satu jenis graf yang banyak diobservasi, dimana Hamiltonianian graf merupakan graf yang memuat Hamiltonian sirkuit. Jika salah satu vertex atau edge di Hamiltonian graf tersebut dibuang dan graf tersebut masih memuat Hamiltonian sirkuit, maka graf tersebut adalah 1-fault-tolerant Hamiltonian. Pada penelitian ini akan didiskusikan tentang operator 3-join pada dua graf yang masing-masing graf adalah 1-edge-fault tolerant Hamiltonian graf, teorema-teorema, bukti-bukti, serta contoh-contoh yang berkaitan dengan sifat operator tersebut.",1.0,http://repository.lppm.unila.ac.id/id/eprint/6827,2013-05-10 00:00:00.000000000,article,"[{'id': None, 'name': {'given': 'Perti', 'honourific': None, 'lineage': None, 'family': 'Susanti'}}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'family': 'Wamiliana', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Fitriani', 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",Operator 3-Join pada Dua Graf yang Masing-masing Adalah 1-Edge Fault-Tolerant Hamilton Graf,TRUE,2018-04-25 06:36:23,6827,archive,show,1-4,263,1.0,,2018-04-25 06:36:23,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19800', 'eprintid': 6827, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Prosiding BKS BTN B 2013 Perti Susanti_Wamiliana_Fitriani.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '4bbe56e26ab312d62eb746e2961a7e04', 'datasetid': 'document', 'fileid': 62531, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62531', 'filename': 'Prosiding BKS BTN B 2013 Perti Susanti_Wamiliana_Fitriani.pdf', 'objectid': 19800, 'filesize': 399203, 'mtime': '2018-04-25 04:50:02', 'hash_type': 'MD5'}], 'docid': 19800}]",,,,,,,,
37,FMIPA Universitas Lampung,Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],disk0/00/00/67/69,public,2018-04-25 07:52:30,6,pub,published,['QA'],"Hamiltonian graf merupakan salah satu jenis graf yang banyak diobservasi, dimana Hamiltonianian graf merupakan graf yang memuat Hamiltonian sirkuit. Jika salah satu vertex atau edge di Hamiltonian graf tersebut dibuang dan graf tersebut masih memuat Hamiltonian sirkuit, maka graf tersebut adalah 1-fault-tolerant Hamiltonian. Pada penelitian ini akan didiskusikan tentang operator 3-join pada dua graf yang masing-masing graf adalah 1-edge-fault tolerant Hamiltonian graf, teorema-teorema, bukti-bukti, serta contoh-contoh yang berkaitan dengan sifat operator tersebut.",1.0,http://repository.lppm.unila.ac.id/id/eprint/6769,2013-05-10 00:00:00.000000000,article,"[{'id': 'perti_s@yahoo.com', 'name': {'given': 'Perti', 'honourific': None, 'family': 'Susanti', 'lineage': None}}, {'name': {'given': 'Wamiliana', 'honourific': None, 'family': 'Wamiliana', 'lineage': None}, 'id': 'wamiliana@gmail.com'}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Fitriani', 'given': 'Fitriani'}}]",Operator 3-Join pada Dua Graf yang Masing-masing adalah 1-edge fault- tolerant Hamiltonian graf,TRUE,2018-04-25 07:52:30,6769,archive,show,1-4,791,1.0,http://fmipa.unila.ac.id/,2018-04-25 07:52:30,"[{'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2018-04-20 03:14:51', 'filesize': 399203, 'objectid': 19736, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62051', 'filename': 'Prosiding BKS BTN B 2013 Perti Susanti_Wamiliana_Fitriani.pdf', 'fileid': 62051, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '4bbe56e26ab312d62eb746e2961a7e04'}], 'main': 'Prosiding BKS BTN B 2013 Perti Susanti_Wamiliana_Fitriani.pdf', 'docid': 19736, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 6769, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19736'}]",,,,,,,,
38,IDOSI Publications,Middle-East Journal of Scientific Research 13 (Mathematical Applications in Engineering),['FMIPA9'],disk0/00/00/68/22,public,2018-04-25 06:38:04,6,pub,published,['QA'],"The aims of this study is going to analyze the profile of the population in Sumatra based on the age-groups of the population. The Sumatra Island was divided into ten provinces. The profile analysis is going to use to compare the profile of the proportion of age-groups population among the ten provinces. The test of parallel for the profiles, some provinces are significantly different. The variations of the age-goup1 to age-group8 are more variation than the age-group9 to age-group16. The multiple comparison by Tukey’s LSD methods also shows that there are significant difference of proportion of age-groups for some provinces.",13.0,http://repository.lppm.unila.ac.id/id/eprint/6822,1970-01-01 00:00:00.000002013,article,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Usman', 'given': 'Mustofa'}, 'id': 'usman_alfha@yahoo.com'}, {'name': {'family': 'Barusman', 'lineage': None, 'honourific': None, 'given': 'M Yusuf S'}, 'id': 'yusuf.barusman@ubl.ac.id'}, {'id': None, 'name': {'given': 'Faiz A. M.', 'lineage': None, 'family': 'Elfaki', 'honourific': None}}, {'name': {'given': 'Jamal I', 'lineage': None, 'family': 'Daoud', 'honourific': None}, 'id': 'jamalidus@yahoo.com'}]",Profile Analysis of Population Based on Age-Group in Sumatra,TRUE,2018-04-25 06:38:04,6822,archive,show,116-123,701,1.0,,2018-04-25 06:38:04,"[{'placement': 1, 'eprintid': 6822, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19795', 'pos': 1, 'security': 'public', 'files': [{'objectid': 19795, 'filesize': 734048, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62496', 'filename': 'MEJSR_MUSTOFA Paper(02).pdf', 'hash_type': 'MD5', 'mtime': '2018-04-25 04:37:42', 'fileid': 62496, 'datasetid': 'document', 'hash': 'aa733abc13d2292bebcc633e670bda2e', 'mime_type': 'application/pdf'}], 'main': 'MEJSR_MUSTOFA Paper(02).pdf', 'docid': 19795, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",1990-9233,,,,,,,
39,IDOSI Publications,Middle-East Journal of Scientific Research 13 (Mathematical Applications in Engineering),['FMIPA9'],disk0/00/00/68/24,public,2018-04-25 06:37:16,6,pub,published,['QA'],"The aim of this paper is going to analyze comparison of ratio of parameters and testing various hypotheses of the combination two split plot designs. The combination of two fixed effect split plot designs have constrains on its parameter and the model is non full rank model. First we transform the model into two models, one model related to whole plots and the other model related to split plot. By Model reduction Methods, we transform each model into unconstraint model with full column rank. Based on these unconstraint models estimation, ratio of linear function of parameters by using Fieller’s Theorem and testing various hypotheses will be developed.",13.0,http://repository.lppm.unila.ac.id/id/eprint/6824,1970-01-01 00:00:00.000002013,article,"[{'name': {'given': 'Mustofa', 'family': 'Usman', 'lineage': None, 'honourific': None}, 'id': 'usman_alfha@yahoo.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Elfaki', 'given': 'Faiz A. M.'}, 'id': None}, {'name': {'given': 'Jamal I', 'family': 'Daoud', 'lineage': None, 'honourific': None}, 'id': 'jamalidus@yahoo.com'}]",Ratio of Linear Function of Parameters and Testing Hypothesis of the Combination Two Split Plot Designs,TRUE,2018-04-25 06:37:16,6824,archive,show,109-115,701,1.0,,2018-04-25 06:37:16,"[{'eprintid': 6824, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19797', 'format': 'text', 'main': 'MEJSR_MUSTOFA Paper(01).pdf', 'files': [{'filesize': 497387, 'objectid': 19797, 'filename': 'MEJSR_MUSTOFA Paper(01).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/62514', 'hash_type': 'MD5', 'mtime': '2018-04-25 04:43:40', 'datasetid': 'document', 'fileid': 62514, 'mime_type': 'application/pdf', 'hash': '61a2f68228a706342fac3f3e9e8020c0'}], 'docid': 19797, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",1990-9233,,,,,,,
40,,,['FMIPA9'],disk0/00/00/01/85,public,2016-07-18 08:07:11,8,pub,,['AC'],"The Diameter Restricted Minimum Spanning Tree Problem (DRMST) is
a problem of finding a minimum weight spanning tree (where every edge
has associated weight	and a positive integer d ), having diameter at
most d. Typically this problem arises when we are seeking the minimum length (for instance: cable or distance needed to connect between to terminals or cities, etc). In this paper we will discuss the modification of Kruskal' algorithm applied to DRMST and show the results.
Keywords: diameter restricted, minimum spanning tree, Kruskal's algorithm.",,http://repository.lppm.unila.ac.id/id/eprint/185,2013-06-01 00:00:00.000000000,conference_item,"[{'id': 'wamiliana@gmail.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Wamiliana', 'given': 'Wamiliana'}}]",COMPUTATIONAL ASPECTS OF MODIFIED KRUSKAL ALGORITHM FOR DIAMETER RESTRICTED MINIMUM SPANNING TREE PROBLEM,TRUE,2016-07-18 08:07:11,185,archive,show,135-142,7,,,2016-07-20 04:18:13,"[{'main': 'Computational Aspects of Modified Kruskal Algorithm for Diameter Restricted MST.pdf', 'files': [{'datasetid': 'document', 'fileid': 1073, 'hash': 'd0023c2b59c0c06c42aefb8d95b39c2e', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2016-07-18 07:58:32', 'filesize': 3578628, 'objectid': 190, 'uri': 'http://repository.lppm.unila.ac.id/id/file/1073', 'filename': 'Computational Aspects of Modified Kruskal Algorithm for Diameter Restricted MST.pdf'}], 'docid': 190, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 185, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190', 'security': 'public'}]",,26 — 27 June 2013,paper,Aceh Besar,conference,The Fifth International Conference on Numerical Optimization and Operations Research,,
41,,,['FMIPA9'],disk0/00/00/14/85,public,2017-03-24 15:14:29,7,pub,published,['QA'],,,http://repository.lppm.unila.ac.id/id/eprint/1485,1970-01-01 00:00:00.000002013,conference_item,"[{'name': {'given': 'Wamiliana', 'honourific': None, 'family': 'Wamiliana', 'lineage': None}, 'id': 'wamiliana@gmail.com'}, {'id': None, 'name': {'lineage': None, 'family': 'Amanto', 'honourific': None, 'given': 'Amanto'}}, {'name': {'given': 'Mustofa', 'honourific': None, 'lineage': None, 'family': 'Usman'}, 'id': 'usman_alfha@yahoo.com'}]","Comparative Analysis for The Multi Period Degree
Minimum Spanning Tree Problem",TRUE,2017-03-24 15:14:29,1485,archive,show,27-29,7,,,2017-03-24 15:14:29,"[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 10092, 'hash': '1812855e6c19da0380631e1628001d82', 'mime_type': 'application/pdf', 'objectid': 1356, 'filesize': 3055870, 'filename': 'Comparative Analysis for The  Multi Period Degree Constrained MST.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/10092', 'hash_type': 'MD5', 'mtime': '2017-03-24 15:08:28'}], 'main': 'Comparative Analysis for The  Multi Period Degree Constrained MST.pdf', 'docid': 1356, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 1485, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/1356'}]",,27-29 Agustus 2013,paper,Lampung,conference,2nd International Conference on Engineering and Technology Development (ICETD 2013),['Universitas Lampung'],
42,"The First International Confrence on Law, Bussiness & Governance 2013",,['FMIPA9'],disk0/00/02/19/53,public,2020-06-05 04:18:15,7,pub,published,['AC'],Hasil Penilaian Sebidang atau Peer Review Karya Ilmiah Prosiding dan Makalah yang dipresentasikan (similarity),,http://repository.lppm.unila.ac.id/id/eprint/21953,1970-01-01 00:00:00.000002013,other,"[{'name': {'given': 'Warsono', 'honourific': None, 'lineage': None, 'family': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}]",Application of factor analysis to public sector integrity  in Indonesia,,2020-06-05 04:18:15,21953,archive,show,,516,,,2020-06-05 04:18:15,"[{'files': [{'objectid': 35367, 'filesize': 1763103, 'uri': 'http://repository.lppm.unila.ac.id/id/file/202674', 'filename': 'A17 - IS23% - Application_of_factor_analysis_to_public_sec.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-05 03:46:54', 'fileid': 202674, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '3953a24fbe894af4a3373c9d167f7e56'}], 'main': 'A17 - IS23% - Application_of_factor_analysis_to_public_sec.pdf', 'docid': 35367, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 21953, 'uri': 'http://repository.lppm.unila.ac.id/id/document/35367', 'pos': 1, 'security': 'public'}]",,,,,,,,
43,,,['FMIPA9'],disk0/00/00/34/31,public,2017-06-12 02:13:04,10,pub,published,['QA'],"The main purpose of this study is to analyze interrelationships among variables used on the survey of public sector integrity by IndonesiaÃ¢Â�Â�s Corruption Eradication Commission (Komisi Pemberantasan Korupsi, KPK). The nine variables include corruption experiences, corruption perceptions, working environments, administration systems, the behavior of individuals, corruption prevention efforts, integrity experiences, integrity potencies, and integrity total. Using factor analysis, the approach is to explain these variables in terms of their common underlying dimensions, well-known as factors. Technically, factor analysis involves condensing the information contained in a number of original variables into a smaller set of new composite factors with a minimum loss of information. The results show that based on eigen values the first factor alone accounts for 70.7% of the common variance. The second factor alone accounts for 13,4%. The common variance of the nine variables explained by two factors is 84.1%. Using the varimax rotation and based on values of factor loadings the first factor makes high contribution to the variance of corruption experiences, corruption perceptions, working environments, the behavior of individuals, integrity experiences, and integrity total variables. The second factor makes high contribution to the variance of corruption prevention efforts and integrity potencies variables. Similar results, also, are obtained by quartimax rotation and equamax rotation",,http://repository.lppm.unila.ac.id/id/eprint/3431,2013-10-24 00:00:00.000000000,conference_item,"[{'id': 'klppm@kpa.unila.ac.id', 'name': {'given': 'Warsono', 'lineage': None, 'family': 'Warsono', 'honourific': None}}, {'id': None, 'name': {'given': 'Armen', 'honourific': None, 'lineage': None, 'family': 'Yasir'}}, {'id': 'dksari13@gmail.com', 'name': {'given': 'Dian', 'honourific': None, 'lineage': None, 'family': 'Kurniasari'}}, {'name': {'family': 'Widiarti', 'lineage': None, 'honourific': None, 'given': 'Widiarti'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Saifuddin', 'lineage': None, 'given': 'Ridwan'}}]",Application of Factor Analysis to Public Sector Integrity in Indonesia,TRUE,2017-06-12 02:13:04,3431,archive,show,69-75,752,,http://artikel.ubl.ac.id/index.php/,2017-06-12 02:13:04,"[{'format': 'text', 'main': '_Proseding Internasional.pdf', 'files': [{'filesize': 1203989, 'objectid': 3289, 'filename': '_Proseding Internasional.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/23740', 'hash_type': 'MD5', 'mtime': '2017-06-05 09:37:24', 'datasetid': 'document', 'fileid': 23740, 'hash': '5c35886c140142325bbed73fc1cc4a4e', 'mime_type': 'application/pdf'}], 'docid': 3289, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 3431, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/3289', 'pos': 1}]",,23-24 Oktober 2013,paper,"Universitas Bandar Lampung, Lampung",conference,"International Conference on Law, Business and Governance (ICon-LBG)",,"[{'type': 'pub', 'url': 'http://artikel.ubl.ac.id/index.php/'}]"
