,title,type,creators,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,publisher,dir,divisions,rev_number,ispublished,full_text_status,status_changed,date_type,subjects,uri,abstract,publication,refereed,contact_email,pagerange,number,official_url,issn,volume,event_title,event_type,pres_type,event_dates,event_location,note,corp_creators,contributors,id_number,related_url
220,Modeling and Forecasting by the Vector Autoregressive Moving Average Model for Export of Coal and Data (Case Study from Indonesia over the Years 2002-2017),other,"[{'id': 'chacho81@yahoo.com', 'name': {'given': 'Warsono', 'lineage': None, 'family': 'Warsono', 'honourific': None}}]",show,2020-04-13 03:54:02,archive,19141,2020-04-13 03:54:02,"[{'placement': 1, 'eprintid': 19141, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32381', 'security': 'public', 'docid': 32381, 'main': '13. Modeling and Forecasting by the Vector Autoregressive Moving Average Model for Export of Coal and Data (Case Study from Indonesia over the Years 2002-2017).pdf', 'files': [{'hash': '85f1a9c3e117c9cb252c46eab11673ce', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 160480, 'filename': '13. Modeling and Forecasting by the Vector Autoregressive Moving Average Model for Export of Coal and Data (Case Study from Indonesia over the Years 2002-2017).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160480', 'objectid': 32381, 'filesize': 956810, 'mtime': '2020-04-13 03:51:54', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",516,Scimago journal and country rank (SJR),disk0/00/01/91/41,['FMIPA9'],7,pub,public,2020-04-13 03:54:02,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/19141,hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,['universitas lampung'],,,
221,"On the Moments, Cumulants, and Characteristics Function of The Log-Logistic Distribution",other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Warsono', 'given': 'Warsono'}, 'id': 'chacho81@yahoo.com'}]",show,2020-04-13 03:30:30,archive,19131,2020-04-13 03:30:30,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'filesize': 539805, 'objectid': 32371, 'filename': '8. On the Moments, Cumulants, and Characteristics Function of The Log-Logistic Distribution.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160404', 'hash_type': 'MD5', 'mtime': '2020-04-13 03:16:58', 'fileid': 160404, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'd322749c2c9babf8a90979b81ce052e1'}], 'main': '8. On the Moments, Cumulants, and Characteristics Function of The Log-Logistic Distribution.pdf', 'docid': 32371, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32371', 'security': 'public', 'placement': 1, 'eprintid': 19131}]",516,Institute Teknologi Sepuluh November,disk0/00/01/91/31,['FMIPA9'],7,pub,public,2020-04-13 03:30:30,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/19131,hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,['universitas lampung'],,,
222,Parameter Estimation of Bernoulli Distribustion using Maximum Likelihood and Bayesian Method,other,"[{'name': {'given': 'Warsono', 'lineage': None, 'family': 'Warsono', 'honourific': None}, 'id': 'chacho81@yahoo.com'}]",show,2020-04-13 05:03:26,archive,19159,2020-04-13 05:03:26,"[{'eprintid': 19159, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32400', 'pos': 1, 'format': 'text', 'files': [{'fileid': 160606, 'datasetid': 'document', 'hash': 'd8d53fda2d0a085009ff5414bcf3e9f6', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-04-13 04:40:38', 'filesize': 1199774, 'objectid': 32400, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160606', 'filename': '27. Parameter Estimation of Bernoulli Distribustion using Maximum Likelihood and Bayesian Method.pdf'}], 'main': '27. Parameter Estimation of Bernoulli Distribustion using Maximum Likelihood and Bayesian Method.pdf', 'docid': 32400, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",516,Fakultas MIPA UNILA,disk0/00/01/91/59,['FMIPA9'],7,pub,public,2020-04-13 05:03:26,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/19159,"Hasil penilaian sejawat, sebiodang atau peer riview",,,,,,,,,,,,,,,,,,
223,Pendekatan Distribusi Gamma terhadap Generalized Lambda Distribution (GLD) Berdasarkan Empat Momen Pertamanya,other,"[{'name': {'given': 'Warsono', 'family': 'Warsono', 'lineage': None, 'honourific': None}, 'id': 'chacho81@yahoo.com'}]",show,2020-04-13 04:44:44,archive,19151,2020-04-13 04:44:44,"[{'format': 'text', 'docid': 32392, 'main': '22. Pendekatan Distribusi Gamma terhadap Generalized Lambda Distribution (GLD) Berdasarkan Empat Momen Pertamanya.pdf', 'files': [{'datasetid': 'document', 'fileid': 160552, 'mime_type': 'application/pdf', 'hash': '899ddd4e94de5dd42ec496989407ad3e', 'objectid': 32392, 'filesize': 1204889, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160552', 'filename': '22. Pendekatan Distribusi Gamma terhadap Generalized Lambda Distribution (GLD) Berdasarkan Empat Momen Pertamanya.pdf', 'hash_type': 'MD5', 'mtime': '2020-04-13 04:20:23'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 19151, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32392'}]",516,Fakultas MIPA Unila,disk0/00/01/91/51,['FMIPA9'],7,pub,public,2020-04-13 04:44:44,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/19151,"Penilaioan sejawat, sebidang atau peer review",,,,,,,,,,,,,,,['universitas lampung'],,,
224,Pendekatan Distribusi Khi-Kuadrat terhadap Generalized Lambda Distribution (GLD) Berdasarkan Empat Momen Pertamanya,other,"[{'id': 'chacho81@yahoo.com', 'name': {'given': 'Warsono', 'family': 'Warsono', 'lineage': None, 'honourific': None}}]",show,2020-04-13 05:02:25,archive,19152,2020-04-13 05:02:25,"[{'files': [{'datasetid': 'document', 'fileid': 160562, 'hash': '9484f85f3739a962de7621da5871574f', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-04-13 04:25:51', 'objectid': 32393, 'filesize': 1190951, 'filename': '23. Pendekatan Distribusi Khi-Kuadrat terhadap Generalized Lambda Distribution (GLD) Berdasarkan Empat Momen Pertamanya.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160562'}], 'main': '23. Pendekatan Distribusi Khi-Kuadrat terhadap Generalized Lambda Distribution (GLD) Berdasarkan Empat Momen Pertamanya.pdf', 'docid': 32393, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 19152, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32393', 'pos': 1, 'security': 'public'}]",516,Fakultas MIPA UNILA,disk0/00/01/91/52,['FMIPA9'],7,pub,public,2020-04-13 05:02:25,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/19152,"Hasil penilaian sejawat, sebidang atau peer riview",,,,,,,,,,,,,,,['universitas lampung'],,,
225,Pendekatan Distribusi Log Normal dengan Distribusi Generalized Log-Logistic (GLL) Melalui Distribusi Generalized Gamma (GG),other,"[{'id': 'chacho81@yahoo.com', 'name': {'honourific': None, 'family': 'Warsono', 'lineage': None, 'given': 'Warsono'}}]",show,2020-04-13 03:49:43,archive,19140,2020-04-13 03:49:43,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32380', 'eprintid': 19140, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '14. Pendekatan Distribusi Log Normal dengan Distribusi Generalized Log-Logistic (GLL) Melalui Distribusi Generalized Gamma (GG).pdf', 'docid': 32380, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/160466', 'filename': '14. Pendekatan Distribusi Log Normal dengan Distribusi Generalized Log-Logistic (GLL) Melalui Distribusi Generalized Gamma (GG).pdf', 'objectid': 32380, 'filesize': 508361, 'mtime': '2020-04-13 03:45:15', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '6e54b47d4212fb930df11fb2aa7a53c9', 'fileid': 160466, 'datasetid': 'document'}]}]",516,universitas padjajaran,disk0/00/01/91/40,['FMIPA9'],8,pub,public,2020-04-13 03:49:43,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/19140,hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,['universitas lampung'],,,
226,Pendugaan Parameter Model Produksi Constant Elasticity of Subsitutions (CSE) dengan Metode Kuadrat Terkecil Nonlinier,other,"[{'name': {'honourific': None, 'family': 'Warsono', 'lineage': None, 'given': 'Warsono'}, 'id': 'chacho81@yahoo.com'}]",show,2020-04-13 04:17:48,archive,19146,2020-04-13 04:17:48,"[{'eprintid': 19146, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32386', 'pos': 1, 'format': 'text', 'main': '19. Pendugaan Parameter Model Produksi Constant Elasticity of Subsitutions (CSE) dengan Metode Kuadrat Terkecil Nonlinier.pdf', 'docid': 32386, 'files': [{'fileid': 160516, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'e5ca5ce02975f43ac1a84b62ec097c01', 'hash_type': 'MD5', 'mtime': '2020-04-13 04:01:43', 'filesize': 1219076, 'objectid': 32386, 'filename': '19. Pendugaan Parameter Model Produksi Constant Elasticity of Subsitutions (CSE) dengan Metode Kuadrat Terkecil Nonlinier.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160516'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",516,Universitas Lampung,disk0/00/01/91/46,['FMIPA9'],7,pub,public,2020-04-13 04:17:48,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/19146,hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,['universitas lampung'],,,
227,Perbedaan Solusi Masalah Instalasi Jaringan Multi Tahap dalam Proses Koneksi Menggunakan Algoritma Modifikasi Prim dan GNU Octave,other,"[{'id': 'chacho81@yahoo.com', 'name': {'given': 'Warsono', 'honourific': None, 'family': 'Warsono', 'lineage': None}}]",show,2020-04-13 04:17:46,archive,19145,2020-04-13 04:17:46,"[{'eprintid': 19145, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32385', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/160509', 'filename': '18. Perbedaan Solusi Masalah Instalasi Jaringan Multi Tahap dalam Proses Koneksi Menggunakan Algoritma Modifikasi Prim dan GNU Octave.pdf', 'objectid': 32385, 'filesize': 1205349, 'mtime': '2020-04-13 03:59:18', 'hash_type': 'MD5', 'hash': '3503c5573d88fd294116a874a36c13c9', 'mime_type': 'application/pdf', 'fileid': 160509, 'datasetid': 'document'}], 'main': '18. Perbedaan Solusi Masalah Instalasi Jaringan Multi Tahap dalam Proses Koneksi Menggunakan Algoritma Modifikasi Prim dan GNU Octave.pdf', 'docid': 32385, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",516,Universitas Lampung,disk0/00/01/91/45,['FMIPA9'],7,pub,public,2020-04-13 04:17:46,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/19145,hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,['universitas lampung'],,,
228,Uji Nisbah Kemungkinan dan Statistik pada Sebaran Generalized Weibull,other,"[{'id': 'chacho81@yahoo.com', 'name': {'given': 'Warsono', 'lineage': None, 'family': 'Warsono', 'honourific': None}}]",show,2020-04-13 05:02:57,archive,19155,2020-04-13 05:02:57,"[{'eprintid': 19155, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32396', 'format': 'text', 'main': '25. Uji Nisbah Kemungkinan dan Statistik pada Sebaran Generalized Weibull.pdf', 'docid': 32396, 'files': [{'objectid': 32396, 'filesize': 1185007, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160579', 'filename': '25. Uji Nisbah Kemungkinan dan Statistik pada Sebaran Generalized Weibull.pdf', 'hash_type': 'MD5', 'mtime': '2020-04-13 04:33:50', 'fileid': 160579, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '4d8d90efe76135f5531f104af8aca8f4'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",516,Fakultas MIPA Universitas Sriwijaya,disk0/00/01/91/55,['FMIPA9'],7,pub,public,2020-04-13 05:02:57,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/19155,"Hasil penilaian sejawat, sebidang atau peer riview",,,,,,,,,,,,,,,['universitas lampung'],,,
229,"Vector Autoregressive with Exogenous Variable Model and its 
Application in Modeling and Forecasting Energy Data: Case 
Study of PTBA and HRUM Energy",other,"[{'id': 'warsono.1963@fmipa.unila.ac.id', 'name': {'given': 'Warsono', 'honourific': None, 'family': 'Warsono', 'lineage': None}}]",show,2023-05-26 08:18:21,archive,52026,2023-05-26 08:18:21,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '2019 IJEEP Vector  Autoregressive with Exogenous Variable Model and its Application in Modeling.pdf.pdf', 'files': [{'datasetid': 'document', 'fileid': 616424, 'mime_type': 'application/pdf', 'hash': '1fc82fbd8c3aed534f5facb9e9ca59b8', 'hash_type': 'MD5', 'mtime': '2023-05-26 08:01:05', 'filesize': 1307576, 'objectid': 251708, 'filename': '2019 IJEEP Vector  Autoregressive with Exogenous Variable Model and its Application in Modeling.pdf.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/616424'}], 'docid': 251708, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/251708', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 52026}]",516,Turnitin,disk0_bak/00/05/20/26,['FMIPA9'],7,unpub,public,2023-05-26 08:18:21,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/52026,,,,,,,,,,,,,,,,,,,
230,Vector Autoregressive with Exogenous Variable Model and its Application,other,"[{'name': {'family': 'Warsono', 'lineage': None, 'honourific': None, 'given': 'Warsono'}, 'id': 'warsono.1963@fmipa.unila.ac.id'}]",show,2023-05-29 04:15:37,archive,52047,2023-05-29 04:15:37,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '_2019 CORRESPONDING Vector Autoregressive with Exogenous Variable Model and its Application.docx.pdf', 'docid': 251837, 'files': [{'fileid': 616711, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '0cd9b743017d4e2537dd1b53c1dda795', 'hash_type': 'MD5', 'mtime': '2023-05-29 03:27:17', 'filesize': 618450, 'objectid': 251837, 'uri': 'http://repository.lppm.unila.ac.id/id/file/616711', 'filename': '_2019 CORRESPONDING Vector Autoregressive with Exogenous Variable Model and its Application.docx.pdf'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/251837', 'pos': 1, 'eprintid': 52047, 'placement': 1}]",516,Corresponding Author,disk0_bak/00/05/20/47,['FMIPA9'],8,unpub,public,2023-05-29 04:15:37,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/52047,,,,,,,,,,,,,,,,,,,
231,Vector Autoregressive with Exogenous Variable Model and its Application in Modeling Forecasting Energy Data Case Study of PTBA and HRUM Energy,other,"[{'id': 'chacho81@yahoo.com', 'name': {'given': 'Warsono', 'family': 'Warsono', 'lineage': None, 'honourific': None}}]",show,2020-04-13 03:49:28,archive,19137,2020-04-13 03:49:28,"[{'files': [{'filename': '12. Vector Autoregressive with Exogenous Variable Model and its Application in Modeling Forecasting Energy Data Case Study of PTBA and HRUM Energy.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160448', 'objectid': 32377, 'filesize': 969510, 'mtime': '2020-04-13 03:35:53', 'hash_type': 'MD5', 'hash': '1c728da8fb5522ce2d33fe590cabb987', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 160448}], 'main': '12. Vector Autoregressive with Exogenous Variable Model and its Application in Modeling Forecasting Energy Data Case Study of PTBA and HRUM Energy.pdf', 'docid': 32377, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 19137, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32377', 'security': 'public'}]",516,Scimago journal and country rank (SJR),disk0/00/01/91/37,['FMIPA9'],7,pub,public,2020-04-13 03:49:28,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/19137,hasil penilaian sejawat sebidang atau peer review,,,,,,,,,,,,,,,['universitas lampung'],,,
232,"Approximations of the Generalized Log-Logistic
Distribution to the Chi-Square Distribution",other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Warsono', 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'given': 'Dian', 'honourific': None, 'family': 'Kurniasari', 'lineage': None}}]",show,2022-10-19 01:18:11,archive,45803,2022-10-19 01:18:11,"[{'format': 'text', 'main': 'Cek Similarity-Approximations of the GLL Distribution to the Chi-Square Distribution.pdf', 'docid': 184615, 'files': [{'hash': 'e11fe19abe2c272bd2a904048523ab66', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 507627, 'mtime': '2022-10-18 21:38:31', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/507627', 'filename': 'Cek Similarity-Approximations of the GLL Distribution to the Chi-Square Distribution.pdf', 'filesize': 582861, 'objectid': 184615}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 45803, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184615'}]",752,"Lembaga Penelitian dan Pengabdian kepada Masyarakat, ITS",disk0/00/04/58/03,['FMIPA9'],7,pub,public,2022-10-19 01:18:11,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/45803,,,,,,,,,,,,,,,,,,,
233,"On the Moments, Cumulants, and Characteristic Function of the Log-Logistic Distribution",other,"[{'name': {'family': 'Warsono', 'lineage': None, 'honourific': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'name': {'given': 'Dian', 'family': 'Kurniasari', 'lineage': None, 'honourific': None}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}]",show,2022-10-19 02:36:51,archive,45818,2022-10-19 02:36:51,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184630', 'security': 'public', 'placement': 1, 'eprintid': 45818, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'mtime': '2022-10-18 22:30:07', 'hash_type': 'MD5', 'filename': 'Cek Similarity-On the Moments, Cumulants, and Characteristic Function of the Log-Logistic Distribution.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/507730', 'objectid': 184630, 'filesize': 824769, 'hash': '0d59417ca71e8a4f4ec09dfd2564a4f2', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 507730}], 'main': 'Cek Similarity-On the Moments, Cumulants, and Characteristic Function of the Log-Logistic Distribution.pdf', 'docid': 184630, 'format': 'text'}]",752,"Lembaga Penelitian dan Pengabdian kepada Masyarakat, ITS",disk0/00/04/58/18,['FMIPA9'],7,pub,public,2022-10-19 02:36:51,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/45818,,,,,,,,,,,,,,,,,,,
234,On the Comparison of the Methods of Parameter Estimation for Pareto Distribution,other,"[{'name': {'family': 'Warsono', 'lineage': None, 'honourific': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}, {'id': 'amanto.1973@fmipa.unila.ac.id', 'name': {'given': 'Amanto', 'honourific': None, 'lineage': None, 'family': 'Amanto'}}]",show,2022-10-19 02:36:44,archive,45817,2022-10-19 02:36:44,"[{'placement': 1, 'eprintid': 45817, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184629', 'security': 'public', 'main': 'Cek Similarity-On the Comparison of the Methods of Parameter Estimation for Pareto Distribution.pdf', 'docid': 184629, 'files': [{'mime_type': 'application/pdf', 'hash': '3239432b668439805f987e0f64d46478', 'datasetid': 'document', 'fileid': 507721, 'uri': 'http://repository.lppm.unila.ac.id/id/file/507721', 'filename': 'Cek Similarity-On the Comparison of the Methods of Parameter Estimation for Pareto Distribution.pdf', 'filesize': 721255, 'objectid': 184629, 'mtime': '2022-10-18 22:27:30', 'hash_type': 'MD5'}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",752,IOP Publishing,disk0/00/04/58/17,['FMIPA9'],9,pub,public,2022-10-19 02:36:44,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/45817,,,,,,,,,,,,,,,,,,,
235,"Analysis of Dynamic Structure,granger casuality and forecasting with vector autoregresion (VAR) models and credit",article,"[{'name': {'family': 'Warsono', 'lineage': None, 'honourific': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'id': 'dksari13@gmail.com', 'name': {'given': 'Dian', 'honourific': None, 'lineage': None, 'family': 'Kurniasari'}}, {'id': None, 'name': {'given': 'M', 'honourific': None, 'lineage': None, 'family': 'Azram'}}, {'name': {'honourific': None, 'family': 'Usman', 'lineage': None, 'given': 'Mustofa'}, 'id': 'usman_alfha@yahoo.com'}]",show,2020-03-13 01:21:40,archive,18658,2020-03-13 01:21:40,"[{'main': '1. Analysis of Dynamic Structure, Granger Casuality and Forecasting with Vector Autoregression (Var) Models on Credit Risk Data.pdf', 'docid': 31830, 'files': [{'mime_type': 'application/pdf', 'hash': '916396a2fdcc045cc8766bf80cbd0bf7', 'fileid': 156723, 'datasetid': 'document', 'mtime': '2020-03-13 01:13:54', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/156723', 'filename': '1. Analysis of Dynamic Structure, Granger Casuality and Forecasting with Vector Autoregression (Var) Models on Credit Risk Data.pdf', 'objectid': 31830, 'filesize': 1009981}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 18658, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31830', 'pos': 1, 'security': 'public'}]",516,"Science International Lahore, Pakistan",disk0/00/01/86/58,['FMIPA9'],6,pub,public,2020-03-13 01:21:40,published,['QA'],http://repository.lppm.unila.ac.id/id/eprint/18658,hasil penilaian sejawat sebidang atau peer review,Science International Lahore,TRUE,,,,,1013-5316,,,,,,,,['universitas lampung'],,,
236,"ANALYSIS OF DYNAMIC STRUCTURE, GRANGER CAUSALITY AND
FORECASTING WITH VECTOR AUTOREGRESSION (VAR) MODELS ON 
CREDIT RISK DATA",other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Warsono', 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}}, {'name': {'given': 'Mustofa', 'honourific': None, 'family': 'Usman', 'lineage': None}, 'id': 'usman_alfha@yahoo.com'}]",show,2022-10-19 01:17:51,archive,45799,2022-10-19 01:17:51,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184611', 'pos': 1, 'eprintid': 45799, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Cek Similarity-Analysis of Dynamic Structure, Granger Causality and Forecasting with VAR.pdf', 'files': [{'mtime': '2022-10-18 21:23:07', 'hash_type': 'MD5', 'filename': 'Cek Similarity-Analysis of Dynamic Structure, Granger Causality and Forecasting with VAR.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/507598', 'objectid': 184611, 'filesize': 678072, 'mime_type': 'application/pdf', 'hash': '726f2114c5fdf2dd9e8f6018595d243d', 'fileid': 507598, 'datasetid': 'document'}], 'docid': 184611}]",752,Science International (Lahore),disk0/00/04/57/99,['FMIPA9'],8,pub,public,2022-10-19 01:17:51,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/45799,,,,,,,,,,,,,,,,,,,
237,Generalized Method of Moments’ Characteristics and its Application on Panel Data,other,"[{'name': {'lineage': None, 'family': 'Warsono', 'honourific': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}}, {'id': 'usman_alfha@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Usman', 'given': 'Mustofa'}}]",show,2022-10-19 02:36:11,archive,45812,2022-10-19 02:36:11,"[{'format': 'text', 'files': [{'filename': 'Cek Similarity-Generalized Method of Moments’ Characteristics and its Application on Panel Data.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/507682', 'filesize': 597733, 'objectid': 184623, 'mtime': '2022-10-18 22:11:02', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '39cb92ee504bf247f9361994608a2ffc', 'datasetid': 'document', 'fileid': 507682}], 'main': 'Cek Similarity-Generalized Method of Moments’ Characteristics and its Application on Panel Data.pdf', 'docid': 184623, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 45812, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184623'}]",752,Science International (Lahore),disk0/00/04/58/12,['FMIPA9'],7,pub,public,2022-10-19 02:36:11,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/45812,,,,,,,,,,,,,,,,,,,
238,"Neural Network Fuzzy Learning Vector Quantization (FLVQ) to
Identify Probability Distributions",other,"[{'id': 'klppm@kpa.unila.ac.id', 'name': {'given': 'Warsono', 'family': 'Warsono', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Dian', 'lineage': None, 'family': 'Kurniasari', 'honourific': None}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}, {'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'honourific': None, 'lineage': None, 'family': 'Usman'}}]",show,2022-10-19 02:36:29,archive,45816,2022-10-19 02:36:29,"[{'placement': 1, 'eprintid': 45816, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184628', 'pos': 1, 'security': 'public', 'main': 'Cek Similarity-Neural Network Fuzzy Learning Vector Quantization (FLVQ) to Indentify Probability Distributions.pdf', 'files': [{'fileid': 507714, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'c8ac94e968bab237f62309cbfa85b931', 'hash_type': 'MD5', 'mtime': '2022-10-18 22:24:04', 'objectid': 184628, 'filesize': 239554, 'filename': 'Cek Similarity-Neural Network Fuzzy Learning Vector Quantization (FLVQ) to Indentify Probability Distributions.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/507714'}], 'docid': 184628, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",752,IJCSNS International Journal of Computer Science and Network Security,disk0/00/04/58/16,['FMIPA9'],7,pub,public,2022-10-19 02:36:29,,['QA'],http://repository.lppm.unila.ac.id/id/eprint/45816,,,,,,,,,,,,,,,,,,,
