,date,uri,abstract,date_type,subjects,event_title,ispublished,rev_number,full_text_status,status_changed,event_type,divisions,dir,lastmod,official_url,documents,userid,metadata_visibility,pagerange,datestamp,referencetext,eprint_status,eprintid,event_location,title,event_dates,refereed,creators,pres_type,type,corp_creators,publisher,publication,issn,number,volume,related_url,id_number,place_of_pub,contact_email,succeeds,isbn,pages,series,contributors,note,funders,projects
102,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/16307,"There are many publications explored steady slip flow through micro channel such as micro annuals,
rectangular, elliptical.  This study solves analytically unsteady slip flow through elliptic micro channels in case of constant
pressure gradient. The exact solutions for the velocity field were found by variable separable method.",published,['QA75'],,pub,11,public,2019-11-14 11:23:47,,['FMIPA9'],disk0/00/01/63/07,2019-11-14 11:23:47,http://www.sci-int.com/Search?catid=100,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/29412', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 16307, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 29412, 'main': 'A Study Slip Flow Through Elliptic Microchannels.pdf', 'files': [{'datasetid': 'document', 'fileid': 139298, 'hash': 'e78236332b6c084d23adb57384bfbe93', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-13 13:23:57', 'objectid': 29412, 'filesize': 1059846, 'filename': 'A Study Slip Flow Through Elliptic Microchannels.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/139298'}], 'format': 'text'}]",845,show,,2019-11-14 11:23:47,,archive,16307,,A Study Slip Flow through elliptic Microchannels,,,"[{'name': {'given': 'Suharsono', 'honourific': None, 'lineage': None, 'family': 'Suharsono'}, 'id': 'suharsono.1962@fmipa.unila.ac.id'}]",,other,,Science International,,,,,,,,suharsono.1962@fmipa.unila.ac.id,,,,,,Peer Review publikasi,,
103,2018-04-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/8384,"This study aims to determine the minimum spanning tree of a complete graph    with weight constraints
and completion using the cutting plane method. The cutting plane method is one of the algorithms
included in the exact method. This algorithm works by reducing the solution area so that it becomes
narrower. As a result, the feasible solutions that will be investigated become less and less. This is because
the cutting plane method works based on the optimal linear programming solution of relaxation solved by
the simplex method. In this paper we give illustration of the algorithm applied for two cases, one for K4   
and one for K5. .",published,['QA'],,pub,11,public,2018-07-03 09:51:32,,['FMIPA9'],disk0/00/00/83/84,2018-07-03 09:51:32,http://ojs.fkip.ummetro.ac.id/index.php/matematika/article/view/1353/pdf,"[{'format': 'text', 'docid': 21426, 'main': '1353-4007-1-PB (1) Penggunaan Metode Cutting Plane...pdf', 'files': [{'datasetid': 'document', 'fileid': 82801, 'mime_type': 'application/pdf', 'hash': '0bd7a13b7f067e8c6ccb60c1810be956', 'hash_type': 'MD5', 'mtime': '2018-07-03 02:26:35', 'objectid': 21426, 'filesize': 427920, 'uri': 'http://repository.lppm.unila.ac.id/id/file/82801', 'filename': '1353-4007-1-PB (1) Penggunaan Metode Cutting Plane...pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 8384, 'placement': 2, 'security': 'public', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21426'}, {'security': 'public', 'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21427', 'eprintid': 8384, 'placement': 3, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 21427, 'main': '1353-4007-1-PB (1) Penggunaan Metode Cutting Plane...pdf', 'files': [{'filesize': 427920, 'objectid': 21427, 'uri': 'http://repository.lppm.unila.ac.id/id/file/82805', 'filename': '1353-4007-1-PB (1) Penggunaan Metode Cutting Plane...pdf', 'hash_type': 'MD5', 'mtime': '2018-07-03 02:29:41', 'datasetid': 'document', 'fileid': 82805, 'mime_type': 'application/pdf', 'hash': '0bd7a13b7f067e8c6ccb60c1810be956'}]}]",791,show,87-95,2018-07-03 09:51:32,,archive,8384,,"PENGGUNAAN METODE CUTTING PLANE  
UNTUK MENYELESAIKAN MINIMUM SPANNING TREE DENGAN
KENDALA BOBOT PADA GRAF Kn",,TRUE,"[{'name': {'given': 'Dewi', 'family': 'Suhika', 'lineage': None, 'honourific': None}, 'id': None}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'honourific': None, 'family': 'Wamiliana', 'lineage': None}}]",,article,,,Jurnal Aksioma,2442-5419,1.0,7.0,,,,,,,,,,,,
104,2018-12-20 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/12213,"Abstract— In the process of learning mathematics, there are high school mathematics materials that are difficult for
students to understand. For this reason, learning aids are needed. There are several mathematics learning aids that can be
used to help when solving mathematical problems, especially geometry, both simple and complex, including Geogebra,
Mathematica and Maple. The use of Geogebra software was chosen because this software is available for free only on
the internet. From the initial survey conducted to a number of teachers with samples of high school teachers in Lampung
province it appears that their knowledge of the use of Geogebra as a learning medium in mathematics lessons, obtained
that 90% of respondents answered that they had never used Geogebra in solving mathematical problems. In general,
they know that the use of computers is very necessary to facilitate their work. For example, processing student grades,
making transparency for learning media, making reports or papers, and so on. None of them have used Geogebra as a
teaching tool for mathematics in schools. In the end of this work, all participants need to continue to attend this work if
possible. This work very useful.
Keywords—Geogebra, geometry, high school.",published,['LB2300'],,pub,7,public,2019-05-09 05:14:10,,['FMIPA9'],disk0/00/01/22/13,2019-05-09 05:14:10,https://drive.google.com/file/d/1hFe6ZxdVh4eIeXf7vI4ZNWv12KlWugtY/view,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash': 'cf337f69612b77ab8557e7477daf600a', 'mime_type': 'application/pdf', 'fileid': 109117, 'datasetid': 'document', 'mtime': '2019-05-09 04:46:27', 'hash_type': 'MD5', 'filename': 'PROSIDING PKM.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/109117', 'objectid': 25195, 'filesize': 19856033}], 'main': 'PROSIDING PKM.pdf', 'docid': 25195, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25195', 'security': 'public', 'placement': 1, 'eprintid': 12213}]",746,show,307-311,2019-05-09 05:14:10,,archive,12213,,"Penggunaan Geogebra dalam Upaya Meningkatkan Prestasi Matematika Siswa
Bagi Guru Sekolah Menengah atas Propinsi Lampung",,TRUE,"[{'name': {'given': 'Ruby', 'family': 'Tiryono', 'lineage': None, 'honourific': None}, 'id': 'tiryono.1962@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Suharsono', 'honourific': None, 'given': 'Suharsono'}, 'id': 'suharsono.1962@fmipa.unila.ac.id'}, {'id': 'aangnuryaman@gmail.com', 'name': {'lineage': None, 'family': 'Nuryaman', 'honourific': None, 'given': 'Aang'}}, {'id': 'ansomath@yahoo.com', 'name': {'given': 'Muslim', 'family': 'Ansori', 'lineage': None, 'honourific': None}}]",,article,"['Unila', 'Unila', 'Unila', 'Unila']",Lembaga Penelitian dan Pengabdian kepada Masyarakat,Prosiding Seminar Nasional Hasil-hasil Pengabdian kepada Masyarakat 2018,978-602-0860-27-5,,,,,,,,,,,,,,
105,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/8735,"In analysis of time series data, the class of GARCH Models in many studies has proved very valuable in modeling time series with time varying volatility, especially in financial time series data. The behavior of financial data sometimes are not only have a high volatility and heterogeneous variances but also have an asymmetric effect or leverage effect due to the price down (bad news) and the price increase (good news). One of the models that can cope with the asymmetric effect is Exponential Generalized Autoregressive Conditional Heteroscedasticity (EGARCH) Model. The aims of this study is to find the best EGARCH Model for forecasting data share of PT. Tambang Batu Bara Bukit Asam Tbk from January 2009-February 2016. The results shown that the best model are ARIMA (1, 1, 0) Model and EGARCH (1.1) Models. The forecasting results also sound good and within the 95% confidence interval.",published,['QA'],,pub,12,public,2018-09-06 07:59:33,,['FMIPA9'],disk0/00/00/87/35,2018-09-06 07:59:33,https://medwelljournals.com/journalhome.php?jid=1816-949x,"[{'main': 'Medwell Journals_2018 Mustofa_Riyama_Widiarti.pdf', 'docid': 21814, 'files': [{'mime_type': 'application/pdf', 'hash': '170e22dcd111d68804ffc46a4c3cc26c', 'fileid': 85161, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85161', 'filename': 'Medwell Journals_2018 Mustofa_Riyama_Widiarti.pdf', 'objectid': 21814, 'filesize': 964541, 'mtime': '2018-08-21 01:53:47', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 8735, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21814', 'pos': 1, 'security': 'public'}, {'docid': 21821, 'main': 'index.html_doi=jeasci.2018.2593.2602', 'files': [{'mtime': '2018-08-21 03:09:31', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85191', 'filename': 'index.html_doi=jeasci.2018.2593.2602', 'objectid': 21821, 'filesize': 18132, 'hash': 'b4b6a1f76b0f7e732abd6b35c7213368', 'mime_type': 'text/html', 'fileid': 85191, 'datasetid': 'document'}], 'format': 'text', 'language': 'en', 'mime_type': 'text/html', 'rev_number': 2, 'placement': 2, 'eprintid': 8735, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21821', 'pos': 2, 'security': 'public'}]",33,show,2593-2602,2018-09-06 07:59:33,,archive,8735,,Modeling and Forecasting Time Series Data By EGARCH Model.,,TRUE,"[{'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'honourific': None, 'lineage': None, 'family': 'Usman'}}, {'name': {'honourific': None, 'family': 'Ambarwati', 'lineage': None, 'given': 'Riyama'}, 'id': None}, {'id': 'yusuf.barusman@ubl.ac.id', 'name': {'given': 'M Yusuf S', 'lineage': None, 'family': 'Barusman', 'honourific': None}}, {'name': {'given': 'Faiz A. M.', 'honourific': None, 'family': 'Elfaki', 'lineage': None}, 'id': None}, {'name': {'given': 'Widiarti', 'lineage': None, 'family': 'Widiarti', 'honourific': None}, 'id': 'widiarti08@gmail.com'}]",,article,,Medwell Journal,Journal of Engineering and Applied Sciences,1818-7803 (Online),9.0,13.0,,,,,,,,,,,,
106,2018-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/6613,"Objectives: To compare the WAC1, WAC2, and WAC3 algorithms against WADR1, WADR2, WADR3, WADR4, and WADR5 algorithms to solve the Multiperiod Degree Constrained Minimum Spanning Tree. Methods/Statistical analysis: WAC1, WAC2, and WAC3 are algorithms developed by modifying Prim’s algorithm for the Minimum Spanning Tree (MST) and adopting the period of installation/connecting for vertices in the network. In WAC1, WAC2, and WAC3  algorithms we consider the HVTk, the set of vertices that must be connected on kth period, while in WADR5 is not. In WAC1 the vertices in HVTk must be installed as early as possible, while in WAC2 is not given priority to be connected as soon as possible, but can be any time as long as the connection still on that current period. In WAC3 we adopt the smallest value for 2-path for vertex under consideration to be connected. All algorithm proposed used the same data as used in WADR1, WADR2,WADR3, WADR4 and WADR5. Findings: Since WAC1, WAC2, and WAC3, WADR5 algorithms are based on modified Prim’s algorithm, then the connectivity property is maintained during the process of installation/connection not like WADR1, WADR2, WADR3, and WADR4 where based on Kruskal’s. Based on the same data used and connectivity property, the result shows that the performance of WAC2 is the best among the other algorithms developed. Application/Improvements: Considering real-life application in the network installation problem, the WAC2 algorithm is one of alternative solutions since it maintains connectivity property and performs best. 

Keywords: comparative analysis, Modified Prim, degree constrained, multiperiod, connectivity",,['QA'],,pub,7,public,2018-03-20 08:36:19,,['FMIPA9'],disk0/00/00/66/13,2018-03-20 08:36:19,,"[{'docid': 19567, 'main': 'Comparative Analysis of Some Modified Prim.....Indian Journal of Science and Technology.pdf', 'files': [{'hash': '43c882f6f4fbd5e3e1979ed1b2c7a1a0', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 60989, 'mtime': '2018-03-15 09:42:29', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/60989', 'filename': 'Comparative Analysis of Some Modified Prim.....Indian Journal of Science and Technology.pdf', 'objectid': 19567, 'filesize': 444852}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 6613, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19567', 'security': 'public'}]",791,show,1-6,2018-03-20 08:36:19,,archive,6613,,Comparative Analysis of Some Modified Prim’s Algorithms to Solve The Multiperiod Degree Constrained Minimum Spanning Tree Problem,,TRUE,"[{'id': 'wamiliana@gmail.com', 'name': {'honourific': None, 'family': 'Wamiliana', 'lineage': None, 'given': 'Wamiliana'}}, {'id': 'asmiati308@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Asmiati', 'given': 'Asmiati'}}, {'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'honourific': None, 'lineage': None, 'family': 'Usman'}}, {'name': {'honourific': None, 'family': 'Hijriani', 'lineage': None, 'given': 'Astria'}, 'id': 'astria.hijriani@gmail.com'}, {'id': 'wibi.hastono@students.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Hastono', 'given': 'Wibi Cahyo'}}]",,article,,Indian Society for Education and Environment and co-published by Informatics (India) Ltd,Indian Journal of Science and Technology,0974-5645,11.0,11.0,[{'url': 'http://www.indjst.org/index.php/indjst/article/view/117069'}],10.17485/ijst/2018/v11i11/117069,,,,,,,,,,
107,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/6612,"Most in network design problems, The Minimum Spanning Tree (MST) is usually used as the backbone. If we add degree restriction on its vertices (can represent cities, stations, etc) of the graph (represents the network), the problem becomes the Degree Constrained Minimum Spanning Tree (DCMST) problem. However, to do the installation or connecting the network, it is possible that  the process must be done into some stages or periods. That situation occurs because of the weather constraint, fund constraint, etc. By restricting and dividing the stages or periods of the network’s installation, the problem emerges as The Multi Period Degree Constrained Minimum Spanning Tree (MPDCMST) problem or Multiperiod Installation Problem. We develop two algorithms based on Modified Prim’s algorithms (WAC1 and WAC2) to solve the MPDCMST problem, show and compare the different time installation effect on  quality of the solution by implementing and comparing those algorithms using 300 generate problems. 
 
Keywords and phrases minimum spanning tree; degree constrained; installation, period",published,['QA'],,pub,7,public,2018-03-20 08:36:05,,['FMIPA9'],disk0/00/00/66/12,2018-03-20 08:36:05,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19566', 'pos': 1, 'eprintid': 6612, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'objectid': 19566, 'filesize': 103928, 'filename': 'EC018020291 Different time Installation effect......FJEC.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/60982', 'hash_type': 'MD5', 'mtime': '2018-03-15 09:29:32', 'fileid': 60982, 'datasetid': 'document', 'hash': 'c213939e3a90e07b925504d3b1f86bff', 'mime_type': 'application/pdf'}], 'main': 'EC018020291 Different time Installation effect......FJEC.pdf', 'docid': 19566}]",791,show,291-300,2018-03-20 08:36:05,,archive,6612,,Different Time Installation Effect on The Quality of The Solution for The Multiperiods Intsllation Problem Using Modified Prim's Algorithm,,TRUE,"[{'name': {'given': 'Wamiliana', 'lineage': None, 'family': 'Wamiliana', 'honourific': None}, 'id': 'wamiliana@gmail.com'}, {'name': {'given': 'Warsono', 'lineage': None, 'family': 'Warsono', 'honourific': None}, 'id': 'klppm@kpa.unila.ac.id'}, {'name': {'given': 'Asmiati', 'honourific': None, 'family': 'Asmiati', 'lineage': None}, 'id': 'asmiati308@yahoo.com'}, {'name': {'given': 'Astria', 'family': 'Hijriani', 'lineage': None, 'honourific': None}, 'id': 'astria.hijriani@gmail.com'}, {'id': 'wibi.hastono@students.unila.ac.id', 'name': {'given': 'Wibi Cahyo', 'family': 'Cahyono', 'lineage': None, 'honourific': None}}]",,article,,Pushpa Publishing House,Far East Journal of Electronics and Communications,0973-7006,2.0,18.0,,10.17654/EC018020291,,,,,,,,,,
108,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/19236,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,7,public,2020-04-20 03:10:21,,['FMIPA9'],disk0/00/01/92/36,2020-04-20 03:10:21,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32470', 'security': 'public', 'placement': 1, 'eprintid': 19236, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'docid': 32470, 'main': 'A01 - IS16% - ANALYSIS_OF_DYNAMIC_STRUCTURE__GRANGER_CAUSALITY_A.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-04-20 02:47:44', 'filesize': 3508388, 'objectid': 32470, 'filename': 'A01 - IS16% - ANALYSIS_OF_DYNAMIC_STRUCTURE__GRANGER_CAUSALITY_A.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/161176', 'datasetid': 'document', 'fileid': 161176, 'hash': '6f24f3aefdde5147463b023e7e76dc74', 'mime_type': 'application/pdf'}], 'format': 'text'}]",752,show,,2020-04-20 03:10:21,,archive,19236,,"Analysis of Dynamic Structure, Granger Casuality and Forecasting with Vector Autoregression (Var) Models on Credit Risk Data",,,"[{'id': 'klppm@kpa.unila.ac.id', 'name': {'honourific': None, 'family': 'Warsono', 'lineage': None, 'given': 'Warsono'}}]",,other,,Science International (Lahore),,,,,,,,,,,,,,,,
109,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/19238,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,7,public,2020-04-20 03:11:23,,['FMIPA9'],disk0/00/01/92/38,2020-04-20 03:11:23,,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'A01 - IS16% - ANALYSIS_OF_DYNAMIC_STRUCTURE__GRANGER_CAUSALITY_A.pdf', 'files': [{'filename': 'A01 - IS16% - ANALYSIS_OF_DYNAMIC_STRUCTURE__GRANGER_CAUSALITY_A.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/161190', 'objectid': 32472, 'filesize': 3508388, 'mtime': '2020-04-20 03:02:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '6f24f3aefdde5147463b023e7e76dc74', 'datasetid': 'document', 'fileid': 161190}], 'docid': 32472, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32472', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 19238}]",516,show,,2020-04-20 03:11:23,,archive,19238,,"Analysis of Dynamic Structure, Granger Casuality and Forecasting with Vector Autoregression (Var) Models on Credit Risk Data",,,"[{'id': 'klppm@kpa.unila.ac.id', 'name': {'given': 'Warsono', 'honourific': None, 'family': 'Warsono', 'lineage': None}}]",,other,,Science International (Lahore),,,,,,,,,,,,,,,,
110,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/19248,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,7,public,2020-04-20 03:43:34,,['FMIPA9'],disk0/00/01/92/48,2020-04-20 03:43:34,,"[{'eprintid': 19248, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32482', 'pos': 1, 'format': 'text', 'docid': 32482, 'main': 'A11 - IS7% - CHARACTERISTICS_OF_KUMARASWAMY_DISTRIBUTION_PARAME.pdf', 'files': [{'fileid': 161267, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'a1666503f757f8c1c837f76c8eabcffd', 'filesize': 1370783, 'objectid': 32482, 'filename': 'A11 - IS7% - CHARACTERISTICS_OF_KUMARASWAMY_DISTRIBUTION_PARAME.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/161267', 'hash_type': 'MD5', 'mtime': '2020-04-20 03:22:39'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",516,show,,2020-04-20 03:43:34,,archive,19248,,Characteristics of Kumaraswamy Distribution Parameterestimation with Probability Weighted Moment (PWM) and Maximum Likelihood Estimation (MLE) Methods,,,"[{'name': {'given': 'Warsono', 'lineage': None, 'family': 'Warsono', 'honourific': None}, 'id': 'klppm@kpa.unila.ac.id'}]",,other,,Science International (Lahore),,,,,,,,,,,,,,,,
111,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/19247,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,7,public,2020-04-20 03:43:19,,['FMIPA9'],disk0/00/01/92/47,2020-04-20 03:43:19,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 32481, 'main': 'A10 - IS5% - ESTIMATING_THE_PROPORTION_IN_SMALL_AREA.pdf', 'files': [{'fileid': 161260, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '68be4c5a83ae0381ba7ce10b2202acec', 'objectid': 32481, 'filesize': 1284954, 'filename': 'A10 - IS5% - ESTIMATING_THE_PROPORTION_IN_SMALL_AREA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/161260', 'hash_type': 'MD5', 'mtime': '2020-04-20 03:21:07'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32481', 'security': 'public', 'placement': 1, 'eprintid': 19247}]",516,show,,2020-04-20 03:43:19,,archive,19247,,Estimating the Proportion in Small Area,,,"[{'id': 'klppm@kpa.unila.ac.id', 'name': {'given': 'Warsono', 'family': 'Warsono', 'lineage': None, 'honourific': None}}]",,other,,Science International (Lahore),,,,,,,,,,,,,,,,
112,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/19237,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,7,public,2020-04-20 03:11:07,,['FMIPA9'],disk0/00/01/92/37,2020-04-20 03:11:07,,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 32471, 'main': 'A02 - IS13% - ESTIMATION_OF_GENERALIZED_GAMMA_DISTRIBUTION_PARAM.pdf', 'files': [{'mtime': '2020-04-20 02:59:02', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/161183', 'filename': 'A02 - IS13% - ESTIMATION_OF_GENERALIZED_GAMMA_DISTRIBUTION_PARAM.pdf', 'filesize': 1633442, 'objectid': 32471, 'mime_type': 'application/pdf', 'hash': '830563103b45cb5091536dcf2e5116a8', 'datasetid': 'document', 'fileid': 161183}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32471', 'eprintid': 19237, 'placement': 1}]",752,show,,2020-04-20 03:11:07,,archive,19237,,Estimation of Generalized Gamma Distribution Paramter with Probability Weighted Moment Method,,,"[{'name': {'family': 'Warsono', 'lineage': None, 'honourific': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}]",,other,,Science International (Lahore),,,,,,,,,,,,,,,,
113,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/19239,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,7,public,2020-04-20 03:11:40,,['FMIPA9'],disk0/00/01/92/39,2020-04-20 03:11:40,,"[{'files': [{'hash': '830563103b45cb5091536dcf2e5116a8', 'mime_type': 'application/pdf', 'fileid': 161197, 'datasetid': 'document', 'mtime': '2020-04-20 03:04:09', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/161197', 'filename': 'A02 - IS13% - ESTIMATION_OF_GENERALIZED_GAMMA_DISTRIBUTION_PARAM.pdf', 'filesize': 1633442, 'objectid': 32473}], 'main': 'A02 - IS13% - ESTIMATION_OF_GENERALIZED_GAMMA_DISTRIBUTION_PARAM.pdf', 'docid': 32473, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 19239, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32473', 'pos': 1, 'security': 'public'}]",516,show,,2020-04-20 03:11:40,,archive,19239,,Estimation of Generalized Gamma Distribution Paramter with Probability Weighted Moment Method,,,"[{'name': {'given': 'Warsono', 'lineage': None, 'family': 'Warsono', 'honourific': None}, 'id': 'klppm@kpa.unila.ac.id'}]",,other,,Science International (Lahore),,,,,,,,,,,,,,,,
114,1970-01-01 00:00:00.000002018,http://repository.lppm.unila.ac.id/id/eprint/19246,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah Jurnal Ilmiah Internasional,published,['AC'],,pub,7,public,2020-04-20 03:43:02,,['FMIPA9'],disk0/00/01/92/46,2020-04-20 03:43:02,,"[{'docid': 32480, 'main': 'A09 - IS22% - ESTIMATION_OF_PARAMETERS_OF_GENERALIZED_BETA_OF_TH.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/161253', 'filename': 'A09 - IS22% - ESTIMATION_OF_PARAMETERS_OF_GENERALIZED_BETA_OF_TH.pdf', 'filesize': 2431950, 'objectid': 32480, 'mtime': '2020-04-20 03:16:38', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '4f2b02b5b22c123d0032a6277c4f4916', 'datasetid': 'document', 'fileid': 161253}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 19246, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32480', 'pos': 1, 'security': 'public'}]",516,show,,2020-04-20 03:43:02,,archive,19246,,Estimation of Parameters of Generalized Beta of the Second Kids (GB2) Distribution by Maximum Likelihood Estimation (MLE) and Newton-Raphson Interation,,,"[{'id': 'klppm@kpa.unila.ac.id', 'name': {'given': 'Warsono', 'lineage': None, 'family': 'Warsono', 'honourific': None}}]",,other,,"Pushpa Publishing House, Allahabad, India Far East Journal of Mathematical Sciense (FJMS)",,,,,,,,,,,,,,,,
