,date,uri,corp_creators,volume,abstract,subjects,date_type,ispublished,rev_number,status_changed,issn,full_text_status,divisions,publisher,publication,dir,documents,lastmod,number,userid,pagerange,metadata_visibility,eprint_status,eprintid,datestamp,refereed,title,creators,type,id_number,official_url,event_title,event_type,event_dates,pres_type,event_location,contact_email,keywords,referencetext,related_url,succeeds,funders,note
35,2020-11-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25914,['Universitas Lampung'],,"Pendugaan selang kepercayaan paramater adalah suatu penentuan selang nilai yang dihitung berdasarkan pengukuran statistik dan mempunyai peluang tertentu yang memuat parameter sebenarnya. Dibutuhkan suatu metode untuk melakukan pendugaan selang kepercayaan parameter dan metode yang digunakan adalah metode Maximum Likelihood Estimation dan metode Bootstrap. Tujuan dari penelitian ini adalah untuk melakukan pendugaan parameter dengan menggunakan metode maximum likelihood estimation dan melakukan analisis reliabilitas terhadap data masa hidup suatu sistem mesin pendingin pesawat yang mengikuti Distribusi Weibull, serta melakukan pendugaan selang kepercayaan parameternya. Semakin bertambahnya usia pakai mesin pendingin pesawat, nilai reliabilitas dari sebuah mesin pendingin pesawat juga mengalami penurunan.
Kata kunci: Pendugaan Selang Kepercayaan, Distribusi Gamma, Metode Maximum Likelihood Estimation, Metode Newton-Raphson, Metode Bootstrap,Reliabilitas",['QA'],submitted,submitted,7,2020-11-18 01:36:00,,public,['FMIPA9'],,,disk0/00/02/59/14,"[{'main': 'ABSTRAK SNMK III 2020 LINTANG DK.pdf', 'docid': 39709, 'files': [{'objectid': 39709, 'filesize': 2774399, 'uri': 'http://repository.lppm.unila.ac.id/id/file/232933', 'filename': 'ABSTRAK SNMK III 2020 LINTANG DK.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-17 14:25:48', 'datasetid': 'document', 'fileid': 232933, 'mime_type': 'application/pdf', 'hash': '5e63ddccba7f2f84a5c679093ca995c6'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 25914, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39709', 'pos': 1, 'security': 'public'}]",2020-11-18 01:36:00,,488,,show,archive,25914,2020-11-18 01:36:00,TRUE,MENENTUKAN SELANG KEPERCAYAAN PADA DATA MASA HIDUP SISTEN BERDISTRIBUSI WEIBULL DENGAN METODE MAXIMUM LIKELIHOOD ESTIMATION DAN BOOTSTRAP,"[{'id': 'lintang.diah025@gmail.com', 'name': {'given': 'Kusuma', 'lineage': None, 'family': 'Lintang Diah', 'honourific': None}}, {'name': {'given': 'Rudi', 'lineage': None, 'family': 'Ruswandi', 'honourific': None}, 'id': 'rudi.ruswandi@fmipa.unila.ac.id'}, {'name': {'given': 'Amanto', 'lineage': None, 'family': 'Amanto', 'honourific': None}, 'id': 'amanto.1973@fmipa.unila.ac.id'}, {'name': {'given': 'Mustofa', 'honourific': None, 'lineage': None, 'family': 'Mustofa'}, 'id': None}]",conference_item,,,Seminar Nasional Metode Metode Kuantitatif,conference,5 November 2020,paper,FMIPA Universitas lampung,,,,,,,
36,2020-11-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25922,['Universitas Lampung'],,"Misalkan c adalah suatu pewarnaan titik pada graf G dengan menggunakan warna-warna 1,2,…,k untuk suatu bilangan bulat positif k. Pewarnaan c merupakan suatu partisi Π dari V(G) ke dalam kelas-kelas warna yang saling bebas C_1,C_2,…,C_k, dimana titik-titik pada C_1 diberi warna i, 1≤i≤k. Kode warna, c_Π dari suatu titik v∈V(G) didefinisikan sebagai k-vektor yaitu: c_Π (v)=(d(v,C_1 ),d(v,C_2 ),…,d(v,C_k )) dengan  d(v,C_1 )= min {d(v,x)│x∈C_i } untuk 1≤i≤k. Jika setiap titik di G memiliki kode warna yang berbeda terhadap partisi Π, maka c disebut pewarnaan lokasi. Banyaknya warna minimum yang digunakan pada pewarnaan lokasi disebut bilangan kromatik lokasi dari G, dan dinotasikan dengan χ_L (G). Pada penelitian ini akan di bahas bilangan kromatik lokasi antara graf lengkap dan graf lintasan, dan bilangan kromatik lokasi dua graf lintasan.


Kata Kunci: hasil kali kartesian, graf lintasan, graf lengkap, bilangan kromatik lokasi.",['QA'],submitted,submitted,7,2020-11-18 01:36:21,,public,['FMIPA9'],,,disk0/00/02/59/22,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39727', 'pos': 1, 'eprintid': 25922, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 233020, 'mime_type': 'application/pdf', 'hash': '737eb497ae47fa7d9f63973a2e163f0d', 'objectid': 39727, 'filesize': 2774399, 'filename': 'ABSTRAK SNMK III 2020 LULUK RMJP.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/233020', 'hash_type': 'MD5', 'mtime': '2020-11-17 14:56:01'}], 'main': 'ABSTRAK SNMK III 2020 LULUK RMJP.pdf', 'docid': 39727}]",2020-11-18 01:36:21,,488,,show,archive,25922,2020-11-18 01:36:21,TRUE,LOCATING CHROMATIC NUMBER OF CARTESIAN PRODUCT OF COMPLETE GRAPH AND PATH,"[{'id': 'lulukrjmp94@gmail.com', 'name': {'lineage': None, 'family': 'Luluk', 'honourific': None, 'given': 'RMJP'}}, {'id': 'asmiati,1976@fmipa.unila.ac.id', 'name': {'given': 'Asmiati', 'family': 'Asmiati', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Wamiliana', 'lineage': None, 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}, {'name': {'lineage': None, 'family': 'Amanto', 'honourific': None, 'given': 'Amanto'}, 'id': 'amanto.1973@fmipa.unila.ac.id'}]",conference_item,,,Seminar Nasional Metode Kuantitatif III,conference,5 November 2020,paper,Jurusan Matematika FMIPA Universitas Lampung,,,,,,,
37,2020-11-05 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25597,,,"Peramalan merupakan dugaan terhadap permintaan yang akan datang berdasarkan pada beberapa variabel peramal, sering berdasarkan data deret waktu historis. Kebutuhan manusia akan teknologi khususnya dalam informasi dan telekomunikasi semakin tinggi, salah satunya internet. Jumlah pengguna internet semakin meningkat. Maka dari itu peramalan jumlah pengguna indihome diperlukan untuk meningkatkan kualitas layanan. Metode peramalan yang digunakan yaitu Autoregressive Integrated Moving Average (ARIMA). Variabel yang digunakan yaitu data jumlah pelanggan pelanggan. Peramalan ini disimulasikan menggunakan perangkat lunak Minitab. Dari hasil peramalan ini data pelanggan 4 bulan yang akan datang terus meningkat.


Kata kunci : peramalan, ARIMA, pelanggan",['QA'],submitted,submitted,7,2020-11-16 15:09:25,,public,['FMIPA9'],,,disk0/00/02/55/97,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39401', 'pos': 1, 'eprintid': 25597, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'nadhira.pdf', 'docid': 39401, 'files': [{'filename': 'nadhira.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/230680', 'objectid': 39401, 'filesize': 8812, 'mtime': '2020-11-16 12:10:58', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '6c1412855bc0961fb67a0d46f974bb30', 'datasetid': 'document', 'fileid': 230680}]}]",2020-11-16 15:09:25,,433,,show,archive,25597,2020-11-16 15:09:25,FALSE,PERAMALAN PENGGUNA INDIHOME MENGGUNAKAN METODE AUTOREGRESSIVE INTEGRATED MOVING AVERAGE (ARIMA),"[{'name': {'family': 'Nadhira', 'lineage': None, 'honourific': None, 'given': 'Dewiantari'}, 'id': '1nadhiradewiantari@gmail.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Nusyirwan', 'given': 'Nusyirwan'}, 'id': 'nusyirwan.1966@fmipa.unila.ac.id'}]",conference_item,,,Seminar Nasional Matematika Kuantitatif 3,conference,5 November 2020,speech,FMIPA UNILA,,,,,,,
38,2020-10-09 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24315,,10.0,"It is well known that a country’s economy is very dependent on the export of goods and services produced by that country. This depends on exporting
either mining products such as oil and gas or non-oil and gas. This paper will study the data export of oil and gas and data export of non-oil and gas
of Indonesian over the years 2008-2019. The aim of this study is to obtain the best model that can describe the pattern of the data export of oil and
gas and data export of non-oil and gas. From the results of the analysis, researchers found that the best models that can describe the pattern of data
export of oil and gas and data export of non-oil and gas are the same, namely: ARMA (2.1) -GARCH (1.1) models. These models for both data are
very significant with P < 0.0001 and < 0.0001, respectively, R-squares are 0.8797 and 0.7604, respectively and mean average percentage errors are
12.41 and 6.92, respectively. These models are very reliable, and they can be used to predict (forecast) for the next 12 periods (months).",['QA'],published,pub,7,2020-10-16 02:40:38,2146-4553,public,['FMIPA9'],EconJournals,International Journal of Energy Economics and Policy,disk0/00/02/43/15,"[{'placement': 1, 'eprintid': 24315, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38036', 'pos': 1, 'security': 'public', 'main': 'Dynamic Modeling Data Export Oil.pdf', 'files': [{'fileid': 221245, 'datasetid': 'document', 'hash': 'fb0a435de69b3b87494f919e3f4d65d6', 'mime_type': 'application/pdf', 'filesize': 1863582, 'objectid': 38036, 'uri': 'http://repository.lppm.unila.ac.id/id/file/221245', 'filename': 'Dynamic Modeling Data Export Oil.pdf', 'hash_type': 'MD5', 'mtime': '2020-10-15 13:51:02'}], 'docid': 38036, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2020-10-16 02:40:38,6.0,791,175-184,show,archive,24315,2020-10-16 02:40:38,TRUE,"Dynamic Modeling Data Export Oil and Gas and Non-Oil and
Gas by ARMA(2,1)-GARCH(1,1) Model: Study of Indonesian’s
Export over the Years 2008-2019","[{'id': 'nairobi.saibi@gmail.com', 'name': {'given': 'Nairobi', 'honourific': None, 'family': 'Nairobi', 'lineage': None}}, {'name': {'given': 'Edwin', 'honourific': None, 'family': 'Russel', 'lineage': None}, 'id': None}, {'id': 'ambya.1959@feb.unila.ac.id', 'name': {'given': 'ambya', 'honourific': None, 'family': 'ambya', 'lineage': None}}, {'id': 'arif.darmawan@feb.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Darmawan', 'given': 'Arif'}}, {'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'lineage': None, 'family': 'Usman', 'honourific': None}}, {'name': {'family': 'Wamiliana', 'lineage': None, 'honourific': None, 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}]",article,https://doi.org/10.32479/ijeep.9892,https://www.econjournals.com/index.php/ijeep,,,,,,,,,[{'url': 'https://www.econjournals.com/index.php/ijeep/article/view/9892/5434'}],,,
39,2020-06-22 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/22801,,,"Missing values in strip plot design cause an unbalanced design. As a result, several problems occur in analyzing the data. This paper presents the estimation of two and three missing values from strip-plot design with the fixed model using the Yates approach. However, the estimation toward the missing values in strip-plot design causes bias on the treatment mean squares which is shown by its expected value. To omit the bias caused by the estimated values, a procedure of Satterthwaite-Cochran approximation is applied. The procedure corrects the bias and gives an adjusted analysis of variance for the hypothesis test.",['HA'],published,pub,7,2020-06-26 13:35:38,,public,['FMIPA9'],,,disk0/00/02/28/01,"[{'placement': 1, 'eprintid': 22801, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36306', 'pos': 1, 'security': 'public', 'main': 'Nisa_2020_J._Phys. _Conf._Ser._1524_012049.pdf', 'files': [{'filesize': 950789, 'objectid': 36306, 'filename': 'Nisa_2020_J._Phys. _Conf._Ser._1524_012049.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/209239', 'hash_type': 'MD5', 'mtime': '2020-06-26 05:13:19', 'fileid': 209239, 'datasetid': 'document', 'hash': '32cd2ce72096a76ed734d8317bc09316', 'mime_type': 'application/pdf'}], 'docid': 36306, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2020-06-26 13:35:38,,644,,show,archive,22801,2020-06-26 13:35:38,TRUE,Analysis of variance for strip plot design with missing values: bias correction of the mean squares,"[{'name': {'given': 'Khoirin', 'lineage': None, 'family': 'Nisa', 'honourific': None}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'name': {'given': 'Nurmaita', 'honourific': None, 'lineage': None, 'family': 'Hamsyiah'}, 'id': None}, {'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'honourific': None, 'lineage': None, 'family': 'Usman'}}, {'id': 'klppm@kpa.unila.ac.id', 'name': {'family': 'Warsono', 'lineage': None, 'honourific': None, 'given': 'Warsono'}}]",conference_item,,https://doi.org/10.1088/1742-6596/1524/1/012049,International Seminar on New Paradigm and Innovation of Natural Sciences and its Application,conference,,paper,Semarang,,,,,,,
40,2020-02-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/20706,,82.0,"To obtain the wholesale price index (WPI) model and see the causal relationship between variables with the VECM approach based on the period January 2000 to August 2019. In this study, 3 variables are used; (i) Agriculture, (ii) Industry and (iii) Oil and Gas. This research begins with the stationarity test by looking at the plot and unit root test. When the variables are not stationary, a differencing is
necessarily needed. The lag assessment is performed by observing at the smallest Aikake Information Criteria (AIC) and Schwarzt Information Criteria (SIC). A cointegration test using Johansen test is conducted to find whether there is a longterm relationship between WPI variables as a condition to proceed to VECM modeling. To see the dynamic behavior of the VECM model the Impulse Response
Function (IRF) is used.    The best model obtained in this study is VECM(3) and based on the Granger causality analysis we obtained that Industry is affected by Oil and Gas, and Oil and Gas is affected by Industry and Agriculture.",['HA'],published,pub,8,2020-05-27 08:15:51,0193-4120,public,['FMIPA9'],The Mattingley Publishing Co.Inc,"TEST, ENGINEERING & MANAGEMEN",disk0/00/02/07/06,"[{'main': 'ARTIKEL NISA TEST COMPLETE.pdf', 'docid': 34058, 'files': [{'mime_type': 'application/pdf', 'hash': '65ca3851c0f5a11ba6b0e6862a5fd6dd', 'fileid': 194077, 'datasetid': 'document', 'mtime': '2020-05-27 08:07:24', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/194077', 'filename': 'ARTIKEL NISA TEST COMPLETE.pdf', 'filesize': 1333283, 'objectid': 34058}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 20706, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34058', 'security': 'public'}]",2020-05-27 08:15:51,,644,6898-6913,show,archive,20706,2020-05-27 08:15:51,TRUE,"Analysis of wholesale price indexes with the vector
error correction model (VECM) approach","[{'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'given': 'Khoirin', 'honourific': None, 'lineage': None, 'family': 'Nisa'}}, {'name': {'family': 'Warsono', 'lineage': None, 'honourific': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'name': {'given': 'Rima Nugrahiya', 'family': 'Putri', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Widiarti', 'honourific': None, 'given': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}, {'name': {'lineage': None, 'family': 'Russel', 'honourific': None, 'given': 'Edwin'}, 'id': None}]",article,,,,,,,,,,,[{'url': 'http://www.testmagzine.biz/index.php/testmagzine/article/view/1954'}],,,
41,2020-10-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/27002,,16.0,"This study aimed to predict seasonal time series data using the Holt-Winters
exponential smoothing additive model. The data used in this study is data
on the number of passengers departing at Hasanudin Airport in 2009-2019,
the source of the data obtained from the o�cial website of the Central Statis-
tics Agency. The results showed that the Holt-Winters exponential smoothing
method on the passenger's number at Hasanudin Airport from 2009 to 2019
contained trend patterns and seasonal patterns by �rst determining the initial
values and smoothing parameters minimize forecasting errors.",['QA'],published,pub,9,2020-12-07 01:23:48,"p-ISSN: 1412-6184, e-ISSN: 2549-9033",public,['FMIPA9'],Departemen Matematika UNPAD,Jurnal Matematika Integratif,disk0/00/02/70/02,"[{'main': 'Forecasting Seasonal Time Series Data using The Holt-Winters Exponential Smoothing Method of Additive Models.pdf', 'files': [{'filesize': 272307, 'objectid': 41018, 'uri': 'http://repository.lppm.unila.ac.id/id/file/242169', 'filename': 'Forecasting Seasonal Time Series Data using The Holt-Winters Exponential Smoothing Method of Additive Models.pdf', 'hash_type': 'MD5', 'mtime': '2020-12-05 07:16:38', 'fileid': 242169, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '47a27770caa9644c73aac49009ea5101'}], 'docid': 41018, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 2, 'content': 'published', 'placement': 1, 'eprintid': 27002, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41018', 'security': 'public'}]",2020-12-07 01:23:48,2.0,300,151-157,show,archive,27002,2020-12-07 01:23:48,TRUE,Forecasting Seasonal Time Series Data using The Holt-Winters Exponential Smoothing Method of Additive Models,"[{'name': {'given': 'Nurhamidah', 'honourific': None, 'family': 'Nurhamidah', 'lineage': None}, 'id': None}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Nusyirwan', 'lineage': None, 'given': 'Nusyirwan'}}, {'name': {'given': 'Ahmad', 'honourific': None, 'family': 'Faisol', 'lineage': None}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}]",article,doi:10.24198/jmi.v16.n2.29293.151-157,http://jurnal.unpad.ac.id/jmi/article/view/29293,,,,,,,,,,,,
42,2020-09-20 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/24234,,9.0,,['HA'],published,pub,14,2020-10-01 01:05:56,2319-8753,public,['FMIPA9'],Ess & Ess Research Publications,"International Journal of Innovative  Research in Science, Engineering and  Technology (IJIRSET)",disk0/00/02/42/34,"[{'format': 'text', 'main': 'Gamma and Log normal IJIRSET.pdf', 'docid': 37953, 'files': [{'filename': 'Gamma and Log normal IJIRSET.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/220636', 'objectid': 37953, 'filesize': 1117920, 'mtime': '2020-09-29 12:06:19', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'b4e487c55da642f4c218893ca2f80013', 'fileid': 220636, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 24234, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37953', 'pos': 1}]",2020-10-01 01:05:56,9.0,959,8478-8488,show,archive,24234,2020-10-01 01:05:56,TRUE,Gamma and Lognormal in Generelized Linear Model Persfective,"[{'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Nusyirwan', 'given': 'Nusyirwan'}}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'lineage': None, 'family': 'Herawati', 'honourific': None}}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Nisa', 'given': 'Khoirin'}}]",article,,http://www.ijirset.com,,,,,,,,,[{'url': 'http://www.ijirset.com/upload/2020/september/91_Nusyirwan_NC.PDF'}],,,
43,2020-09-04 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/25673,,,"The aim of this study is to examine the influence of scale parameters
that determine the coefficient of variance of both gamma and lognormal
models in perspective of generalized linear model (GLM).
The gamma and lognormal models are compared using the level of
accuracy and precision through data simulation with scale
parameters c = 0.5, 1.5, 2.5 and two different sample sizes n = 10,
20. The results show that the increasing value of the scale parameter
c and sample size n make the estimated coefficient of the gamma
regression coefficient more stable and more precise than the lognormal
model, as well as the precision.
keyword :
Code : MATH_PRES_01",['QA'],published,pub,8,2020-11-17 01:43:51,,public,['FMIPA9'],,,disk0/00/02/56/73,"[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '8e49075a14689de8831d213ae6f81888', 'datasetid': 'document', 'fileid': 231257, 'mtime': '2020-11-17 01:12:45', 'hash_type': 'MD5', 'filename': 'Book of Abstract the 3rd ICASMI v3.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/231257', 'filesize': 9543084, 'objectid': 39468}], 'main': 'Book of Abstract the 3rd ICASMI v3.pdf', 'docid': 39468, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 25673, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39468', 'pos': 1}]",2020-11-17 01:43:51,,433,,show,archive,25673,2020-11-17 01:43:51,TRUE,"Gamma and Lognormal Models in the Generalized
Linear Model Perspective","[{'name': {'honourific': None, 'lineage': None, 'family': 'Nusyirwan', 'given': 'Nusyirwan'}, 'id': 'nusyirwan.1966@fmipa.unila.ac.id'}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Herawati', 'family': 'Netti', 'lineage': None, 'honourific': None}}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Nisa', 'honourific': None, 'given': 'Khoirin'}}]",conference_item,,https://sites.google.com/fmipa.unila.ac.id/icasmi-2020,"3rd International Conference on Applied Science, Mathematics, and Informatics (ICASMI)",conference,04 September 2020,speech,FMIPA UNILA,,,,,,,
44,1970-01-01 00:00:00.000002020,http://repository.lppm.unila.ac.id/id/eprint/45509,,,,['QA'],,pub,7,2022-10-05 04:06:49,,public,['FMIPA9'],UIN Raden Intan Lampung,,disk0/00/04/55/09,"[{'eprintid': 45509, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184285', 'pos': 1, 'format': 'text', 'main': 'The X[[S]]-Sub-Exact Sequence of Generalized Power Series Rings .pdf', 'files': [{'mtime': '2022-10-05 03:48:20', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/505402', 'filename': 'The X[[S]]-Sub-Exact Sequence of Generalized Power Series Rings .pdf', 'objectid': 184285, 'filesize': 494490, 'hash': '169bb9a7321cca7b11b8f349d3a10d19', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 505402}], 'docid': 184285, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-10-05 04:06:49,,263,,show,archive,45509,2022-10-05 04:06:49,,Hasil cek similaritas artikel 'The X[[S]]-Sub-Exact Sequence of Generalized Power Series Rings',"[{'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Wesly Agustinus', 'family': 'Pardedde', 'lineage': None, 'honourific': None}}, {'name': {'family': 'Faisol', 'lineage': None, 'honourific': None, 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'name': {'given': 'Fitriani', 'family': 'Fitriani', 'lineage': None, 'honourific': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",other,,,,,,,,,,,,,,
