,date,uri,abstract,volume,date_type,subjects,ispublished,rev_number,issn,full_text_status,status_changed,publication,dir,divisions,lastmod,documents,userid,number,metadata_visibility,pagerange,datestamp,eprintid,eprint_status,contact_email,title,refereed,creators,type,publisher,related_url,official_url,id_number,corp_creators,contributors,funders,projects,pages,isbn,place_of_pub,series,event_type,event_title,event_dates,pres_type,event_location,keywords,patent_applicant,editors
33,2017-10-31 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/5655,"This paper presents the data acquisition system of water level measurements using short message service
(SMS) gateway at frequency of Global System for Mobile communication (GSM) ranging from 900 MHz
to 907.5 MHz. We use the HC-SR04 ultrasonic transducer with a frequency of 40 kHz and a measurement
range up to 5 m for water level detection. The output of the water level measurement are shown in LCD
monitor, stored in microSD, and transferred to mobile phone by SMS gateway system. The data
transmission using SMS gateway is realized using two models, namely the scheduled and requested
transmission. The analysis of the data transmission using SMS gateway shows the time shift due to the
transmission process for about 25 seconds. The modem processing time called the time-shift occurs due to
the processing, transmition, and receiving data into information. To reduce this time-shift, we designed the
commands in the program by creating and transmitting to a single information model. The average time
reduction of time-shift decreases to about 4.15 seconds for 30 mobile phone number. The overall analysis
of data acquisition system shows good results and efficient.",95.0,published,['QC'],pub,13,1992-8645,public,2017-11-16 06:48:32,Journal of Theoretical and Applied Information Technology,disk0/00/00/56/55,['FMIPA1'],2017-11-16 06:48:32,"[{'format': 'text', 'main': '4Vol95No20_jatit.pdf', 'docid': 18598, 'files': [{'hash': 'f14d0c71e16b48236f39d553782b5a71', 'mime_type': 'application/pdf', 'fileid': 52990, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/52990', 'filename': '4Vol95No20_jatit.pdf', 'filesize': 512407, 'objectid': 18598, 'mtime': '2017-11-16 04:02:55', 'hash_type': 'MD5'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 5655, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/18598', 'pos': 1}]",1061,20,show,5340-5347,2017-11-16 06:48:32,5655,archive,warsito@fmipa.unila.ac.id,"ANALYSIS AND REDUCTION OF TIME SHIFT BETWEEN
SENDING AND RECEIVING ON DATA ACQUISITION
USING SMS GATEWAY SYSTEM",TRUE,"[{'id': 'warsito@fmipa.unila.ac.id', 'name': {'given': 'Warsito', 'family': 'Warsito', 'lineage': None, 'honourific': None}}]",article,Little Lion Scientific Jatit,[{'url': 'http://www.jatit.org/'}],http://www.jatit.org/volumes/Vol95No20/4Vol95No20.pdf,http://www.jatit.org/volumes/Vol95No20/4Vol95No20.pdf,['Jurusan Fisika FMIPA Unila'],"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Warsito', 'lineage': None, 'family': 'Warsito', 'honourific': None}, 'id': 'warsito@fmipa.unila.ac.id'}, {'id': 'gurum4in@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Pauzi', 'given': 'Gurum A.'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': 'amir.supriyanto@fmipa.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'family': 'Supriyanto', 'honourific': None, 'given': 'Amir'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Berli', 'family': 'Putra', 'lineage': None, 'honourific': None}, 'id': None}, {'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'family': 'Umar', 'lineage': None, 'honourific': None, 'given': 'Lazuardi'}}, {'id': None, 'name': {'given': 'Sri Wahyu', 'family': 'Suciyati', 'lineage': None, 'honourific': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",['DRPM DIKTI'],['Hibah Kompetensi'],,,,,,,,,,"Data Acquisition, Water Level, Real Time, On Line, Sms Gateway",,
34,2017-07-04 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/5664,"An enhancement in the secondary battery safety demands the optimum synthesis of glass-ceramics electrolytes
with modified ionic conductivity. To achieve improved ionic conductivity and safer operation of
the battery, we synthesized Li2O included zinc-tellurite glass-ceramics based electrolytes of chemical
composition (85-x)TeO2�xLi2O�15ZnO, where x = 0, 5, 10, 15 mol%. Samples were prepared using the melt
quenching method at 800 �C followed by thermal annealing at 320 �C for 3 h and characterized. The
effects of varying temperature, alternating current (AC) frequency and Li2O concentration on the structure
and ionic conductivity of such glass-ceramics were determined. The SEM images of the annealed
glass-ceramic electrolytes displayed rough surface with a uniform distribution of nucleated crystal flakes
with sizes less than 1 lm. X-ray diffraction analysis confirmed the well crystalline nature of achieved
electrolytes. Incorporation of Li2O in the electrolytes was found to generate some new crystalline phases
including hexagonal Li6(TeO6), monoclinic Zn2Te3O8 and monoclinic Li2Te2O5. The estimated crystallite
size of the electrolyte was ranged from �40 to 80 nm. AC impedance measurement revealed that the variation
in the temperatures, Li2O contents, and high AC frequencies have a significant influence on the ionic
conductivity of the electrolytes. Furthermore, electrolyte doped with 15 mol% of Li2O exhibited the optimum
performance with an ionic conductivity �2.4 � 10�7 S cm�1 at the frequency of 54 Hz and in the
temperature range of 323–473 K. This enhancement in the conductivity was attributed to the sizable
alteration in the ions vibration and ruptures of covalent bonds in the electrolytes network structures.",7.0,published,['QC'],pub,6,2211-3797,public,2017-11-16 06:48:42,Results in Physics,disk0/00/00/56/64,['FMIPA1'],2017-11-16 06:48:42,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/18610', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 5664, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2017-11-16 04:31:05', 'filesize': 849507, 'objectid': 18610, 'uri': 'http://repository.lppm.unila.ac.id/id/file/53082', 'filename': 'warsito.pdf', 'datasetid': 'document', 'fileid': 53082, 'hash': '6f50c86676daf44f80fd3e6c297b8465', 'mime_type': 'application/pdf'}], 'main': 'warsito.pdf', 'docid': 18610, 'format': 'text'}]",1061,,show,2277-2280,2017-11-16 06:48:42,5664,archive,,Improved ionic conductivity of lithium-zinc-tellurite glass-ceramic electrolytes,TRUE,"[{'id': 'warsito@fmipa.unila.ac.id', 'name': {'given': 'Warsito', 'lineage': None, 'family': 'Warsito', 'honourific': None}}]",article,Elsevier,,https://www.journals.elsevier.com/results-in-physics,http://dx.doi.org/10.1016/j.rinp.2017.07.003,['Jurusan Fisika FMIPA Unila'],"[{'id': 'warsito@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Warsito', 'lineage': None, 'given': 'Warsito'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': None, 'name': {'given': None, 'honourific': None, 'lineage': None, 'family': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,,,,,"Zinc-tellurite
Glass-ceramics
X-ray diffraction
Ionic conductivity
Lithium oxide",,
35,2017-10-31 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/7124,"This paper presents the data acquisition system of water level measurements using short message service (SMS) gateway at frequency of Global System for Mobile communication (GSM) ranging from 900 MHz to 907.5 MHz. We use the HC-SR04 ultrasonic transducer with a frequency of 40 kHz and a measurement range up to 5 m for water level detection. The output of the water level measurement are shown in LCD monitor, stored in microSD, and transferred to mobile phone by SMS gateway system. The data transmission using SMS gateway is realized using two models, namely the scheduled and requested transmission. The analysis of the data transmission using SMS gateway shows the time shift due to the transmission process for about 25 seconds. The modem processing time called the time-shift occurs due to the processing, transmition, and receiving data into information. To reduce this time-shift, we designed the commands in the program by creating and transmitting to a single information model. The average time reduction of time-shift decreases to about 4.15 seconds for 30 mobile phone number. The overall analysis of data acquisition system shows good results and efficient",95.0,published,['QC'],pub,9,1992-8645,public,2018-06-21 02:25:06,Journal of Theoretical and Applied Information Technology,disk0/00/00/71/24,['FMIPA1'],2018-06-21 02:25:06,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'AmirSupriyanto_Jurnal_Internasional.pdf', 'files': [{'objectid': 20119, 'filesize': 1347331, 'filename': 'AmirSupriyanto_Jurnal_Internasional.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/64890', 'hash_type': 'MD5', 'mtime': '2018-06-09 06:09:33', 'datasetid': 'document', 'fileid': 64890, 'mime_type': 'application/pdf', 'hash': '58cb8863375d7ef1e4cc3c7b2d59b3d9'}], 'docid': 20119, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20119', 'eprintid': 7124, 'placement': 1}]",387,20,show,5340-5347,2018-06-21 02:25:06,7124,archive,,"ANALYSIS AND REDUCTION OF TIME SHIFT BETWEEN
SENDING AND RECEIVING ON DATA ACQUISITION
USING SMS GATEWAY SYSTEM",TRUE,"[{'id': 'warsito@fmipa.unila.ac.id', 'name': {'family': 'Warsito', 'lineage': None, 'honourific': None, 'given': 'Warsito'}}, {'name': {'family': 'Pauzi', 'lineage': None, 'honourific': None, 'given': 'Gurum A.'}, 'id': 'gurum4in@yahoo.com'}, {'name': {'family': 'Supriyanto', 'lineage': None, 'honourific': None, 'given': 'Amir'}, 'id': 'amir.supriyanto@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'Berli L', 'honourific': None, 'lineage': None, 'family': 'Putra'}}, {'name': {'honourific': None, 'family': 'Umar', 'lineage': None, 'given': 'Lazuaardi'}, 'id': None}, {'name': {'given': 'Sri Wahyu', 'honourific': None, 'family': 'Suciyati', 'lineage': None}, 'id': None}]",article,Little Lion Scientific Jatit,,http://www.jatit.org/volumes/ninetyfive20.php,,,,,,,,,,,,,,,"Acquisition, Water Level, Real Time, On Line, Sms Gateway",,
36,2017-10-31 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/7804,"This paper presents the data acquisition system of water level measurements using short message service (SMS) gateway at frequency of Global System for Mobile communication (GSM) ranging from 900 MHz to 907.5 MHz. We use the HC-SR04 ultrasonic transducer with a frequency of 40 kHz and a measurement range up to 5 m for water level detection. The output of the water level measurement are shown in LCD monitor, stored in microSD, and transferred to mobile phone by SMS gateway system. The data transmission using SMS gateway is realized using two models, namely the scheduled and requested transmission. The analysis of the data transmission using SMS gateway shows the time shift due to the transmission process for about 25 seconds. The modem processing time called the time-shift occurs due to the processing, transmition, and receiving data into information. To reduce this time-shift, we designed the commands in the program by creating and transmitting to a single information model. The average time reduction of time-shift decreases to about 4.15 seconds for 30 mobile phone number. The overall analysis of data acquisition system shows good results and efficient.",95.0,published,['QC'],pub,15,1992-8645,public,2018-06-26 08:02:22,Journal of Theoretical and Applied Information Technology,disk0/00/00/78/04,['FMIPA1'],2018-06-26 08:02:22,"[{'placement': 1, 'eprintid': 7804, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20844', 'pos': 1, 'security': 'public', 'main': '4Vol95No20.pdf', 'docid': 20844, 'files': [{'hash': 'b6ac1d9cf7f0dea406c2af779a9c6571', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 69876, 'mtime': '2018-06-26 02:58:14', 'hash_type': 'MD5', 'filename': '4Vol95No20.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/69876', 'filesize': 512331, 'objectid': 20844}], 'format': 'text', 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf'}]",434,20,show,5340-5347,2018-06-26 08:02:22,7804,archive,,"ANALYSIS AND REDUCTION OF TIME SHIFT BETWEEN 
SENDING AND RECEIVING ON DATA ACQUISITION 
USING SMS GATEWAY SYSTEM",TRUE,"[{'id': 'warsito@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Warsito', 'lineage': None, 'given': 'Warsito'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Pauzi', 'given': 'Gurum A.'}, 'id': 'gurum4in@yahoo.com'}, {'id': 'r.supriyanto@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Supriyanto', 'lineage': None, 'given': 'Supriyanto'}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Putra', 'given': 'Berli L'}}, {'name': {'lineage': None, 'family': 'Umar', 'honourific': None, 'given': 'Lazuaardi'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Suciyati', 'given': 'Sri Wahyu'}, 'id': None}]",article,Little Lion Scientific Jatit,,http://www.jatit.org/volumes/Vol95No20/4Vol95No20.pdf,,,,,,,,,,,,,,,,,
37,2017-09-06 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/27319,,,published,['TK'],pub,8,,public,2021-01-18 01:05:51,,disk0/00/02/73/19,['FMIPA1'],2021-01-18 01:05:51,"[{'eprintid': 27319, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41325', 'pos': 1, 'format': 'text', 'main': 'Ciptaan SISA dan lampiran.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '5a4cf1d0881773f03e6183a4dbb3e584', 'datasetid': 'document', 'fileid': 244487, 'mtime': '2021-01-15 02:21:18', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244487', 'filename': 'Ciptaan SISA dan lampiran.pdf', 'objectid': 41325, 'filesize': 1362537}], 'docid': 41325, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",586,,show,,2021-01-18 01:05:51,27319,archive,,Surat Catatan Penciptaan EC00201826248 dan Lampiran karyanya,,"[{'name': {'given': 'Warsito', 'lineage': None, 'family': 'Warsito', 'honourific': None}, 'id': 'warsito@fmipa.unila.ac.id'}, {'name': {'given': 'Sri Ratna', 'honourific': None, 'family': 'Sulistiyanti', 'lineage': None}, 'id': 'sr_sulistiyanti@eng.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Junaidi', 'honourific': None, 'given': 'Junaidi'}, 'id': 'junaidi.1982@fmipa.unila.ac.id'}, {'id': 'gurum.ahmadpauzi@fmipa.unila.ac.id', 'name': {'given': 'Gurum Ahmad', 'honourific': None, 'lineage': None, 'family': 'Pauzi'}}]",patent,,,,EC00201826248,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,LPPM Universitas Lampung,
38,2017-09-06 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/27306,,,published,['TK'],pub,8,,public,2021-01-14 03:08:24,,disk0/00/02/73/06,['FMIPA1'],2021-01-14 03:08:24,"[{'eprintid': 27306, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41315', 'format': 'text', 'main': 'Ciptaan SISA dan lampiran.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '5a4cf1d0881773f03e6183a4dbb3e584', 'datasetid': 'document', 'fileid': 244411, 'filename': 'Ciptaan SISA dan lampiran.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244411', 'filesize': 1362537, 'objectid': 41315, 'mtime': '2021-01-13 08:40:33', 'hash_type': 'MD5'}], 'docid': 41315, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",586,,show,,2021-01-14 03:08:24,27306,archive,,Surat Pencatatan Ciptaan dan dokumen karya yag dinilai,,"[{'name': {'family': 'Warsito', 'lineage': None, 'honourific': None, 'given': 'Warsito'}, 'id': 'warsito@fmipa.unila.ac.id'}, {'id': 'sr_sulistiyanti@eng.unila.ac.id', 'name': {'given': 'Sri Ratna', 'family': 'Sulistiyanti', 'lineage': None, 'honourific': None}}, {'name': {'given': 'Junaidi', 'honourific': None, 'lineage': None, 'family': 'Junaidi'}, 'id': 'junaidi.1982@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Pauzi', 'honourific': None, 'given': 'Gurum Ahmad'}, 'id': 'gurum.ahmadpauzi@fmipa.unila.ac.id'}]",patent,,,,EC00201826248,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,LPPM Universitas Lampung,
39,2017-03-01 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/2610,"Pada bagian pertama dan kedua saya akan menyampaikan beberapa pengantar terkait dengan sistem sensor, akuisisi data. Pada bagian ketiga dan keempat akan menjelaskan terkait dengan perkembangan sistem sensor optik khususnya optocoupler dan sensor magnetik, karakteristik dan penerapannya. Pada bagian kelima, akan membahas tren perkembangan sistem sensor dan akuisisi data saat ini serta peluang di masa depan. Bagian penutup akan mengulas posisi sains instrumentasi dalam perkembangan suatu sistem sensor.",,published,['QC'],pub,8,,public,2017-06-02 11:43:51,,disk0/00/00/26/10,['FMIPA1'],2017-06-02 11:43:51,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2492', 'security': 'public', 'placement': 1, 'eprintid': 2610, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 2492, 'main': 'Warsito_Insentif_Buku_Referensi_Terbit2017.pdf', 'files': [{'mtime': '2017-05-31 09:51:04', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/18037', 'filename': 'Warsito_Insentif_Buku_Referensi_Terbit2017.pdf', 'objectid': 2492, 'filesize': 1802765, 'hash': '36014f9161b373e7d187fb717717a28b', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 18037}], 'format': 'text'}]",1061,,show,,2017-06-02 11:43:51,2610,archive,,SISTEM INSTRUMENTASI: SERI APLIKASI SENSOR OPTIK DAN MAGNETIK,TRUE,"[{'id': 'warsito@fmipa.unila.ac.id', 'name': {'given': 'warsito', 'honourific': None, 'family': 'Warsito', 'lineage': None}}]",book,AURA printing,,,,['Fisika FMIPA Unila'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,83.0,978-602-6565-77-8,Bandar Lampung,,,,,,,,,"[{'id': 'warsito@fmipa.unila.ac.id', 'name': {'given': 'Warsito', 'honourific': None, 'lineage': None, 'family': 'Warsito'}}]"
40,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/13859,"The aims of this research was determined from yield analysis on the leaves extract of Sansevieria trifasciata and Sansevieria cylindrica. It was also determined by the presence of bioactive compounds that have the potential as antioxidants (phytochemical screening) on the leaves extract of S. trifasciata and S. cylindrica.The method used was a stratified extraction method with three types of solvent, ie non-polar solvent in the form of N Hexan; A semi-polar solvent of Aceton; And a polar solvent of Ethanol. The identification of six types of phytochemical compounds, the triterpenoid and steroid compounds, saponins, phenols, flavonoids, quinones and alkaloids. The result of rendement analysis showed that S. trifasciata yield was higher than S. cylindrica. The yield of S. trifasciata was 7.89 % and S. cylindrica 6.79%. The result of phytochemical compound analysis obtained three phytochemical compounds contained in S. trifasciata, named triterpenoid group compounds and steroids and flavonoids. Meanwhile, the results of the analysis of phytochemical compounds contained in S. cylindrica also obtained three phytochemical compounds, namely triterpenoid compounds and steroidal groups and alkaloids.",17.0,published,"['QC', 'QK']",pub,7,1410-5020,public,2019-08-25 17:06:43,Jurnal Penelitian Pertanian Terapan,disk0/00/01/38/59,['FMIPA1'],2019-08-25 17:06:43,"[{'main': '336-1419-1-PB mb whika.pdf', 'files': [{'mtime': '2019-08-19 04:24:03', 'hash_type': 'MD5', 'filename': '336-1419-1-PB mb whika.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/120964', 'filesize': 311276, 'objectid': 26888, 'hash': '33c7e0149d826604faf552c38df45a01', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 120964}], 'docid': 26888, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 13859, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26888', 'security': 'public'}]",1167,3,show,197-202,2019-08-25 17:06:43,13859,archive,,Rendemen dan Skrining Fitokimia pada Ekstrak Daun Sanseviera sp.,TRUE,"[{'name': {'given': 'Febria Dewatisari', 'family': 'Whika', 'lineage': None, 'honourific': None}, 'id': 'whika@ecampus.ut.ac.id'}, {'id': 'lenirumiyanti@fmipa.unila.ac.id', 'name': {'family': 'Leni', 'lineage': None, 'honourific': None, 'given': 'Rumiyanti'}}, {'name': {'honourific': None, 'family': 'Ismi', 'lineage': None, 'given': 'Rakhmawati'}, 'id': 'ismi.rakhmawati@fkip.unila.ac.id'}]",article,Politeknik Negeri Lampung,,https://jurnal.polinela.ac.id/index.php/JPPT,,"['Universitas Terbuka', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,
41,1970-01-01 00:00:00.000002017,http://repository.lppm.unila.ac.id/id/eprint/9856,"The aims of this research was determined from yield analysis on the leaves extract of Sansevieria trifasciata and Sansevieria cylindrica. It was also determined by the presence of bioactive compounds that have the potential as antioxidants (phytochemical screening) on the leaves extract of S. trifasciata and S. cylindrica.The method used was a stratified extraction method with three types of solvent, ie non-polar solvent in the form of N Hexan; A semi-polar solvent of Aceton; And a polar solvent of Ethanol. The identification of six types of phytochemical compounds, the triterpenoid and steroid compounds, saponins, phenols, flavonoids, quinones and alkaloids. The result of rendement analysis showed that S. trifasciata yield was higher than S. cylindrica. The yield of S. trifasciata was 7.89 % and S. cylindrica 6.79%. The result of phytochemical compound analysis obtained three phytochemical compounds contained in S. trifasciata, named triterpenoid group compounds and steroids and flavonoids. Meanwhile, the results of the analysis of phytochemical compounds contained in S. cylindrica also obtained three phytochemical compounds, namely triterpenoid compounds and steroidal groups and alkaloids.
Key words : Rendemen, Sansevieria sp, Phytochemical screening.",17.0,published,['QK'],pub,6,1410-5020,public,2018-11-14 02:48:20,Jurnal Penelitian Pertanian Terapan,disk0/00/00/98/56,['FMIPA1'],2018-11-14 02:48:20,"[{'main': '336-1419-1-PB.pdf', 'files': [{'fileid': 92904, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '33c7e0149d826604faf552c38df45a01', 'objectid': 22865, 'filesize': 311276, 'uri': 'http://repository.lppm.unila.ac.id/id/file/92904', 'filename': '336-1419-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2018-11-13 07:16:24'}], 'docid': 22865, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 9856, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22865', 'pos': 1, 'security': 'public'}]",1167,3,show,197-202,2018-11-14 02:48:20,9856,archive,,Rendemen dan Skrining Fitokimia pada Ekstrak Daun Sanseviera sp.,TRUE,"[{'id': 'whika@ecampus.ut.ac.id', 'name': {'given': 'Febria Dewatisari', 'honourific': None, 'lineage': None, 'family': 'Whika'}}, {'name': {'given': 'Rumiyanti', 'lineage': None, 'family': 'Leni', 'honourific': None}, 'id': 'lenirumiyanti@fmipa.unila.ac.id'}, {'id': 'ismi.rakhmawati@fkip.unila.ac.id', 'name': {'given': 'Rakhmawati', 'honourific': None, 'family': 'Ismi', 'lineage': None}}]",article,Poloiteknik Negeri Lampung,,http://jurnal.polinela.ac.id/index.php/JPPT/article/view/336,,"['Universitas Terbuka', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,
42,2017-01-03 00:00:00.000000000,http://repository.lppm.unila.ac.id/id/eprint/4206,"It has been conducted a research to analyze the scrap metals as voltaic cells. The research
objective was to utilize scrap metals as an alternative source of electrical energy and as a
voltaic cell to the battery. The materials required consist of a electrode copper (Cu), iron (Fe),
aluminum (Al) and zinc (Zn), solution of CuSO
4
.5H
2
O, solution of ZnSO
O, solution of
Al
2
(SO
4
)3.7H
2
O, solution of FeSO
4
.8H
2
4
O, jelly powder, and salt NaCl. The electrode couple are
Cu-Al, Cu-Fe, Cu-Zn, Al-Zn, and Fe-Zn. Volume variation are 20 ml, 25 ml, 30 ml, 35 ml, and
40 ml. Data of the voltage and current taken using a multimeter on each cell, without a load,
with a load, and additional load. The results of the research were analyzed the value of power,
current, and voltage with the greatest results in Cu-Zn electrode pair. The results are 14.949 mW,
3.05 mA, and 4.96 V.
.7H
2",5.0,published,['QC'],pub,5,2303-016X,none,2017-11-02 03:08:19,Jurnal Teori dan Aplikasi Fisika,disk0/00/00/42/06,['FMIPA1'],2017-11-02 03:08:19,,387,1,show,49-57,2017-11-02 03:08:19,4206,archive,,Analisis Kelistrikan Sel Volta Memanfaatkan Logam Bekas,TRUE,"[{'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Yulianti', 'given': 'Devi'}}, {'name': {'given': 'Amir', 'honourific': None, 'lineage': None, 'family': 'Supriyanto'}, 'id': 'amir.supriyanto@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Pauzi', 'given': 'Gurum A.'}, 'id': 'gurum4in@yahoo.com'}]",article,Jurusan Fisika FMIPA Universitas Lampung,[{'type': 'author'}],http://jurnal.fmipa.unila.ac.id/index.php/jtaf/article/view/1359/1189,E-ISSN 2549-1156.,,,,,,,,,,,,,,,,
