,publisher,divisions,dir,ispublished,rev_number,status_changed,full_text_status,subjects,uri,abstract,title,creators,type,metadata_visibility,eprint_status,eprintid,datestamp,documents,lastmod,userid,date_type,refereed,publication,issn,event_dates,pres_type,event_location,event_type,event_title,official_url,number,pagerange,volume,corp_creators,referencetext,contributors,related_url,id_number,keywords,contact_email,funders,place_of_pub
143,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0_bak/00/04/84/72,unpub,7,2023-02-22 06:35:36,public,['AI'],http://repository.lppm.unila.ac.id/id/eprint/48472,LEMBAR PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH : JURNAL ILMIAH NASIONAL,STUDY ON GC-MS PROFILE OF FUELS PRODUCED FROM PLASTIC WASTE CONVERSION VIA THREE-CONDENSER PYROLYSIS REACTOR,"[{'id': 'lina.marlina@fp.unila.ac.id', 'name': {'given': 'Lina', 'family': 'Marlina', 'lineage': None, 'honourific': None}}]",other,show,archive,48472,2023-02-22 06:35:36,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187765', 'security': 'public', 'placement': 1, 'eprintid': 48472, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2023-02-21 11:16:48', 'objectid': 187765, 'filesize': 1649483, 'uri': 'http://repository.lppm.unila.ac.id/id/file/528904', 'filename': '13 Lina Syaiful JTP.pdf', 'datasetid': 'document', 'fileid': 528904, 'mime_type': 'application/pdf', 'hash': 'd7f1cf0c5ce12a12e809298d532b083f'}], 'main': '13 Lina Syaiful JTP.pdf', 'docid': 187765, 'format': 'text'}]",2023-02-22 06:35:36,1172,,,,,,,,,,,,,,,,,,,,,,
144,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0_bak/00/04/84/85,unpub,7,2023-02-22 06:36:00,public,['AI'],http://repository.lppm.unila.ac.id/id/eprint/48485,LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH : JURNAL ILMIAH NASIONAL,STUDY ON GC-MS PROFILE OF FUELS PRODUCED FROM PLASTIC WASTE CONVERSION VIA THREE-CONDENSER PYROLYSIS REACTOR,"[{'id': 'lina.marlina@fp.unila.ac.id', 'name': {'given': 'Lina', 'lineage': None, 'family': 'Marlina', 'honourific': None}}]",other,show,archive,48485,2023-02-22 06:36:00,"[{'format': 'text', 'docid': 187780, 'main': '13 Lina Syaiful JTP.pdf', 'files': [{'datasetid': 'document', 'fileid': 528993, 'hash': 'd7f1cf0c5ce12a12e809298d532b083f', 'mime_type': 'application/pdf', 'filesize': 1649483, 'objectid': 187780, 'filename': '13 Lina Syaiful JTP.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/528993', 'hash_type': 'MD5', 'mtime': '2023-02-22 04:29:59'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 48485, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/187780', 'pos': 1}]",2023-02-22 06:36:00,1172,,,,,,,,,,,,,,,,,,,,,,
145,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0_bak/00/04/84/89,unpub,7,2023-02-22 06:36:15,public,['AI'],http://repository.lppm.unila.ac.id/id/eprint/48489,LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH : JURNAL ILMIAH NASIONAL,Strategi Pengembangan Agroindustri Tempe di Kecamatan Balik Bukit Kabupaten Lampung Barat,"[{'name': {'family': 'Marlina', 'lineage': None, 'honourific': None, 'given': 'Lina'}, 'id': 'lina.marlina@fp.unila.ac.id'}]",other,show,archive,48489,2023-02-22 06:36:15,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187784', 'security': 'public', 'placement': 1, 'eprintid': 48489, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '17 Lina Nuraini.pdf', 'docid': 187784, 'files': [{'mime_type': 'application/pdf', 'hash': '40f066136b7db789f0f3a4ae98dda10a', 'datasetid': 'document', 'fileid': 529022, 'uri': 'http://repository.lppm.unila.ac.id/id/file/529022', 'filename': '17 Lina Nuraini.pdf', 'objectid': 187784, 'filesize': 1594342, 'mtime': '2023-02-22 04:45:22', 'hash_type': 'MD5'}], 'format': 'text'}]",2023-02-22 06:36:15,1172,,,,,,,,,,,,,,,,,,,,,,
146,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0/00/03/82/21,pub,6,2022-01-24 01:15:43,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/38221,"The study aims at analyzing travel costs, economic valuations, and factors affecting the frequency of tourist visits to Youth Camp in Wan Abdul Rachman Forest Park. The research was conducted at the Youth Camp in Wan Abdul Rachman Forest Park involving 73 tourist visitors selected by the method of taking moment.
Data collection was conducted in November-December 2018. Travel expenses are analyzed by the analysis of travel expenses, economic valuation is calculated using the calculation of travel expenses and consumer surplus and factors that influence the frequency of visitor visits analyzed using regression Poisson. The study shows that the cost of travel borne by visitors to the Youth Camp in Wan Abdul Rachman Forest Park amounted to IDR77,188.13 per individual, the highest travel cost was from the cost of consumption and lowest was from the cost of documentation and miscellaneous charges. Factors affecting the frequency of tourist visits to Youth Camp in Wan Abdul Rachman Forest Park were cost of travel, income, distance, and facilities. Economic value of the Youth Camp in Wan Abdul Rachman Forest Park by using the method of travel costs was IDR1,924,199,.823,454.41.","VALUASI EKONOMI YOUTH CAMP DI TAMAN HUTAN RAYA
WAN ABDUL RACHMAN (Tahura WAR)","[{'name': {'lineage': None, 'family': 'Maulana', 'honourific': None, 'given': 'Rahmat Rizky'}, 'id': None}, {'id': 'barifin@uwalumni.com', 'name': {'honourific': None, 'family': 'Arifin', 'lineage': None, 'given': 'Bustanul'}}, {'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Abidin', 'honourific': None, 'given': 'Zainal'}}]",article,show,archive,38221,2022-01-24 01:15:43,"[{'format': 'text', 'docid': 159230, 'main': 'jiia vol 9 no 3 agustus 2021.pdf', 'files': [{'mtime': '2022-01-22 08:18:42', 'hash_type': 'MD5', 'filename': 'jiia vol 9 no 3 agustus 2021.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/433765', 'filesize': 804766, 'objectid': 159230, 'hash': '087d2d729773e8e3550e7c8028717bce', 'mime_type': 'application/pdf', 'fileid': 433765, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 38221, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159230', 'pos': 1}]",2022-01-24 01:15:43,933,published,TRUE,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,,,,,https://jurnal.fp.unila.ac.id/index.php/JIA/index,3.0,440-446,9.0,,,,"[{'url': 'https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5331', 'type': 'pub'}]",,,,,
147,,['FP1'],disk0/00/04/35/80,pub,6,2022-07-22 01:05:03,public,['L1'],http://repository.lppm.unila.ac.id/id/eprint/43580,"Tujuan penelitian ini adalah untuk mengetahui perbedaan hasil belajar siswa, rata-rata hasil belajar pada siswa yang memiliki kemampuan berfikir kritis tinggi,rata-rata hasil belajar pada siswa yang memiliki kemampuan berfikir kritis rendah dan interaksi antara model pembelajaran kooperatif dengan kemampuan berfikir kritis siswa terhadap hasil belajar. Metode yang digunakan adalah komparatif dengan pendekatan eksperimen (quasi eksperimental design). Populasi penelitian sebanyak 124 siswa dengan jumlah sampel 63 siswa yang ditentukan dengan simplerandom sampling. Pengumpulan data melalui tes. Pengujian hipotesis menggunakan rumus analisis varian dua jalan dan t-test dua sampel independen.
Hasil analisis data menunjukkan 1) ada perbedaan kemampuan hasil belajar antara siswa yang pembelajarannya menggunakan model pembelajaran gabungan Problem Based Learning dan Mind Mapping, Problem Based Learning dan Think Pair Share, 2) rata-rata hasil belajar pada siswa yang memiliki kemampuan berpikir kritis tinggi yang pembelajarannya menggunakan model pembelajaran gabungan Problem Based Learning dan Mind Mapping lebih tinggi dibandingkan yang pembelajarannya menggunakan model pembelajaran gabungan Problem Based Learning dan Think Pair Share, 3) rata-rata hasil belajar pada siswa yang memiliki kemampuan berpikir kritis rendah yang pembelajarannya menggunakan model pembelajaran gabungan Problem Based Learning dan Think Pair Share lebih tinggi dibandingkan yang pembelajarannya menggunakan model pembelajaran gabungan Problem Based Learning dan Mind Mapping, 4) ada interaksi antara model pembelajaran dengan kemampuan berpikir kritis terhadap hasil belajar siswa.",PERBANDINGAN HASIL BELAJAR EKONOMI MENGGUNAKAN MODEL GABUNGAN DENGAN MEMPERHATIKAN KEMAMPUAN BERPIKIR KRITIS,"[{'name': {'given': 'Susanti', 'lineage': None, 'family': 'Maya', 'honourific': None}, 'id': None}, {'name': {'family': 'Sudjarwo', 'lineage': None, 'honourific': None, 'given': '-'}, 'id': '-'}, {'name': {'given': 'ER', 'honourific': None, 'lineage': None, 'family': 'Erlina Rufaidah'}, 'id': 'erlinarufaidah1958@gmail.com'}]",article,show,archive,43580,2022-07-22 01:05:03,"[{'placement': 1, 'eprintid': 43580, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165526', 'pos': 1, 'security': 'public', 'main': '12037-25457-1-PB.pdf', 'files': [{'datasetid': 'document', 'fileid': 475478, 'hash': '028fb2041563b223d8184a7baa09f855', 'mime_type': 'application/pdf', 'filesize': 205595, 'objectid': 165526, 'filename': '12037-25457-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/475478', 'hash_type': 'MD5', 'mtime': '2022-07-21 14:13:28'}], 'docid': 165526, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2022-07-22 01:05:03,1000,,TRUE,Jurnal Studi Sosial,2798-0480,,,,,,,1.0,,5.0,,,,,,,,,
148,Asian Journal of Agriculture and Development,['FP1'],disk0/00/04/26/51,pub,7,2022-06-20 08:00:00,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/42651,"The study aimed to calculate the livelihood vulnerability of organic and non-organic rice farmers' households to climate change. The sample was determined by a census comprising 60 organic and 80 non-organic rice farmers who lived in Pematang Sawa Sub-district, Tanggamus Region, Lampung Province, Indonesia. The livelihood vulnerability index (LVI) was measured based on seven main indicators: natural disaster and climate variability, agriculture profile, food security, water security, food/rice consumption, educational attainment, and income. The results showed that organic rice farmers' households were more vulnerable in terms of natural disaster and climate variability, water security, food consumption, education, and income, while non-organic rice farmers' households were more vulnerable in terms of agriculture profile and food security. Using the LVI framework approach of the Intergovernmental Panel on Climate Change (LVI-IPCC), non-organic rice farmers’ households were found to be more vulnerable to climate change than organic rice farmers' households. To better observe the vulnerability of organic and non-organic rice farmers' households to climate change, future studies should be conducted in two distant locations (e.g., different regions or provinces) because different climate components could significantly influence the findings. Rice farmers' households could become less vulnerable by providing them with objective climate information that will encourage them to adopt the necessary climate change adaptation and mitigation strategies. Further support is needed in the form of resources aid programs, such as the provision of irrigation systems or pumping wells, as well as livestock aid to increase the farmers’ income","Hasil Peer Review-The Livelihood Vulnerability to Climate Change of Two Different Farmer Communities in Tanggamus Region, Lampung Province, Indonesia","[{'name': {'family': 'Murniati', 'lineage': None, 'honourific': None, 'given': 'Ktut'}}, {'name': {'given': 'Irham', 'honourific': None, 'family': 'Irham', 'lineage': None}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Mulyo', 'given': 'Jangkung Handoyo'}}, {'name': {'given': 'Slamet', 'family': 'Hartono', 'lineage': None, 'honourific': None}}]",other,show,archive,42651,2022-06-20 08:00:00,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/164363', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 42651, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': '1. AJAD.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-06-20 06:49:35', 'objectid': 164363, 'filesize': 256395, 'filename': '1. AJAD.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/467967', 'datasetid': 'document', 'fileid': 467967, 'mime_type': 'application/pdf', 'hash': 'd895184643cf916c199976e405c00156'}], 'docid': 164363, 'format': 'text'}]",2022-06-20 08:00:00,928,published,,,,,,,,,https://ajad.searca.org/article?p=516,,,,,,,,,,,,Asian Journal of Agriculture and Development
149,SEAMEO SEARCA,['FP1'],disk0/00/00/95/21,pub,9,2018-11-06 03:07:12,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/9521,"The study aimed to calculate the livelihood vulnerability of organic and non-organic rice farmers' households to climate change. The sample was determined by a census comprising 60 organic and 80 non-organic rice farmers who lived in Pematang Sawa Sub-district, Tanggamus Region, Lampung Province, Indonesia. The livelihood vulnerability index (LVI) was measured based on seven main indicators: natural disaster and climate variability, agriculture profile, food security, water security, food/rice consumption, educational attainment, and income. The results showed that organic rice farmers' households were more vulnerable in terms of natural disaster and climate variability, water security, food consumption, education, and income, while non-organic rice farmers' households were more vulnerable in terms of agriculture profile and food security. Using the LVI framework approach of the Intergovernmental Panel on Climate Change (LVI-IPCC), non-organic rice farmers’ households were found to be more vulnerable to climate change than organic rice farmers' households. To better observe the vulnerability of organic and non-organic rice farmers' households to climate change, future studies should be conducted in two distant locations (e.g., different regions or provinces) because different climate components could significantly influence the findings. Rice farmers' households could become less vulnerable by providing them with objective climate information that will encourage them to adopt the necessary climate change adaptation and mitigation strategies. Further support is needed in the form of resources aid programs, such as the provision of irrigation systems or pumping wells, as well as livestock aid to increase the farmers’ income.","The Livelihood Vulnerability to Climate Change of Two Different Farmer Communities in Tanggamus Region, Lampung Province, Indonesia","[{'name': {'given': 'Ktut', 'honourific': None, 'lineage': None, 'family': 'Murniati'}, 'id': 'ktut.murniati@fp.unila.ac.id'}, {'name': {'given': 'Jangkung Handoyo', 'family': 'Mulyo', 'lineage': None, 'honourific': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Irham', 'honourific': None, 'given': 'Irham'}, 'id': None}, {'id': None, 'name': {'honourific': None, 'family': 'Hartono', 'lineage': None, 'given': 'Slamet'}}]",article,show,archive,9521,2018-11-06 03:07:12,"[{'docid': 22562, 'main': 'SEARCA_The_Livelihood_Vulnerability_to_Climate_Change_of_Two_Different_Farmer_Communities_in_Tanggamus_Region_Lampung_Province_Indonesia.pdf', 'files': [{'objectid': 22562, 'filesize': 937368, 'filename': 'SEARCA_The_Livelihood_Vulnerability_to_Climate_Change_of_Two_Different_Farmer_Communities_in_Tanggamus_Region_Lampung_Province_Indonesia.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/90687', 'hash_type': 'MD5', 'mtime': '2018-11-05 04:29:16', 'fileid': 90687, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '19b829185e44746135ca0da25f6f2f58'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 9521, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22562', 'pos': 1, 'security': 'public'}]",2018-11-06 03:07:12,928,published,TRUE,Asian Journal of Agriculture and Development (AJAD),1656-4383,,,,,,http://ajad.searca.org/read-articles/13-view-article?aid=516,2.0,1-16,14.0,,,,,,,,,
150,,['FP1'],disk0/00/00/95/22,pub,7,2018-11-06 03:08:05,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/9522,"These research aims were to analyze: (1) the farmers‘ adaptation strategies to climate change in farming and in maintaining food security, (2) the degree of food security of farmers’ households in both rainy and dry season, and (3) factors affecting the food security of farmers’ households. This research was carried out in Pekon Tampang Tua, Pematang Sawa Sub-district, Tanggamus Regency. The sample was taken in the census from 60 farmers who were certified to plant organic rice. Data was taken directly by interview survey on each farmer. Food security was measured by its definition according to FAO (1996) and Law of Indonesia. No.7 Year 1996. Factors affecting the food security of households were analyzed by using ordinal logit regression approach. The results showed that only 10 adaptation and anticipation on climate change strategies which has been applied by farmers Meanwhile, only 5 out of 7 strategies were applied by farmers to maintain the food security during climate change.  The food security level of organic rice farmer’s households was higher in the rainy season compared to the dry season The analysis result showed that the farmers ‘adaptation strategies to climate change, education level of the patriarch, the price of rice, land area, and seasonal dummy variable in rice plantation affect positively on food security. Whilst, the number of family member, the price solid and liquid organic fertilizer negatively affect the food security level of organic rice farmer’s households.

Keywords

Adaptation strategies; food security; organic rice; rain-fed rice field",FARMERS’ ADAPTATION STRATEGIES TO CLIMATE CHANGE AND FOOD SECURITY OF HOUSEHOLDS OF ORGANIC RICE FARMERS IN TANGGAMUS REGENCY (ORDINAL LOGIT MODEL APPROACH),"[{'name': {'given': 'Ktut', 'honourific': None, 'lineage': None, 'family': 'Murniati'}, 'id': 'ktut.murniati@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Jangkung Handoyo', 'family': 'Mulyo', 'lineage': None, 'honourific': None}}, {'name': {'lineage': None, 'family': 'Irham', 'honourific': None, 'given': 'Irham'}, 'id': None}, {'id': None, 'name': {'given': 'Slamet', 'family': 'hartono', 'lineage': None, 'honourific': None}}]",conference_item,show,archive,9522,2018-11-06 03:08:05,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 22563, 'main': '546-1236-3-PB.pdf', 'files': [{'datasetid': 'document', 'fileid': 90695, 'mime_type': 'application/pdf', 'hash': 'f5c4bf664cb8150b3879e69c0569b329', 'objectid': 22563, 'filesize': 1685196, 'filename': '546-1236-3-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/90695', 'hash_type': 'MD5', 'mtime': '2018-11-05 04:38:11'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22563', 'pos': 1, 'eprintid': 9522, 'placement': 1}]",2018-11-06 03:08:05,928,published,TRUE,,,24-26 Oktober 2016,paper,Surabaya,conference,International Conference on Climate Change,http://jurnal.fp.uns.ac.id/index.php/iccc/article/view/546,,15-26,,,,,,,,,,
151,IOP Publishing,['FP1'],disk0/00/04/36/49,pub,7,2022-07-27 06:51:43,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/43649,"(hasil korespondensi) 
This study aims to analyze the efficiency of production, income, and sustainability of cassava farmers revenue in Lampung Tengah Regency, Lampung Province. Lampung Tengah Regency was chosen as the research location with the consideration that the district is a center for cassava production in Lampung Province. The number of respondents was 60 respondents who were taken using simple random sampling. Data collection was carried out in July 2020. The data used in this study are primary and secondary data. Data analysis used the production function stochastic frontier with the Frontier 4.1 program, income analysis, and R/C ratio to know sustainability of cassava farming. The result showed that cassava farming in Lampung Tengah Regency on average, is not efficient both technically and economically but was profitable with R/C > 1 it means the cassava farming in Lampung Tengah district still sustain to cultivate.","(hasil korespondensi) Analysis of production efficiency and income to support sustainability ofcassava farming in Lampung Tengah District, Lampung Province","[{'name': {'given': 'Ktut', 'honourific': None, 'family': 'Murniati', 'lineage': None}, 'id': 'ktutmurniati@gmail.com'}, {'id': 'Wan_abbas@yahoo.com', 'name': {'given': 'Wan Abbas', 'family': 'Zakaria', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Endaryanto', 'lineage': None, 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}, {'name': {'given': 'LSM', 'honourific': None, 'lineage': None, 'family': 'Indah'}, 'id': None}]",other,show,archive,43649,2022-07-27 06:51:43,"[{'placement': 1, 'eprintid': 43649, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165587', 'security': 'public', 'main': 'Korespondensi IOP.pdf', 'docid': 165587, 'files': [{'mtime': '2022-07-27 03:47:01', 'hash_type': 'MD5', 'filename': 'Korespondensi IOP.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/476059', 'objectid': 165587, 'filesize': 6631934, 'mime_type': 'application/pdf', 'hash': '622bfeb7840bce0424ba8721bb8aead0', 'datasetid': 'document', 'fileid': 476059}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2022-07-27 06:51:43,928,published,,,,,,,,,http://repository.lppm.unila.ac.id/30584/1/Murniati_2021_IOP_Conf._Ser.%20_Earth_Environ._Sci._739_012048.pdf,,,,,,,,,,,,
152,Juruan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0/00/02/80/94,pub,6,2021-03-01 04:53:19,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/28094,"Abstract

This research was aimed to analyze PKBL of PTPN VII Rejosari’s Business Unit, community’s and company’s management perception to PKBL, and the factors that influence the community’s perception to PKBL. This research was conducted at Rejosari Village, Natar Subdistrict, South Lampung Regency. This research used survey method and the data was collected from April to May 2014.  The research respondents were 84 households that were chosen randomly. The data was analyzed by descriptive and path analysis. The result showed that PKBL by PTPN VII Rejosari’s Business Unit applied to two sectors: economic and environmental. PKBL granted directly to the recipient and the dissemination of information through the village officials and employees. The ccommunity’s perception of PKBL by PTPN VII Rejosari’s Business Unit was good enough because the program was given in various forms of assistances that was useful to community and the environment. Perception of the company's management on PKBL was also good for helping and providing great benefits to community and the environment. The factors that influenced to the community’s perception on PKBL by PTPN VII Rejosari’s Business Unit were personal age, personal educational level, and personal knowledge level. The most influencing factor of community’s perception on PKBL was personal age.
Key words: community, development, partnership, perception, PKBL","PERSEPSI MASYARAKAT TERHADAP PROGRAM KEMITRAAN DAN BINA LINGKUNGAN (PKBL) PTPN VII UNIT USAHA REJOSARI KECAMATAN NATAR KABUPATEN LAMPUNG SELATAN
Tati Musoleha, Tubagus Hasanuddin, Indah Listiana","[{'id': None, 'name': {'lineage': None, 'family': 'Musleha', 'honourific': None, 'given': 'Tati'}}, {'name': {'honourific': None, 'family': 'Hasanuddin', 'lineage': None, 'given': 'Tubagus'}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'honourific': None, 'lineage': None, 'family': 'Listiana', 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}]",article,show,archive,28094,2021-03-01 04:53:19,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42148', 'pos': 1, 'eprintid': 28094, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': '(3) HASIL PENILAIAN KARYA ILMIAH PERSEPSI MASY TERHADAP PROGRAM PKBL.pdf', 'docid': 42148, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/250121', 'filename': '(3) HASIL PENILAIAN KARYA ILMIAH PERSEPSI MASY TERHADAP PROGRAM PKBL.pdf', 'objectid': 42148, 'filesize': 2081971, 'mtime': '2021-02-26 04:44:14', 'hash_type': 'MD5', 'hash': 'c92e666f95f71dd0594cf0d363165a55', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 250121}]}]",2021-03-01 04:53:19,930,published,TRUE,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,,,,,,3.0,390-398,2.0,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,
153,Universitas Lampung,['FP1'],disk0/00/00/61/10,pub,8,2018-04-26 02:04:03,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/6110,"The objectives of this research are to determine the purchase decision process of the ornamental plants and
the dominant factors on the consumer’s buying decision of ornamental plants. The research was conducted
by a survey method in Sub-district of Pekalongan of East Lampung Regency. This location was chosen on
purpose by considerate that there is agro tourism area namely BBI Horticulture, which is well known as the
central area of the nursery and horticultural crops in Lampung. There were 75 respondents of both men and
women that met the inclusion samples criteria, such as having at least an experience in buying ornamental
plants. The results showed that the behavior of consumers in their purchase decision on ornamental plants
through the introduction needs, information searching, alternative evaluation, purchase decision and postpurchase evaluation. There were three dominant component factors that influenced purchasing decisions of ornamental plant: the first principal component factor was named as appearance (trend and prestige), the second major components was named the exotics (color and uniqueness), and the third major components was named equivalency of price products (size and price) of ornamental plants.
Keywords: consumers behavior, factor analysis, ornamental plants, purchase decision",PERILAKU KONSUMEN DALAM PEMBELIAN TANAMAN HIAS DI KECAMATAN PEKALONGAN KABUPATEN LAMPUNG TIMUR,"[{'id': 'anita.noviana13@yahoo.com', 'name': {'family': 'Noviana', 'lineage': None, 'honourific': None, 'given': 'Anita'}}, {'name': {'given': 'Yaktiworo', 'family': 'Indriani', 'lineage': None, 'honourific': None}, 'id': 'yakti_indriani@yahoo.com'}, {'id': 'suriatysitumorang@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Situmorang', 'given': 'Suriaty'}}]",article,show,archive,6110,2018-04-26 02:04:03,"[{'placement': 1, 'eprintid': 6110, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19016', 'security': 'public', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/56237', 'filename': 526, 'filesize': 19196, 'objectid': 19016, 'mtime': '2017-11-23 07:22:36', 'hash_type': 'MD5', 'hash': '7dd4aafcc00baf05bc5508abdb607283', 'mime_type': 'application/xml', 'fileid': 56237, 'datasetid': 'document'}], 'main': 526, 'docid': 19016, 'format': 'text', 'language': 'id', 'mime_type': 'application/xml', 'rev_number': 3, 'content': 'published'}]",2018-04-26 02:04:03,938,published,TRUE,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,,,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/564/526,1.0,77-85,2.0,"['Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung']",,,,,,,,
