,documents,lastmod,userid,metadata_visibility,eprintid,eprint_status,datestamp,title,creators,type,date,uri,subjects,ispublished,rev_number,status_changed,full_text_status,divisions,dir,refereed,publication,id_number,date_type,patent_applicant,abstract,publisher,number,volume,issn,related_url,official_url,event_type,event_title,pres_type,book_title,pagerange,corp_creators
41,"[{'format': 'text', 'docid': 185239, 'main': '2649-Article Text-9998-1-10-20220719.pdf', 'files': [{'objectid': 185239, 'filesize': 443994, 'filename': '2649-Article Text-9998-1-10-20220719.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/511861', 'hash_type': 'MD5', 'mtime': '2022-11-08 04:03:40', 'datasetid': 'document', 'fileid': 511861, 'mime_type': 'application/pdf', 'hash': '6343ca0567b026bbb2a76ed61420a8a1'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 46358, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185239'}]",2022-11-08 07:57:23,807,show,46358,archive,2022-11-08 07:57:23,RestorativeJusticeforUsersofNarcoticsThroughImplementationofDepenalizatio,"[{'name': {'honourific': None, 'family': 'Maroni', 'lineage': None, 'given': 'Maroni'}, 'id': 'maroniunila@gmail.com'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/46358,['K1'],pub,6,2022-11-08 07:57:23,public,['FH1'],disk0/00/04/63/58,FALSE,Fiat Justisia,,,,,Fakultas Hukum,,,1978-5186,,,,,,,,
42,"[{'format': 'text', 'files': [{'mtime': '2023-05-14 08:14:33', 'hash_type': 'MD5', 'filename': 'Laporan Akhir Penelitian MBKM upload sister.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/611076', 'filesize': 1441914, 'objectid': 249337, 'mime_type': 'application/pdf', 'hash': '49c4ce557f0500ee351da96aafffeb52', 'datasetid': 'document', 'fileid': 611076}], 'main': 'Laporan Akhir Penelitian MBKM upload sister.pdf', 'docid': 249337, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51589, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/249337', 'pos': 1}]",2023-05-15 01:22:10,615,show,51589,archive,2023-05-15 01:22:10,KONSTRUKSI HUKUM BAGI PELEMBAGAAN E-PARTICIPATION DAN E-PETITION UNTUK MENJAMIN PARTISIPASI PUBLIK DI MASA PANDEMI,"[{'name': {'given': 'Muhtadi', 'lineage': None, 'family': 'Muhtadi', 'honourific': None}}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/51589,['K1'],pub,6,2023-05-15 01:22:10,public,['FH1'],disk0_bak/00/05/15/89,FALSE,KONSTRUKSI HUKUM BAGI PELEMBAGAAN E-PARTICIPATION DAN E-PETITION UNTUK MENJAMIN PARTISIPASI PUBLIK DI MASA PANDEMI,,,,,,,,,,,,,,,,
43,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/249572', 'pos': 1, 'eprintid': 51637, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 611667, 'hash': '60596ca6e10efa8496a17c55ef98d860', 'mime_type': 'application/pdf', 'objectid': 249572, 'filesize': 864171, 'uri': 'http://repository.lppm.unila.ac.id/id/file/611667', 'filename': 'Yulia Neta_Hukum_PT_Lap.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-15 04:12:43'}], 'main': 'Yulia Neta_Hukum_PT_Lap.pdf', 'docid': 249572}]",2023-05-15 06:47:59,615,show,51637,archive,2023-05-15 06:47:59,MODEL KENVORM REGULASI DAERAH KABUPATEN DALAM PEMBANGUNAN KAWASAN PERKOTAAN,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Muhtadi', 'given': 'Muhtadi'}}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/51637,['K1'],pub,6,2023-05-15 06:47:59,public,['FH1'],disk0_bak/00/05/16/37,FALSE,MODEL KENVORM REGULASI DAERAH KABUPATEN DALAM PEMBANGUNAN KAWASAN PERKOTAAN,,,,,,,,,,,,,,,,
44,"[{'eprintid': 51679, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/249802', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 612265, 'mime_type': 'application/pdf', 'hash': '07636da359543b91c5bb77c9874987e6', 'hash_type': 'MD5', 'mtime': '2023-05-15 09:10:11', 'filesize': 854498, 'objectid': 249802, 'filename': '23040.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/612265'}], 'main': '23040.pdf', 'docid': 249802, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2023-05-16 01:29:47,615,show,51679,archive,2023-05-16 01:29:47,PENYUSUNAN KAJIAN AKADEMIK PROGRAM PEMBENTUKAN PERATURAN DAERAH KOTA BANDAR LAMPUNG TAHUN 2023,"[{'name': {'given': 'Muhtadi', 'honourific': None, 'lineage': None, 'family': 'Muhtadi'}}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/51679,['K1'],pub,6,2023-05-16 01:29:47,public,['FH1'],disk0_bak/00/05/16/79,FALSE,PENYUSUNAN KAJIAN AKADEMIK PROGRAM PEMBENTUKAN PERATURAN DAERAH KOTA BANDAR LAMPUNG TAHUN 2023,,,,,,,,,,,,,,,,
45,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186654', 'pos': 1, 'eprintid': 47583, 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'NUNUNG RODLIYAH.pdf', 'files': [{'hash': 'eeda78bdef71c10ff37d1d99cbb3ebc4', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 521526, 'filename': 'NUNUNG RODLIYAH.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/521526', 'objectid': 186654, 'filesize': 2431142, 'mtime': '2023-01-03 04:16:56', 'hash_type': 'MD5'}], 'docid': 186654}]",2023-01-03 10:36:01,786,show,47583,archive,2023-01-03 10:36:01,The Role of Judges in Islamic Law Perspective,"[{'name': {'lineage': None, 'family': 'Nunung Rodliyah', 'honourific': None, 'given': 'Nunung'}}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/47583,['K1'],pub,6,2023-01-03 10:36:01,public,['FH1'],disk0_bak/00/04/75/83,FALSE,Social Science Journal,,,,Hasil Check Similarity,RES MILITARIS,,,,,,,,,,,
46,"[{'eprintid': 47728, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186820', 'pos': 1, 'format': 'text', 'main': 'kORESPONDENSI Nunung.pdf', 'docid': 186820, 'files': [{'datasetid': 'document', 'fileid': 522635, 'mime_type': 'application/pdf', 'hash': 'a5cc3b6c2165289ba67af4491c4caceb', 'hash_type': 'MD5', 'mtime': '2023-01-11 07:08:31', 'objectid': 186820, 'filesize': 898421, 'filename': 'kORESPONDENSI Nunung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/522635'}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2023-01-11 08:12:16,786,show,47728,archive,2023-01-11 08:12:16,The Role of Judges in Islamic Law Perspective,"[{'name': {'family': 'Nunung Rodliyah', 'lineage': None, 'honourific': None, 'given': 'Nunung'}, 'id': 'nunungradliyah@yahoo.com'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/47728,['K1'],pub,6,2023-01-11 08:12:16,public,['FH1'],disk0_bak/00/04/77/28,FALSE,Social Science Journal,,,,Hasil Korespondensi,RES MILITARIS,,,2265-6294,,,,,,,,
47,"[{'format': 'text', 'main': 'Communal Rights as the Hegemony in Third World Regime.pdf', 'files': [{'objectid': 187678, 'filesize': 5242531, 'uri': 'http://repository.lppm.unila.ac.id/id/file/528302', 'filename': 'Communal Rights as the Hegemony in Third World Regime.pdf', 'hash_type': 'MD5', 'mtime': '2023-02-15 04:29:14', 'fileid': 528302, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '175abc69677361a69ef89b1b1ef93836'}], 'docid': 187678, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 48389, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187678'}]",2023-02-15 05:49:27,282,show,48389,archive,2023-02-15 05:49:27,COMMUNAL RIGHTS AS HEGEMONY IN THE THIRD WORLD REGIME: INDONESIAN PERSPECTIVE,"[{'name': {'honourific': None, 'family': 'Ria Wierma', 'lineage': None, 'given': 'Putri'}, 'id': 'ria.wierma@fh.unila.ac.id'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/48389,['K1'],pub,7,2023-02-15 05:49:27,public,['FH1'],disk0_bak/00/04/83/89,FALSE,Indonesian Journal of International Law,,,,Hasil Check Similarity,FH UI,,,,,,,,,,,
48,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189365', 'eprintid': 49729, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'hash': '40617cb6229a8a464396702107a7ba17', 'mime_type': 'application/pdf', 'fileid': 538843, 'datasetid': 'document', 'mtime': '2023-04-06 00:50:59', 'hash_type': 'MD5', 'filename': 'E Env.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/538843', 'filesize': 2173871, 'objectid': 189365}], 'main': 'E Env.pdf', 'docid': 189365}]",2023-04-06 00:55:06,282,show,49729,archive,2023-04-06 00:55:06,Environmental Impact Management Plan Dalam Pengadaan Tanah Untuk Kepentingan Umum,"[{'name': {'lineage': None, 'family': 'Ria Wierma', 'honourific': None, 'given': 'Putri'}, 'id': 'ria.wierma@fh.unila.ac.id'}]",book_section,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/49729,['K1'],pub,7,2023-04-06 00:55:06,public,['FH1'],disk0_bak/00/04/97/29,FALSE,,,,,Editor,PUSAKA MEDIA Anggota IKAPI,,,,,,,,,Environmental Impact Management Plan Dalam Pengadaan Tanah Untuk Kepentingan Umum,,
49,"[{'eprintid': 48399, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/187685', 'pos': 1, 'format': 'text', 'docid': 187685, 'main': 'INDONESIA’S DEMOCRACY AND CONSTITUTION_ REFLECTING.pdf', 'files': [{'hash': 'bd22543cc94d636a40a1d2b2c511b1d3', 'mime_type': 'application/pdf', 'fileid': 528350, 'datasetid': 'document', 'mtime': '2023-02-15 07:42:14', 'hash_type': 'MD5', 'filename': 'INDONESIA’S DEMOCRACY AND CONSTITUTION_ REFLECTING.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/528350', 'filesize': 5427626, 'objectid': 187685}], 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2023-02-16 07:01:47,282,show,48399,archive,2023-02-16 07:01:47,INDONESIA’S DEMOCRACY AND CONSTITUTION: REFLECTING HUMAN RIGHTS BASED ON PANCASILA,"[{'id': 'ria.wierma@fh.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Ria Wierma', 'given': 'Putri'}}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/48399,['K1'],pub,6,2023-02-16 07:01:47,public,['FH1'],disk0_bak/00/04/83/99,FALSE,Journal of Law and Policy Transformation,,,,Hasil Check Similarity,Fakultas Hukum Universitas Batam,,,,,,,,,,,
50,"[{'placement': 1, 'eprintid': 48400, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187686', 'security': 'public', 'main': 'The Impact of Cyber Warfare on Indonesian Cellular Frequency.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'aca438cdf43702de24fd4777957ee7a3', 'datasetid': 'document', 'fileid': 528356, 'mtime': '2023-02-15 07:44:02', 'hash_type': 'MD5', 'filename': 'The Impact of Cyber Warfare on Indonesian Cellular Frequency.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/528356', 'filesize': 3719850, 'objectid': 187686}], 'docid': 187686, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2023-02-16 07:01:49,282,show,48400,archive,2023-02-16 07:01:49,The Impact of Cyber Warfare on Indonesian Cellular Frequency Operators Based on the International Information Technology Law,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Ria Wierma', 'given': 'Putri'}, 'id': 'ria.wierma@fh.unila.ac.id'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/48400,['K1'],pub,6,2023-02-16 07:01:49,public,['FH1'],disk0_bak/00/04/84/00,FALSE,Jurnal Kertha Patrika,,,,Hasil Check Similarity,Universitas Uadayana,,,,,,,,,,,
51,"[{'eprintid': 48401, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/187687', 'pos': 1, 'format': 'text', 'main': 'The Legal Protection Towards Traditional Clothes.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '44b131efa33ee6dd0fcaf867e322102a', 'datasetid': 'document', 'fileid': 528362, 'filename': 'The Legal Protection Towards Traditional Clothes.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/528362', 'filesize': 7111124, 'objectid': 187687, 'mtime': '2023-02-15 07:46:09', 'hash_type': 'MD5'}], 'docid': 187687, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",2023-02-16 07:01:53,282,show,48401,archive,2023-02-16 07:01:53,The Legal Protection Towards Traditional Clothes: Intellectual Property Regimes inASEAN,"[{'name': {'honourific': None, 'family': 'Ria Wierma', 'lineage': None, 'given': 'Putri'}, 'id': 'ria.wierma@fh.unila.ac.id'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/48401,['K1'],pub,6,2023-02-16 07:01:53,public,['FH1'],disk0_bak/00/04/84/01,FALSE,Substantive Justice International Journal of Law,,,,Hasil Check Similarity,Faculty of Law Universitas Muslim Indonesia,,,,,,,,,,,
52,"[{'format': 'text', 'docid': 187683, 'main': 'Protection of Traditional Cloth Tapis Lampung.pdf', 'files': [{'filename': 'Protection of Traditional Cloth Tapis Lampung.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/528341', 'filesize': 4479678, 'objectid': 187683, 'mtime': '2023-02-15 07:39:14', 'hash_type': 'MD5', 'hash': '5a4d78b4af8fb468c16dbfa2545c37cc', 'mime_type': 'application/pdf', 'fileid': 528341, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 48397, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187683'}]",2023-02-16 07:01:45,282,show,48397,archive,2023-02-16 07:01:45,Protection of Traditional Cloth Tapis Lampung in Communal Intellectual Property Rights Regime,"[{'name': {'given': 'Putri', 'lineage': None, 'family': 'Ria Wierma', 'honourific': None}, 'id': 'ria.wierma@fh.unila.ac.id'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/48397,['K1'],pub,6,2023-02-16 07:01:45,public,['FH1'],disk0_bak/00/04/83/97,FALSE,Dialogia Iuridica,,,,Hasil Check Similarity,Fakultas Hukum Universitas Kristen Maranatha,,,,,,,,,,,
53,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2023-04-06 00:48:40', 'objectid': 189364, 'filesize': 2063962, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538836', 'filename': 'Refleksi.pdf', 'fileid': 538836, 'datasetid': 'document', 'hash': 'b2723b68090c85331e2aabe697521d27', 'mime_type': 'application/pdf'}], 'main': 'Refleksi.pdf', 'docid': 189364, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189364', 'pos': 1, 'eprintid': 49728, 'placement': 1}]",2023-04-06 00:55:03,282,show,49728,archive,2023-04-06 00:55:03,Refleksi Pelaksanaan Merdeka Belajar Kampus Merdeka (MB-KM) Universitas Lampung,"[{'name': {'given': 'Putri', 'honourific': None, 'family': 'Ria Wierma', 'lineage': None}, 'id': 'ria.wierma@fh.unila.ac.id'}]",book_section,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/49728,['K1'],pub,7,2023-04-06 00:55:03,public,['FH1'],disk0_bak/00/04/97/28,FALSE,,,,,Editor,PUSAKA MEDIA Anggota IKAPI,,,,,,,,,Refleksi Pelaksanaan Merdeka Belajar Kampus Merdeka (MB-KM) Universitas Lampung,,
54,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187688', 'security': 'public', 'placement': 1, 'eprintid': 48402, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Risk or License.pdf', 'files': [{'filesize': 4474287, 'objectid': 187688, 'filename': 'Risk or License.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/528368', 'hash_type': 'MD5', 'mtime': '2023-02-15 07:48:13', 'datasetid': 'document', 'fileid': 528368, 'mime_type': 'application/pdf', 'hash': '2648e76f5bdcaa7901cd81bb6da2859c'}], 'docid': 187688, 'format': 'text'}]",2023-02-16 07:01:56,282,show,48402,archive,2023-02-16 07:01:56,Risk or License? Precautionary Principle’s Transition in Genetically Modified Organisms’Benefits After Job Creation Law,"[{'id': 'ria.wierma@fh.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Ria Wierma', 'given': 'Putri'}}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/48402,['K1'],pub,6,2023-02-16 07:01:56,public,['FH1'],disk0_bak/00/04/84/02,FALSE,Udayana Journal of Law and Culture,,,,Hasil Check Similarity,Faculty of Law Udayana University,,,,,,,,,,,
55,"[{'placement': 1, 'eprintid': 48396, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187682', 'security': 'public', 'main': 'Sosialisasi Rogatory Sistem Bagi Calon Kenshushei.pdf', 'docid': 187682, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/528335', 'filename': 'Sosialisasi Rogatory Sistem Bagi Calon Kenshushei.pdf', 'objectid': 187682, 'filesize': 2470206, 'mtime': '2023-02-15 07:36:37', 'hash_type': 'MD5', 'hash': 'd86c6d50ab50f665e5297816adf525e2', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 528335}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",2023-02-16 07:01:43,282,show,48396,archive,2023-02-16 07:01:43,"Sosialisasi Rogatory Sistem Bagi Calon Kenshushei
Perikanan Sebagai Pekerja Migran Indonesia","[{'name': {'honourific': None, 'family': 'Ria Wierma', 'lineage': None, 'given': 'Putri'}, 'id': 'ria.wierma@fh.unila.ac.id'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/48396,['K1'],pub,6,2023-02-16 07:01:43,public,['FH1'],disk0_bak/00/04/83/96,FALSE,Journal of Engineering and Information Technology for Community Service (JEIT-CS),,,,Hasil Check Similarity,Universitas Teknokrat Indonesia,,,,,,,,,,,
56,"[{'eprintid': 50435, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190142', 'pos': 1, 'format': 'text', 'main': 'HUKUM DAN.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2023-04-13 00:52:56', 'filesize': 909869, 'objectid': 190142, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544305', 'filename': 'HUKUM DAN.pdf', 'fileid': 544305, 'datasetid': 'document', 'hash': '920f8b9872da0db7130c88691ac079b5', 'mime_type': 'application/pdf'}], 'docid': 190142, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2023-04-13 02:12:06,697,show,50435,archive,2023-04-13 02:12:06,HUKUM DAN ERA DIGITAL,"[{'name': {'given': 'Rudi Natamiharja', 'lineage': None, 'family': 'Rudi Natamiharja', 'honourific': None}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}]",book_section,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50435,['K1'],pub,7,2023-04-13 02:12:06,public,['FH1'],disk0_bak/00/05/04/35,FALSE,,,,,,Fakultas Hukum Unila,,,,,,,,,HUKUM DAN ERA DIGITAL,,
57,"[{'eprintid': 50339, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190038', 'pos': 1, 'format': 'text', 'files': [{'mtime': '2023-04-11 23:54:16', 'hash_type': 'MD5', 'filename': 'HLI merged.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/543550', 'objectid': 190038, 'filesize': 9410362, 'hash': '580d2cecbfee3a6334e7e27d2a76c10c', 'mime_type': 'application/pdf', 'fileid': 543550, 'datasetid': 'document'}], 'main': 'HLI merged.pdf', 'docid': 190038, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2023-04-12 07:40:26,697,show,50339,archive,2023-04-12 07:40:26,Hukum Laut Internasional,"[{'name': {'given': 'Rudi Natamiharja', 'honourific': None, 'lineage': None, 'family': 'Rudi Natamiharja'}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}]",patent,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50339,['K1'],pub,7,2023-04-12 07:40:26,public,['FH1'],disk0_bak/00/05/03/39,,,EC00202272815,published,Fakultas Hukum Universitas Lampung,,,,,,,,,,,,,
58,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Jurnal Internasional.pdf', 'docid': 190138, 'files': [{'datasetid': 'document', 'fileid': 544282, 'hash': '1982eb8b1a7973b5c9272feb995226ec', 'mime_type': 'application/pdf', 'filesize': 2339589, 'objectid': 190138, 'filename': 'Jurnal Internasional.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544282', 'hash_type': 'MD5', 'mtime': '2023-04-13 00:39:59'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190138', 'pos': 1, 'eprintid': 50431, 'placement': 1}]",2023-04-13 02:11:16,697,show,50431,archive,2023-04-13 02:11:16,"Implementation of Civil Rights against Vulnerable Groups in
the Legal and Constitutional System in Indonesia","[{'id': 'rudi.natamiharja@unila.fh.ac.id', 'name': {'given': 'Rudi Natamiharja', 'honourific': None, 'lineage': None, 'family': 'Rudi Natamiharja'}}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50431,['K1'],pub,6,2023-04-13 02:11:16,public,['FH1'],disk0_bak/00/05/04/31,FALSE,HasanuddinLawReview,,,,Hasil Check Similarity,Universitas Hasunuddin,,,,,,,,,,,
59,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/190137', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 50430, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Internasional Jurnal.pdf', 'docid': 190137, 'files': [{'hash': '72e1051e751452a89103e6be223d8dec', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 544236, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544236', 'filename': 'Internasional Jurnal.pdf', 'filesize': 3666693, 'objectid': 190137, 'mtime': '2023-04-13 00:32:47', 'hash_type': 'MD5'}], 'format': 'text'}]",2023-04-13 00:36:34,697,show,50430,archive,2023-04-13 00:36:34,PATIENT RIGHTS DURING THE COVID-19 PANDEMIC: THE DILEMMA BETWEEN DATA PRIVACY AND TRANSPARENCY IN INDONESIA,"[{'name': {'family': 'Rudi Natamiharja', 'lineage': None, 'honourific': None, 'given': 'Rudi Natamiharja'}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50430,['K1'],pub,6,2023-04-13 00:36:34,public,['FH1'],disk0_bak/00/05/04/30,FALSE,The Age of Human Rights Journal,,,,Hasil Check Similarity,UJA,,,,,,,,,,,
60,"[{'format': 'text', 'docid': 190040, 'main': 'PHIL HAKI.pdf', 'files': [{'datasetid': 'document', 'fileid': 543561, 'hash': '230b346a613db5c590df59fe3e7c7843', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-11 23:59:32', 'objectid': 190040, 'filesize': 8749562, 'uri': 'http://repository.lppm.unila.ac.id/id/file/543561', 'filename': 'PHIL HAKI.pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 50341, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190040'}]",2023-04-12 07:40:28,697,show,50341,archive,2023-04-12 07:40:28,Pengantar Hukum Internasional,"[{'name': {'honourific': None, 'family': 'Rudi Natamiharja', 'lineage': None, 'given': 'Rudi Natamiharja'}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}]",patent,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/50341,['K1'],pub,7,2023-04-12 07:40:28,public,['FH1'],disk0_bak/00/05/03/41,,,EC00202272810,published,Fakultas Hukum Universitas Lampung,,,,,,,,,,,,,
61,"[{'eprintid': 49575, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189207', 'pos': 1, 'format': 'text', 'main': 'Similarity Implementation.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'b4b0a0b68897657f19d10831c57e36cc', 'fileid': 537627, 'datasetid': 'document', 'filename': 'Similarity Implementation.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/537627', 'filesize': 411675, 'objectid': 189207, 'mtime': '2023-04-03 01:53:39', 'hash_type': 'MD5'}], 'docid': 189207, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2023-04-03 02:02:19,347,show,49575,archive,2023-04-03 02:02:19,Implementation of Civil Rights against Vulnerable Groups in the Legal and Constitutional System in Indonesia,"[{'name': {'family': 'Rudy', 'lineage': None, 'honourific': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",article,1970-01-01 00:00:00.000002022,http://repository.lppm.unila.ac.id/id/eprint/49575,['K1'],pub,8,2023-04-03 02:02:19,public,['FH1'],disk0_bak/00/04/95/75,FALSE,Hasanuddin Law Review,,,,Hasil Check Similarity,Fakultas Hukum Universitas Hasanuddin,,,2442-9880,,,,,,,,
