,type,creators,title,refereed,datestamp,eprintid,eprint_status,metadata_visibility,userid,lastmod,documents,divisions,publisher,publication,dir,full_text_status,status_changed,ispublished,rev_number,subjects,abstract,uri,date,pres_type,pagerange,event_type,event_title,event_location,event_dates,pages,book_title,number,monograph_type,date_type,issn,volume,isbn,place_of_pub,institution
41,conference_item,"[{'name': {'given': 'Nunung', 'family': 'Nunung Rodliyah', 'lineage': None, 'honourific': None}}]",The Resposition Of Mediation Process In Islamic Economic Dispute Resolution Trough Religious Court After Perma No. 1 Of 2016,FALSE,2022-03-10 04:23:29,40074,archive,show,786,2022-03-10 04:23:29,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 161368, 'main': 'The Reposition of Mediation Process in Islamic Economic Dispute Resolution Trough Religious Court After Perma No. 1 of 2016.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-03-10 03:59:34', 'objectid': 161368, 'filesize': 2219250, 'uri': 'http://repository.lppm.unila.ac.id/id/file/448152', 'filename': 'The Reposition of Mediation Process in Islamic Economic Dispute Resolution Trough Religious Court After Perma No. 1 of 2016.pdf', 'datasetid': 'document', 'fileid': 448152, 'mime_type': 'application/pdf', 'hash': 'f22b56a9bb37a98ad70ee576e695e4ca'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161368', 'security': 'public', 'placement': 1, 'eprintid': 40074}]",['FH1'],,,disk0/00/04/00/74,public,2022-03-10 04:23:29,pub,7,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/40074,1970-01-01 00:00:00.000002017,other,,conference,PROCEEDING International Conference on Law and Society Yogyakarta,,,,,,,,,,,,
42,book_section,"[{'id': 'rudi.natamiharja@unila.fh.ac.id', 'name': {'given': 'Rudi Natamiharja', 'family': 'Rudi Natamiharja', 'lineage': None, 'honourific': None}}]",Menggali Potensi Pariwisata dan Kebudayaan di Kabupaten Lampung Timur (Perbandingan dalam Pengelolaan Pariwisata dengan Beberapa Kota di Eropa),FALSE,2020-02-03 02:27:05,17438,archive,show,697,2020-02-03 02:27:05,"[{'format': 'text', 'main': 'Rudi Natamiharja refleksi akhir tahun 2017.pdf', 'docid': 30563, 'files': [{'mime_type': 'application/pdf', 'hash': '9ac06e4e9f4ede87e3e7bb3322412cd9', 'datasetid': 'document', 'fileid': 147518, 'filename': 'Rudi Natamiharja refleksi akhir tahun 2017.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147518', 'objectid': 30563, 'filesize': 4934563, 'mtime': '2019-12-30 01:27:26', 'hash_type': 'MD5'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 17438, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30563'}]",['FH1'],Anugrah Utama Raharja (AURA),,disk0/00/01/74/38,public,2020-02-03 02:27:05,pub,7,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17438,2017-12-01 00:00:00.000000000,,11-23,,,,,,Refleksi Akhir Tahun 2017,,,,,,978-602-5636-21-9,,
43,book_section,"[{'id': 'rudi.natamiharja@unila.fh.ac.id', 'name': {'lineage': None, 'family': 'Rudi Natamiharja', 'honourific': None, 'given': 'Rudi Natamiharja'}}]",Menggali Potensi Pariwisata dan Kebudayaan di Kabupaten Lampung Timur (Perbandingan dalam Pengelolaan Pariwisata dengan Beberapa Kota di Eropa),FALSE,2020-02-03 02:50:39,17703,archive,show,697,2020-02-03 02:50:39,"[{'main': 'peer review rudi menggali potensi pariwisata.pdf', 'files': [{'datasetid': 'document', 'fileid': 149398, 'hash': '94c85b8776197da4a90d0511c75e49e3', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-28 00:39:40', 'objectid': 30825, 'filesize': 132156, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149398', 'filename': 'peer review rudi menggali potensi pariwisata.pdf'}], 'docid': 30825, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 17703, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30825', 'security': 'public'}]",['FH1'],CV. Anugrah Utama RaharjaAnggota IKAPI,,disk0/00/01/77/03,public,2020-02-03 02:50:39,pub,7,['K1'],Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/17703,2017-12-01 00:00:00.000000000,,11-23,,,,,,Bookchapter,,,,,,,,
44,article,"[{'name': {'honourific': None, 'family': 'Rudy', 'lineage': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",18 Years of Decentralization Experiment in Indonesia: Institutional and Democratic Evaluation,FALSE,2020-02-06 05:23:06,17839,archive,show,347,2020-02-06 05:23:06,"[{'eprintid': 17839, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30960', 'pos': 1, 'format': 'text', 'main': '18 Years of Decentralization Experiment in Indonesia_ Institutional and Democratic Evaluation.pdf', 'files': [{'filesize': 2310559, 'objectid': 30960, 'filename': '18 Years of Decentralization Experiment in Indonesia_ Institutional and Democratic Evaluation.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/150306', 'hash_type': 'MD5', 'mtime': '2020-01-31 06:41:13', 'fileid': 150306, 'datasetid': 'document', 'hash': '8102ed7f46672b09981be03d2349debf', 'mime_type': 'application/pdf'}], 'docid': 30960, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",['FH1'],Canadian Center of Science and Education Canada,Journal of Politics and Law;,disk0/00/01/78/39,public,2020-02-06 05:23:06,pub,6,['K1'],Hasil Check Similarity,http://repository.lppm.unila.ac.id/id/eprint/17839,1970-01-01 00:00:00.000002017,,60-68,,,,,,,,,,ISSN 1913-9047 E-ISSN 1913-9055,,,,
45,book,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'honourific': None, 'family': 'Rudy', 'lineage': None}}]",Inisasi dan Penguatan Desa Ramah Anak di Kabupaten Lampung Timur,FALSE,2020-01-14 02:50:02,17480,archive,show,347,2020-01-14 02:50:02,"[{'placement': 1, 'eprintid': 17480, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30607', 'security': 'public', 'files': [{'filename': 'rudy inisiasi dan pengutan desa ramah anak.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147824', 'objectid': 30607, 'filesize': 16884405, 'mtime': '2020-01-03 09:40:53', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '41fb5e20eddb2b55ab8e98c0877d3d88', 'datasetid': 'document', 'fileid': 147824}], 'main': 'rudy inisiasi dan pengutan desa ramah anak.pdf', 'docid': 30607, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1}]",['FH1'],Dewan Riset Daerah Kabupaten Lampung Timur,,disk0/00/01/74/80,public,2020-01-14 02:50:02,pub,7,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17480,2017-12-01 00:00:00.000000000,,,,,,,53.0,,,,,,,978-602-5420-69-6,,
46,book,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'honourific': None, 'lineage': None, 'family': 'Rudy'}}]",Inisiasi dan Penguatan Desa Ramah Anak di Kabupaten Lampung Timur,FALSE,2020-02-06 05:21:18,17782,archive,show,347,2020-02-06 05:21:18,"[{'main': 'peer review rudy inisiasi dan penguatan desa.pdf', 'docid': 30898, 'files': [{'filename': 'peer review rudy inisiasi dan penguatan desa.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/149878', 'filesize': 128473, 'objectid': 30898, 'mtime': '2020-01-30 02:59:03', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '28b2fbd0412b4d95658577f0374f92f0', 'fileid': 149878, 'datasetid': 'document'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 17782, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30898', 'security': 'public'}]",['FH1'],Dewan Riset Daerah Kabupaten Lampung Timur,,disk0/00/01/77/82,public,2020-02-06 05:21:18,pub,7,['K1'],Hasil penilaian sejawat sebidang atau peer review,http://repository.lppm.unila.ac.id/id/eprint/17782,2017-12-01 00:00:00.000000000,,,,,,,,,,,,,,,,
47,book,"[{'name': {'given': 'Rudy', 'family': 'Rudy', 'lineage': None, 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",Pembangunan Hukum di Daerah Membangun Legislasi yang Mengayomi,FALSE,2020-01-14 02:49:48,17430,archive,show,347,2020-01-14 02:49:48,"[{'files': [{'mtime': '2019-12-27 08:04:17', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147458', 'filename': 'Pembangunan Hukum di Daerah - Rudy.pdf', 'objectid': 30555, 'filesize': 1997764, 'mime_type': 'application/pdf', 'hash': '805c1d6b1b1a84bf0eb809210ccaf51b', 'fileid': 147458, 'datasetid': 'document'}], 'main': 'Pembangunan Hukum di Daerah - Rudy.pdf', 'docid': 30555, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 17430, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30555', 'pos': 1, 'security': 'public'}]",['FH1'],Anugrah Utama Raharja (AURA),,disk0/00/01/74/30,public,2020-01-14 02:49:48,pub,7,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17430,2017-08-01 00:00:00.000000000,,,,,,,126.0,,,,,,,978-602-6739-26-1,Bandar Lampung,
48,book,"[{'name': {'family': 'Rudy', 'lineage': None, 'honourific': None, 'given': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",Pembangunan Hukum di Daerah Membangun Legislasi yang Mengayomi,FALSE,2020-01-14 02:49:58,17453,archive,show,347,2020-01-14 02:49:58,"[{'eprintid': 17453, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30581', 'pos': 1, 'format': 'text', 'main': 'Pembangunan Hukum di Daerah - Rudy.pdf', 'files': [{'mtime': '2020-01-02 08:59:31', 'hash_type': 'MD5', 'filename': 'Pembangunan Hukum di Daerah - Rudy.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147653', 'filesize': 1997764, 'objectid': 30581, 'hash': '805c1d6b1b1a84bf0eb809210ccaf51b', 'mime_type': 'application/pdf', 'fileid': 147653, 'datasetid': 'document'}], 'docid': 30581, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",['FH1'],Anugrah Utama Raharja (AURA),,disk0/00/01/74/53,public,2020-01-14 02:49:58,pub,7,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17453,2017-08-01 00:00:00.000000000,,,,,,,126.0,,,,,,,978-602-6739-26-1,Bandar Lampung,
49,monograph,"[{'name': {'given': 'Rudy', 'honourific': None, 'family': 'Rudy', 'lineage': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",Strategi Pembangunan Hukum di Kabupaten Lampung Timur,,2020-01-14 01:26:35,17452,archive,show,347,2020-01-14 01:26:35,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/30580', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17452, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Strategi Pembangunan Hukum di Kabupaten Lampung Timur.pdf', 'files': [{'filesize': 1106319, 'objectid': 30580, 'filename': 'Strategi Pembangunan Hukum di Kabupaten Lampung Timur.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147646', 'hash_type': 'MD5', 'mtime': '2020-01-02 08:53:51', 'datasetid': 'document', 'fileid': 147646, 'hash': 'c6654c74fdc86ae5681130deb982661d', 'mime_type': 'application/pdf'}], 'docid': 30580, 'format': 'text'}]",['FH1'],AURA CV. Anugrah Utama Raharja Anggota IKAPI,,disk0/00/01/74/52,public,2020-01-14 01:26:35,pub,7,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/17452,2017-12-01 00:00:00.000000000,,,,,,,11.0,,,discussion_paper,,,,,,Universitas Lampung
50,book_section,"[{'name': {'family': 'Yusdiyanto', 'lineage': None, 'honourific': None, 'given': 'YUSDIYANTO'}}]",Konflik Lahan Perkebunan Mengungkap Perjuangan Rakyat Melawan Kooptasi Tanah HGU Sugar Group Companies,FALSE,2020-09-10 02:09:57,23964,archive,show,324,2020-09-10 02:09:57,"[{'format': 'text', 'docid': 37648, 'main': 'Yusdiyanto konflik lahan perkebunan.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '143dff4037eef9f023271cc13354a8df', 'fileid': 218441, 'datasetid': 'document', 'mtime': '2020-09-10 01:36:22', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/218441', 'filename': 'Yusdiyanto konflik lahan perkebunan.pdf', 'filesize': 18784037, 'objectid': 37648}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 23964, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37648'}]",['FH1'],CV. Cita Inttans Selaras Wisma Kalimetro,,disk0/00/02/39/64,public,2020-09-10 02:09:57,pub,7,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/23964,2017-12-01 00:00:00.000000000,,1-281,,,,,,Buku Referensi,,,,,,978-602-5562-19-8,,
51,book_section,"[{'name': {'lineage': None, 'family': 'Yusdiyanto', 'honourific': None, 'given': 'YUSDIYANTO'}}]",Konflik Lahan Perkebunan Mengungkap Perjuangan Rakyat Melawan Kooptasi Tanah HGU Sugar Group Companies,FALSE,2020-10-01 01:07:06,24254,archive,show,324,2020-10-01 01:07:06,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'files': [{'filename': 'Konflik Lahan Perkebunan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/220742', 'filesize': 125995, 'objectid': 37973, 'mtime': '2020-10-01 00:51:50', 'hash_type': 'MD5', 'hash': '2445de57c8f949bcb1244479ff692f75', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 220742}], 'main': 'Konflik Lahan Perkebunan.pdf', 'docid': 37973, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37973', 'security': 'public', 'placement': 1, 'eprintid': 24254}]",['FH1'],CV. Cita Inttans Selaras Wisma Kalimetro,,disk0/00/02/42/54,public,2020-10-01 01:07:06,pub,7,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/24254,1970-01-01 00:00:00.000002017,,1-281,,,,,,BUKU,,,,,,,,
52,book_section,"[{'name': {'given': 'yuswanto', 'family': 'Yuswanto', 'lineage': None, 'honourific': None}}]",Dinamika Penegakan Hukum Pemerintahan Daerah,FALSE,2021-04-13 02:13:08,29145,archive,show,1065,2021-04-13 02:13:08,"[{'format': 'text', 'main': 'Reviewer Dinamika.pdf', 'files': [{'objectid': 43256, 'filesize': 245862, 'filename': 'Reviewer Dinamika.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/258448', 'hash_type': 'MD5', 'mtime': '2021-04-12 04:48:39', 'fileid': 258448, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'b7b074a8b5abbea6721139a6821f3fa2'}], 'docid': 43256, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 29145, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43256', 'pos': 1}]",['FH1'],AURA CV. Anugrah Utama Raharja,,disk0/00/02/91/45,public,2021-04-13 02:13:08,pub,7,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,http://repository.lppm.unila.ac.id/id/eprint/29145,2017-09-01 00:00:00.000000000,,,,,,,,Dinamika Penegakan Hukum Pemerintahan Daerah,,,,,,,,
53,article,"[{'name': {'given': 'nikmah', 'lineage': None, 'family': 'nikmah rosidah', 'honourific': None}}]",The Judge Judicial Independence In Making Legal Decison In The Court,FALSE,2019-10-29 02:55:44,14675,archive,show,762,2019-10-29 02:55:44,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27783', 'security': 'public', 'placement': 1, 'eprintid': 14675, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'docid': 27783, 'main': 'SIMILARITY THE JUDGE’S JUDICIAL INDEPENDENCE IN MAKING LEGAL DECISION IN THE COURT.pdf', 'files': [{'datasetid': 'document', 'fileid': 127072, 'mime_type': 'application/pdf', 'hash': '171e699e3d0785bb0794ccdd14cb2da4', 'filesize': 3185026, 'objectid': 27783, 'filename': 'SIMILARITY THE JUDGE’S JUDICIAL INDEPENDENCE IN MAKING LEGAL DECISION IN THE COURT.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/127072', 'hash_type': 'MD5', 'mtime': '2019-10-29 02:49:29'}], 'format': 'text'}]",['FH1'],KLIBEL,"International Journal of Business, Economics and Law",disk0/00/01/46/75,public,2019-10-29 02:55:44,pub,6,['K1'],Hasil Similarity Check,http://repository.lppm.unila.ac.id/id/eprint/14675,2017-08-01 00:00:00.000000000,,151-158,,,,,,,,,,2289-1552,,,,
