,metadata_visibility,datestamp,eprintid,eprint_status,lastmod,documents,userid,title,refereed,creators,pres_type,type,subjects,event_title,uri,date,event_type,divisions,dir,ispublished,rev_number,full_text_status,status_changed,abstract,pagerange,publisher,publication,issn,date_type,patent_applicant,id_number,book_title,event_dates,event_location,volume,number,corp_creators,contributors,official_url,keywords,funders,related_url,succeeds
40,show,2021-05-31 09:10:44,31516,archive,2021-05-31 09:10:44,"[{'eprintid': 31516, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142514', 'format': 'text', 'main': 'Review Hk. Acara Peradilan.pdf', 'files': [{'mtime': '2021-05-31 08:59:11', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/373360', 'filename': 'Review Hk. Acara Peradilan.pdf', 'filesize': 272679, 'objectid': 142514, 'hash': 'fe7aac2288f4385ba2d2796bb07e862d', 'mime_type': 'application/pdf', 'fileid': 373360, 'datasetid': 'document'}], 'docid': 142514, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",955,Pencipta atas HKI berjudul Hukum Acara Peradilan Agama,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31516,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/16,pub,7,public,2021-05-31 09:10:44,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201853985,,,,,,,,,,,,
41,show,2021-05-31 06:09:19,31441,archive,2021-05-31 06:09:19,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'filesize': 180542, 'objectid': 142114, 'uri': 'http://repository.lppm.unila.ac.id/id/file/372539', 'filename': 'Review Hukum Ekonomi.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-31 04:05:15', 'fileid': 372539, 'datasetid': 'document', 'hash': 'f1701edddb2dbb88729e850dd6185aeb', 'mime_type': 'application/pdf'}], 'main': 'Review Hukum Ekonomi.pdf', 'docid': 142114, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142114', 'eprintid': 31441, 'placement': 1}]",955,Pencipta atas HKI berjudul Hukum Ekonomi dan Lembaga Keuangan Syariah,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31441,2018-03-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/41,pub,7,public,2021-05-31 06:09:19,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201806230,,,,,,,,,,,,
42,show,2021-05-31 09:11:10,31510,archive,2021-05-31 09:11:10,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Review Hukum Ekonomi.pdf', 'files': [{'filename': 'Review Hukum Ekonomi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/373294', 'filesize': 273554, 'objectid': 142489, 'mtime': '2021-05-31 08:46:51', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '07be4717e1b9d8664dc52cae7e8e7e24', 'fileid': 373294, 'datasetid': 'document'}], 'docid': 142489, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142489', 'security': 'public', 'placement': 1, 'eprintid': 31510}]",955,Pencipta atas HKI berjudul Hukum Ekonomi dan Lembaga Keuangan Syariah,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31510,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/10,pub,7,public,2021-05-31 09:11:10,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201806230,,,,,,,,,,,,
43,show,2021-05-31 06:09:28,31445,archive,2021-05-31 06:09:28,"[{'format': 'text', 'main': 'Review Hukum Versus.pdf', 'files': [{'datasetid': 'document', 'fileid': 372576, 'mime_type': 'application/pdf', 'hash': 'be11045c01490dd8dbcdf5a00b3a16fe', 'filesize': 180341, 'objectid': 142119, 'uri': 'http://repository.lppm.unila.ac.id/id/file/372576', 'filename': 'Review Hukum Versus.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-31 04:10:59'}], 'docid': 142119, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 31445, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142119'}]",955,Pencipta atas HKI berjudul Hukum Versus Pengegakan Hukum,,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31445,2018-11-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/45,pub,7,public,2021-05-31 06:09:28,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201854004,,,,,,,,,,,,
44,show,2021-05-31 09:10:36,31513,archive,2021-05-31 09:10:36,"[{'docid': 142503, 'main': 'Review Hukum Versus.pdf', 'files': [{'hash': 'c8e639ccc5cb96f1e22752947d4fb814', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 373328, 'uri': 'http://repository.lppm.unila.ac.id/id/file/373328', 'filename': 'Review Hukum Versus.pdf', 'objectid': 142503, 'filesize': 277652, 'mtime': '2021-05-31 08:53:06', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 31513, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142503', 'security': 'public'}]",955,Pencipta atas HKI berjudul Hukum Versus Pengegakan Hukum,,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31513,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/13,pub,7,public,2021-05-31 09:10:36,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201854004,,,,,,,,,,,,
45,show,2021-05-31 06:09:13,31450,archive,2021-05-31 06:09:13,"[{'placement': 1, 'eprintid': 31450, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142173', 'pos': 1, 'security': 'public', 'main': 'Review Kondisi Eropa.pdf', 'files': [{'datasetid': 'document', 'fileid': 372655, 'mime_type': 'application/pdf', 'hash': 'fa1d8c3cd54c68ee7a393e6a06b89565', 'objectid': 142173, 'filesize': 123164, 'filename': 'Review Kondisi Eropa.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372655', 'hash_type': 'MD5', 'mtime': '2021-05-31 04:21:36'}], 'docid': 142173, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",955,Pencipta atas HKI berjudul Kondisi Eropa sebelum Islam Datang,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31450,2018-11-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/50,pub,7,public,2021-05-31 06:09:13,Hasil Penilaian Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201853975,,,,,,,,,,,,
46,show,2021-05-31 09:10:48,31517,archive,2021-05-31 09:10:48,"[{'main': 'Review Kondisi Eropa.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': 'deb14f981dd60c3ab02c92cd1cc01f0d', 'fileid': 373372, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/373372', 'filename': 'Review Kondisi Eropa.pdf', 'filesize': 217347, 'objectid': 142520, 'mtime': '2021-05-31 09:00:36', 'hash_type': 'MD5'}], 'docid': 142520, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 31517, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142520', 'pos': 1, 'security': 'public'}]",955,Pencipta atas HKI berjudul Kondisi Eropa sebelum Islam Datang,,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31517,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/17,pub,7,public,2021-05-31 09:10:48,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201853975,,,,,,,,,,,,
47,show,2021-05-31 06:09:39,31451,archive,2021-05-31 06:09:39,"[{'placement': 1, 'eprintid': 31451, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142174', 'security': 'public', 'main': 'Review Landasan.pdf', 'files': [{'filesize': 177975, 'objectid': 142174, 'filename': 'Review Landasan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372662', 'hash_type': 'MD5', 'mtime': '2021-05-31 04:23:24', 'fileid': 372662, 'datasetid': 'document', 'hash': '6b6df052655f7fb9f2f24235979f70d3', 'mime_type': 'application/pdf'}], 'docid': 142174, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",955,Pencipta atas HKI berjudul Landasan Kefilsafatan,,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31451,2018-11-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/51,pub,7,public,2021-05-31 06:09:39,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201853976,,,,,,,,,,,,
48,show,2021-05-31 09:10:50,31518,archive,2021-05-31 09:10:50,"[{'files': [{'mtime': '2021-05-31 09:02:03', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/373383', 'filename': 'Review Landasan.pdf', 'objectid': 142525, 'filesize': 269280, 'mime_type': 'application/pdf', 'hash': 'd983e69a9673dbea8e21ac94a8bbcf0f', 'fileid': 373383, 'datasetid': 'document'}], 'main': 'Review Landasan.pdf', 'docid': 142525, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 31518, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142525', 'security': 'public'}]",955,Pencipta atas HKI berjudul Landasan Kefilsafatan,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31518,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/18,pub,7,public,2021-05-31 09:10:50,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201853976,,,,,,,,,,,,
49,show,2021-05-31 06:09:43,31452,archive,2021-05-31 06:09:43,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'Review Pembaharuan.pdf', 'docid': 142179, 'files': [{'filesize': 183142, 'objectid': 142179, 'filename': 'Review Pembaharuan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372673', 'hash_type': 'MD5', 'mtime': '2021-05-31 04:25:15', 'fileid': 372673, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '0401c1cda9493af7cab577b96e07b3ee'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142179', 'security': 'public', 'placement': 1, 'eprintid': 31452}]",955,Pencipta atas HKI berjudul Pembaharuan Hukum Perkawinan Indonesia dan Globalisasi,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31452,2018-11-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/52,pub,7,public,2021-05-31 06:09:43,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201853978,,,,,,,,,,,,
50,show,2021-05-31 09:10:52,31519,archive,2021-05-31 09:10:52,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'format': 'text', 'main': 'Review Pembaharuan.pdf', 'docid': 142530, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/373394', 'filename': 'Review Pembaharuan.pdf', 'objectid': 142530, 'filesize': 278482, 'mtime': '2021-05-31 09:03:27', 'hash_type': 'MD5', 'hash': '14f5f2b05c3d05893d193942dbd25959', 'mime_type': 'application/pdf', 'fileid': 373394, 'datasetid': 'document'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142530', 'eprintid': 31519, 'placement': 1}]",955,Pencipta atas HKI berjudul Pembaharuan Hukum Perkawinan Indonesia dan Globalisasi,,"[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31519,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/19,pub,7,public,2021-05-31 09:10:52,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC0020185397,,,,,,,,,,,,
51,show,2021-05-31 06:09:47,31453,archive,2021-05-31 06:09:47,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142184', 'security': 'public', 'placement': 1, 'eprintid': 31453, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'files': [{'mtime': '2021-05-31 04:26:51', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372684', 'filename': 'Review Penetapan TAP MPR.pdf', 'filesize': 191518, 'objectid': 142184, 'hash': 'c7ff5dfcd52383045793dd1e1ad53f95', 'mime_type': 'application/pdf', 'fileid': 372684, 'datasetid': 'document'}], 'main': 'Review Penetapan TAP MPR.pdf', 'docid': 142184, 'format': 'text'}]",955,Pencipta atas HKI berjudul Penetapan TAP MPR No. 6/2001 tentang Arah Kebijakan dan Rekomendasi Pemberantasan KKN dan TAP MPR No. 8/2001 tentang Etika Kehidupan Berbangsa dalam Sinergitas Antara Hukum dan Moral,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31453,2018-11-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/53,pub,7,public,2021-05-31 06:09:47,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201853980,,,,,,,,,,,,
52,show,2021-05-31 09:10:54,31520,archive,2021-05-31 09:10:54,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 142531, 'main': 'Review Penetapan TAP MPR.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/373401', 'filename': 'Review Penetapan TAP MPR.pdf', 'objectid': 142531, 'filesize': 288773, 'mtime': '2021-05-31 09:04:51', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '9465b4889ad274a1886325adeb180eae', 'fileid': 373401, 'datasetid': 'document'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142531', 'eprintid': 31520, 'placement': 1}]",955,Pencipta atas HKI berjudul Penetapan TAP MPR No. 6/2001 tentang Arah Kebijakan dan Rekomendasi Pemberantasan KKN dan TAP MPR No. 8/2001 tentang Etika Kehidupan Berbangsa dalam Sinergitas Antara Hukum dan Moral,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31520,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/20,pub,7,public,2021-05-31 09:10:54,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201853980,,,,,,,,,,,,
53,show,2021-05-31 06:09:54,31454,archive,2021-05-31 06:09:54,"[{'main': 'Review Penyuluhan Hukum.pdf', 'files': [{'hash': '79df1e5e0e29c35bf99d944e27bfb9c2', 'mime_type': 'application/pdf', 'fileid': 372695, 'datasetid': 'document', 'filename': 'Review Penyuluhan Hukum.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372695', 'objectid': 142189, 'filesize': 451362, 'mtime': '2021-05-31 04:28:24', 'hash_type': 'MD5'}], 'docid': 142189, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 31454, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142189', 'security': 'public'}]",955,Pencipta atas HKI berjudul Penyuluhan Hukum Perkawinan dan Perlindungan Atas Hak Anak Menurut Hukum Islam dan Hukum Negara di Desa Sidosari Kecamatan Natar Kabupaten Lampung Selatan,,"[{'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31454,2018-11-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/54,pub,7,public,2021-05-31 06:09:54,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201944352,,,,,,,,,,,,
54,show,2021-05-31 09:10:56,31522,archive,2021-05-31 09:10:56,"[{'format': 'text', 'main': 'Review Penyuluhan Hukum.pdf', 'docid': 142536, 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-31 09:06:33', 'objectid': 142536, 'filesize': 552410, 'uri': 'http://repository.lppm.unila.ac.id/id/file/373414', 'filename': 'Review Penyuluhan Hukum.pdf', 'datasetid': 'document', 'fileid': 373414, 'mime_type': 'application/pdf', 'hash': '90773e41a68c04090c8f337080ee5ee1'}], 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 31522, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142536'}]",955,Pencipta atas HKI berjudul Penyuluhan Hukum Perkawinan dan Perlindungan Atas Hak Anak Menurut Hukum Islam dan Hukum Negara di Desa Sidosari Kecamatan Natar Kabupaten Lampung Selatan,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31522,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/22,pub,7,public,2021-05-31 09:10:56,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201944352,,,,,,,,,,,,
55,show,2021-05-31 06:09:50,31448,archive,2021-05-31 06:09:50,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/142140', 'pos': 1, 'eprintid': 31448, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'Review Reformasi.pdf', 'docid': 142140, 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-31 04:15:57', 'filesize': 193904, 'objectid': 142140, 'filename': 'Review Reformasi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372610', 'fileid': 372610, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '528724d80d0742d3d8473eb71a485284'}]}]",955,Pencipta atas HKI berjudul Reformasi Sistem Hukum Pencatatan Perkawinan bagi Warga Muslim dalam Rangka Perlindungan Hukum Anak pada Perkawinan Hukum Anak pada Perkawinan Tidak Dicatat (Studi Kasus di Provinsi Lampung),,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31448,2018-11-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/48,pub,7,public,2021-05-31 06:09:50,Hasil Penilaian Sejawat Sebidng atau Peer Review,,,,,submitted,LPPM UNILA,EC00201854001,,,,,,,,,,,,
56,show,2021-05-31 09:10:41,31515,archive,2021-05-31 09:10:41,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'main': 'Review Reformasi.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-31 08:56:45', 'objectid': 142509, 'filesize': 291903, 'filename': 'Review Reformasi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/373346', 'fileid': 373346, 'datasetid': 'document', 'hash': 'b136672a08f4b3812d7f3bdb60516f4d', 'mime_type': 'application/pdf'}], 'docid': 142509, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/142509', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 31515}]",955,Pencipta atas HKI berjudul Reformasi Sistem Hukum Pencatatan Perkawinan bagi Warga Muslim dalam Rangka Perlindungan Hukum Anak pada Perkawinan Hukum Anak pada Perkawinan Tidak Dicatat (Studi Kasus di Provinsi Lampung),,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>', 'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31515,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/15,pub,7,public,2021-05-31 09:10:41,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201854001,,,,,,,,,,,,
57,show,2021-05-31 06:09:37,31447,archive,2021-05-31 06:09:37,"[{'format': 'text', 'files': [{'fileid': 372594, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '79e14061c890168ead67063fbc73ec5f', 'filesize': 182847, 'objectid': 142130, 'filename': 'Review Upaya Penanggulangan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/372594', 'hash_type': 'MD5', 'mtime': '2021-05-31 04:13:40'}], 'main': 'Review Upaya Penanggulangan.pdf', 'docid': 142130, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 31447, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142130'}]",955,Pencipta atas HKI berjudul Upaya Penanggulangan Penceremaran Sungai Musi di Palembang Sumatera Selatan oleh Pertamina Unit Pengolahan III Palju,,"[{'name': {'honourific': None, 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31447,2018-11-01 00:00:00.000000000,,['FH1'],disk0/00/03/14/47,pub,7,public,2021-05-31 06:09:37,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201853981,,,,,,,,,,,,
58,show,2021-05-31 09:10:39,31514,archive,2021-05-31 09:10:39,"[{'placement': 1, 'eprintid': 31514, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142508', 'security': 'public', 'main': 'Review Upaya Penanggulangan.pdf', 'docid': 142508, 'files': [{'mime_type': 'application/pdf', 'hash': '556d108db1ec9cf01353ece0dc84b8ab', 'datasetid': 'document', 'fileid': 373339, 'filename': 'Review Upaya Penanggulangan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/373339', 'filesize': 279274, 'objectid': 142508, 'mtime': '2021-05-31 08:54:45', 'hash_type': 'MD5'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",955,Pencipta atas HKI berjudul Upaya Penanggulangan Penceremaran Sungai Musi di Palembang Sumatera Selatan oleh Pertamina Unit Pengolahan III Palju,,"[{'name': {'honourific': None, 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">amnawaty@yahoo.com</font></font>'}]",,patent,['K1'],,http://repository.lppm.unila.ac.id/id/eprint/31514,1970-01-01 00:00:00.000002018,,['FH1'],disk0/00/03/15/14,pub,7,public,2021-05-31 09:10:39,Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,submitted,LPPM UNILA,EC00201853981,,,,,,,,,,,,
