,subjects,uri,date,publisher,divisions,dir,rev_number,ispublished,full_text_status,status_changed,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,official_url,userid,title,creators,type,contact_email,date_type,documents,id_number,place_of_pub,related_url,succeeds,corp_creators,abstract,publication,volume,issn,refereed,pagerange,number,contributors,event_dates,pres_type,event_location,event_title,event_type,referencetext
31,['L1'],http://repository.lppm.unila.ac.id/id/eprint/11227,1970-01-01 00:00:00.000002019,,['FKIP9'],disk0/00/01/12/27,8,pub,public,2019-05-02 04:18:24,show,2019-05-02 04:18:24,archive,11227,2019-05-02 04:18:24,http://shieldproceeding.uprci.com/journal/list_journal/3rd-shield-proceeding,1075,SKILLS AND SELF EFICACY AMONG SECONDARY STUDENTS IN INTERACTIVE MULTIMEDIA LEARNING,"[{'name': {'honourific': None, 'family': 'Roberto', 'lineage': None, 'given': 'Andry'}, 'id': 'andrer52@gmail.com'}, {'name': {'given': 'Agus', 'lineage': None, 'family': 'Suyatna', 'honourific': None}, 'id': 'asuyatna@yahoo.com'}, {'id': 'jalmotri@yahoo.com', 'name': {'given': 'Tri', 'family': 'Jalmo', 'lineage': None, 'honourific': None}}, {'id': 'undangros@yahoo.com', 'name': {'honourific': None, 'family': 'Rosidin', 'lineage': None, 'given': 'Undang'}}]",conference_item,,published,"[{'format': 'text', 'docid': 24225, 'main': 'Shield Andry Roberto.pdf', 'files': [{'datasetid': 'document', 'fileid': 102406, 'mime_type': 'application/pdf', 'hash': '2df1ca7c0a53bfe21c9e32957f240b7c', 'hash_type': 'MD5', 'mtime': '2019-04-22 14:44:33', 'objectid': 24225, 'filesize': 242361, 'uri': 'http://repository.lppm.unila.ac.id/id/file/102406', 'filename': 'Shield Andry Roberto.pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'eprintid': 11227, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24225'}]",,,"[{'url': 'http://shieldproceeding.uprci.com/journal/list_journal/3rd-shield-proceeding', 'type': 'pub'}]",,"['SMPN 12 Kotabumi', 'Universitas Lampung']","ABSTRACT. This study aims to describe the critical thinking skills  and self efficay of 31 students of junior high school as the impact of interactive multimedia courseware. Interactive multimedia developed for science class, which topic about  Environmental Pollution. The research design used was one group pretest – posttest design. Before learning process, the students given pretest and scale of self eficacy. The critical  thinking of  the student's skill was obtained through tests using HOTS assessment. Analysis of data (pretest-posttest) was the description of the results of the average effect size of sample then categorized based on Cohen’s interpretation. Analysis of students’ self efficacy was using three indicators in instruments are
magnitude, strength, generality. The results showed that the interactive multimedia developed is effective to improving  students’ critical thinking in learning science. Beside, learning process with interactive multimedia encourage students’ self perception.",,,,TRUE,150-155,,,9-10 November 2018,speech,Lampung Province,The 3rd shield International Conference of 2018,conference,
32,['L1'],http://repository.lppm.unila.ac.id/id/eprint/14305,2019-07-01 00:00:00.000000000,Eurasian Society of Educational Research,['FKIP9'],disk0/00/01/43/05,6,pub,public,2019-10-22 08:37:51,show,2019-10-22 08:37:51,archive,14305,2019-10-22 08:37:51,https://www.eu-jer.com/evaluation-of-national-examination-un-and-national-based-school-examination-usbn-in-indonesia,299,Evaluation of National Examination (UN) and National-Based School Examination (USBN) in Indonesia,"[{'id': 'undangros@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Rosidin', 'given': 'Undang'}}, {'name': {'given': 'Herpratiwi', 'lineage': None, 'family': 'Herpratiwi', 'honourific': None}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'given': 'Rijal', 'lineage': None, 'family': 'Firdaos', 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Suana', 'given': 'Wayan'}, 'id': 'wsuane@gmail.com'}]",article,,,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 27368, 'main': '2019, Undang Rosidin dkk. EU-JER.pdf', 'files': [{'filename': '2019, Undang Rosidin dkk. EU-JER.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/124186', 'objectid': 27368, 'filesize': 1012150, 'mtime': '2019-09-20 05:06:30', 'hash_type': 'MD5', 'hash': '8829a6506f596894de65f8d7e5ce1cff', 'mime_type': 'application/pdf', 'fileid': 124186, 'datasetid': 'document'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27368', 'eprintid': 14305, 'placement': 1}]",,,,,,,European Journal of Educational Research,8.0,2165-8714,TRUE,827-837,3.0,,,,,,,
33,['L1'],http://repository.lppm.unila.ac.id/id/eprint/16715,1970-01-01 00:00:00.000002019,UNY,['FKIP9'],disk0/00/01/67/15,6,pub,public,2019-11-18 07:08:47,show,2019-11-18 07:08:47,archive,16715,2019-11-18 07:08:47,https://journal.uny.ac.id/index.php/cp,706,"CAN ARGUMENT-DRIVEN INQUIRY MODELS HAVE IMPACT ON CRITICAL
THINKING SKILLS FOR STUDENTS WITH DIFFERENTPERSONALITY TYPES?","[{'name': {'given': 'Undang', 'family': 'Rosidin', 'lineage': None, 'honourific': None}, 'id': 'undangros@yahoo.com'}, {'id': 'kadaritna@yahoo.com', 'name': {'given': 'Nina', 'honourific': None, 'lineage': None, 'family': 'Kadaritna'}}, {'id': 'nenihasnunidah@gmail.com', 'name': {'given': 'Neni', 'honourific': None, 'lineage': None, 'family': 'Hasnunidah'}}]",article,,published,"[{'format': 'text', 'files': [{'mime_type': 'application/pdf', 'hash': '25f6a2c365ce8ccada27915834f1f543', 'fileid': 142220, 'datasetid': 'document', 'filename': '24725-71003-2-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/142220', 'filesize': 1981737, 'objectid': 29788, 'mtime': '2019-11-16 11:34:44', 'hash_type': 'MD5'}], 'main': '24725-71003-2-PB.pdf', 'docid': 29788, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 16715, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/29788', 'pos': 1}]",,,,,,"Critical thinking skills are important in the context of 21st-century learning, where students are able
to express reasons that support the assumptions or conclusions they obtain. A preliminary study at 25 Bandar
Lampung Middle Schools found that science learning had not been maximized in training critical thinking
skills. This study aims to determine the effect of applying the Argument-Driven Inquiry (ADI) learning model
on students’ critical thinking skills based on differences in academic abilities, gender, and personality type.
This study used Nonequivalent (Pretest and Posttest) Control Group Design and One-Group Pretest-Posttest
Design. The data of pretest and posttest essay questions results were analyzed using nonparametric statistical
tests. The results showed that there was an effect of ADI learning on critical thinking skills in high and low
academic students. Moreover, this model provided a greater influence on students’ high academic abilities.
The ADI model could also accommodate all male and female students with various types of personality
types because the gender and personality type aspects do not show significant differences in students’ critical
thinking abilities, both between male and female students and students with different personality types.
Overall, the ADI model is effective in improving students’ critical thinking skills.",Cakrawala Pendidikan,38.0,2442-8620,TRUE,,3.0,,,,,,,
34,"['L1', 'LB1501', 'LC5201']",http://repository.lppm.unila.ac.id/id/eprint/22555,1970-01-01 00:00:00.000002019,FKIP Unila,['FKIP9'],disk0/00/02/25/55,9,unpub,public,2020-06-17 08:32:18,show,2020-06-17 08:32:18,archive,22555,2020-06-17 08:32:18,,624,Construction A Simple Distillation Apparatus From Used Goods By Using Project-Based Learning.,"[{'id': 'undangros@yahoo.com', 'name': {'lineage': None, 'family': 'Rosidin', 'honourific': None, 'given': 'Undang'}}, {'id': None, 'name': {'given': 'Riswanti', 'honourific': None, 'lineage': None, 'family': 'Rini'}}]",other,,,"[{'eprintid': 22555, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36013', 'format': 'text', 'docid': 36013, 'main': '06 CONSTRUCTION A SIMPLE.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-06-17 06:42:18', 'filesize': 739367, 'objectid': 36013, 'filename': '06 CONSTRUCTION A SIMPLE.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/206867', 'datasetid': 'document', 'fileid': 206867, 'mime_type': 'application/pdf', 'hash': 'b928c0bc79b5a954d99c4afacb584ab9'}], 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",,,,,"['Jurusan Pendidikan MIPA FKIP Unila', 'Jurusan Ilmu Pendidikan FKIP Unila']",,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'type': 'http://www.loc.gov/loc.terms/relators/REV'}]",,,,,,
35,"['L1', 'LB1501', 'LC5201']",http://repository.lppm.unila.ac.id/id/eprint/22559,1970-01-01 00:00:00.000002019,FKIP Unila,['FKIP9'],disk0/00/02/25/59,10,unpub,public,2020-06-17 08:32:53,show,2020-06-17 08:32:53,archive,22559,2020-06-17 08:32:53,,624,"The Effectiveness pf Problem-Based Learning on The Hoax Information to Improve Students "" Critical Thinking Skills.","[{'name': {'honourific': None, 'lineage': None, 'family': 'Rosidin', 'given': 'Undang'}, 'id': 'undangros@yahoo.com'}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Rini', 'given': 'Riswanti'}}]",other,,,"[{'eprintid': 22559, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36017', 'pos': 1, 'format': 'text', 'docid': 36017, 'main': '10 THE EFFECTIVENESS OF PROBLEM-BASED.pdf', 'files': [{'datasetid': 'document', 'fileid': 206904, 'hash': '1bf82473d6d06f51ec4b61bf1020c290', 'mime_type': 'application/pdf', 'objectid': 36017, 'filesize': 737144, 'uri': 'http://repository.lppm.unila.ac.id/id/file/206904', 'filename': '10 THE EFFECTIVENESS OF PROBLEM-BASED.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-17 06:53:43'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,,,,"['Jurusan Pendidikan MIPA FKIP Unila', 'Jurusan Ilmu Pendidikan FKIP Unila']",,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'type': 'http://www.loc.gov/loc.terms/relators/REV'}]",,,,,,
36,"['L1', 'LB1501', 'LC5201']",http://repository.lppm.unila.ac.id/id/eprint/22563,1970-01-01 00:00:00.000002019,FKIP Unila,['FKIP9'],disk0/00/02/25/63,9,unpub,public,2020-06-17 08:33:28,show,2020-06-17 08:33:28,archive,22563,2020-06-17 08:33:28,,624,MENINGKATKAN KEMAMPUAN METAKOGNISI SISWA PADA PEMBELAJARAN FISIKA MENGGUNAKAN LEMBAR KERJA SISWA BERBASIS INKUIRI TERBIMBING,"[{'name': {'given': 'Undang', 'lineage': None, 'family': 'Rosidin', 'honourific': None}, 'id': 'undangros@yahoo.com'}, {'name': {'given': 'Riswanti', 'family': 'Rini', 'lineage': None, 'honourific': None}, 'id': None}]",other,,,"[{'eprintid': 22563, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36022', 'pos': 1, 'format': 'text', 'files': [{'hash_type': 'MD5', 'mtime': '2020-06-17 07:05:01', 'filesize': 779634, 'objectid': 36022, 'uri': 'http://repository.lppm.unila.ac.id/id/file/206943', 'filename': '14 MENINGKATKAN KEMAMPUAN METAKOGNISI.pdf', 'fileid': 206943, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'c38749ef887f4b691dd8aaca7f01d16a'}], 'main': '14 MENINGKATKAN KEMAMPUAN METAKOGNISI.pdf', 'docid': 36022, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",,,,,"['Jurusan Pendidikan MIPA FKIP Unila', 'Jurusan Ilmu Pendidikan FKIP Unila']",,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'type': 'http://www.loc.gov/loc.terms/relators/REV'}]",,,,,,
37,"['L1', 'LB1501', 'LC5201']",http://repository.lppm.unila.ac.id/id/eprint/22554,1970-01-01 00:00:00.000002019,FKIP Unila,['FKIP9'],disk0/00/02/25/54,9,unpub,public,2020-06-17 08:32:08,show,2020-06-17 08:32:08,archive,22554,2020-06-17 08:32:08,,624,"Using Project-Based Learning in Improving Students "" Critical Thinking Skills to Recycle Waste Cooking Oil.","[{'id': 'undangros@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Rosidin', 'given': 'Undang'}}, {'id': None, 'name': {'given': 'Riswanti', 'family': 'Rini', 'lineage': None, 'honourific': None}}]",other,,,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36012', 'security': 'public', 'placement': 1, 'eprintid': 22554, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 36012, 'main': '05 USING PROJECT BASED LEARNING IN IMPROVING.pdf', 'files': [{'fileid': 206856, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '39a73fe55918385f74f2446fc64ce5a3', 'hash_type': 'MD5', 'mtime': '2020-06-17 06:40:25', 'filesize': 767788, 'objectid': 36012, 'filename': '05 USING PROJECT BASED LEARNING IN IMPROVING.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/206856'}], 'format': 'text'}]",,,,,"['Jurusan Pendidikan MIPA FKIP Unila', 'Jurusan Ilmu Pendidikan FKIP Unila']",,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'type': 'http://www.loc.gov/loc.terms/relators/REV'}]",,,,,,
38,"['L1', 'LB1501', 'LC5201']",http://repository.lppm.unila.ac.id/id/eprint/22558,1970-01-01 00:00:00.000002019,FKIP Unila,['FKIP9'],disk0/00/02/25/58,9,unpub,public,2020-06-17 08:32:44,show,2020-06-17 08:32:44,archive,22558,2020-06-17 08:32:44,,624,"Using Project-Based Learning in Improving Students ""Critical Thinking Skills to Separate of Mixtures","[{'name': {'given': 'Undang', 'honourific': None, 'lineage': None, 'family': 'Rosidin'}, 'id': 'undangros@yahoo.com'}, {'name': {'honourific': None, 'family': 'Rini', 'lineage': None, 'given': 'Riswanti'}, 'id': None}]",other,,,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36016', 'pos': 1, 'eprintid': 22558, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'docid': 36016, 'main': '09 USING PROJECT-BASED.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-06-17 06:51:55', 'objectid': 36016, 'filesize': 753857, 'uri': 'http://repository.lppm.unila.ac.id/id/file/206895', 'filename': '09 USING PROJECT-BASED.pdf', 'fileid': 206895, 'datasetid': 'document', 'hash': 'fff577fd4571e31f962d9fbb4105b9f2', 'mime_type': 'application/pdf'}]}]",,,,,"['Jurusan Pendidikan MIPA FKIP Unila', 'Jurusan Ilmu Pendidikan FKIP Unila']",,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'type': 'http://www.loc.gov/loc.terms/relators/REV'}]",,,,,,
39,"['L1', 'LB1501', 'LC5201']",http://repository.lppm.unila.ac.id/id/eprint/22552,1970-01-01 00:00:00.000002019,FKIP Unila,['FKIP9'],disk0/00/02/25/52,9,unpub,public,2020-06-17 08:31:52,show,2020-06-17 08:31:52,archive,22552,2020-06-17 08:31:52,,624,Visualizing Three-Dimensional Hybrid Atomic Orbitals Using Winplot: An Application for Student Self Instruction,"[{'id': 'undangros@yahoo.com', 'name': {'given': 'Undang', 'lineage': None, 'family': 'Rosidin', 'honourific': None}}, {'id': None, 'name': {'given': 'Riswanti', 'lineage': None, 'family': 'Rini', 'honourific': None}}]",other,,,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36010', 'eprintid': 22552, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'fileid': 206837, 'datasetid': 'document', 'hash': '57b9358e4511b1d4df39a19334154e87', 'mime_type': 'application/pdf', 'objectid': 36010, 'filesize': 756028, 'filename': 'VISUALIZING THREE.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/206837', 'hash_type': 'MD5', 'mtime': '2020-06-17 06:32:22'}], 'main': 'VISUALIZING THREE.pdf', 'docid': 36010}]",,,,,"['Jurusan Pendidikan MIPA FKIP Unila', 'Jurusan Ilmu Pendidikan FKIP Unila']",,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'type': 'http://www.loc.gov/loc.terms/relators/REV'}]",,,,,,
40,"['L1', 'LB1501', 'LC5201']",http://repository.lppm.unila.ac.id/id/eprint/22553,1970-01-01 00:00:00.000002019,FKIP Unila,['FKIP9'],disk0/00/02/25/53,9,unpub,public,2020-06-17 08:31:59,show,2020-06-17 08:31:59,archive,22553,2020-06-17 08:31:59,,624,The development of interactivee-book based chemistry representations referred to the curriculum of 2013,"[{'id': 'undangros@yahoo.com', 'name': {'given': 'Undang', 'lineage': None, 'family': 'Rosidin', 'honourific': None}}, {'name': {'given': 'Riswanti', 'honourific': None, 'family': 'Rini', 'lineage': None}, 'id': None}]",other,,,"[{'files': [{'hash_type': 'MD5', 'mtime': '2020-06-17 06:38:34', 'filesize': 769732, 'objectid': 36011, 'uri': 'http://repository.lppm.unila.ac.id/id/file/206847', 'filename': '04 THE DEVELOVMENT OF INTERACTIVE.pdf', 'datasetid': 'document', 'fileid': 206847, 'hash': 'a05079f38716904f00dfc8d064b0a2e6', 'mime_type': 'application/pdf'}], 'main': '04 THE DEVELOVMENT OF INTERACTIVE.pdf', 'docid': 36011, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 22553, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36011', 'security': 'public'}]",,,,,"['Jurusan Pendidikan MIPA FKIP Unila', 'Jurusan Ilmu Pendidikan FKIP Unila']",,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'type': 'http://www.loc.gov/loc.terms/relators/REV'}]",,,,,,
41,['LB'],http://repository.lppm.unila.ac.id/id/eprint/29533,1970-01-01 00:00:00.000002019,DergiPark Academic,['FKIP9'],disk0/00/02/95/33,4,pub,public,2021-04-21 00:58:05,show,2021-04-21 00:58:05,archive,29533,2021-04-21 00:58:05,https://dergipark.org.tr/en/pub/jegys/issue/48637/518464,1075,Cek Similarity: A Combined HOTS-Based Assessment/STEM Learning Model to Improve Secondary Students’ Thinking Skills: A Development and Evaluation Study,"[{'id': 'undangros@yahoo.com', 'name': {'honourific': None, 'lineage': None, 'family': 'Rosidin', 'given': 'Undang'}}, {'id': 'asuyatna@yahoo.com', 'name': {'given': 'Agus', 'lineage': None, 'family': 'Suyatna', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Abdurrahman', 'honourific': None, 'given': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}]",other,,published,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2, 'main': 'A Combined HOTS-Based Assessment_STEM Learning Model to Improve Secondary Students’ Thinking Skills A Development and Evaluation Study.pdf', 'files': [{'hash': '48026122db5037942a355e2539a06a00', 'mime_type': 'application/pdf', 'fileid': 261533, 'datasetid': 'document', 'mtime': '2020-12-30 09:13:22', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/261533', 'filename': 'A Combined HOTS-Based Assessment_STEM Learning Model to Improve Secondary Students’ Thinking Skills A Development and Evaluation Study.pdf', 'objectid': 43682, 'filesize': 2636790}], 'docid': 43682, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43682', 'security': 'public', 'placement': 1, 'eprintid': 29533}, {'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'fileid': 261534, 'datasetid': 'document', 'hash': '3694badc5b0f83b059f517e8e7a40d7c', 'mime_type': 'application/pdf', 'filesize': 786975, 'objectid': 43683, 'uri': 'http://repository.lppm.unila.ac.id/id/file/261534', 'filename': 'PR-3.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-20 09:55:31'}], 'main': 'PR-3.pdf', 'docid': 43683, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43683', 'pos': 2, 'eprintid': 29533, 'placement': 2}]",https://doi.org/10.17478/jegys.518464,"Journal for the Education of Gifted Young Scientists, 7 (3). pp. 435-448. ISSN 2147-9518","[{'url': 'https://dergipark.org.tr/en/pub/jegys/issue/48637/518464', 'type': 'pub'}]",27207.0,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']","A STEM learning model is believed to be able to improve students’ performance in learning physics significantly including Higher Order Thinking Skills (HOTS).These skills covered the capability to analyze, evaluate, and create which can be boosted by implementing a right learning model, material, and assessment. This study aims to develop and evaluate a combined HOTS-based assessment/STEM learning model to enhance students’ thinking skills. A proposed model was designed by follow the seven steps of Borg & Gall research and development. There are 24 24 eleventh graders of SMAN 1 Kotabumi at North Lampung and 30 tenth graders of SMA YP Unila at Bandar Lampung involved in limited and field trial, respectively. The impact of this model was evaluated by identifying the normalized average gain of pretest posttest and significance test compared to a conventional STEM model. The results showed that t-value of experimental, control, and comparison of these two classes are 23.29, 13.58, and 4.63 (p<0.001), respectively which confirm a better improvements of thinking skills performed by proposed model.",,,,,,,,,,,,,
42,['L1'],http://repository.lppm.unila.ac.id/id/eprint/19042,1970-01-01 00:00:00.000002019,jegys,['FKIP9'],disk0/00/01/90/42,12,pub,public,2020-04-13 01:50:01,show,2020-04-13 01:50:01,archive,19042,2020-04-13 01:50:01,https://jegys.org/iletisim.asp,706,"A Combined HOTS-Based Assessment/STEM Learning
Model to Improve Secondary Students’ Thinking Skills: A
Development and Evaluation Study","[{'id': 'undangros@yahoo.com', 'name': {'lineage': None, 'family': 'Rosidin', 'honourific': None, 'given': 'Undang'}}, {'id': 'asuyatna@yahoo.com', 'name': {'given': 'Agus', 'family': 'Suyatna', 'lineage': None, 'honourific': None}}, {'name': {'honourific': None, 'family': 'Abdurrahman', 'lineage': None, 'given': 'Abdurrahman'}, 'id': 'abdurrahman.1968@fkip.unila.ac.id'}]",article,,published,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 3, 'files': [{'filesize': 611389, 'objectid': 32282, 'filename': '10.17478-jegys.518464-787532.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/159725', 'hash_type': 'MD5', 'mtime': '2019-11-16 11:27:51', 'datasetid': 'document', 'fileid': 159725, 'hash': '94cf44b7826da3a4d9435b9f2bbe4417', 'mime_type': 'application/pdf'}], 'main': '10.17478-jegys.518464-787532.pdf', 'docid': 32282, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32282', 'pos': 1, 'security': 'public', 'formatdesc': 'Artikel', 'placement': 1, 'eprintid': 19042}, {'placement': 2, 'eprintid': 19042, 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32284', 'formatdesc': 'Cek Similarity', 'security': 'public', 'main': '1. A Combined HOTS-Based AssessmentSTEM Learning.pdf', 'files': [{'fileid': 159729, 'datasetid': 'document', 'hash': '14e3ab626e54bf0778d41d2cb82e5ed3', 'mime_type': 'application/pdf', 'filesize': 3978010, 'objectid': 32284, 'filename': '1. A Combined HOTS-Based AssessmentSTEM Learning.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/159729', 'hash_type': 'MD5', 'mtime': '2020-04-09 07:14:52'}], 'docid': 32284, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 2}, {'formatdesc': 'Peer Review', 'security': 'public', 'pos': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32286', 'eprintid': 19042, 'placement': 3, 'rev_number': 2, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': '1.Penilaian.pdf', 'docid': 32286, 'files': [{'mime_type': 'application/pdf', 'hash': '4c587f8ac8b69e1f02a9716d7bb85dd3', 'datasetid': 'document', 'fileid': 159738, 'mtime': '2020-04-09 09:47:05', 'hash_type': 'MD5', 'filename': '1.Penilaian.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/159738', 'filesize': 1146340, 'objectid': 32286}]}]",,,,16714.0,,"A STEM learning model is believed to be able to improve students’ performance
in learning physics significantly including Higher Order Thinking Skills (HOTS).
These skills covered the capability to analyze, evaluate, and create which can be
boosted by implementing a right learning model, material, and assessment. This
study aims to develop and evaluate a combined HOTS-based assessment/STEM
learning model to enhance students’ thinking skills. A proposed model was
designed by follow the seven steps of Borg & Gall research and development.
There are 24 24 eleventh graders of SMAN 1 Kotabumi at North Lampung and 30
tenth graders of SMA YP Unila at Bandar Lampung involved in limited and field
trial, respectively. The impact of this model was evaluated by identifying the
normalized average gain of pretest-posttest and significance test compared to a
conventional STEM model. The results showed that t-value of experimental,
control, and comparison of these two classes are 23.29, 13.58, and 4.63 (p<0.001),
respectively which confirm a better improvements of thinking skills performed by
proposed model.",Journal for the Education of Gifted Young Scientists,7.0,2147-9518,TRUE,435-448,2.0,,,,,,,
43,['L1'],http://repository.lppm.unila.ac.id/id/eprint/17640,1970-01-01 00:00:00.000002019,Tche Quimica Group,['FKIP9'],disk0/00/01/76/40,6,pub,public,2020-02-17 04:15:45,show,2020-02-17 04:15:45,archive,17640,2020-02-17 04:15:45,,706,"ATTITUDE TOWARDS TECHNOLOGY FOR PRE-SERVICE SCIENCE TEACHERS IN
INDONESIA: AN EXPLORATORY FACTOR ANALYSIS","[{'id': 'undangros@yahoo.com', 'name': {'given': 'Undang', 'lineage': None, 'family': 'Rosidin', 'honourific': None}}, {'name': {'honourific': None, 'family': 'maskur', 'lineage': None, 'given': 'Rubhan'}, 'id': None}, {'name': {'given': 'Nina', 'honourific': None, 'family': 'Kadaritna', 'lineage': None}, 'id': 'kadaritna@yahoo.com'}, {'name': {'family': 'Saputra', 'lineage': None, 'honourific': None, 'given': 'Andrian'}, 'id': 'andriansaputra@fkip.unila.ac.id'}]",article,,published,"[{'placement': 1, 'eprintid': 17640, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30777', 'pos': 1, 'security': 'public', 'docid': 30777, 'main': 'Artikel utama rosidin2019.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-01-21 01:05:08', 'filesize': 201532, 'objectid': 30777, 'filename': 'Artikel utama rosidin2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/149015', 'fileid': 149015, 'datasetid': 'document', 'hash': '4c51772344b89a02291d36033f4642c5', 'mime_type': 'application/pdf'}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,,,,,"Technological knowledge and skill are crucial for teachers and pre-service teachers because they have
a direct effect on performance, learning quality, and wider world access. Many studies showed that the ability of
a teacher in technology-integrated pedagogy is influenced by their attitude towards technology. The aim of this
study was to use exploratory factor analysis in examining the structural factors, the preference level and the
interrelationship among components of attitude towards technology. Data was collected from 150 pre-service
science teachers in Lampung University by using traditional survey method. Additionally, variance, mean values
comparison, and Cronbach Alpha coefficients were analyzed in explaining the contributions of items and factors
to the overall attitude towards technology. Pearson correlation analysis was also conducted to find out the
relationship among components. The results confirmed the validity of instrument with loading factors ranging
from 0.427–0.882. In addition, the total Cronbach Alpha coefficient was 0.810 which informed a high internal
consistency of instrument with five components of technological attitude account for 77.82% of variance.
Specifically, the perceived consequence of technology is identified as a dominant attitudinal preference of preservice science teachers in Indonesia, followed by career aspirations and gender difference. Pearson productmoment analysis revealed a significant correlation among components of attitude towards technology.",Periodico Tche Quimica,16.0,2179-0302,TRUE,866-876,3.0,,,,,,,
